config,dataset,sim,jobid,color,min,avg,max,nonzero,nzavg
8blues,8jobs-2,sim7,3,b,0.000,4.342,97.253,7392,5.921
8blues,8jobs-2,sim7,3,g,0.000,12.315,150.837,21597,12.317
8blues,8jobs-2,sim7,3,k,0.159,10.594,136.519,21600,10.594
8blues,8jobs-2,sim7,4,T,0.000,6.253,64.885,48096,6.927
8blues,8jobs-2,sim7,4,b,0.000,5.715,64.885,5760,10.001
8blues,8jobs-2,sim7,4,g,0.000,6.734,63.377,20736,7.015
8blues,8jobs-2,sim7,4,k,0.396,6.023,58.135,21600,6.023
8blues,8jobs-2,sim7,5,T,0.000,0.204,5.837,49824,0.218
8blues,8jobs-2,sim7,5,b,0.000,0.053,1.618,6624,0.081
8blues,8jobs-2,sim7,5,g,0.000,0.262,5.837,21600,0.262
8blues,8jobs-2,sim7,5,k,0.000,0.215,4.080,21600,0.215
8blues,8jobs-2,sim7,6,T,0.000,3.017,70.343,48826,3.292
8blues,8jobs-2,sim7,6,b,0.000,0.526,10.280,5760,0.920
8blues,8jobs-2,sim7,6,g,0.000,3.982,70.343,21466,4.007
8blues,8jobs-2,sim7,6,k,0.015,3.213,56.586,21600,3.213
8blues,8jobs-2,sim7,7,T,0.000,0.378,8.621,51252,0.393
8blues,8jobs-2,sim7,7,b,0.000,0.078,1.228,8064,0.098
8blues,8jobs-2,sim7,7,g,0.000,0.512,8.621,21588,0.512
8blues,8jobs-2,sim7,7,k,0.000,0.384,7.901,21600,0.384
8blues,8jobs-2,sim7,8,T,0.000,0.460,3.136,52992,0.463
8blues,8jobs-2,sim7,8,b,0.000,0.053,1.226,9792,0.054
8blues,8jobs-2,sim7,8,g,0.000,0.633,3.136,21600,0.633
8blues,8jobs-2,sim7,8,k,0.000,0.477,2.295,21600,0.477
8blues,8jobs-2,sim8,0,T,13.691,112.457,231.574,53280,112.457
8blues,8jobs-2,sim8,0,b,13.691,70.517,224.717,10080,70.517
8blues,8jobs-2,sim8,0,g,23.333,132.607,231.574,21600,132.607
8blues,8jobs-2,sim8,0,k,22.901,111.879,206.062,21600,111.879
8blues,8jobs-2,sim8,1,T,0.000,5.798,93.646,49787,6.204
8blues,8jobs-2,sim8,1,b,0.000,5.263,93.646,6624,8.008
8blues,8jobs-2,sim8,1,g,0.000,6.195,80.542,21563,6.205
8blues,8jobs-2,sim8,1,k,0.249,5.650,66.252,21600,5.650
8blues,8jobs-2,sim8,2,T,0.000,0.037,3.917,45361,0.044
8blues,8jobs-2,sim8,2,b,0.000,0.004,0.851,4800,0.009
8blues,8jobs-2,sim8,2,g,0.000,0.052,3.917,19620,0.057
8blues,8jobs-2,sim8,2,k,0.000,0.038,1.542,20941,0.040
8blues,8jobs-2,sim8,3,T,0.000,10.228,198.945,50590,10.772
8blues,8jobs-2,sim8,3,b,0.000,4.809,52.343,7392,6.558
8blues,8jobs-2,sim8,3,g,0.000,12.365,198.945,21598,12.366
8blues,8jobs-2,sim8,3,k,0.211,10.621,162.925,21600,10.621
8blues,8jobs-2,sim8,4,T,0.000,6.156,86.293,48096,6.820
8blues,8jobs-2,sim8,4,b,0.000,5.677,86.293,5760,9.935
8blues,8jobs-2,sim8,4,g,0.000,6.556,77.276,20736,6.830
8blues,8jobs-2,sim8,4,k,0.298,5.980,66.661,21600,5.980
8blues,8jobs-2,sim8,5,T,0.000,0.182,9.842,49824,0.195
8blues,8jobs-2,sim8,5,b,0.000,0.053,3.533,6624,0.080
8blues,8jobs-2,sim8,5,g,0.000,0.241,9.842,21600,0.241
8blues,8jobs-2,sim8,5,k,0.000,0.185,6.316,21600,0.185
8blues,8jobs-2,sim8,6,T,0.000,2.872,71.651,48825,3.134
8blues,8jobs-2,sim8,6,b,0.000,0.471,13.496,5760,0.825
8blues,8jobs-2,sim8,6,g,0.000,3.881,71.651,21465,3.906
8blues,8jobs-2,sim8,6,k,0.008,2.984,65.615,21600,2.984
8blues,8jobs-2,sim8,7,T,0.000,0.368,8.526,51252,0.383
8blues,8jobs-2,sim8,7,b,0.000,0.071,2.278,8064,0.089
8blues,8jobs-2,sim8,7,g,0.000,0.503,8.526,21588,0.503
8blues,8jobs-2,sim8,7,k,0.001,0.372,7.441,21600,0.372
8blues,8jobs-2,sim8,8,T,0.000,86.815,230.423,52992,87.287
8blues,8jobs-2,sim8,8,b,0.000,54.169,203.519,9792,55.762
8blues,8jobs-2,sim8,8,g,6.471,102.814,230.423,21600,102.814
8blues,8jobs-2,sim8,8,k,8.885,86.050,196.457,21600,86.050
8blues,8jobs-2,sim9,0,T,1.549,49.112,165.209,53280,49.112
8blues,8jobs-2,sim9,0,b,1.549,18.331,104.072,10080,18.331
8blues,8jobs-2,sim9,0,g,8.955,62.819,165.209,21600,62.819
8blues,8jobs-2,sim9,0,k,7.243,49.770,146.281,21600,49.770
8blues,8jobs-2,sim9,1,T,0.000,6.046,79.715,49788,6.470
8blues,8jobs-2,sim9,1,b,0.000,5.537,79.715,6624,8.426
8blues,8jobs-2,sim9,1,g,0.000,6.471,73.587,21564,6.482
8blues,8jobs-2,sim9,1,k,0.279,5.859,65.133,21600,5.859
8blues,8jobs-2,sim9,2,T,0.000,0.038,3.719,45287,0.045
8blues,8jobs-2,sim9,2,b,0.000,0.004,0.727,4800,0.009
8blues,8jobs-2,sim9,2,g,0.000,0.053,3.719,19595,0.058
8blues,8jobs-2,sim9,2,k,0.000,0.040,1.432,20892,0.041
8blues,8jobs-2,sim9,3,T,0.000,10.099,161.968,50588,10.637
8blues,8jobs-2,sim9,3,b,0.000,4.503,87.394,7392,6.141
8blues,8jobs-2,sim9,3,g,0.000,12.299,161.968,21596,12.302
8blues,8jobs-2,sim9,3,k,0.257,10.511,141.837,21600,10.511
8blues,8jobs-2,sim9,4,T,0.000,6.129,75.265,48096,6.790
8blues,8jobs-2,sim9,4,b,0.000,5.608,75.265,5760,9.814
8blues,8jobs-2,sim9,4,g,0.000,6.572,69.378,20736,6.845
8blues,8jobs-2,sim9,4,k,0.329,5.930,61.437,21600,5.930
8blues,8jobs-2,sim9,5,T,0.000,0.184,8.447,49824,0.196
8blues,8jobs-2,sim9,5,b,0.000,0.050,4.848,6624,0.077
8blues,8jobs-2,sim9,5,g,0.000,0.242,8.447,21600,0.242
8blues,8jobs-2,sim9,5,k,0.000,0.188,5.407,21600,0.188
8blues,8jobs-2,sim9,6,T,0.000,2.913,69.799,48825,3.178
8blues,8jobs-2,sim9,6,b,0.000,0.493,10.581,5760,0.862
8blues,8jobs-2,sim9,6,g,0.000,3.914,69.799,21465,3.939
8blues,8jobs-2,sim9,6,k,0.009,3.040,57.710,21600,3.040
8blues,8jobs-2,sim9,7,T,0.000,0.370,8.519,51252,0.385
8blues,8jobs-2,sim9,7,b,0.000,0.071,1.924,8064,0.089
8blues,8jobs-2,sim9,7,g,0.000,0.504,8.519,21588,0.504
8blues,8jobs-2,sim9,7,k,0.001,0.375,7.751,21600,0.375
8blues,8jobs-2,sim9,8,T,0.000,23.333,85.238,52992,23.459
8blues,8jobs-2,sim9,8,b,0.000,2.065,20.849,9792,2.125
8blues,8jobs-2,sim9,8,g,0.123,32.764,85.238,21600,32.764
8blues,8jobs-2,sim9,8,k,0.209,23.827,73.559,21600,23.827
10blues,4jobs-1,sim1,0,T,0.321,71.191,222.628,55800,71.191
10blues,4jobs-1,sim1,0,b,0.321,47.383,176.847,12600,47.383
10blues,4jobs-1,sim1,0,g,15.535,84.023,222.628,21600,84.023
10blues,4jobs-1,sim1,0,k,17.886,72.248,189.338,21600,72.248
10blues,4jobs-1,sim1,1,T,0.000,28.372,102.111,55080,28.743
10blues,4jobs-1,sim1,1,b,0.000,25.830,102.111,11880,27.396
10blues,4jobs-1,sim1,1,g,0.260,30.510,96.096,21600,30.510
10blues,4jobs-1,sim1,1,k,1.951,27.718,87.760,21600,27.718
10blues,4jobs-1,sim1,2,T,0.000,0.208,5.713,55800,0.208
10blues,4jobs-1,sim1,2,b,0.000,0.025,0.710,12600,0.025
10blues,4jobs-1,sim1,2,g,0.000,0.304,5.713,21600,0.304
10blues,4jobs-1,sim1,2,k,0.000,0.218,2.117,21600,0.218
10blues,4jobs-1,sim1,3,T,0.000,41.118,220.556,55680,41.207
10blues,4jobs-1,sim1,3,b,0.000,21.260,176.807,12480,21.465
10blues,4jobs-1,sim1,3,g,0.426,51.078,220.556,21600,51.078
10blues,4jobs-1,sim1,3,k,3.168,42.742,186.636,21600,42.742
10blues,4jobs-1,sim1,4,T,0.000,1.493,13.651,54600,1.526
10blues,4jobs-1,sim1,4,b,0.000,0.268,6.673,11400,0.296
10blues,4jobs-1,sim1,4,g,0.002,2.131,13.651,21600,2.131
10blues,4jobs-1,sim1,4,k,0.005,1.570,12.031,21600,1.570
10blues,4jobs-1,sim2,0,T,7.013,84.071,215.643,55800,84.071
10blues,4jobs-1,sim2,0,b,7.013,53.047,172.990,12600,53.047
10blues,4jobs-1,sim2,0,g,21.383,100.528,215.643,21600,100.528
10blues,4jobs-1,sim2,0,k,20.829,85.712,183.890,21600,85.712
10blues,4jobs-1,sim2,1,T,0.000,0.208,4.891,55080,0.210
10blues,4jobs-1,sim2,1,b,0.000,0.019,1.158,11880,0.021
10blues,4jobs-1,sim2,1,g,0.000,0.306,4.891,21600,0.306
10blues,4jobs-1,sim2,1,k,0.000,0.219,2.129,21600,0.219
10blues,4jobs-1,sim2,2,T,0.087,45.221,213.422,55800,45.221
10blues,4jobs-1,sim2,2,b,0.087,27.117,170.267,12600,27.117
10blues,4jobs-1,sim2,2,g,1.260,54.388,213.422,21600,54.388
10blues,4jobs-1,sim2,2,k,4.478,46.614,180.478,21600,46.614
10blues,4jobs-1,sim2,3,T,0.000,10.625,95.477,55680,10.648
10blues,4jobs-1,sim2,3,b,0.000,0.998,10.650,12480,1.008
10blues,4jobs-1,sim2,3,g,0.045,15.461,95.477,21600,15.461
10blues,4jobs-1,sim2,3,k,0.078,11.404,69.156,21600,11.404
10blues,4jobs-1,sim2,4,T,0.000,28.018,127.135,55080,28.384
10blues,4jobs-1,sim2,4,b,0.000,24.912,127.135,11880,26.422
10blues,4jobs-1,sim2,4,g,0.123,30.372,100.197,21600,30.372
10blues,4jobs-1,sim2,4,k,1.816,27.475,89.548,21600,27.475
10blues,4jobs-1,sim3,0,T,0.238,41.076,99.822,55800,41.076
10blues,4jobs-1,sim3,0,b,0.238,27.380,99.822,12600,27.380
10blues,4jobs-1,sim3,0,g,3.464,48.574,96.715,21600,48.574
10blues,4jobs-1,sim3,0,k,8.382,41.567,86.597,21600,41.567
10blues,4jobs-1,sim3,1,T,0.000,10.926,82.466,55080,11.069
10blues,4jobs-1,sim3,1,b,0.000,1.004,7.958,11880,1.065
10blues,4jobs-1,sim3,1,g,0.048,15.610,82.466,21600,15.610
10blues,4jobs-1,sim3,1,k,0.082,12.030,62.405,21600,12.030
10blues,4jobs-1,sim3,2,T,0.116,28.481,96.986,55800,28.481
10blues,4jobs-1,sim3,2,b,0.116,26.112,96.986,12600,26.112
10blues,4jobs-1,sim3,2,g,0.448,30.558,94.764,21600,30.558
10blues,4jobs-1,sim3,2,k,4.800,27.785,86.323,21600,27.785
10blues,4jobs-1,sim3,3,T,0.000,1.451,14.764,55680,1.455
10blues,4jobs-1,sim3,3,b,0.000,0.248,4.999,12480,0.251
10blues,4jobs-1,sim3,3,g,0.004,2.089,14.764,21600,2.089
10blues,4jobs-1,sim3,3,k,0.006,1.516,11.409,21600,1.516
10blues,4jobs-1,sim3,4,T,0.000,0.218,5.752,55080,0.220
10blues,4jobs-1,sim3,4,b,0.000,0.015,0.834,11880,0.016
10blues,4jobs-1,sim3,4,g,0.000,0.317,5.752,21600,0.317
10blues,4jobs-1,sim3,4,k,0.000,0.236,1.880,21600,0.236
10blues,4jobs-1,sim4,0,T,2.526,83.832,208.503,55800,83.832
10blues,4jobs-1,sim4,0,b,2.526,51.116,172.135,12600,51.116
10blues,4jobs-1,sim4,0,g,22.343,100.975,208.503,21600,100.975
10blues,4jobs-1,sim4,0,k,24.715,85.774,181.902,21600,85.774
10blues,4jobs-1,sim4,1,T,0.000,43.462,204.949,55080,44.030
10blues,4jobs-1,sim4,1,b,0.000,24.731,169.228,11880,26.229
10blues,4jobs-1,sim4,1,g,1.346,52.766,204.949,21600,52.766
10blues,4jobs-1,sim4,1,k,3.775,45.084,177.560,21600,45.084
10blues,4jobs-1,sim4,2,T,0.005,1.568,18.430,55800,1.568
10blues,4jobs-1,sim4,2,b,0.005,0.488,9.835,12600,0.488
10blues,4jobs-1,sim4,2,g,0.023,2.134,18.430,21600,2.134
10blues,4jobs-1,sim4,2,k,0.037,1.631,15.753,21600,1.631
10blues,4jobs-1,sim4,3,T,0.000,28.183,124.096,55680,28.244
10blues,4jobs-1,sim4,3,b,0.000,25.024,124.096,12480,25.264
10blues,4jobs-1,sim4,3,g,0.152,30.604,100.255,21600,30.604
10blues,4jobs-1,sim4,3,k,1.714,27.605,87.830,21600,27.605
10blues,4jobs-1,sim4,4,T,0.000,10.620,106.713,55080,10.759
10blues,4jobs-1,sim4,4,b,0.000,0.873,13.648,11880,0.926
10blues,4jobs-1,sim4,4,g,0.031,15.471,106.713,21600,15.471
10blues,4jobs-1,sim4,4,k,0.054,11.454,67.524,21600,11.454
10blues,4jobs-2,sim1,0,T,0.730,62.027,218.349,55800,62.027
10blues,4jobs-2,sim1,0,b,0.730,40.068,174.800,12600,40.068
10blues,4jobs-2,sim1,0,g,6.389,73.451,218.349,21600,73.451
10blues,4jobs-2,sim1,0,k,13.187,63.413,188.199,21600,63.413
10blues,4jobs-2,sim1,1,T,0.000,13.844,97.113,55080,14.025
10blues,4jobs-2,sim1,1,b,0.000,12.446,87.457,11880,13.200
10blues,4jobs-2,sim1,1,g,0.064,14.875,97.113,21600,14.875
10blues,4jobs-2,sim1,1,k,1.083,13.628,75.401,21600,13.628
10blues,4jobs-2,sim1,2,T,0.000,0.101,4.695,55439,0.101
10blues,4jobs-2,sim1,2,b,0.000,0.019,0.511,12239,0.019
10blues,4jobs-2,sim1,2,g,0.000,0.147,4.695,21600,0.147
10blues,4jobs-2,sim1,2,k,0.000,0.102,1.858,21600,0.102
10blues,4jobs-2,sim1,3,T,0.000,44.875,216.074,55680,44.972
10blues,4jobs-2,sim1,3,b,0.000,26.884,165.797,12480,27.142
10blues,4jobs-2,sim1,3,g,2.639,54.082,216.074,21600,54.082
10blues,4jobs-2,sim1,3,k,5.225,46.164,181.459,21600,46.164
10blues,4jobs-2,sim1,4,T,0.003,3.207,10.257,55800,3.207
10blues,4jobs-2,sim1,4,b,0.003,0.720,9.288,12600,0.720
10blues,4jobs-2,sim1,4,g,0.005,4.347,10.257,21600,4.347
10blues,4jobs-2,sim1,4,k,0.010,3.519,9.886,21600,3.519
10blues,4jobs-2,sim10,0,T,1.157,59.016,170.300,55800,59.016
10blues,4jobs-2,sim10,0,b,1.157,26.561,132.845,12600,26.561
10blues,4jobs-2,sim10,0,g,11.959,75.729,170.300,21600,75.729
10blues,4jobs-2,sim10,0,k,11.109,61.236,147.170,21600,61.236
10blues,4jobs-2,sim10,1,T,0.000,13.286,81.160,55080,13.459
10blues,4jobs-2,sim10,1,b,0.000,11.738,80.059,11880,12.450
10blues,4jobs-2,sim10,1,g,0.101,14.416,81.160,21600,14.416
10blues,4jobs-2,sim10,1,k,0.787,13.058,69.851,21600,13.058
10blues,4jobs-2,sim10,2,T,0.000,21.921,168.960,55440,22.063
10blues,4jobs-2,sim10,2,b,0.000,12.640,123.868,12240,13.011
10blues,4jobs-2,sim10,2,g,0.436,26.377,168.960,21600,26.377
10blues,4jobs-2,sim10,2,k,1.759,22.879,140.365,21600,22.879
10blues,4jobs-2,sim10,3,T,0.000,1.521,18.773,55680,1.524
10blues,4jobs-2,sim10,3,b,0.000,0.436,9.015,12480,0.440
10blues,4jobs-2,sim10,3,g,0.008,2.082,18.773,21600,2.082
10blues,4jobs-2,sim10,3,k,0.034,1.593,14.027,21600,1.593
10blues,4jobs-2,sim10,4,T,0.099,22.289,88.754,55800,22.289
10blues,4jobs-2,sim10,4,b,0.284,1.748,15.839,12600,1.748
10blues,4jobs-2,sim10,4,g,0.099,32.853,88.754,21600,32.853
10blues,4jobs-2,sim10,4,k,0.237,23.707,71.559,21600,23.707
10blues,4jobs-2,sim11,0,T,0.158,46.601,165.525,55800,46.601
10blues,4jobs-2,sim11,0,b,0.158,25.712,128.519,12600,25.712
10blues,4jobs-2,sim11,0,g,3.739,56.946,165.525,21600,56.946
10blues,4jobs-2,sim11,0,k,6.667,48.442,143.740,21600,48.442
10blues,4jobs-2,sim11,1,T,0.000,13.405,83.696,55080,13.580
10blues,4jobs-2,sim11,1,b,0.000,11.986,83.423,11880,12.712
10blues,4jobs-2,sim11,1,g,0.121,14.421,83.696,21600,14.421
10blues,4jobs-2,sim11,1,k,0.931,13.216,73.244,21600,13.216
10blues,4jobs-2,sim11,2,T,0.000,21.906,162.630,55440,22.048
10blues,4jobs-2,sim11,2,b,0.000,12.593,123.302,12240,12.963
10blues,4jobs-2,sim11,2,g,0.285,26.345,162.630,21600,26.345
10blues,4jobs-2,sim11,2,k,1.517,22.899,140.510,21600,22.899
10blues,4jobs-2,sim11,3,T,0.000,10.847,84.018,55680,10.870
10blues,4jobs-2,sim11,3,b,0.000,1.090,10.603,12480,1.100
10blues,4jobs-2,sim11,3,g,0.036,15.542,84.018,21600,15.542
10blues,4jobs-2,sim11,3,k,0.170,11.843,67.664,21600,11.843
10blues,4jobs-2,sim11,4,T,0.000,0.444,5.519,55800,0.444
10blues,4jobs-2,sim11,4,b,0.000,0.043,1.030,12600,0.043
10blues,4jobs-2,sim11,4,g,0.000,0.638,5.519,21600,0.638
10blues,4jobs-2,sim11,4,k,0.000,0.484,2.300,21600,0.484
10blues,4jobs-2,sim12,0,T,0.829,49.270,166.668,55800,49.270
10blues,4jobs-2,sim12,0,b,0.829,26.353,130.144,12600,26.353
10blues,4jobs-2,sim12,0,g,9.511,60.618,166.668,21600,60.618
10blues,4jobs-2,sim12,0,k,11.145,51.290,144.722,21600,51.290
10blues,4jobs-2,sim12,1,T,0.000,13.380,84.331,55080,13.555
10blues,4jobs-2,sim12,1,b,0.000,11.926,84.331,11880,12.648
10blues,4jobs-2,sim12,1,g,0.124,14.443,84.331,21600,14.443
10blues,4jobs-2,sim12,1,k,0.913,13.166,73.884,21600,13.166
10blues,4jobs-2,sim12,2,T,0.000,21.897,163.748,55440,22.039
10blues,4jobs-2,sim12,2,b,0.000,12.603,123.841,12240,12.973
10blues,4jobs-2,sim12,2,g,0.402,26.350,163.748,21600,26.350
10blues,4jobs-2,sim12,2,k,1.667,22.865,141.210,21600,22.865
10blues,4jobs-2,sim12,3,T,0.000,10.821,86.231,55680,10.845
10blues,4jobs-2,sim12,3,b,0.000,1.095,12.070,12480,1.106
10blues,4jobs-2,sim12,3,g,0.048,15.521,86.231,21600,15.521
10blues,4jobs-2,sim12,3,k,0.191,11.795,67.458,21600,11.795
10blues,4jobs-2,sim12,4,T,0.004,3.171,17.230,55800,3.171
10blues,4jobs-2,sim12,4,b,0.012,0.729,9.363,12600,0.729
10blues,4jobs-2,sim12,4,g,0.004,4.304,17.230,21600,4.304
10blues,4jobs-2,sim12,4,k,0.035,3.463,12.461,21600,3.463
10blues,4jobs-2,sim13,0,T,12.102,93.784,221.149,55800,93.784
10blues,4jobs-2,sim13,0,b,12.102,51.142,182.760,12600,51.142
10blues,4jobs-2,sim13,0,g,17.836,115.199,221.149,21600,115.199
10blues,4jobs-2,sim13,0,k,20.284,97.244,193.401,21600,97.244
10blues,4jobs-2,sim13,1,T,0.000,12.786,88.644,55080,12.954
10blues,4jobs-2,sim13,1,b,0.000,11.202,88.644,11880,11.881
10blues,4jobs-2,sim13,1,g,0.082,13.899,75.923,21600,13.899
10blues,4jobs-2,sim13,1,k,0.579,12.598,67.369,21600,12.598
10blues,4jobs-2,sim13,2,T,0.000,0.380,8.996,55440,0.382
10blues,4jobs-2,sim13,2,b,0.000,0.103,3.157,12240,0.106
10blues,4jobs-2,sim13,2,g,0.001,0.517,8.996,21600,0.517
10blues,4jobs-2,sim13,2,k,0.003,0.404,5.933,21600,0.404
10blues,4jobs-2,sim13,3,T,0.000,0.207,7.534,55680,0.208
10blues,4jobs-2,sim13,3,b,0.000,0.023,0.562,12480,0.023
10blues,4jobs-2,sim13,3,g,0.000,0.304,7.534,21600,0.304
10blues,4jobs-2,sim13,3,k,0.000,0.218,1.982,21600,0.218
10blues,4jobs-2,sim13,4,T,0.678,80.411,220.911,55800,80.411
10blues,4jobs-2,sim13,4,b,0.678,39.814,182.758,12600,39.814
10blues,4jobs-2,sim13,4,g,7.725,100.479,220.911,21600,100.479
10blues,4jobs-2,sim13,4,k,9.876,84.024,192.509,21600,84.024
10blues,4jobs-2,sim14,0,T,0.787,36.503,79.250,55800,36.503
10blues,4jobs-2,sim14,0,b,0.787,13.573,77.316,12600,13.573
10blues,4jobs-2,sim14,0,g,2.092,48.476,79.250,21600,48.476
10blues,4jobs-2,sim14,0,k,4.059,37.906,74.751,21600,37.906
10blues,4jobs-2,sim14,1,T,0.000,13.327,75.298,55080,13.501
10blues,4jobs-2,sim14,1,b,0.000,11.711,75.298,11880,12.420
10blues,4jobs-2,sim14,1,g,0.166,14.528,71.497,21600,14.528
10blues,4jobs-2,sim14,1,k,1.709,13.069,66.308,21600,13.069
10blues,4jobs-2,sim14,2,T,0.000,0.379,7.320,55440,0.381
10blues,4jobs-2,sim14,2,b,0.000,0.095,2.703,12240,0.098
10blues,4jobs-2,sim14,2,g,0.001,0.516,7.320,21600,0.516
10blues,4jobs-2,sim14,2,k,0.004,0.408,5.166,21600,0.408
10blues,4jobs-2,sim14,3,T,0.000,0.208,5.930,55679,0.209
10blues,4jobs-2,sim14,3,b,0.000,0.021,1.244,12479,0.021
10blues,4jobs-2,sim14,3,g,0.000,0.304,5.930,21600,0.304
10blues,4jobs-2,sim14,3,k,0.000,0.222,1.773,21600,0.222
10blues,4jobs-2,sim14,4,T,0.195,22.589,77.350,55800,22.589
10blues,4jobs-2,sim14,4,b,0.284,1.746,15.369,12600,1.746
10blues,4jobs-2,sim14,4,g,0.195,33.129,77.350,21600,33.129
10blues,4jobs-2,sim14,4,k,0.216,24.208,71.131,21600,24.208
10blues,4jobs-2,sim15,0,T,0.136,59.693,217.329,55800,59.693
10blues,4jobs-2,sim15,0,b,0.136,39.708,171.449,12600,39.708
10blues,4jobs-2,sim15,0,g,5.066,70.119,217.329,21600,70.119
10blues,4jobs-2,sim15,0,k,9.929,60.925,186.534,21600,60.925
10blues,4jobs-2,sim15,1,T,0.000,13.880,95.673,55080,14.061
10blues,4jobs-2,sim15,1,b,0.000,12.526,85.671,11880,13.285
10blues,4jobs-2,sim15,1,g,0.063,14.862,95.673,21600,14.862
10blues,4jobs-2,sim15,1,k,1.058,13.687,75.171,21600,13.687
10blues,4jobs-2,sim15,2,T,0.000,0.381,10.411,55440,0.384
10blues,4jobs-2,sim15,2,b,0.000,0.098,2.037,12240,0.101
10blues,4jobs-2,sim15,2,g,0.000,0.517,10.411,21600,0.517
10blues,4jobs-2,sim15,2,k,0.001,0.410,6.209,21600,0.410
10blues,4jobs-2,sim15,3,T,0.000,44.986,215.123,55680,45.083
10blues,4jobs-2,sim15,3,b,0.000,27.040,161.589,12480,27.300
10blues,4jobs-2,sim15,3,g,2.280,54.098,215.123,21600,54.098
10blues,4jobs-2,sim15,3,k,5.621,46.342,182.178,21600,46.342
10blues,4jobs-2,sim15,4,T,0.000,0.446,2.692,55800,0.446
10blues,4jobs-2,sim15,4,b,0.000,0.043,1.095,12600,0.043
10blues,4jobs-2,sim15,4,g,0.000,0.641,2.692,21600,0.641
10blues,4jobs-2,sim15,4,k,0.000,0.486,1.683,21600,0.486
10blues,4jobs-2,sim16,0,T,1.171,81.072,220.711,55800,81.072
10blues,4jobs-2,sim16,0,b,1.171,40.544,183.325,12600,40.544
10blues,4jobs-2,sim16,0,g,13.135,102.087,220.711,21600,102.087
10blues,4jobs-2,sim16,0,k,23.913,83.698,191.140,21600,83.698
10blues,4jobs-2,sim16,1,T,0.000,13.465,99.951,55080,13.641
10blues,4jobs-2,sim16,1,b,0.000,12.042,87.876,11880,12.772
10blues,4jobs-2,sim16,1,g,0.075,14.528,99.951,21600,14.528
10blues,4jobs-2,sim16,1,k,1.257,13.231,76.577,21600,13.231
10blues,4jobs-2,sim16,2,T,0.000,0.337,10.559,55440,0.339
10blues,4jobs-2,sim16,2,b,0.000,0.090,3.865,12240,0.093
10blues,4jobs-2,sim16,2,g,0.002,0.470,10.559,21600,0.470
10blues,4jobs-2,sim16,2,k,0.003,0.347,6.717,21600,0.347
10blues,4jobs-2,sim16,3,T,0.000,44.782,218.120,55680,44.878
10blues,4jobs-2,sim16,3,b,0.000,26.703,171.239,12480,26.960
10blues,4jobs-2,sim16,3,g,2.413,54.037,218.120,21600,54.037
10blues,4jobs-2,sim16,3,k,4.964,46.071,183.404,21600,46.071
10blues,4jobs-2,sim16,4,T,0.078,22.489,78.200,55800,22.489
10blues,4jobs-2,sim16,4,b,0.133,1.708,18.165,12600,1.708
10blues,4jobs-2,sim16,4,g,0.078,33.052,78.200,21600,33.052
10blues,4jobs-2,sim16,4,k,0.162,24.048,71.942,21600,24.048
10blues,4jobs-2,sim17,0,T,0.088,25.232,88.924,55800,25.232
10blues,4jobs-2,sim17,0,b,0.088,13.168,83.630,12600,13.168
10blues,4jobs-2,sim17,0,g,1.970,31.328,88.924,21600,31.328
10blues,4jobs-2,sim17,0,k,3.583,26.175,76.609,21600,26.175
10blues,4jobs-2,sim17,1,T,0.000,13.457,80.902,55080,13.633
10blues,4jobs-2,sim17,1,b,0.000,11.961,80.902,11880,12.685
10blues,4jobs-2,sim17,1,g,0.112,14.539,76.331,21600,14.539
10blues,4jobs-2,sim17,1,k,1.706,13.247,70.228,21600,13.247
10blues,4jobs-2,sim17,2,T,0.000,0.383,9.562,55440,0.385
10blues,4jobs-2,sim17,2,b,0.000,0.095,1.826,12240,0.098
10blues,4jobs-2,sim17,2,g,0.000,0.518,9.562,21600,0.518
10blues,4jobs-2,sim17,2,k,0.001,0.415,6.511,21600,0.415
10blues,4jobs-2,sim17,3,T,0.000,10.946,78.270,55680,10.970
10blues,4jobs-2,sim17,3,b,0.000,1.070,9.954,12480,1.081
10blues,4jobs-2,sim17,3,g,0.100,15.629,78.270,21600,15.629
10blues,4jobs-2,sim17,3,k,0.222,12.024,67.696,21600,12.024
10blues,4jobs-2,sim17,4,T,0.000,0.447,3.088,55800,0.447
10blues,4jobs-2,sim17,4,b,0.000,0.042,0.924,12600,0.042
10blues,4jobs-2,sim17,4,g,0.000,0.641,3.088,21600,0.641
10blues,4jobs-2,sim17,4,k,0.000,0.488,1.586,21600,0.488
10blues,4jobs-2,sim18,0,T,11.765,103.682,223.364,55800,103.682
10blues,4jobs-2,sim18,0,b,11.765,51.485,187.884,12600,51.485
10blues,4jobs-2,sim18,0,g,28.047,129.665,223.364,21600,129.665
10blues,4jobs-2,sim18,0,k,31.950,108.147,195.695,21600,108.147
10blues,4jobs-2,sim18,1,T,0.000,12.368,102.754,55080,12.530
10blues,4jobs-2,sim18,1,b,0.000,10.920,102.754,11880,11.582
10blues,4jobs-2,sim18,1,g,0.106,13.350,85.067,21600,13.350
10blues,4jobs-2,sim18,1,k,0.728,12.231,74.329,21600,12.231
10blues,4jobs-2,sim18,2,T,0.000,0.335,11.049,55440,0.337
10blues,4jobs-2,sim18,2,b,0.000,0.092,3.878,12240,0.095
10blues,4jobs-2,sim18,2,g,0.003,0.469,11.049,21600,0.469
10blues,4jobs-2,sim18,2,k,0.007,0.342,7.823,21600,0.342
