sg,sr,sc,dg,dr,dc,color,flits,stalls,stalls/flit,flits_vc_0,flits_vc_1,flits_vc_2,flits_vc_3,flits_vc_4,flits_vc_5,flits_vc_6,flits_vc_7,stalls_vc_0,stalls_vc_1,stalls_vc_2,stalls_vc_3,stalls_vc_4,stalls_vc_5,stalls_vc_6,stalls_vc_7,stalls/flit_0,stalls/flit_1,stalls/flit_2,stalls/flit_3,stalls/flit_4,stalls/flit_5,stalls/flit_6,stalls/flit_7
5,3,4,5,3,3,g,535334651,1911988648,3.5715764791769478,25958845,114093132,59029519,3151056,68260969,111862614,136108689,16869827,308522039,989716391,575432796,7823858,146553,6328853,22054903,1963255,11.885044923994114,8.674636007012236,9.748220987536762,2.482932071026348,0.002146951649631578,0.056577016875361055,0.16203890553967498,0.11637671210261967
5,3,4,5,3,7,g,497267312,1920446400,3.862000082563239,12164801,76859960,53162885,2925880,31546769,181713859,122883695,16009463,172849574,1177928530,540050294,6952166,76950,550071,19955845,2082970,14.208993143414348,15.325645888964813,10.158408333182068,2.3760940298303415,0.0024392355362921636,0.00302712739153264,0.16239619910517827,0.13010867385120914
5,3,4,5,3,0,g,451908276,1882849967,4.1664427650357965,27838151,39205684,53802950,2493812,76607917,107629647,131521980,12808135,326138794,954527340,572175011,6268839,132095,388949,21528993,1689946,11.715533621467891,24.346656979635913,10.634640126610158,2.5137576529425636,0.001724299591646644,0.00361377195634582,0.16369121723988644,0.13194317517733847
5,3,4,5,3,5,g,602996206,1874491240,3.108628580658101,11517229,47088934,68750327,3012935,28358106,302354335,125337139,16577201,164746635,1102510167,538735552,6822087,66211,42306279,17204029,2100280,14.304363922954037,23.41336006884335,7.836116212218162,2.264266238733992,0.0023348174239845214,0.1399228458226008,0.13726202095613496,0.12669690136471168
5,3,4,5,1,4,k,360946345,3017677352,8.360459646710094,20051467,39196850,39459515,1077619,49426520,82424609,113635737,15674028,546548180,2042638843,376856530,601682,100432,1832830,42892687,6206168,27.25726651321821,52.11232134725112,9.550460262879561,0.558343904478299,0.0020319456032915125,0.022236441546237728,0.37745772705289005,0.395952335927944
5,3,4,5,1,4,k,405753696,3015920999,7.432886080229322,23777855,45982196,42418211,1236843,58121739,93754888,123196153,17265811,551128078,2024605237,386846649,701285,158058,1877687,44187765,6416240,23.17820837918307,44.030198927428344,9.119824713965423,0.5669959728114239,0.0027194299881495286,0.020027617120080183,0.3586781236586178,0.3716153269603148
5,3,4,5,1,4,k,378194699,3037919963,8.032687848435444,22223895,41961110,40829093,1117006,50896047,87685663,117367761,16114124,551166348,2047990207,385583852,645435,182037,1898853,44087402,6365829,24.800618793420327,48.806864427561614,9.443850540593688,0.5778259024571041,0.003576643191955556,0.021655227719496174,0.3756346855760501,0.3950465442614194
5,3,4,5,0,4,k,321309020,2820440053,8.777967244741527,19411634,32902270,37555866,986464,43063479,61169974,111486928,14732405,555294657,1822725059,390424394,657503,187787,832940,44170552,6147161,28.606281006534534,55.398155172880166,10.395829881808611,0.6665250835306712,0.004360702023169099,0.013616811411428752,0.3961948973964015,0.4172544129760212
5,3,4,5,3,9,g,575578874,1952518883,3.392269888974417,11866741,68310193,46386676,1430359,29345062,247575679,135854696,34809468,138268293,1304013122,484791719,557872,128645,1544618,20691592,2523022,11.651749456737953,19.089583336413646,10.451098479227095,0.39002236501465715,0.004383872148574775,0.006238973093960494,0.15230678518466523,0.07248091237705788
5,3,4,5,3,14,g,415229108,1890467789,4.552830600209271,14494,62897012,51957623,2936734,796,156185411,122513232,18723806,33,1354933077,508565504,4315197,0,1274242,19460646,1919090,0.002276804194839244,21.542089741878357,9.788082568750307,1.4693863999940069,0.0,0.00815852128468004,0.15884525844522657,0.10249465306359187
5,3,4,5,3,12,g,697473079,1851544281,2.6546462318727,2648895,63658380,48639456,2706478,6194698,456148217,102127972,15348983,53277557,1271265355,468386296,4716431,17115,39019230,14089747,772550,20.113125284316666,19.9701179169184,9.629760168370304,1.7426452385720483,0.0027628465503887357,0.08554068293113595,0.13796168399388173,0.050332324949477106
5,3,4,5,3,13,g,513912076,1896658916,3.69062920405085,19288,70982701,52159228,2591157,1023,250459323,123017982,14681374,11,1367786925,500559794,4317433,0,4356650,18916676,721427,0.0005703027789299046,19.269299501578562,9.59676385547731,1.6662182183480199,0.0,0.01739464096531156,0.15377163315847597,0.049138929367237696
5,3,4,5,0,4,k,409501606,2151619947,5.254240558460716,26018940,48271826,47402733,1332705,55716679,79346612,133589259,17822852,513231204,1178086613,410213168,636320,26925,880192,42420226,6125299,19.72529257533166,24.40526308244482,8.653787282686844,0.4774650053837871,0.0004832484721496053,0.01109300041695542,0.31754219102300735,0.34367670224720487
5,3,4,5,5,4,k,317278424,1305082388,4.113366334673927,10090800,38298033,37063049,1060866,18720986,85982804,110297972,15763914,280260944,607600276,370557015,640909,27621,1600481,38516743,5878399,27.773907321520593,15.865051763885628,9.998017567308075,0.604137563085253,0.001475403058364554,0.018613966113503348,0.3492062664579182,0.37290225003764926
5,3,4,5,5,4,k,353585133,1365156619,3.8608993749745695,12292374,42336569,42225634,1240082,23150665,94663844,120462915,17213050,305801423,628422958,381710967,614156,59114,1688330,40765613,6094058,24.877328252459613,14.843502268688802,9.039792439824586,0.49525434608356544,0.0025534471687962313,0.01783500361553034,0.3384079905421515,0.3540370823299764
5,3,4,5,4,4,k,393872373,1325147739,3.3644089553851497,472910,64044932,34633915,959540,1729247,174184383,102847064,15000382,16832096,914774084,344428977,567365,3963,5224391,37659557,5657306,35.59259901461166,14.283317281061365,9.944846749205222,0.5912885340892511,0.002291748952000495,0.029993452398083244,0.3661704625812167,0.3771441287295217
5,3,4,5,3,10,g,448770916,1924693144,4.288809892484209,11363155,52732826,52699893,2930630,27846724,141911836,134517196,24768656,145278059,1224509842,521096405,7053945,114908,870517,21640697,4128771,12.785010765056008,23.221016867178708,9.887997400677834,2.406972220990026,0.0041264458971906354,0.0061342099752694345,0.1608768071555699,0.1666933805370788
5,3,4,5,3,8,g,568888223,1953466961,3.43383266171077,12000836,68505152,46258196,1436819,28855975,237554770,137973376,36303099,138251736,1299812775,488641991,1415904,113774,1363689,20995364,2871728,11.52017542777853,18.97394191607662,10.563360296194862,0.9854435388173458,0.00394282293355189,0.005740524595654299,0.1521696765613679,0.07910421091047902
5,3,4,5,3,15,g,470599058,1934552593,4.110829718235433,19175,71541976,54100176,2432756,1531,190552982,135107255,16843207,883192,1363053823,541510938,4402789,0,996169,21725672,1980010,46.05955671447197,19.052504546421808,10.009411762357297,1.8097947348603807,0.0,0.005227779641884586,0.16080314857999298,0.11755540378978896
5,3,4,5,3,11,g,587238767,1933796196,3.2930322462856068,11834811,55566597,52730809,2789890,32092378,279325626,128754376,24144280,143738622,1220870709,508594281,6834024,106040,30073531,19675587,3903402,12.145409166230031,21.97130605280723,9.645106734470923,2.449567545673844,0.003304211361339443,0.10766477616343013,0.1528148992776758,0.1616698447831122
5,3,4,5,0,4,k,362173239,2118088192,5.848273599253974,23147388,38129767,42249756,1150146,49752927,68683085,122678676,16381494,497526104,1172191788,399509324,618046,22693,863769,40958439,6398029,21.49383351590253,30.74217023146247,9.455896597367332,0.5373630825999481,0.00045611386843632336,0.012576153211522167,0.33386763156785293,0.39056443813976915
5,3,4,5,5,4,k,336466150,1304624383,3.8774313047538365,11619676,40299098,40135188,1173930,21808169,89459073,115429158,16541858,289042903,592635490,375406776,610967,28011,1506617,38907426,6486193,24.875297985933514,14.705924435331035,9.353557182789327,0.520445852819163,0.0012844269502863812,0.016841410820342392,0.33706757178285923,0.3921078877596459
5,3,4,5,4,4,k,391407228,1409660848,3.6015197143983246,521564,63793519,35700580,975570,1922064,170413899,103036093,15043939,14719533,997160257,349259773,565171,3197,5244264,36705298,6003355,28.221911404928253,15.631058963842392,9.78302797881715,0.5793238824482098,0.0016633161018571702,0.030773687068799477,0.35623728473477734,0.3990547289509749
5,3,4,5,4,4,k,431082316,1450768855,3.365410273521867,637958,71265019,39464812,1108396,2386025,187122520,112698135,16399451,16625250,1019409378,362943578,615714,4172,5685031,39143634,6342098,26.060101135184446,14.304484757100816,9.196637703481269,0.5555000198485018,0.001748514789241521,0.030381329836729434,0.34733169275605136,0.38672623857957195
5,3,5,5,3,1,g,513237675,876971895,1.7087052212213376,30829673,39308563,61957091,3488803,83347894,113374142,158664557,22266952,234003819,462093725,168860123,6285188,29522,144140,4829469,725909,7.590214109633923,11.755548657426118,2.7254365928832907,1.8015313561700101,0.0003542021109735538,0.0012713657405230903,0.03043823454534966,0.03260028584064851
5,3,5,2,3,9,b,323802003,3152578965,9.73613175888847,78511978,74506069,12811692,0,7891423,80642301,69438540,0,239251428,2827019494,85485569,0,5060,502650,314764,0,3.0473239127920073,37.94347939628918,6.672465198195523,0,0.0006412024802117439,0.006233081072426244,0.004532987012687767,0
5,3,5,2,3,9,b,337200230,3157012932,9.36242816916228,87340646,76863203,13158245,0,9175381,80622699,70040056,0,242439804,2827374424,86270048,0,6991,569595,352070,0,2.775795864848538,36.78449913152851,6.556349117986479,0,0.0007619302130342054,0.007064945816314088,0.0050266950100668105,0
5,3,5,11,3,11,b,379707595,3046803405,8.02407811990171,70630014,78624931,13975872,0,56438342,86075510,73962926,0,231541187,2722822695,91289664,0,61700,653476,434683,0,3.278226548277337,34.63052571709093,6.531947630888434,0,0.0010932284297083,0.007591892281556043,0.00587703899112915,0
5,3,5,5,2,5,k,476932991,2582486537,5.41477856582163,25792257,50437905,58613623,1428655,59197133,100417284,161972417,19073717,454734567,2036705225,83741611,59516,17827,612598,5652666,962527,17.630662062649268,40.38044849404431,1.4287055928960406,0.0416587629623667,0.0003011463409891827,0.006100523491553506,0.03489894208345363,0.05046352527931498
5,3,5,5,3,2,g,570289936,1238838215,2.1722954181677863,27651597,117578056,62551856,2758034,72576218,105231983,161145669,20796523,282313029,631876467,305963021,6259843,102478,235373,10782585,1305419,10.209646444652003,5.374102009306907,4.891350002468352,2.269675790798808,0.0014120052384101911,0.002236705926182157,0.06691203720777628,0.06277102186745352
5,3,5,5,3,3,g,542900907,1218236231,2.243938470708799,26280675,117358654,61468582,3023405,69759966,89227051,154442196,21340378,277918994,620267752,302131688,6391812,77490,170478,9977258,1300759,10.575032566705383,5.285232327221476,4.915221372765684,2.11411041524374,0.0011108090276305467,0.0019106089250893207,0.06460189157113513,0.060952950317937196
5,3,5,11,3,11,b,356875710,2754146251,7.717382197292161,66002038,73985980,13773697,0,52072516,78352096,72689383,0,195833965,2516292528,41085778,0,8232,601877,323871,0,2.96708966774632,34.010396672450646,2.9829157705443934,0,0.00015808723358018653,0.007681696224182694,0.004455547517854155,0
5,3,5,5,2,5,k,402068741,2531717213,6.296727287735109,20956977,40291114,48501177,1241096,51826533,85113989,137194968,16942887,494443384,1846142179,169714490,117565,111107,920957,17312249,2955282,23.593258894162073,45.82008278549955,3.4991829167362267,0.0947267576400214,0.002143824669884825,0.010820277733663734,0.12618720097664224,0.1744261175796073
5,3,5,5,2,5,k,445924424,2527973233,5.669062058372474,26215320,47631018,51353911,1341955,59179374,95487218,146752682,17962946,494982899,1835750619,175447449,121046,79236,960088,17656183,2975713,18.881436465395044,38.541074620743984,3.416437922322995,0.09020123625605926,0.0013389124393238766,0.010054623227163242,0.12031250645218192,0.16565840592072148
5,3,5,5,3,4,g,587806945,1501264391,2.554009277654928,10880650,41887249,70501811,2892133,25016993,275306196,141322417,19999496,121797864,811667495,484096621,8843472,79205,51776795,20160527,2842412,11.193987859181208,19.377436197827173,6.866442352807079,3.057768090195022,0.0031660479738712002,0.18806985005161309,0.1426562567211117,0.14212418152937453
5,3,5,5,3,0,g,486675022,1643623592,3.3772507683782464,30034144,39783333,57442218,2358150,78274176,112454064,150323617,16005320,300585911,786853709,518985342,8552721,141207,339262,25950794,2214646,10.008139769190691,19.778476303129253,9.034911256386374,3.6268774251001843,0.0018040049377204559,0.0030168940804131367,0.17263284717264354,0.13836936718541085
5,3,5,5,3,7,g,520257151,1608515037,3.091769202803327,12734552,77981222,52812422,2656342,33033876,189770712,131618439,19649586,145891763,963113378,464859487,9661707,81983,559426,21556738,2790555,11.456371845668382,12.350580733397587,8.802086126631345,3.637222541374567,0.002481785667537167,0.002947904837918298,0.16378205184457476,0.14201596919141196
5,3,5,5,3,6,g,699296257,1675379754,2.3958082675680616,10964040,76973762,55162884,2984249,27424888,375446543,129551572,20788319,133237427,985640458,467448501,9987365,55508,59648531,16509500,2852464,12.15222007581147,12.804888735982528,8.47396776789263,3.346692920061295,0.0020240009731306834,0.15887356565698887,0.1274357365574846,0.13721475026431912
5,3,5,5,1,5,k,399578521,3039909935,7.607791148013184,20401657,39676443,49938637,1220687,48629665,81944159,140285329,17481944,511754255,1897385735,557587960,298778,112062,1905528,61855634,9009983,25.083955435580553,47.82146764013095,11.165462125047586,0.24476217081037155,0.002304395886749374,0.023253982019633638,0.44092731892156733,0.5153879339734757
5,3,5,5,1,5,k,416491265,2997784668,7.197713181331666,21622178,40982333,50443506,1302082,54484142,85743105,143840588,18073331,511492611,1852635380,559003090,301500,147419,1927270,62996203,9281195,23.655924532671964,45.2057080303359,11.081765212751073,0.2315522371094908,0.0027057230707606627,0.022477259250175276,0.437958464129749,0.5135298523553848
5,3,5,5,1,5,k,421523118,3065822062,7.273200285067165,21817329,43210890,52359870,1292559,51266173,87472852,146054910,18048535,517925813,1907503485,564966816,307074,171317,1946208,63726440,9274909,23.739194334925234,44.14404528580643,10.790072931808272,0.23757058671983253,0.00334171618388601,0.022249280268122503,0.4363183682082307,0.5138870828020113
5,3,5,5,0,5,k,357434968,2851128898,7.976636740253125,19400159,32075964,47663327,1115177,42773895,59436134,138538598,16431714,522257891,1695025637,559437911,315291,177024,869085,64080695,8965364,26.920289210000803,52.84410585446473,11.737282019780114,0.2827273159328071,0.004138599021669642,0.014622165701423313,0.4625475926932652,0.5456134399612846
5,3,5,5,3,15,g,473405903,1488097250,3.143385497666682,22653,64833234,56804914,2574381,1326,185782341,141538515,21848539,65,1000224806,456980706,6296566,0,1210229,20619522,2765356,0.0028693771244426786,15.427655606382368,8.044738981560645,2.445856304874842,0.0,0.006514230542503499,0.14568135040840297,0.1265693783918458
5,3,5,5,3,14,g,453869751,1606717924,3.540041874260089,15369,63626009,56307071,3150557,757,169599646,136858305,24312037,4,1125203035,450849604,6919668,0,1273535,19382763,3089315,0.0002602641681306526,17.684639547327258,8.006980224561849,2.196331632787472,0.0,0.007509066380952234,0.1416265019503201,0.12706936074504988
5,3,5,5,3,9,g,609500404,1627050270,2.669481856487826,12454077,71409158,46934453,1116581,30439770,259784201,146699274,40662890,117176504,1071887424,413240735,916577,83451,975349,19669762,3100468,9.40868632817992,15.010503610755359,8.804635157887107,0.8208781987155432,0.002741512173055184,0.003754458493801938,0.13408220411506602,0.07624809746675654
5,3,5,5,3,12,g,520809824,1657720840,3.1829676853407434,3183366,65983871,52539537,2497615,7394700,239385045,129973500,19852190,44492286,1139766302,433747604,5854120,15091,15471419,17247098,1126920,13.976490921873262,17.273407648363037,8.255641917818956,2.34388406539839,0.002040785968328668,0.06462984769996806,0.13269703439547292,0.05676552561707298
5,3,5,5,0,5,k,395243463,2137971397,5.409251757820976,23090663,37113451,51714037,1263299,49630115,66390662,148342612,17698624,477683608,1052969775,549313947,246041,24937,774522,49050979,7907588,20.68730586038175,28.37164819299612,10.62214398384717,0.1947607019399208,0.0005024570263437834,0.011666128588987409,0.3306600735869475,0.4467911177727715
5,3,5,5,5,5,k,371333407,1309831367,3.5273728199736145,10948679,39848159,48753264,1320644,20910548,90978737,140351511,18221865,270430357,468100354,514531519,277867,26335,1556337,46878483,8030115,24.699816023467307,11.747101139603464,10.553786080866299,0.21040265203945954,0.0012594122353943092,0.01710660151283481,0.33400768303805434,0.4406856817345535
5,3,5,5,5,5,k,373247999,1319263026,3.534548154402832,11548794,38987724,50266190,1329917,22466459,89493608,140957760,18197547,279956945,464485650,515990102,293661,58490,1657367,48592644,8228167,24.241227698753654,11.913638508367404,10.265152421538215,0.22081152432820997,0.002603436527313895,0.018519389675293905,0.34473195374273824,0.4521580298707293
5,3,5,5,4,5,k,453441306,1333418325,2.9406635596625597,437950,69903356,48239899,1285132,1625322,177375810,136206866,18366971,14171950,773812498,485910401,246542,2968,4497728,46825510,7950728,32.35974426304373,11.069747466773984,10.072790596016794,0.19184177189580526,0.0018260996897845473,0.02535705404248753,0.3437823024281316,0.4328818290179693
5,3,5,5,3,8,g,615843393,1623449244,2.6361397434038882,12790430,73641863,46369971,1162509,31991945,259220005,148434081,42232589,128180293,1065529227,402220524,1305159,159942,1629245,20818830,3606024,10.021578086115948,14.469069406894283,8.674159489985447,1.122708727416304,0.004999445954286305,0.006285182349255799,0.14025640108891166,0.0853848671224016
5,3,5,5,3,10,g,509985149,1639743991,3.2152779237106763,12264596,55705745,56966138,2609477,31742088,161593525,157595325,31508255,125599025,1015544884,459084949,8588478,134281,1318368,23393293,6080713,10.240779639215186,18.23052333291656,8.058909470043414,3.2912641115441907,0.004230377031277842,0.008158544718917419,0.1484390035047042,0.19298793284490048
5,3,5,5,3,11,g,498814986,1670704530,3.3493471064239437,12228133,56318650,54655854,2429620,31055296,161403239,150012390,30711804,121597168,1069656546,440808267,8256369,112891,1136839,23267560,5868890,9.944050166938812,18.992936549437886,8.065161089606248,3.398214124019394,0.003635160972221936,0.007043470794288087,0.15510425505519912,0.1910955800577524
5,3,5,5,3,13,g,786203140,1593262778,2.0265281285953654,20451,71341897,52161298,2396426,1554,523233100,118071124,18977290,15,1113207363,406804045,5631116,0,51826696,14514447,1279096,0.0007334604664808567,15.603837433703228,7.798963227487168,2.3497975735532832,0.0,0.09905087426617315,0.1229296927841561,0.06740140452087733
5,3,5,5,0,5,k,441423528,2226967986,5.044968935140222,24653135,42389384,58859822,1493555,56119627,75600762,162683154,19624089,483014949,1120736027,556869882,287150,25497,924352,56172027,8938102,19.59243516088319,26.439073212292964,9.460950833320563,0.1922594079227079,0.0004543330268392554,0.012226755068950232,0.34528484123193237,0.4554658307960181
5,3,5,5,5,5,k,365304130,1289327667,3.529463701929677,11437742,40289310,48956908,1238441,21744181,86226669,137752258,17658621,279646599,437013882,510919091,274896,27209,1597333,51205497,8643160,24.44945855571843,10.846894176147469,10.436098027269205,0.2219693953930789,0.0012513232850664736,0.018524813941264505,0.3717216526497881,0.489458378431702
5,3,5,5,4,5,k,379812068,1344539578,3.5400127886405124,382975,55042194,41904683,1041113,1425108,145412560,118756597,15846838,8787734,801547504,473557699,233020,2368,4266998,48131186,8013069,22.945972974737256,14.562419223332558,11.300830005085588,0.22381816383043915,0.001661628452019075,0.029344081419101622,0.4052927350217016,0.5056572800201529
5,3,5,5,4,5,k,404157359,1368052802,3.3849508651406244,414668,59375302,44112161,1101979,1523187,156181824,124850812,16597426,11113029,813251402,481112487,235086,2732,4456155,49663983,8217928,26.79982299092286,13.696796051664714,10.906572611575298,0.21333074405229138,0.0017936077448139985,0.028531841195554228,0.39778662392680314,0.4951326790069737
5,3,6,5,3,1,g,590640289,802581572,1.3588330951124805,30170130,38943238,71609426,4636119,139692604,111426046,171477290,22685436,120640178,428988163,239642601,8327362,104119,164306,4171785,543058,3.9986628496463226,11.015729174857006,3.3465231378896965,1.7961924618414669,0.0007453436833348743,0.001474574445547498,0.02432849854345144,0.023938618592122277
5,3,6,3,3,8,b,490683985,3063230636,6.242776878075611,49208510,74777973,14337630,0,212861766,69692119,69805987,0,298132704,2682314140,81824770,0,224618,404278,330126,0,6.058559871046695,35.870377764853295,5.706994112695055,0,0.0010552294299766357,0.005800914160753241,0.004729193213756866,0
5,3,6,3,3,8,b,411912430,3035164604,7.36847053632249,41387226,62523352,12155305,0,175936376,58434140,61476031,0,285839741,2667663768,80679311,0,243165,398848,339771,0,6.906472567163598,42.666678651522076,6.637374463248762,0,0.0013821189541837556,0.006825598870797106,0.005526885754872497,0
5,3,6,13,3,10,b,435067233,2979420293,6.848183607061026,84739956,95658084,15893435,0,54865191,100649413,83261154,0,226471927,2668657592,83211373,0,68015,585067,426319,0,2.6725518597153863,27.897878364362807,5.23558142088227,0,0.001239674896967004,0.005812920140925213,0.005120262925973858,0
5,3,6,5,2,6,k,483135889,3020562539,6.251993709786275,26556489,37478284,53712652,1334168,102294106,87776968,155545508,18437714,464117318,2465475817,84119237,65175,90881,527172,5277410,889529,17.47660686621639,65.78411693022018,1.5660972576814862,0.048850669480904954,0.0008884285082857071,0.006005812367544981,0.033928398626593574,0.048245080707944595
5,3,6,5,3,0,g,569684957,1088961384,1.911515076217819,29171366,38775392,66184422,3207269,137698409,115431552,162939690,16276857,158449329,531704913,381204247,7325736,265388,291829,9044705,675237,5.431673271659613,13.712431662844311,5.75972767428565,2.2841040149734866,0.00192731348116012,0.002528156253153384,0.055509526254775614,0.04148448315298218
5,3,6,5,3,2,g,572373557,1132990477,1.9794598529994634,29251650,41100287,71529202,3759694,133517318,100124663,171728123,21362620,165094879,546680154,403281354,7676392,187097,189329,9021704,859568,5.6439509907988095,13.301127410618811,5.637995989386265,2.0417597815141337,0.001401293875600467,0.0018909327065600211,0.05253480817466339,0.04023701212678969
5,3,6,13,3,10,b,349689821,2695700640,7.708833595130583,69980722,76088163,13993130,0,45626959,73346823,70654024,0,187114471,2471782881,36112456,0,6205,416070,268557,0,2.6738002360135695,32.485774180144155,2.5807275427298966,0,0.0001359941608205798,0.005672638336359845,0.0038010149287463087,0
5,3,6,5,2,6,k,498127857,3304688878,6.634218166200651,27927576,39293783,53409106,1396525,110560493,93311263,153733597,18495514,521983104,2570104069,192236120,95547,307002,749512,16534241,2679283,18.690598281784283,65.40739711928475,3.599313570236506,0.06841767959757254,0.002776778500797749,0.008032385115181647,0.10755125309401302,0.14486123500001136
5,3,6,5,2,6,k,446859401,3212385933,7.188806872611817,25146081,34340287,48560977,1291333,93121782,84091577,142708605,17598759,511291016,2497915367,181162080,98157,608330,831549,17642391,2837043,20.332831028421488,72.74008417576708,3.730610279937325,0.07601215178424156,0.0065326284241424845,0.00988861226850342,0.12362527823742654,0.16120699192482835
5,3,6,5,3,5,g,704026803,1738369372,2.4691806683956603,11222142,76491839,65348901,3912259,27446912,350941269,147456665,21206816,61178778,973823633,612383765,14515456,96147,56307589,17726513,2337491,5.451613248165992,12.731078840972826,9.370987968106762,3.7102492447458104,0.003503017024283096,0.16044732829640507,0.12021506793199209,0.11022357151587489
5,3,6,5,3,4,g,461003964,1549889960,3.36198835808709,11184411,60363031,64206785,4194252,27593964,119849394,152671373,20940754,60883999,810207882,638708988,15170325,91196,405886,22072024,2349660,5.443648217147957,13.422253133710267,9.947686805997217,3.6169321728880384,0.0033049256714258236,0.003386633727993652,0.14457211962061808,0.11220512881245823
5,3,6,5,3,3,g,542475519,1540031666,2.838896156713018,28912718,37036114,72350450,4066953,122507778,82768545,172907131,21925830,163580115,641038127,693155400,14022966,260171,234738,25114299,2625850,5.657721802564533,17.30846079045982,9.580526451459528,3.4480275528141093,0.002123710055372974,0.0028360774011431515,0.1452473293307955,0.11976057462818968
5,3,6,5,3,7,g,692524974,1643574169,2.373306711968484,11271631,51122806,70449913,3510976,27250959,362819523,145520382,20578784,68826348,883140210,602641604,11174328,68073,59464447,15913954,2345205,6.106156952795917,17.274877478360636,8.554185212407573,3.18268424506462,0.0024980038317183625,0.16389538938895523,0.10935893502533549,0.11396227298950219
5,3,6,5,1,6,k,447365411,4082421155,9.125473392935154,23159357,34644267,49653366,1272520,94495064,82822705,143444689,17873443,542349415,2887269921,579685625,290913,717745,1711557,61214208,9181771,23.418155132718063,83.34048230837153,11.674649106366726,0.22861173105334298,0.007595581923728841,0.020665311522969455,0.4267443320958366,0.5137102571675753
5,3,6,5,1,6,k,449457698,4007529419,8.916366182696908,23216116,33950919,49975658,1290855,94496037,83656185,144566175,18305753,537861473,2820810581,576145088,331347,632937,1683859,60936975,9127159,23.167590694326304,83.0849551082844,11.528514301902739,0.25668800911024087,0.006698026923605272,0.02012832643515838,0.42151613266381294,0.4985951137874525
