sg,sr,sc,dg,dr,dc,color,flits,stalls,stalls/flit,flits_vc_0,flits_vc_1,flits_vc_2,flits_vc_3,flits_vc_4,flits_vc_5,flits_vc_6,flits_vc_7,stalls_vc_0,stalls_vc_1,stalls_vc_2,stalls_vc_3,stalls_vc_4,stalls_vc_5,stalls_vc_6,stalls_vc_7,stalls/flit_0,stalls/flit_1,stalls/flit_2,stalls/flit_3,stalls/flit_4,stalls/flit_5,stalls/flit_6,stalls/flit_7
1,3,4,1,3,3,g,426620,3521736,8.254971637522853,0,51063,105027,13224,1,44352,123787,89166,0,3453344,2419,14,0,22,19802,46135,0,67.6290856393083,0.023032172679406247,0.001058681185722928,0.0,0.000496031746031746,0.1599683327005259,0.5174057376129915
1,3,4,1,3,7,g,534060,8730456,16.34733176047635,7186,55797,127061,12204,21152,104019,145665,60976,0,8662666,6194,434,0,132,18999,42031,0.0,155.25325734358478,0.04874823903479431,0.03556211078334972,0.0,0.001268998932887261,0.13042940994748223,0.6893039884544739
1,3,4,1,3,0,g,934946,16674400,17.834612908125177,5630,305720,147927,18787,14274,112601,159845,170162,0,16576853,3521,23,3,33,23348,70619,0.0,54.22233743294518,0.023802280854745922,0.0012242508117315165,0.0002101723413198823,0.0002930702214012309,0.14606650192373863,0.41501040185235244
1,3,4,1,3,5,g,796290,11151241,14.003994775772645,8656,52638,165920,16481,25313,310326,147582,69374,0,11045286,4883,65,8,42285,12263,46451,0.0,209.83483415023366,0.029429845708775312,0.00394393544081063,0.0003160431398885948,0.13625993310260823,0.08309278909352089,0.6695736154755384
1,3,4,1,1,4,k,257536,59622052,231.50958312624255,30124,47519,56147,5962,5768,39793,59284,12939,30,59564842,967,3091,0,936,34378,17808,0.0009958836807860841,1253.495275573981,0.0172226476926639,0.518450184501845,0.0,0.02352172492649461,0.5798866473247419,1.3763041966148852
1,3,4,1,1,4,k,370716,50966803,137.4820698324324,44546,70897,79273,7783,10359,56568,83658,17632,73,50898193,893,4272,13,384,40735,22240,0.001638755443810892,717.9174436153857,0.011264869501595751,0.5488886033663112,0.0012549473887440872,0.0067882901994060245,0.4869229481938368,1.2613430127041743
1,3,4,1,1,4,k,267873,58342692,217.79982305047542,26905,53016,60142,6464,5505,43650,58029,14162,24,58288016,2692,68,0,595,29252,22045,0.0008920275041813789,1099.441979779689,0.04476073293206079,0.01051980198019802,0.0,0.013631156930126002,0.5040927811956091,1.5566304194322835
1,3,4,1,0,4,k,792960,52886398,66.69491273204197,69156,78009,118007,7664,175241,201924,125937,17022,13,52785543,28778,73,90,415,49525,21961,0.00018798079703857945,676.6596546552321,0.2438668892523325,0.009525052192066806,0.0005135784434008023,0.0020552286999068956,0.39325218164637876,1.2901539184584656
1,3,4,1,3,9,g,852744,6333417,7.427102389462723,17946,32476,265229,10426,45942,106749,323047,50929,0,6261577,6105,125,74,88,37482,27966,0.0,192.80628772016257,0.02301784495662239,0.01198925762516785,0.0016107265682817466,0.0008243636942734826,0.11602646054598867,0.5491173987315675
1,3,4,1,3,14,g,778318,7374849,9.475367394818056,4766,44041,259337,7449,17913,107235,298428,39149,0,7309031,10983,21,33,167,28131,26483,0.0,165.95969664630684,0.04235030095975507,0.002819170358437374,0.0018422374811589348,0.0015573273651326527,0.09426394306164301,0.6764668318475567
1,3,4,1,3,12,g,672398,7494784,11.14635082198341,13739,36958,142670,10386,33048,245413,137340,52844,0,7407237,5893,45,41,47532,7957,26079,0.0,200.42310189945343,0.041305109693698744,0.004332755632582322,0.0012406197046719923,0.19368167130510608,0.05793650793650794,0.4935091968813867
1,3,4,1,3,13,g,892984,7622075,8.535511274558111,8261,43236,260731,13478,15359,146068,344765,61086,0,7542101,1945,43,43,183,33926,43834,0.0,174.44030437598298,0.007459795728164276,0.0031903843300192906,0.002799661436291425,0.001252841142481584,0.0984032601917248,0.7175784958910388
1,3,4,1,0,4,k,913501,54539259,59.70355697475974,64390,97408,128898,8868,246496,208511,137970,20960,25,54415616,26018,149,244,390,68359,28458,0.00038825904643578193,558.6360052562418,0.2018495244301696,0.016801984663960306,0.0009898740750357003,0.0018704049186853452,0.49546278176415165,1.3577290076335877
1,3,4,1,5,4,k,788072,50569849,64.16907211523821,201579,93389,158230,10354,13663,124976,161450,24431,270,50433267,36405,267,35,1120,69899,28586,0.0013394252377479797,540.0343402327898,0.23007647095999495,0.025787135406606144,0.002561662885164312,0.00896172065036487,0.4329451842675751,1.1700708116736933
1,3,4,1,5,4,k,597888,54052407,90.40557261560694,150932,75854,112507,7650,9034,104487,120220,17204,178,53927033,32793,170,0,1338,62906,27989,0.0011793390400975275,710.9319613995307,0.29147519709884717,0.022222222222222223,0.0,0.012805420770047949,0.5232573615039094,1.6268890955591724
1,3,4,1,4,4,k,683480,42789807,62.60579241528647,111232,110295,78839,7855,169109,114168,73734,18248,62,42712843,1838,2571,329,1720,43606,26838,0.0005573935558112773,387.26001178657236,0.023313334770862136,0.3273074474856779,0.0019454907781371778,0.015065517483007497,0.5913960994927713,1.470736519070583
1,3,4,1,3,10,g,630796,28664814,45.44228879067084,12696,56246,137273,17055,22684,171741,137208,75893,0,28605497,6101,24,51,1209,13073,38859,0.0,508.5783344593393,0.044444282561028024,0.001407211961301671,0.002248280726503262,0.0070396702010585704,0.0952787009503819,0.5120235067792813
1,3,4,1,3,8,g,522282,7628321,14.605751299106613,9898,33899,150630,9457,25350,97094,151230,44724,2,7583421,8253,12,8,162,21896,14567,0.00020206102242877348,223.70633352016284,0.05478988249352718,0.001268901342920588,0.0003155818540433925,0.0016684862092405297,0.14478608741651788,0.3257087917002057
1,3,4,1,3,15,g,495478,8466910,17.08836719289252,8687,30766,150555,7725,27617,78133,154087,37908,0,8414153,9251,0,33,133,19033,24307,0.0,273.4886888123253,0.061445983195509944,0.0,0.0011949161748198572,0.00170222569208913,0.12352112767462538,0.6412102986177061
1,3,4,1,3,11,g,830123,5399317,6.504237323866463,13841,83078,135439,17095,21043,243658,223740,92229,2,5322635,298,248,27,10823,15762,49522,0.00014449822989668376,64.06792411950215,0.0022002525122010647,0.014507165837964317,0.0012830870123081309,0.044418816537934315,0.07044784124430142,0.5369460798664194
1,3,4,1,0,4,k,669431,55827414,83.39532229609922,52646,73598,97883,6461,156107,162754,105556,14426,50,55742305,21186,2008,283,416,42086,19080,0.000949739771302663,757.3888556754259,0.21644207880837327,0.3107878037455502,0.001812859128674563,0.002556004767931971,0.3987077949145477,1.3226119506446694
1,3,4,1,5,4,k,569469,54542378,95.77760685831889,163440,75746,95762,6512,12709,101298,100612,13390,193,54449887,30919,518,6,1321,39466,20068,0.0011808614782183064,718.8483484276397,0.32287337357198054,0.07954545454545454,0.0004721063813045873,0.013040731307627002,0.3922593726394466,1.4987303958177745
1,3,4,1,4,4,k,766420,45352185,59.17406252446439,130671,118944,66211,6049,238795,136359,56509,12882,121,45298695,6214,93,887,1195,26133,18847,0.000925989699321196,380.8405215899919,0.09385147483046624,0.015374442056538271,0.0037144831340689714,0.008763631296797424,0.4624573076855014,1.4630492159602546
1,3,4,1,4,4,k,849317,46768149,55.065598592751584,146570,135171,67269,5764,272538,145141,62081,14783,108,46714358,903,910,647,2041,27963,21219,0.000736849287030088,345.59452841215943,0.01342371671943986,0.1578764746703678,0.0023739808760613198,0.0140621878035841,0.450427667080105,1.4353649462220117
1,3,5,1,3,1,g,793675,55908050,70.44199451916717,215840,52237,77611,133022,355,3634,147088,163888,2,55888205,229,892,0,0,6062,12660,9.266123054114159e-06,1069.8969121503915,0.0029506126708842817,0.006705657710754612,0.0,0.0,0.041213423256825844,0.07724787659865273
1,3,5,3,3,3,b,1003118,53271419,53.10583500644989,255388,167179,81742,0,196187,74461,228161,0,2450332,48925756,1884936,0,72,1732,8591,0,9.594546337337698,292.6549147919296,23.05957769567664,0,0.0003669967938752313,0.023260498784598647,0.0376532360920578,0
1,3,5,3,3,3,b,976849,53392929,54.65832385558055,249443,167277,82020,0,175466,72021,230622,0,2314927,49518121,1557080,0,181,103,2517,0,9.28038469710515,296.0246836086252,18.98415020726652,0,0.0010315388736279393,0.0014301384318462671,0.010913963108463199,0
1,3,5,11,3,3,b,737297,57419471,77.87834617528621,69132,148665,89713,0,157671,48792,223324,0,3500911,52100381,1814662,0,95,103,3319,0,50.64096221720766,350.45492214038273,20.22741408714456,0,0.0006025204381274933,0.0021110018035743563,0.014861815120631908,0
1,3,5,1,2,5,k,172028,61248183,356.036127839654,24177,21936,19122,933,8472,32005,53679,11704,0,61246981,0,0,0,87,822,293,0.0,2792.076084974471,0.0,0.0,0.0,0.0027183252616778627,0.015313250992008047,0.025034176349965822
1,3,5,1,3,2,g,791935,11705221,14.780532493197043,27614,91529,89046,164342,45614,119914,176882,76994,15,11676569,383,1235,39,64,14268,12648,0.0005432027232563192,127.57234319177529,0.004301147721402421,0.0075148166628129145,0.0008550006576928136,0.0005337158296779359,0.0806639454551622,0.1642725407174585
1,3,5,1,3,3,g,529209,3277551,6.193301701218234,8,49769,76384,131142,0,59386,145406,67114,0,3249910,199,1286,0,19,17560,8577,0.0,65.29988547087544,0.002605257645580226,0.009806164310442116,0,0.00031994072677061933,0.12076530542068416,0.12779747891647047
1,3,5,11,3,3,b,921087,55372658,60.11664261899256,84284,191226,109064,0,197183,73429,265901,0,3228709,51734202,408493,0,31,779,444,0,38.30749608466613,270.5395814376706,3.745443042617179,0,0.00015721436432146788,0.010608887496765583,0.0016697943971628539,0
1,3,5,1,2,5,k,277057,60049727,216.74141783098784,41553,37437,31465,2043,13962,47746,84253,18598,1,60035875,0,0,18,3333,8153,2347,2.4065651096190408e-05,1603.6508000106846,0.0,0.0,0.001289213579716373,0.06980689481841411,0.09676806760590127,0.1261963652005592
1,3,5,1,2,5,k,330379,59432473,179.89180002360925,46443,43847,36979,1974,16482,56741,104877,23036,1,59411403,2260,0,20,3618,12374,2797,2.1531770126822127e-05,1354.9707619677515,0.061115768409097056,0.0,0.0012134449702705982,0.0637634162245995,0.11798583102110091,0.12141864907101928
1,3,5,1,3,4,g,712026,17462966,24.525742037509865,28188,56692,86782,77608,13467,227355,146237,75697,20,17377196,1632,505,5,37877,33179,12552,0.0007095217823187171,306.519367812037,0.018805743126454794,0.006507061127718792,0.0003712779386648845,0.1665984913461327,0.22688512483160897,0.16581898886349525
1,3,5,1,3,0,g,984611,22966456,23.325410745969727,7198,305287,89874,124299,16510,109381,188234,143828,0,22891397,399,1022,2,60,41304,32272,0.0,74.98320269123808,0.004439548701515455,0.008222109590583995,0.00012113870381586917,0.0005485413371609329,0.21942900857443395,0.2243791195038518
1,3,5,1,3,7,g,527336,10434195,19.786616123306583,5889,38846,88394,84098,17113,77748,148164,67084,0,10382715,357,412,19,55,31868,18769,0.0,267.27887041136796,0.004038735660791456,0.004899046350686104,0.0011102670484427043,0.0007074136955291454,0.21508598579951946,0.2797835549460378
1,3,5,1,3,6,g,755127,10048884,13.307541645312643,6321,58048,89844,90793,17508,278742,143707,70164,0,9951421,1163,458,2,46373,32519,16948,0.0,171.43434743660418,0.012944659632251459,0.005044441752117454,0.0001142334932602239,0.1663653127264639,0.2262868197095479,0.2415483723846987
1,3,5,1,1,5,k,319304,54669438,171.21438503745648,56525,66777,29289,1922,7660,55265,83279,18587,31,54601691,4511,0,0,1029,44241,17935,0.0005484298982750995,817.672117645297,0.15401686640035508,0.0,0.0,0.018619379354021533,0.531238367415555,0.964921719481358
1,3,5,1,1,5,k,435014,45109273,103.69614081385886,75843,98866,40975,2262,8265,76023,110442,22338,47,45035496,4498,0,0,2281,49156,17795,0.0006197012248988041,455.5205631865353,0.10977425259304453,0.0,0.0,0.0300040777133236,0.4450842976403904,0.7966245859074224
1,3,5,1,1,5,k,301379,51243325,170.02951433245184,55598,70312,25053,1356,7009,49293,75888,16870,10,51187069,4405,0,4,611,42025,9201,0.0001798625849850714,727.999047104335,0.1758272462379755,0.0,0.0005706948209444999,0.012395269105146775,0.5537766181741514,0.5454060462359217
1,3,5,1,0,5,k,740760,57000030,76.94803985096388,59128,78614,49137,1723,190600,194396,148680,18482,43,56899865,15701,0,96,916,65185,18224,0.000727235827357597,723.7879385351209,0.31953517715774266,0.0,0.0005036726128016789,0.004712031111751271,0.4384248049502287,0.9860404718104101
1,3,5,1,3,15,g,477032,10848111,22.740845477871506,8084,30520,93277,36358,22938,78192,178485,29178,0,10795678,894,113,24,74,46434,4894,0.0,353.7247051114024,0.009584356272178565,0.003107981737169261,0.00104629871828407,0.0009463883773276039,0.2601563156567779,0.16772911097402152
1,3,5,1,3,14,g,637029,10212462,16.031392605360196,2951,34958,147568,37523,9692,68361,305817,30159,0,10143289,775,124,15,80,65098,3081,0.0,290.1564448767092,0.005251816111894177,0.003304639820909842,0.0015476681799422203,0.0011702578955837392,0.21286586422599135,0.10215855963394012
1,3,5,1,3,9,g,803910,9244950,11.49998134119491,12776,36433,181145,59524,40517,89048,338804,45663,0,9160583,3938,286,39,44,70599,9461,0.0,251.43641753355473,0.02173949046344089,0.004804784624689201,0.0009625589258829627,0.0004941155331955799,0.20837711479203316,0.20719181832117908
1,3,5,1,3,12,g,578030,11927269,20.634342508174317,11888,33723,96005,58844,36864,128479,167576,44651,0,11858450,1646,204,39,11047,47732,8151,0.0,351.64279571805594,0.017144940367689182,0.003466793555842567,0.0010579427083333333,0.08598292327929077,0.2848379242851005,0.18254910304360486
1,3,5,1,0,5,k,772854,54565705,70.60286289519107,59277,76133,50612,1913,203625,199722,160031,21541,10,54456517,31348,16,208,1845,61041,14720,0.00016869949558850818,715.2813760130298,0.6193788034458231,0.00836382645060115,0.0010214855739717618,0.00923784059843182,0.38143234748267524,0.6833480339817093
1,3,5,1,5,5,k,682901,51135628,74.88000164006203,186566,89870,56097,2619,19305,125281,178663,24500,272,51017676,29037,414,24,2534,68959,16712,0.0014579290974775683,567.68305329921,0.5176212631691535,0.15807560137457044,0.0012432012432012432,0.020226530758854097,0.38597247331568374,0.6821224489795918
1,3,5,1,5,5,k,609585,54467860,89.35236267296604,152259,85001,53943,2357,11511,117184,165713,21617,148,54344454,32094,0,9,6438,67491,17226,0.0009720279260996066,639.3389960118117,0.5949613480896502,0.0,0.0007818608287724785,0.05493924085199345,0.4072764357654499,0.7968728315677476
1,3,5,1,4,5,k,635680,43504335,68.43747640322175,94951,99500,28805,1826,203773,109276,79724,17825,81,43443415,3905,1113,350,638,39621,15212,0.0008530715842908447,436.6172361809045,0.13556674188508938,0.6095290251916758,0.00171759752273363,0.00583842746806252,0.4969770708945863,0.8534081346423562
1,3,5,1,3,8,g,474888,12390479,26.091371018008456,6884,35671,94306,51758,13624,72395,158198,42052,0,12336570,839,384,15,90,46515,6066,0.0,345.8431218636988,0.008896570737810956,0.007419142934425596,0.0011009982384028185,0.0012431797776089508,0.2940302658693536,0.1442499762199182
1,3,5,1,3,10,g,608145,29866285,49.11046707610849,9075,60056,85916,90743,23209,111844,156511,70791,0,29816249,155,475,57,1079,36217,12053,0.0,496.47410749966696,0.0018040877135807067,0.005234563547601468,0.0024559438148993927,0.009647365974035264,0.23140226565544914,0.1702617564379653
1,3,5,1,3,11,g,930753,13541773,14.549266024391004,11668,108163,163124,106521,17070,163138,274801,86268,0,13464250,350,497,18,822,58090,17746,0.0,124.48110721781016,0.002145607022878301,0.004665746660282949,0.001054481546572935,0.005038678909879979,0.21138933264434992,0.20570779431538924
1,3,5,1,3,13,g,949358,9364966,9.864525289722106,6739,45205,216015,70727,10978,211496,334528,53670,0,9258286,1729,199,5,43039,53296,8412,0.0,204.80668067691627,0.00800407379117191,0.002813635528157564,0.0004554563672800146,0.2034979384952907,0.1593170078438875,0.1567356064840693
1,3,5,1,0,5,k,711177,55828514,78.50157415102007,52491,71459,48930,1876,173603,181219,159841,21758,30,55736767,17510,0,208,517,57095,16387,0.0005715265474081271,779.98246546971,0.3578581647251175,0.0,0.0011981359769128413,0.002852901737676513,0.35719871622424787,0.7531482673039801
1,3,5,1,5,5,k,610622,55216431,90.42653392769995,159728,81260,48979,1908,17302,120955,157258,23232,193,55116723,20026,0,39,3531,60317,15602,0.001208304116998898,678.2761875461482,0.40886910716837827,0.0,0.002254074673448156,0.02919267496176264,0.3835544137659133,0.6715736914600551
1,3,5,1,4,5,k,861886,40322693,46.784253369935236,148549,143950,24975,1588,297057,153822,73791,18154,123,40275019,2286,0,572,986,32330,11377,0.0008280096129896533,279.7847794373046,0.09153153153153153,0.0,0.0019255563747024981,0.006410006371000247,0.4381293111626079,0.6266938415776138
1,3,5,1,4,5,k,716150,39127753,54.636253578160996,124593,127458,24140,1770,211132,132763,74868,19426,97,39071830,831,0,618,2206,37911,14260,0.000778534909665872,306.5467055814464,0.034424192212096104,0.0,0.0029270787943087738,0.016616075261932917,0.5063712133354704,0.7340677442602698
1,3,6,1,3,1,g,562288,57550725,102.3509749452238,117337,27152,71385,22378,205,8261,138053,177517,0,57530551,39,8,0,6,3366,16755,0.0,2118.832903653506,0.0005463332632906073,0.000357493967289302,0.0,0.000726304321510713,0.024381940269316858,0.09438532647577415
1,3,6,4,3,2,b,679187,59229259,87.20611407462157,38042,164705,99607,0,66366,51484,258983,0,2061215,53310982,3854384,0,23,40,2615,0,54.18261395299932,323.67555326189245,38.695914945736746,0,0.00034656299912605855,0.000776940408670655,0.010097187846306515,0
1,3,6,4,3,2,b,689289,57418750,83.3014163870307,39341,164503,103525,0,64167,50917,266836,0,1505749,52184977,3726703,0,32,61,1228,0,38.27429399354363,317.228117420351,35.998097078000484,0,0.0004986987080586594,0.0011980281634817447,0.004602077680672773,0
1,3,6,13,3,2,b,748671,56729717,75.7738940068468,64395,151196,72264,0,186568,65335,208913,0,1825969,51265136,3636144,0,30,83,2355,0,28.35575743458343,339.06410222492656,50.31750249086682,0,0.0001607992796192273,0.0012703757557205174,0.011272635020319463,0
1,3,6,1,2,6,k,142965,60729238,424.78395411464345,18646,20421,11927,585,2592,34516,46565,7713,0,60726614,0,0,0,22,1797,805,0.0,2973.733607560844,0.0,0.0,0.0,0.0006373855603198517,0.03859121657897562,0.10436924672630624
1,3,6,1,3,0,g,674631,29916612,44.3451486812791,5202,126342,95218,19391,51607,61968,152223,162680,9,29892733,153,5,23,19,3861,19809,0.0017301038062283738,236.60170806224374,0.001606839043038081,0.00025785158063018924,0.0004456759741895479,0.00030660986315517684,0.025364103979030765,0.12176665847061716
1,3,6,1,3,2,g,687419,16421104,23.888056629217406,30206,34177,81561,16079,212112,68142,153016,92126,0,16398638,3016,30,90,40,5751,13539,0.0,479.8150217982854,0.036978457841370264,0.0018657876733627714,0.0004243041412084182,0.0005870094802031052,0.03758430490929053,0.14696176975012482
1,3,6,13,3,2,b,1010308,49864908,49.35614485879554,82310,207429,98497,0,236596,94980,290496,0,2241880,46479547,1140611,0,24,62,2784,0,27.23703073745596,224.0744881381099,11.580159801821376,0,0.0001014387394545977,0.0006527690040008423,0.009583608724388631,0
1,3,6,1,2,6,k,290612,57851007,199.06613285067374,41749,38440,32413,1800,3602,55918,97662,19028,6,57820410,1965,0,0,4315,18652,5659,0.00014371601715011139,1504.1729968782518,0.0606238237744115,0.0,0.0,0.07716656532780142,0.1909852347893756,0.29740382594071896
1,3,6,1,2,6,k,365685,54323187,148.55186020755568,51912,43341,41748,2594,4167,64738,130662,26523,0,54287025,2038,0,0,4567,20234,9323,0.0,1252.555893957223,0.048816709782504554,0.0,0.0,0.07054589267509036,0.1548575714438781,0.351506239867285
1,3,6,1,3,5,g,622490,14578748,23.4200517277386,7219,51301,95589,10690,18311,238642,131518,69220,0,14494050,210,0,23,47415,15988,21062,0.0,282.5295803200717,0.0021969055016790636,0.0,0.0012560755829829065,0.1986867357799549,0.12156510895846956,0.3042762207454493
1,3,6,1,3,4,g,534979,23650233,44.20777824923969,26828,62312,94355,11970,12342,111713,144812,70647,6,23604035,1481,15,0,122,25931,18643,0.0002236469360369763,378.8040024393375,0.015696041545228127,0.0012531328320802004,0.0,0.0010920841799969565,0.17906665193492252,0.2638894786756692
1,3,6,1,3,3,g,345739,3962007,11.459531611996333,0,11885,84157,12422,1,17045,134254,85975,0,3928554,291,2,0,2,14849,18309,0,330.5472444257467,0.003457822878667253,0.00016100466913540493,0.0,0.00011733646230566149,0.1106037808929343,0.21295725501599302
1,3,6,1,3,7,g,626532,9130342,14.572826288202359,7046,54001,95374,12756,22532,241736,125809,67278,0,9045645,1483,2,26,55309,17453,10424,0.0,167.5088424288439,0.01554931113301319,0.00015678896205707118,0.0011539144328066749,0.22879918588873813,0.13872616426487772,0.15493920746752282
1,3,6,1,1,6,k,221543,59488212,268.51767828367406,21822,26794,23533,1535,4397,41771,85755,15936,0,59393271,6566,0,0,619,65689,22067,0.0,2216.6630962155705,0.2790124506012833,0.0,0.0,0.014818893490699288,0.7660078129555128,1.38472640562249
1,3,6,1,1,6,k,356775,56071200,157.16123607315535,41586,46354,40907,2308,7761,61703,131789,24367,1,55955251,10705,0,11,937,77583,26712,2.4046554128793344e-05,1207.1288561936403,0.2616911531033808,0.0,0.0014173431258858395,0.015185647375330211,0.5886910136657839,1.0962367135880493
1,3,6,1,1,6,k,244558,59188295,242.02150410127658,30647,32815,25836,1609,5250,46999,85745,15657,11,59088694,9831,0,0,831,65243,23685,0.0003589258328710804,1800.6611001066585,0.3805155596841616,0.0,0.0,0.01768122726015447,0.760895679048341,1.5127419045794213
1,3,6,1,0,6,k,620525,57998550,93.46690302566375,66007,47309,41453,1544,102699,190436,154261,16816,19,57828250,37855,0,30,2939,101726,27731,0.00028784825851803597,1222.3519837663023,0.9132029044942465,0.0,0.00029211579470101947,0.015433006364342876,0.6594408178347088,1.6490842055185537
1,3,6,1,3,11,g,776064,26033593,33.545677933778656,7434,82968,106165,13484,17103,239445,225173,84292,0,26003587,334,0,24,952,18658,10038,0.0,313.4170644103751,0.0031460462487637167,0.0,0.0014032625855113139,0.003975860844870429,0.08286073374694124,0.11908603426185166
1,3,6,1,3,10,g,374588,36097435,96.36570044956058,6856,40435,83196,12032,4564,42793,117101,67611,0,36065135,407,0,6,1054,16791,14042,0.0,891.9286509212316,0.004892062118371076,0.0,0.0013146362839614374,0.024630196527469447,0.1433890402302286,0.2076880980905474
1,3,6,1,3,15,g,386214,19175213,49.64919189879186,5605,23714,93508,6911,8194,46836,166051,35395,0,19154947,1553,1,10,25,16393,2284,0.0,807.7484608248292,0.01660820464559182,0.0001446968600781363,0.00122040517451794,0.0005337774361602187,0.09872268158577786,0.06452888826105382
1,3,6,1,3,13,g,750109,20614000,27.481339378676967,6698,36543,176081,11948,9221,114310,338833,56475,0,20579603,449,0,0,58,26241,7649,0.0,563.161289439838,0.0025499628012108063,0.0,0.0,0.0005073921791619281,0.07744523113156039,0.13544046038069943
1,3,6,1,0,6,k,675940,54573602,80.73734651004527,58335,52226,46942,1817,113819,199001,180906,22894,36,54394695,51367,420,75,4654,96739,25616,0.0006171252249935716,1041.5251981771532,1.09426526351668,0.23115024766097964,0.0006589409501049912,0.023386817151672606,0.5347473273412712,1.1188957805538569
1,3,6,1,5,6,k,582575,52111705,89.45063725700554,94875,67697,59434,2601,3300,116335,210336,27997,31,51925763,44147,0,0,2242,104230,35292,0.0003267457180500659,767.0319659659955,0.7427903220378907,0.0,0.0,0.019271930201573043,0.49554046858359957,1.2605636318176947
1,3,6,1,5,6,k,496274,56436065,113.71956822239328,107992,64720,41232,1748,3371,102869,155100,19242,65,56266954,50188,835,0,1509,89974,26540,0.0006018964367730943,869.3905129789864,1.2172099340318199,0.4776887871853547,0.0,0.014669142307206253,0.5801031592520954,1.379274503689845
1,3,6,1,4,6,k,482728,48918440,101.33748197742828,78806,80414,22513,1566,107707,100581,74995,16146,49,48842013,8767,0,119,1670,44470,21352,0.0006217800675075502,607.3819608525879,0.38941944654199795,0.0,0.0011048492669928603,0.016603533470536183,0.5929728648576572,1.3224328006936703
1,3,6,1,3,12,g,392298,15575255,39.70261128020026,7299,22360,86646,9981,14605,59329,142336,49742,0,15534563,4748,5,5,81,27902,7951,0.0,694.7478980322004,0.054797682524294254,0.0005009518084360284,0.00034234851078397807,0.0013652682499283655,0.1960291142086331,0.1598447991636846
1,3,6,1,3,8,g,471073,17170680,36.45014679253534,6469,42532,96604,8567,11698,115122,145025,45056,0,17132268,4230,0,3,112,25839,8228,0.0,402.8088968306217,0.04378700674920293,0.0,0.00025645409471704566,0.0009728809436945154,0.17816928115842096,0.1826171875
