run,timestep,color,group,dest,counter,measure,value
staci,45449,b,10,G09,spf,max,21.161353452801936
staci,45449,b,10,G09,spf,avg,7.695494252446957
staci,45449,k,05,C13,flits,min,184050.0
staci,45449,k,05,C13,flits,max,628898.0
staci,45449,k,05,C13,flits,avg,366958.5333333333
staci,45449,k,05,C13,stalls,min,378539.0
staci,45449,k,05,C13,stalls,max,2521258.0
staci,45449,k,05,C13,stalls,avg,1243557.6
staci,45449,k,05,C13,spf,min,1.0470983561892653
staci,45449,k,05,C13,spf,max,7.6185798778133424
staci,45449,k,05,C13,spf,avg,3.3692403531645465
staci,45449,g,15,R03,flits,min,462931.0
staci,45449,g,15,R03,flits,max,1982343.0
staci,45449,g,15,R03,flits,avg,964883.6142857143
staci,45449,g,15,R03,stalls,min,1575.0
staci,45449,g,15,R03,stalls,max,4092595.0
staci,45449,g,15,R03,stalls,avg,989330.1761904762
staci,45449,g,15,R03,spf,min,0.002365638734552597
staci,45449,g,15,R03,spf,max,6.937342714140985
staci,45449,g,15,R03,spf,avg,1.157420557674756
staci,45449,k,06,C04,flits,min,672810.0
staci,45449,k,06,C04,flits,max,2138629.0
staci,45449,k,06,C04,flits,avg,1181536.4666666666
staci,45449,k,06,C04,stalls,min,98362.0
staci,45449,k,06,C04,stalls,max,4743177.0
staci,45449,k,06,C04,stalls,avg,2434230.3333333335
staci,45449,k,06,C04,spf,min,0.07275914741268673
staci,45449,k,06,C04,spf,max,6.743403040977394
staci,45449,k,06,C04,spf,avg,2.5114298313302497
staci,45449,k,10,C14,flits,min,297244.0
staci,45449,k,10,C14,flits,max,833644.0
staci,45449,k,10,C14,flits,avg,473116.56666666665
staci,45449,k,10,C14,stalls,min,1045456.0
staci,45449,k,10,C14,stalls,max,17611561.0
staci,45449,k,10,C14,stalls,avg,8898385.966666667
staci,45449,k,10,C14,spf,min,1.7306692065198095
staci,45449,k,10,C14,spf,max,56.01242413639972
staci,45449,k,10,C14,spf,avg,21.311028938511903
staci,45449,k,05,C08,flits,min,164373.0
staci,45449,k,05,C08,flits,max,1017101.0
staci,45449,k,05,C08,flits,avg,501548.06666666665
staci,45449,k,05,C08,stalls,min,214447.0
staci,45449,k,05,C08,stalls,max,2568139.0
staci,45449,k,05,C08,stalls,avg,942450.6
staci,45449,k,05,C08,spf,min,0.6553074765850233
staci,45449,k,05,C08,spf,max,3.4304846181834456
staci,45449,k,05,C08,spf,avg,1.627332757993892
staci,45449,b,15,G05,flits,min,683649.0
staci,45449,b,15,G05,flits,max,1852837.0
staci,45449,b,15,G05,flits,avg,1228670.125
staci,45449,b,15,G05,stalls,min,50894.0
staci,45449,b,15,G05,stalls,max,523550.0
staci,45449,b,15,G05,stalls,avg,285715.625
staci,45449,b,15,G05,spf,min,0.031216629077577867
staci,45449,b,15,G05,spf,max,0.6802745268405278
staci,45449,b,15,G05,spf,avg,0.2793093367080123
staci,45449,k,05,C11,flits,min,236986.0
staci,45449,k,05,C11,flits,max,1380553.0
staci,45449,k,05,C11,flits,avg,652638.0
staci,45449,k,05,C11,stalls,min,1952679.0
staci,45449,k,05,C11,stalls,max,5310454.0
staci,45449,k,05,C11,stalls,avg,3607493.2666666666
staci,45449,k,05,C11,spf,min,3.5054090643387106
staci,45449,k,05,C11,spf,max,9.141491533134207
staci,45449,k,05,C11,spf,avg,6.142081899214705
staci,45449,k,01,C12,flits,min,280545.0
staci,45449,k,01,C12,flits,max,774306.0
staci,45449,k,01,C12,flits,avg,509915.6666666667
staci,45449,k,01,C12,stalls,min,39289811.0
staci,45449,k,01,C12,stalls,max,57987312.0
staci,45449,k,01,C12,stalls,avg,49385703.53333333
staci,45449,k,01,C12,spf,min,54.03543195546216
staci,45449,k,01,C12,spf,max,194.6282165071557
staci,45449,k,01,C12,spf,avg,108.83104134435317
staci,45449,b,09,G15,flits,min,1288416.0
