run,timestep,color,group,dest,counter,measure,value
staci,45449,b,09,G15,flits,max,2329385.0
staci,45449,b,09,G15,flits,avg,1803347.75
staci,45449,b,09,G15,stalls,min,14978843.0
staci,45449,b,09,G15,stalls,max,17279941.0
staci,45449,b,09,G15,stalls,avg,15851229.5
staci,45449,b,09,G15,spf,min,6.430385273366146
staci,45449,b,09,G15,spf,max,13.41177150858108
staci,45449,b,09,G15,spf,avg,9.467113534399601
staci,45449,b,05,G04,flits,min,487019.0
staci,45449,b,05,G04,flits,max,823345.0
staci,45449,b,05,G04,flits,avg,685159.5
staci,45449,b,05,G04,stalls,min,241795.0
staci,45449,b,05,G04,stalls,max,393845.0
staci,45449,b,05,G04,stalls,avg,321566.25
staci,45449,b,05,G04,spf,min,0.3390474224049457
staci,45449,b,05,G04,spf,max,0.5800547586891495
staci,45449,b,05,G04,spf,avg,0.47750601189627495
staci,45449,k,05,C15,flits,min,197535.0
staci,45449,k,05,C15,flits,max,655625.0
staci,45449,k,05,C15,flits,avg,344000.4666666667
staci,45449,k,05,C15,stalls,min,385511.0
staci,45449,k,05,C15,stalls,max,846478.0
staci,45449,k,05,C15,stalls,avg,559305.1333333333
staci,45449,k,05,C15,spf,min,0.9580125915342025
staci,45449,k,05,C15,spf,max,3.4845286607503922
staci,45449,k,05,C15,spf,avg,1.7844855869279033
staci,45449,k,15,C00,flits,min,373246.0
staci,45449,k,15,C00,flits,max,1375189.0
staci,45449,k,15,C00,flits,avg,702847.1333333333
staci,45449,k,15,C00,stalls,min,883371.0
staci,45449,k,15,C00,stalls,max,1470124.0
staci,45449,k,15,C00,stalls,avg,1117747.2666666666
staci,45449,k,15,C00,spf,min,0.7996456622406427
staci,45449,k,15,C00,spf,max,2.720873970530045
staci,45449,k,15,C00,spf,avg,1.8251969684801768
staci,45449,b,06,G09,flits,min,1804173.0
staci,45449,b,06,G09,flits,max,3384663.0
staci,45449,b,06,G09,flits,avg,2594418.0
staci,45449,b,06,G09,stalls,min,665647.0
staci,45449,b,06,G09,stalls,max,915025.0
staci,45449,b,06,G09,stalls,avg,790336.0
staci,45449,b,06,G09,spf,min,0.19666566508984795
staci,45449,b,06,G09,spf,max,0.5071714297908239
staci,45449,b,06,G09,spf,avg,0.3519185474403359
staci,45449,b,05,G06,flits,min,1258806.0
staci,45449,b,05,G06,flits,max,2704118.0
staci,45449,b,05,G06,flits,avg,1923661.5
staci,45449,b,05,G06,stalls,min,4184.0
staci,45449,b,05,G06,stalls,max,291891.0
staci,45449,b,05,G06,stalls,avg,136301.0
staci,45449,b,05,G06,spf,min,0.0020084793929246226
staci,45449,b,05,G06,spf,max,0.18537566551160387
staci,45449,b,05,G06,spf,avg,0.09256934597640537
staci,45449,k,10,C09,flits,min,245322.0
staci,45449,k,10,C09,flits,max,890308.0
staci,45449,k,10,C09,flits,avg,476173.77777777775
staci,45449,k,10,C09,stalls,min,1044280.0
staci,45449,k,10,C09,stalls,max,11884200.0
staci,45449,k,10,C09,stalls,avg,6260138.488888889
staci,45449,k,10,C09,spf,min,2.0508852381747302
staci,45449,k,10,C09,spf,max,33.68119043542772
staci,45449,k,10,C09,spf,avg,14.20975814232322
staci,45449,b,01,G03,flits,min,947721.0
staci,45449,b,01,G03,flits,max,1003118.0
staci,45449,b,01,G03,flits,avg,978086.75
staci,45449,b,01,G03,stalls,min,53271419.0
staci,45449,b,01,G03,stalls,max,58447705.0
staci,45449,b,01,G03,stalls,avg,54990266.75
staci,45449,b,01,G03,spf,min,53.10583500644989
staci,45449,b,01,G03,spf,max,61.6718475163049
staci,45449,b,01,G03,spf,avg,56.28489218208672
staci,45449,k,09,C15,flits,min,136673.0
staci,45449,k,09,C15,flits,max,969484.0
staci,45449,k,09,C15,flits,avg,377246.6
staci,45449,k,09,C15,stalls,min,919801.0
staci,45449,k,09,C15,stalls,max,10865876.0
staci,45449,k,09,C15,stalls,avg,3804552.933333333
staci,45449,k,09,C15,spf,min,4.751332727235159
staci,45449,k,09,C15,spf,max,15.110870425321464
staci,45449,k,09,C15,spf,avg,9.372215547435092
staci,45449,b,09,G05,flits,min,771967.0
staci,45449,b,09,G05,flits,max,875860.0
staci,45449,b,09,G05,flits,avg,833562.5
staci,45449,b,09,G05,stalls,min,17003049.0
staci,45449,b,09,G05,stalls,max,18908412.0
staci,45449,b,09,G05,stalls,avg,17937821.0
staci,45449,b,09,G05,spf,min,19.511344278766014
staci,45449,b,09,G05,spf,max,24.28940226719536
staci,45449,b,09,G05,spf,avg,21.59291518085947
staci,45449,b,01,G14,flits,min,776424.0
staci,45449,b,01,G14,flits,max,1142940.0
staci,45449,b,01,G14,flits,avg,957809.25
staci,45449,b,01,G14,stalls,min,14723604.0
staci,45449,b,01,G14,stalls,max,51748938.0
staci,45449,b,01,G14,stalls,avg,32646816.25
staci,45449,b,01,G14,spf,min,13.170475658027149
staci,45449,b,01,G14,spf,max,66.65035856696856
staci,45449,b,01,G14,spf,avg,38.56884223173051
staci,45449,k,10,C05,flits,min,248143.0
staci,45449,k,10,C05,flits,max,848575.0
staci,45449,k,10,C05,flits,avg,524984.7
staci,45449,k,10,C05,stalls,min,3460442.0
staci,45449,k,10,C05,stalls,max,5608234.0
staci,45449,k,10,C05,stalls,avg,4565624.566666666
staci,45449,k,10,C05,spf,min,4.971651153113819
staci,45449,k,10,C05,spf,max,17.32526406144844
staci,45449,k,10,C05,spf,avg,9.504739405499361
staci,45449,b,09,G07,flits,min,1496243.0
staci,45449,b,09,G07,flits,max,1943649.0
staci,45449,b,09,G07,flits,avg,1723695.0
staci,45449,b,09,G07,stalls,min,14427080.0
staci,45449,b,09,G07,stalls,max,17557271.0
staci,45449,b,09,G07,stalls,avg,16034457.25
staci,45449,b,09,G07,spf,min,7.55665709189262
staci,45449,b,09,G07,spf,max,10.967089292733435
staci,45449,b,09,G07,spf,avg,9.398413727229437
staci,45449,b,15,G02,flits,min,1469809.0
staci,45449,b,15,G02,flits,max,2543654.0
staci,45449,b,15,G02,flits,avg,1823046.75
staci,45449,b,15,G02,stalls,min,284858.0
staci,45449,b,15,G02,stalls,max,1063671.0
staci,45449,b,15,G02,stalls,avg,655448.625
staci,45449,b,15,G02,spf,min,0.16854066872408505
staci,45449,b,15,G02,spf,max,0.6094665866121836
staci,45449,b,15,G02,spf,avg,0.36412817739207615
staci,45449,b,15,G13,flits,min,851119.0
staci,45449,b,15,G13,flits,max,1595289.0
staci,45449,b,15,G13,flits,avg,1166890.625
staci,45449,b,15,G13,stalls,min,298347.0
staci,45449,b,15,G13,stalls,max,1414012.0
staci,45449,b,15,G13,stalls,avg,945698.25
staci,45449,b,15,G13,spf,min,0.3219657645563227
staci,45449,b,15,G13,spf,max,1.303559196775069
staci,45449,b,15,G13,spf,avg,0.8549193834187202
staci,45449,k,10,C03,flits,min,406910.0
staci,45449,k,10,C03,flits,max,1057905.0
staci,45449,k,10,C03,flits,avg,660538.7111111111
staci,45449,k,10,C03,stalls,min,2366896.0
staci,45449,k,10,C03,stalls,max,38092909.0
staci,45449,k,10,C03,stalls,avg,23967000.733333334
staci,45449,k,10,C03,spf,min,4.790458958762355
staci,45449,k,10,C03,spf,max,78.57446855570028
staci,45449,k,10,C03,spf,avg,38.923338904871336
staci,45449,k,09,C13,flits,min,130527.0
staci,45449,k,09,C13,flits,max,1425002.0
staci,45449,k,09,C13,flits,avg,441163.73333333334
staci,45449,k,09,C13,stalls,min,28449.0
staci,45449,k,09,C13,stalls,max,2922393.0
staci,45449,k,09,C13,stalls,avg,687268.4666666667
staci,45449,k,09,C13,spf,min,0.08641517801544897
staci,45449,k,09,C13,spf,max,4.916766071137148
staci,45449,k,09,C13,spf,avg,1.2356818976665673
staci,45449,b,06,G01,flits,min,837514.0
staci,45449,b,06,G01,flits,max,4461227.0
staci,45449,b,06,G01,flits,avg,2649370.5
staci,45449,b,06,G01,stalls,min,31126.0
staci,45449,b,06,G01,stalls,max,1116027.0
staci,45449,b,06,G01,stalls,avg,573576.5
staci,45449,b,06,G01,spf,min,0.03716475187280451
staci,45449,b,06,G01,spf,max,0.25016144661547146
staci,45449,b,06,G01,spf,avg,0.14366309924413798
staci,45449,b,01,G08,flits,min,955473.0
staci,45449,b,01,G08,flits,max,1301818.0
staci,45449,b,01,G08,flits,avg,1144008.0
staci,45449,b,01,G08,stalls,min,15376492.0
staci,45449,b,01,G08,stalls,max,48048578.0
staci,45449,b,01,G08,stalls,avg,31284028.25
staci,45449,b,01,G08,spf,min,12.14233302852125
staci,45449,b,01,G08,spf,max,46.59583577976562
staci,45449,b,01,G08,spf,avg,29.39988041887901
staci,45449,b,15,G11,flits,min,826627.0
staci,45449,b,15,G11,flits,max,1774416.0
staci,45449,b,15,G11,flits,avg,1401063.5
staci,45449,b,15,G11,stalls,min,78994.0
staci,45449,b,15,G11,stalls,max,465365.0
staci,45449,b,15,G11,stalls,avg,288503.5
staci,45449,b,15,G11,spf,min,0.05628752051294479
staci,45449,b,15,G11,spf,max,0.40685702257487355
staci,45449,b,15,G11,spf,avg,0.21491465995411746
staci,45449,b,15,G09,flits,min,1055414.0
staci,45449,b,15,G09,flits,max,1473479.0
staci,45449,b,15,G09,flits,avg,1238922.125
staci,45449,b,15,G09,stalls,min,25166.0
staci,45449,b,15,G09,stalls,max,475342.0
staci,45449,b,15,G09,stalls,avg,199537.125
staci,45449,b,15,G09,spf,min,0.023844671380140875
staci,45449,b,15,G09,spf,max,0.32259842183023985
staci,45449,b,15,G09,spf,avg,0.15537192407332828
staci,45449,k,10,C01,flits,min,227312.0
staci,45449,k,10,C01,flits,max,851052.0
staci,45449,k,10,C01,flits,avg,450246.9666666667
staci,45449,k,10,C01,stalls,min,3311620.0
staci,45449,k,10,C01,stalls,max,5962693.0
staci,45449,k,10,C01,stalls,avg,4619548.2
staci,45449,k,10,C01,spf,min,5.2717107767797975
staci,45449,k,10,C01,spf,max,19.341913317378758
staci,45449,k,10,C01,spf,avg,10.987233590464493
staci,45449,k,09,C11,flits,min,172618.0
staci,45449,k,09,C11,flits,max,984804.0
staci,45449,k,09,C11,flits,avg,439821.06666666665
staci,45449,k,09,C11,stalls,min,4695665.0
staci,45449,k,09,C11,stalls,max,12857971.0
staci,45449,k,09,C11,stalls,avg,7003132.4
staci,45449,k,09,C11,spf,min,7.574941845628362
staci,45449,k,09,C11,spf,max,31.48793289228238
staci,45449,k,09,C11,spf,avg,18.099773298063845
staci,45449,b,15,G04,flits,min,582233.0
staci,45449,b,15,G04,flits,max,1188197.0
staci,45449,b,15,G04,flits,avg,909376.125
staci,45449,b,15,G04,stalls,min,392090.0
staci,45449,b,15,G04,stalls,max,1902223.0
staci,45449,b,15,G04,stalls,avg,1340945.875
staci,45449,b,15,G04,spf,min,0.3859358666700789
staci,45449,b,15,G04,spf,max,2.8523838394594603
staci,45449,b,15,G04,spf,avg,1.5738945007807115
staci,45449,k,15,C14,flits,min,308889.0
staci,45449,k,15,C14,flits,max,1171337.0
staci,45449,k,15,C14,flits,avg,605394.4666666667
staci,45449,k,15,C14,stalls,min,726364.0
staci,45449,k,15,C14,stalls,max,2088304.0
staci,45449,k,15,C14,stalls,avg,1353114.4666666666
staci,45449,k,15,C14,spf,min,1.0792248516012044
staci,45449,k,15,C14,spf,max,4.936252564819997
staci,45449,k,15,C14,spf,avg,2.512213561174782
staci,45449,b,15,G03,flits,min,942666.0
staci,45449,b,15,G03,flits,max,1869829.0
staci,45449,b,15,G03,flits,avg,1320389.75
staci,45449,b,15,G03,stalls,min,27645.0
staci,45449,b,15,G03,stalls,max,602366.0
staci,45449,b,15,G03,stalls,avg,319478.0
staci,45449,b,15,G03,spf,min,0.01968895089834177
staci,45449,b,15,G03,spf,max,0.5558288937969545
staci,45449,b,15,G03,spf,avg,0.2520151992218659
staci,45449,b,01,G04,flits,min,604889.0
staci,45449,b,01,G04,flits,max,689289.0
staci,45449,b,01,G04,flits,avg,647847.0
staci,45449,b,01,G04,stalls,min,53942233.0
staci,45449,b,01,G04,stalls,max,59229259.0
staci,45449,b,01,G04,stalls,avg,56380226.5
staci,45449,b,01,G04,spf,min,83.3014163870307
staci,45449,b,01,G04,spf,max,90.81114716915005
staci,45449,b,01,G04,spf,avg,87.15014898532148
staci,45449,b,10,G14,flits,min,561591.0
staci,45449,b,10,G14,flits,max,1106795.0
staci,45449,b,10,G14,flits,avg,814787.0
staci,45449,b,10,G14,stalls,min,3203627.0
staci,45449,b,10,G14,stalls,max,7650863.0
staci,45449,b,10,G14,stalls,avg,6065824.083333333
staci,45449,b,10,G14,spf,min,3.1585170593582457
staci,45449,b,10,G14,spf,max,12.940997986078838
staci,45449,b,10,G14,spf,avg,7.8227098744472885
staci,45449,b,01,G06,flits,min,1000442.0
staci,45449,b,01,G06,flits,max,2561877.0
staci,45449,b,01,G06,flits,avg,1516370.25
staci,45449,b,01,G06,stalls,min,10832867.0
staci,45449,b,01,G06,stalls,max,66641511.0
staci,45449,b,01,G06,stalls,avg,38442481.75
staci,45449,b,01,G06,spf,min,4.68054633380135
staci,45449,b,01,G06,spf,max,66.38658650781001
staci,45449,b,01,G06,spf,avg,35.642116223629166
staci,45449,b,09,G06,flits,min,1422177.0
staci,45449,b,09,G06,flits,max,2858327.0
staci,45449,b,09,G06,flits,avg,2280647.25
staci,45449,b,09,G06,stalls,min,10521402.0
staci,45449,b,09,G06,stalls,max,11412375.0
staci,45449,b,09,G06,stalls,avg,11073091.5
staci,45449,b,09,G06,spf,min,3.885993799869644
staci,45449,b,09,G06,spf,max,7.398096017584309
staci,45449,b,09,G06,spf,avg,5.179382365281281
staci,45449,b,01,G00,flits,min,826333.0
staci,45449,b,01,G00,flits,max,838369.0
staci,45449,b,01,G00,flits,avg,832351.0
staci,45449,b,01,G00,stalls,min,49779248.0
staci,45449,b,01,G00,stalls,max,50855261.0
staci,45449,b,01,G00,stalls,avg,50317254.5
staci,45449,b,01,G00,spf,min,59.37629850340363
staci,45449,b,01,G00,spf,max,61.54330155034351
staci,45449,b,01,G00,spf,avg,60.459800026873566
staci,45449,b,15,G01,flits,min,1077038.0
staci,45449,b,15,G01,flits,max,2852491.0
staci,45449,b,15,G01,flits,avg,1801381.125
staci,45449,b,15,G01,stalls,min,4890.0
staci,45449,b,15,G01,stalls,max,145532.0
staci,45449,b,15,G01,stalls,avg,38201.875
staci,45449,b,15,G01,spf,min,0.002336242090100592
staci,45449,b,15,G01,spf,max,0.07962284032921045
staci,45449,b,15,G01,spf,avg,0.02192135558181236
staci,45449,k,15,C15,flits,min,296693.0
staci,45449,k,15,C15,flits,max,837082.0
staci,45449,k,15,C15,flits,avg,553730.6
staci,45449,k,15,C15,stalls,min,707797.0
staci,45449,k,15,C15,stalls,max,3779366.0
staci,45449,k,15,C15,stalls,avg,2433642.3333333335
staci,45449,k,15,C15,spf,min,1.579254367225029
staci,45449,k,15,C15,spf,max,9.790486335525426
staci,45449,k,15,C15,spf,avg,4.812236328519732
staci,45449,k,01,C09,flits,min,410082.0
staci,45449,k,01,C09,flits,max,1534148.0
staci,45449,k,01,C09,flits,avg,858545.0666666667
staci,45449,k,01,C09,stalls,min,11914547.0
staci,45449,k,01,C09,stalls,max,25209549.0
staci,45449,k,01,C09,stalls,avg,17485993.533333335
staci,45449,k,01,C09,spf,min,13.688678701640281
staci,45449,k,01,C09,spf,max,33.8623975481003
staci,45449,k,01,C09,spf,avg,22.48732310450071
staci,45449,g,06,R00,flits,min,291468.0
staci,45449,g,06,R00,flits,max,2783039.0
staci,45449,g,06,R00,flits,avg,1303196.4
staci,45449,g,06,R00,stalls,min,1876.0
staci,45449,g,06,R00,stalls,max,20559314.0
staci,45449,g,06,R00,stalls,avg,5097387.45
staci,45449,g,06,R00,spf,min,0.0031464948282426426
staci,45449,g,06,R00,spf,max,13.969301718191643
staci,45449,g,06,R00,spf,avg,3.9762878654907334
staci,45449,b,06,G11,flits,min,1473455.0
staci,45449,b,06,G11,flits,max,1876526.0
staci,45449,b,06,G11,flits,avg,1674990.5
staci,45449,b,06,G11,stalls,min,406763.0
staci,45449,b,06,G11,stalls,max,658762.0
staci,45449,b,06,G11,stalls,avg,532762.5
staci,45449,b,06,G11,spf,min,0.2760606872961848
staci,45449,b,06,G11,spf,max,0.3510540221664928
staci,45449,b,06,G11,spf,avg,0.31355735473133883
staci,45449,k,01,C10,flits,min,370217.0
staci,45449,k,01,C10,flits,max,1229778.0
staci,45449,k,01,C10,flits,avg,700307.0666666667
staci,45449,k,01,C10,stalls,min,39811234.0
staci,45449,k,01,C10,stalls,max,52355845.0
staci,45449,k,01,C10,stalls,avg,47517653.333333336
staci,45449,k,01,C10,spf,min,35.66739851015779
staci,45449,k,01,C10,spf,max,133.7942936169868
staci,45449,k,01,C10,spf,avg,78.58977166329382
staci,45449,b,15,G08,flits,min,967125.0
staci,45449,b,15,G08,flits,max,2134115.0
staci,45449,b,15,G08,flits,avg,1513433.0
staci,45449,b,15,G08,stalls,min,997082.0
staci,45449,b,15,G08,stalls,max,1983227.0
staci,45449,b,15,G08,stalls,avg,1466104.25
staci,45449,b,15,G08,spf,min,0.494020237897208
staci,45449,b,15,G08,spf,max,1.351599072866909
staci,45449,b,15,G08,spf,avg,1.0271619312694096
staci,45449,k,15,C02,flits,min,424931.0
staci,45449,k,15,C02,flits,max,1944894.0
staci,45449,k,15,C02,flits,avg,971737.0666666667
staci,45449,k,15,C02,stalls,min,2399473.0
staci,45449,k,15,C02,stalls,max,19714999.0
staci,45449,k,15,C02,stalls,avg,8401866.166666666
staci,45449,k,15,C02,spf,min,2.394024200918709
staci,45449,k,15,C02,spf,max,20.003672435929623
staci,45449,k,15,C02,spf,avg,8.92246959534273
staci,45449,g,01,R03,flits,min,218252.0
staci,45449,g,01,R03,flits,max,1527061.0
staci,45449,g,01,R03,flits,avg,685776.9388888889
staci,45449,g,01,R03,stalls,min,20960.0
staci,45449,g,01,R03,stalls,max,106375938.0
staci,45449,g,01,R03,stalls,avg,14269088.188888889
staci,45449,g,01,R03,spf,min,0.02716172070748184
staci,45449,g,01,R03,spf,max,273.9962867786211
staci,45449,g,01,R03,spf,avg,28.765108214850297
staci,45449,b,10,G02,flits,min,1211905.0
staci,45449,b,10,G02,flits,max,1874332.0
staci,45449,b,10,G02,flits,avg,1572985.5
staci,45449,b,10,G02,stalls,min,11388471.0
staci,45449,b,10,G02,stalls,max,25845720.0
staci,45449,b,10,G02,stalls,avg,18321801.5
staci,45449,b,10,G02,spf,min,6.096779012469509
staci,45449,b,10,G02,spf,max,18.126919189210376
staci,45449,b,10,G02,spf,avg,11.965443066732172
staci,45449,k,15,C04,flits,min,426950.0
staci,45449,k,15,C04,flits,max,1768404.0
staci,45449,k,15,C04,flits,avg,839973.7
staci,45449,k,15,C04,stalls,min,681653.0
staci,45449,k,15,C04,stalls,max,5754980.0
staci,45449,k,15,C04,stalls,avg,2995242.466666667
staci,45449,k,15,C04,spf,min,0.5534939979778376
staci,45449,k,15,C04,spf,max,9.611857469765754
staci,45449,k,15,C04,spf,avg,3.9815888124535244
staci,45449,g,10,R00,flits,min,251067.0
staci,45449,g,10,R00,flits,max,3670137.0
staci,45449,g,10,R00,flits,avg,683723.6177777778
staci,45449,g,10,R00,stalls,min,62399.0
staci,45449,g,10,R00,stalls,max,40350614.0
staci,45449,g,10,R00,stalls,avg,7123366.564444444
staci,45449,g,10,R00,spf,min,0.07563955236183438
staci,45449,g,10,R00,spf,max,154.61027136182773
staci,45449,g,10,R00,spf,avg,13.61213678987608
staci,45449,k,01,C05,flits,min,172028.0
staci,45449,k,01,C05,flits,max,861886.0
staci,45449,k,01,C05,flits,avg,545118.4
staci,45449,k,01,C05,stalls,min,39127753.0
staci,45449,k,01,C05,stalls,max,61248183.0
staci,45449,k,01,C05,stalls,avg,52194757.86666667
staci,45449,k,01,C05,spf,min,46.784253369935236
staci,45449,k,01,C05,spf,max,356.036127839654
staci,45449,k,01,C05,spf,avg,123.21191629114928
staci,45449,b,10,G00,flits,min,227165.0
staci,45449,b,10,G00,flits,max,501017.0
staci,45449,b,10,G00,flits,avg,362634.5
staci,45449,b,10,G00,stalls,min,3902508.0
staci,45449,b,10,G00,stalls,max,11716886.0
staci,45449,b,10,G00,stalls,avg,6792060.375
staci,45449,b,10,G00,spf,min,7.7891728224790775
staci,45449,b,10,G00,spf,max,30.993216208150496
staci,45449,b,10,G00,spf,avg,19.256773391340666
staci,45449,g,15,R04,flits,min,484368.0
staci,45449,g,15,R04,flits,max,2272416.0
staci,45449,g,15,R04,flits,avg,915886.8166666667
staci,45449,g,15,R04,stalls,min,7453.0
staci,45449,g,15,R04,stalls,max,3719408.0
staci,45449,g,15,R04,stalls,avg,1168059.9555555556
staci,45449,g,15,R04,spf,min,0.0053364742609810145
staci,45449,g,15,R04,spf,max,5.389775066092961
staci,45449,g,15,R04,spf,avg,1.3873623448860795
staci,45449,k,15,C06,flits,min,238884.0
staci,45449,k,15,C06,flits,max,1468107.0
staci,45449,k,15,C06,flits,avg,690347.0
staci,45449,k,15,C06,stalls,min,223664.0
staci,45449,k,15,C06,stalls,max,1347479.0
staci,45449,k,15,C06,stalls,avg,767005.7666666667
staci,45449,k,15,C06,spf,min,0.22638881578681005
staci,45449,k,15,C06,spf,max,3.488365385218302
staci,45449,k,15,C06,spf,avg,1.3564073830050054
staci,45449,k,01,C07,flits,min,206394.0
staci,45449,k,01,C07,flits,max,648115.0
staci,45449,k,01,C07,flits,avg,435678.6
staci,45449,k,01,C07,stalls,min,48215576.0
staci,45449,k,01,C07,stalls,max,59734769.0
staci,45449,k,01,C07,stalls,avg,56195184.93333333
staci,45449,k,01,C07,spf,min,81.69194473785095
staci,45449,k,01,C07,spf,max,288.9436805333488
staci,45449,k,01,C07,spf,avg,155.85337507041731
staci,45449,b,10,G06,flits,min,1375482.0
staci,45449,b,10,G06,flits,max,2207928.0
staci,45449,b,10,G06,flits,avg,1808442.3333333333
staci,45449,b,10,G06,stalls,min,6966680.0
staci,45449,b,10,G06,stalls,max,30523074.0
staci,45449,b,10,G06,stalls,avg,17310202.888888888
staci,45449,b,10,G06,spf,min,3.9382747263751505
staci,45449,b,10,G06,spf,max,21.66526620566668
staci,45449,b,10,G06,spf,avg,9.64749713351009
staci,45449,k,09,C08,flits,min,182335.0
staci,45449,k,09,C08,flits,max,975546.0
staci,45449,k,09,C08,flits,avg,377196.4666666667
staci,45449,k,09,C08,stalls,min,2073368.0
staci,45449,k,09,C08,stalls,max,15232832.0
staci,45449,k,09,C08,stalls,avg,6239245.8
staci,45449,k,09,C08,spf,min,9.262516473452612
staci,45449,k,09,C08,spf,max,29.163221866933775
staci,45449,k,09,C08,spf,avg,16.849614139358142
staci,45449,k,15,C08,flits,min,362649.0
staci,45449,k,15,C08,flits,max,1382254.0
staci,45449,k,15,C08,flits,avg,699183.7333333333
staci,45449,k,15,C08,stalls,min,236099.0
staci,45449,k,15,C08,stalls,max,2550684.0
staci,45449,k,15,C08,stalls,avg,1264245.3
staci,45449,k,15,C08,spf,min,0.31816266260707077
staci,45449,k,15,C08,spf,max,5.011907674904631
staci,45449,k,15,C08,spf,avg,2.0452639550612526
staci,45449,k,06,C01,flits,min,365004.0
staci,45449,k,06,C01,flits,max,1765443.0
staci,45449,k,06,C01,flits,avg,929249.3333333334
staci,45449,k,06,C01,stalls,min,1555018.0
staci,45449,k,06,C01,stalls,max,4945510.0
staci,45449,k,06,C01,stalls,avg,3486496.6666666665
staci,45449,k,06,C01,spf,min,1.650552059076596
staci,45449,k,06,C01,spf,max,8.518465551062453
staci,45449,k,06,C01,spf,avg,4.618375042103037
staci,45449,g,10,R04,flits,min,314358.0
staci,45449,g,10,R04,flits,max,2418933.0
staci,45449,g,10,R04,flits,avg,662286.1571428571
staci,45449,g,10,R04,stalls,min,16811.0
staci,45449,g,10,R04,stalls,max,52877834.0
staci,45449,g,10,R04,stalls,avg,7188685.49047619
staci,45449,g,10,R04,spf,min,0.02755445409858368
staci,45449,g,10,R04,spf,max,115.56547630408642
staci,45449,g,10,R04,spf,avg,13.429463365488791
staci,45449,k,15,C13,flits,min,272965.0
staci,45449,k,15,C13,flits,max,2186048.0
staci,45449,k,15,C13,flits,avg,736162.6666666666
staci,45449,k,15,C13,stalls,min,781747.0
staci,45449,k,15,C13,stalls,max,4239743.0
staci,45449,k,15,C13,stalls,avg,2607877.4
staci,45449,k,15,C13,spf,min,0.9646210879175572
staci,45449,k,15,C13,spf,max,9.733742421189529
staci,45449,k,15,C13,spf,avg,4.330365141410291
staci,45449,b,01,G11,flits,min,737297.0
staci,45449,b,01,G11,flits,max,921087.0
staci,45449,b,01,G11,flits,avg,834406.0
staci,45449,b,01,G11,stalls,min,55372658.0
staci,45449,b,01,G11,stalls,max,60036842.0
staci,45449,b,01,G11,stalls,avg,57490349.0
staci,45449,b,01,G11,spf,min,60.11664261899256
staci,45449,b,01,G11,spf,max,79.03827581122498
staci,45449,b,01,G11,spf,avg,69.78937395827597
staci,45449,b,05,G14,flits,min,967255.0
staci,45449,b,05,G14,flits,max,1651198.0
staci,45449,b,05,G14,flits,avg,1309898.0
staci,45449,b,05,G14,stalls,min,340464.0
staci,45449,b,05,G14,stalls,max,770184.0
staci,45449,b,05,G14,stalls,avg,532530.25
staci,45449,b,05,G14,spf,min,0.2061921102133118
staci,45449,b,05,G14,spf,max,0.597218711277293
staci,45449,b,05,G14,spf,avg,0.41811596827751135
staci,45449,k,06,C03,flits,min,414788.0
staci,45449,k,06,C03,flits,max,1001795.0
staci,45449,k,06,C03,flits,avg,633516.3333333334
staci,45449,k,06,C03,stalls,min,4202578.0
staci,45449,k,06,C03,stalls,max,33082530.0
staci,45449,k,06,C03,stalls,avg,20818101.066666666
staci,45449,k,06,C03,spf,min,9.930654703855406
staci,45449,k,06,C03,spf,max,75.43966996715125
staci,45449,k,06,C03,spf,avg,33.316534152767595
staci,45449,k,15,C11,flits,min,257798.0
staci,45449,k,15,C11,flits,max,1385837.0
staci,45449,k,15,C11,flits,avg,696669.4666666667
staci,45449,k,15,C11,stalls,min,93386.0
staci,45449,k,15,C11,stalls,max,1724713.0
staci,45449,k,15,C11,stalls,avg,832254.0666666667
staci,45449,k,15,C11,spf,min,0.07412346184649063
staci,45449,k,15,C11,spf,max,3.5796891201567718
staci,45449,k,15,C11,spf,avg,1.3459518910827661
staci,45449,b,15,G06,flits,min,1740936.0
staci,45449,b,15,G06,flits,max,3729687.0
staci,45449,b,15,G06,flits,avg,2945811.75
staci,45449,b,15,G06,stalls,min,178446.0
staci,45449,b,15,G06,stalls,max,430646.0
staci,45449,b,15,G06,stalls,avg,289365.75
staci,45449,b,15,G06,spf,min,0.060441377629262195
staci,45449,b,15,G06,spf,max,0.11733615077784386
staci,45449,b,15,G06,spf,avg,0.09893548591563212
staci,45449,k,10,C15,flits,min,286816.0
staci,45449,k,10,C15,flits,max,851234.0
staci,45449,k,10,C15,flits,avg,485503.9
staci,45449,k,10,C15,stalls,min,1446746.0
staci,45449,k,10,C15,stalls,max,19146168.0
staci,45449,k,10,C15,stalls,avg,9158905.566666666
staci,45449,k,10,C15,spf,min,2.5182084335629766
staci,45449,k,10,C15,spf,max,45.7843003683838
staci,45449,k,10,C15,spf,avg,21.04078222835542
staci,45449,b,10,G08,flits,min,700984.0
staci,45449,b,10,G08,flits,max,1222763.0
staci,45449,b,10,G08,flits,avg,966217.0
staci,45449,b,10,G08,stalls,min,5647419.0
staci,45449,b,10,G08,stalls,max,14441678.0
staci,45449,b,10,G08,stalls,avg,9183524.25
staci,45449,b,10,G08,spf,min,5.7677122480265535
staci,45449,b,10,G08,spf,max,17.591229281852076
staci,45449,b,10,G08,spf,avg,9.737976744884673
staci,45449,k,05,C12,flits,min,207617.0
staci,45449,k,05,C12,flits,max,575121.0
