sg,sr,sc,dg,dr,dc,color,flits,stalls,stalls/flit,flits_vc_0,flits_vc_1,flits_vc_2,flits_vc_3,flits_vc_4,flits_vc_5,flits_vc_6,flits_vc_7,stalls_vc_0,stalls_vc_1,stalls_vc_2,stalls_vc_3,stalls_vc_4,stalls_vc_5,stalls_vc_6,stalls_vc_7,stalls/flit_0,stalls/flit_1,stalls/flit_2,stalls/flit_3,stalls/flit_4,stalls/flit_5,stalls/flit_6,stalls/flit_7
1,3,4,1,3,0,g,112715,168333,1.493439205074746,0,17188,32462,533,0,2129,55507,4896,0,90,154094,1,0,2,13461,685,0,0.00523621131021643,4.746904072453946,0.001876172607879925,0,0.0009394081728511038,0.2425099536995334,0.13991013071895425
1,3,4,1,3,5,g,318511,310627,0.9752473226984312,6466,26438,29451,838,13490,214549,25688,1591,0,175909,106343,9,0,25853,2040,473,0.0,6.653642484302897,3.610845132593121,0.010739856801909307,0.0,0.12049927988478157,0.07941451261289317,0.2972972972972973
1,3,4,1,1,4,k,143435,505779,3.526189563216788,12046,8782,30604,614,690,8549,73271,8879,48,426,474542,0,0,559,27963,2241,0.003984725219990038,0.04850831245729902,15.505881584106653,0.0,0.0,0.06538776465083636,0.38163802868802116,0.2523932875323798
1,3,4,1,1,4,k,119326,482318,4.042019341970736,9855,6246,24287,470,474,5968,63679,8347,8,8,455689,0,0,353,23964,2296,0.0008117706747843734,0.001280819724623759,18.762671387985343,0.0,0.0,0.059148793565683644,0.37632500510372335,0.27506888702527854
1,3,4,1,1,4,k,102102,459628,4.501655207537561,7470,4102,21206,418,243,4024,57750,6889,23,313,435004,0,0,371,22129,1788,0.003078982597054886,0.07630424183325207,20.513250966707535,0.0,0.0,0.09219681908548708,0.3831861471861472,0.2595442008999855
1,3,4,1,0,4,k,100369,480311,4.785451683288665,0,2979,23905,367,0,2020,64796,6302,0,3722,452100,0,0,54,21779,2656,0,1.2494125545485062,18.91236143066304,0.0,0,0.026732673267326732,0.33611642693993454,0.42145350682323074
1,3,4,1,3,9,g,283029,125744,0.44427956145836645,23468,30755,30863,679,64207,97157,34919,981,20,4,112104,18,392,719,12239,248,0.0008522243054371911,0.00013006015282067957,3.6323105336487056,0.026509572901325478,0.006105253321288956,0.007400393178052019,0.35049686417136805,0.2528032619775739
1,3,4,1,3,14,g,265756,177392,0.6674995108294827,11153,41565,28640,668,26836,125839,30000,1055,0,53216,110693,3,186,1016,12212,66,0.0,1.2803079514014195,3.8649790502793295,0.004491017964071856,0.006930988224772693,0.008073808596698956,0.4070666666666667,0.06255924170616113
1,3,4,1,3,12,g,349340,202876,0.5807408255567642,18631,26747,25712,1457,47311,202713,24223,2546,11,130366,43407,27,311,22928,5245,581,0.000590413826418335,4.874041948629753,1.6882000622277535,0.018531228551818806,0.006573524127581324,0.11310572089604515,0.21652974445774678,0.22820109976433622
1,3,4,1,3,13,g,215680,142316,0.6598479228486647,10784,30035,27810,570,23778,87604,32601,2498,0,51426,79702,0,82,755,9939,412,0.0,1.7122024304977526,2.8659475008989572,0.0,0.0034485659012532593,0.008618327930231496,0.3048679488359253,0.16493194555644516
1,3,4,1,0,4,k,97374,488680,5.018588124139914,0,1470,23803,267,0,1471,64005,6358,0,571,462711,0,0,228,22644,2526,0,0.38843537414965984,19.439188337604502,0.0,0,0.1549966009517335,0.3537848605577689,0.39729474677571563
1,3,4,1,5,4,k,215360,634420,2.9458580980683506,0,47694,25327,581,332,68191,64779,8456,0,159818,449764,0,0,1503,21399,1936,0,3.3509036776114396,17.758281675682078,0.0,0.0,0.02204103180771656,0.33033853563654886,0.22894985808893092
1,3,4,1,5,4,k,259821,671355,2.583913540475943,0,60344,27593,748,640,88022,72619,9855,0,170125,475659,245,0,1008,21929,2389,0,2.8192529497547394,17.238393795527852,0.32754010695187163,0.0,0.011451682533911977,0.30197331276938544,0.2424150177574835
1,3,4,1,4,4,k,158038,502169,3.1775205963122795,1360,10544,27044,765,16296,21243,71585,9201,0,2984,471854,0,20,95,24019,3197,0.0,0.2830045523520486,17.4476408815264,0.0,0.0012272950417280314,0.004472061384926799,0.33553118670112453,0.3474622323660472
1,3,4,1,3,10,g,265833,149847,0.5636884811140829,20443,34166,26421,802,47875,106309,28189,1628,0,43546,91594,0,313,2013,11762,619,0.0,1.2745419422818005,3.466712085083835,0.0,0.006537859007832898,0.018935367654667055,0.4172549576075774,0.38022113022113024
1,3,4,1,3,8,g,207693,162981,0.784720717597608,11434,33421,26025,688,20307,90302,24546,970,9,36992,115768,9,153,788,8925,337,0.0007871261150953297,1.1068489871637592,4.4483381364073,0.01308139534883721,0.007534347761855518,0.008726274058160396,0.3636030310437546,0.3474226804123711
1,3,4,1,3,15,g,237396,159641,0.6724671013833426,12081,32793,36197,1606,25975,95655,31971,1118,5,48659,101282,22,89,730,7688,1166,0.0004138730237563116,1.4838227670539443,2.798077188717297,0.0136986301369863,0.003426371511068335,0.0076315927029428675,0.2404679240561759,1.042933810375671
1,3,4,1,3,11,g,320548,283480,0.8843605325879431,16204,32346,25780,647,30172,187702,26209,1488,0,159905,98943,0,172,16667,7715,78,0.0,4.943578804179806,3.8379751745539177,0.0,0.005700649608908922,0.0887950048481103,0.2943645312678851,0.05241935483870968
1,3,4,1,0,4,k,137434,530607,3.860813190331359,8,5987,32781,639,1,3565,85114,9339,0,1026,505034,0,0,183,22444,1920,0.0,0.1713713044930683,15.406302431286417,0.0,0.0,0.05133239831697055,0.26369339944075004,0.20558946353999358
1,3,4,1,5,4,k,197252,564581,2.862232068622878,0,43041,22901,400,409,60942,61622,7937,0,97622,445885,0,0,185,17073,3816,0,2.268116447108571,19.470110475525086,0.0,0.0,0.003035673263102622,0.2770601408587842,0.48078619125614214
1,3,4,1,4,4,k,146108,476620,3.2621074821365017,1440,8057,25522,700,15192,20506,66224,8467,0,5741,443480,2005,16,616,22382,2380,0.0,0.7125480948243763,17.37638116135099,2.8642857142857143,0.00105318588730911,0.030039988296108457,0.3379741483450109,0.2810912956182827
1,3,4,1,4,4,k,137434,473167,3.4428671216729483,1298,7597,23453,478,12642,18902,64840,8224,0,3238,445394,7,8,192,22581,1747,0.0,0.4262208766618402,18.990918006225215,0.014644351464435146,0.0006328112640404999,0.010157655274574118,0.34825724861196794,0.21242704280155641
1,3,5,1,3,1,g,91788,10515,0.11455745849130605,11203,860,18060,684,27,804,55092,5058,0,0,8038,0,0,0,2313,164,0.0,0.0,0.4450719822812846,0.0,0.0,0.0,0.04198431714223481,0.03242388295769079
1,3,5,3,3,3,b,35676,1693,0.04745487162237919,2942,16122,1846,0,320,7802,6644,0,0,1658,2,0,0,9,24,0,0.0,0.10284083860563206,0.0010834236186348862,0,0.0,0.0011535503716995643,0.003612281757977122,0
1,3,5,3,3,3,b,76209,164,0.0021519768006403443,5336,35744,4289,0,436,16424,13980,0,0,76,0,0,0,45,43,0,0.0,0.002126230975828111,0.0,0,0.0,0.002739892839746712,0.0030758226037195992,0
1,3,5,11,3,3,b,92081,807,0.008764022979767814,11632,37438,3719,0,957,24349,13986,0,0,778,0,0,0,26,3,0,0.0,0.020781024627383942,0.0,0,0.0,0.0010678056593699946,0.0002145002145002145,0
1,3,5,1,2,5,k,188094,79758,0.42403266451880445,2028,6442,45230,1079,2,5050,116118,12145,0,0,74230,0,0,10,4909,609,0.0,0.0,1.6411673667919522,0.0,0.0,0.0019801980198019802,0.04227596066070721,0.05014409221902017
1,3,5,1,3,2,g,85370,159308,1.8660887899730585,0,1312,20855,614,0,3583,57136,1870,0,0,150066,0,0,0,9093,149,0,0.0,7.1956844881323425,0.0,0,0.0,0.15914659759171101,0.07967914438502674
1,3,5,1,3,3,g,78442,114193,1.4557634940465567,69,1198,18970,531,324,2629,52870,1851,0,0,106494,0,0,7,7401,291,0.0,0.0,5.613811280969952,0.0,0.0,0.0026626093571700264,0.13998486854548894,0.15721231766612642
1,3,5,11,3,3,b,48806,28,0.000573699954923575,7354,18372,1893,0,608,12549,8030,0,0,0,0,0,0,13,15,0,0.0,0.0,0.0,0,0.0,0.0010359391186548729,0.0018679950186799503,0
1,3,5,1,2,5,k,158004,204515,1.294365965418597,2465,4194,34148,765,0,4015,101436,10981,0,99,189859,0,0,261,13295,1001,0.0,0.023605150214592276,5.559886376947405,0.0,0,0.06500622665006227,0.13106786545210775,0.09115745378380839
1,3,5,1,2,5,k,160984,233960,1.453312130398052,2689,5079,37956,892,1,4711,98979,10677,0,7,219462,0,0,100,13504,887,0.0,0.001378224059854302,5.78201074928865,0.0,0.0,0.021226915729144556,0.13643298073328686,0.08307577034747589
1,3,5,1,3,4,g,267915,387487,1.4463057312953735,4452,18626,14765,406,8864,185261,34269,1272,0,142936,189402,0,39,45355,9601,154,0.0,7.674004080317835,12.827768371147986,0.0,0.004399819494584838,0.24481677201353766,0.2801657474685576,0.12106918238993711
1,3,5,1,3,0,g,84942,330105,3.886240022603659,0,2114,18748,474,0,906,56875,5825,0,6,309029,0,0,0,19178,1892,0,0.002838221381267739,16.48330488585449,0.0,0,0.0,0.3371956043956044,0.3248068669527897
1,3,5,1,3,7,g,261628,237081,0.9061759444707753,10903,43766,14782,576,26871,123650,39799,1281,0,0,222871,0,14,226,13528,442,0.0,0.0,15.077188472466514,0.0,0.0005210077779018272,0.0018277395875454913,0.33990803789039925,0.3450429352068696
1,3,5,1,3,6,g,333014,410972,1.2340982661389612,6439,33683,14083,376,13789,230584,32992,1068,0,161527,179535,0,53,61685,7895,277,0.0,4.795505150966362,12.748349073350848,0.0,0.003843643483936471,0.26751639315824166,0.23930043646944713,0.25936329588014984
1,3,5,1,1,5,k,172860,771855,4.4652030544949675,7255,8701,37133,751,364,5903,101819,10934,14,5,713721,4,0,753,53676,3682,0.0019297036526533425,0.0005746465923457074,19.220666253736567,0.005326231691078562,0.0,0.12756225647975605,0.5271707638063623,0.33674775928297057
1,3,5,1,1,5,k,168282,749739,4.455253681320641,9041,8695,34441,676,333,4383,99276,11437,13,2,691358,806,0,181,52976,4403,0.001437894038270103,0.00023001725129384704,20.07369124009175,1.1923076923076923,0.0,0.04129591603924253,0.5336234336596962,0.38497857829850485
1,3,5,1,1,5,k,160580,755640,4.70569186698219,6573,8589,33400,632,277,5132,95072,10905,33,3,700845,0,0,804,49845,4110,0.005020538566864446,0.00034928396786587494,20.983383233532933,0.0,0.0,0.15666406858924395,0.5242868562773477,0.3768913342503439
1,3,5,1,0,5,k,145348,760200,5.230206125987285,0,492,34264,559,0,1513,99627,8893,0,0,701517,242,0,570,53859,4012,0,0.0,20.473879290217138,0.4329159212880143,0,0.3767349636483807,0.5406064621036466,0.4511413471269538
1,3,5,1,3,15,g,223654,218349,0.976280325860481,13056,33516,13252,438,32039,92164,37942,1247,0,5,208742,302,274,829,7747,450,0.0,0.0001491824800095477,15.751735587081196,0.6894977168949772,0.008552077155966167,0.008994835293607048,0.20418006430868169,0.3608660785886127
1,3,5,1,3,14,g,227617,217758,0.9566860120289785,9867,37247,12012,318,24126,108089,34863,1095,0,0,205497,0,168,707,10846,540,0.0,0.0,17.10764235764236,0.0,0.006963441929868192,0.006540906105154086,0.3111034621231678,0.4931506849315068
1,3,5,1,3,9,g,212651,199023,0.9359137742122069,17589,23520,15065,228,41059,74157,39928,1105,9,2,185644,0,246,621,12253,248,0.0005116834385127068,8.503401360544217e-05,12.322867573846665,0.0,0.0059913782605518886,0.008374125166875683,0.30687737928270886,0.2244343891402715
1,3,5,1,3,12,g,254062,274810,1.081665105367981,17047,23319,12969,264,43146,120985,33000,3332,0,56642,200698,0,200,7437,9006,827,0.0,2.42900638963935,15.47521011643149,0.0,0.004635423909516525,0.06147043021862214,0.27290909090909093,0.24819927971188474
1,3,5,1,0,5,k,186702,743181,3.980573320050133,14,2212,44693,769,0,3304,124277,11433,0,289,697582,0,0,76,43032,2202,0.0,0.1306509945750452,15.608305551204886,0.0,0,0.023002421307506054,0.3462587606717253,0.1926003673576489
1,3,5,1,5,5,k,274446,963390,3.5103080387398613,0,51019,36642,925,500,69761,103662,11937,0,302422,624797,302,0,1026,31146,3697,0,5.927634802720555,17.051389116314613,0.3264864864864865,0.0,0.014707357979386763,0.30045725531052847,0.30970930719611295
1,3,5,1,5,5,k,229263,957436,4.1761470450966796,0,39027,32076,790,350,56068,90447,10505,0,296240,625819,0,0,766,32346,2265,0,7.590642375791119,19.510506297543333,0.0,0.0,0.01366198187914675,0.35762380178447045,0.21561161351737268
1,3,5,1,4,5,k,185809,716354,3.855324553708378,1023,3860,36212,804,10823,16090,104477,12520,0,11192,664074,0,0,288,38454,2346,0.0,2.899481865284974,18.33850657240694,0.0,0.0,0.017899316345556245,0.3680618700766676,0.18738019169329073
1,3,5,1,3,8,g,198023,229597,1.159446124945082,12075,32083,11453,326,22651,89075,28918,1442,0,13,218343,0,246,914,9540,541,0.0,0.00040519901505470186,19.06426263860997,0.0,0.010860447662354862,0.010261015997754702,0.3298983332180649,0.3751733703190014
1,3,5,1,3,10,g,231072,275293,1.1913732516271984,18879,28876,13018,381,43427,90682,33936,1873,22,33530,227002,0,305,2687,11271,476,0.001165315959531755,1.1611719074664082,17.437548010447074,0.0,0.007023280447647777,0.029631018283672615,0.33212517680339465,0.25413774693005875
1,3,5,1,3,11,g,257482,228061,0.8857357019131434,20308,31815,14225,318,53796,99504,36086,1430,10,12480,198262,0,271,1967,14648,423,0.0004924167815639157,0.39226779820839225,13.937574692442881,0.0,0.005037549260168042,0.01976804952564721,0.40591919303885166,0.2958041958041958
1,3,5,1,3,13,g,334743,440159,1.3149162193085442,9630,29131,14634,174,20618,221770,35423,3363,0,164964,221536,0,118,43301,9818,422,0.0,5.66283340771,15.13844471778051,0.0,0.0057231545251721794,0.1952518374892907,0.27716455410326624,0.1254831995242343
1,3,5,1,0,5,k,146987,714382,4.860171307666665,0,423,34917,503,0,1544,100862,8738,0,0,664910,0,0,468,46071,2933,0,0.0,19.042586705616177,0.0,0,0.30310880829015546,0.4567726200154667,0.3356603341725795
1,3,5,1,5,5,k,237266,867147,3.65474614989084,8,40931,33098,762,327,56598,94657,10885,0,242697,585633,0,0,398,35584,2835,0.0,5.929417800688964,17.69390899752251,0.0,0.0,0.007032050602494788,0.3759257107239824,0.2604501607717042
1,3,5,1,4,5,k,197261,705136,3.5746346211364637,1236,4671,38438,1016,19277,17571,103265,11787,0,4651,652367,417,10,656,44388,2647,0.0,0.9957182616142154,16.97192882043811,0.4104330708661417,0.0005187529179851636,0.03733424392464857,0.42984554302038447,0.22456944090947653
1,3,5,1,4,5,k,139627,682742,4.889756279229662,635,2085,30002,632,4513,8331,83731,9698,0,3,640585,0,0,98,38508,3548,0.0,0.0014388489208633094,21.351409906006268,0.0,0.0,0.011763293722242227,0.45990135075420097,0.36584862858321304
1,3,6,1,3,1,g,103955,1878,0.018065509114520706,5348,196,33861,1385,5,705,56077,6378,0,0,996,0,0,0,666,216,0.0,0.0,0.029414370514751483,0.0,0.0,0.0,0.01187652691834442,0.03386641580432737
1,3,6,4,3,2,b,57278,12312,0.21495163937288314,742,24755,2133,0,5031,13572,11045,0,0,12296,0,0,0,4,12,0,0.0,0.4967077358109473,0.0,0,0.0,0.0002947244326554671,0.001086464463558171,0
1,3,6,4,3,2,b,35552,12392,0.3485598559855986,522,16229,1917,0,2448,8136,6300,0,0,12354,0,0,0,20,18,0,0.0,0.7612298970977879,0.0,0,0.0,0.0024582104228121925,0.002857142857142857,0
1,3,6,13,3,2,b,33765,15427,0.4568932326373464,5024,12705,733,0,3214,7499,4590,0,7,15339,0,0,0,81,0,0,0.001393312101910828,1.2073199527744982,0.0,0,0.0,0.010801440192025603,0.0,0
1,3,6,1,2,6,k,175911,111676,0.6348437562176328,774,6658,41727,933,0,5708,108649,11462,0,15,109391,0,0,13,1939,318,0.0,0.0022529288074496848,2.6215879406619216,0.0,0,0.0022775052557813596,0.017846459700503456,0.02774384924097016
1,3,6,1,3,0,g,109743,15037,0.1370201288464868,0,207,40078,1350,0,518,60972,6618,0,0,12395,11,0,0,2278,353,0,0.0,0.3092719197564749,0.008148148148148147,0,0.0,0.037361411795578295,0.0533393774554246
1,3,6,1,3,2,g,97495,17439,0.17887071131852916,0,6133,35220,2214,0,4276,47464,2188,0,0,15907,0,0,7,1359,166,0,0.0,0.45164679159568427,0.0,0,0.001637043966323667,0.028632226529580314,0.07586837294332724
1,3,6,13,3,2,b,103305,15726,0.15222883693916073,11704,44160,3373,0,9940,21335,12793,0,0,15618,0,0,0,96,12,0,0.0,0.35366847826086956,0.0,0,0.0,0.0044996484649636745,0.0009380129758461659,0
1,3,6,1,2,6,k,164244,258535,1.5740909865809405,1132,6958,36949,904,0,5687,101561,11053,0,46,249659,0,0,85,7769,976,0.0,0.006611095142282265,6.756854042057972,0.0,0,0.014946368911552665,0.0764958990163547,0.08830181851081155
1,3,6,1,2,6,k,179063,273560,1.5277304635798574,1105,7372,40195,863,0,6339,110482,12707,0,459,264391,0,0,115,7079,1516,0.0,0.06226261530113945,6.577708670232616,0.0,0,0.018141662722826944,0.06407378577505839,0.11930432045329346
1,3,6,1,3,5,g,393564,336054,0.8538738299234686,7087,40675,27127,1813,12103,271400,31508,1851,0,285332,9171,18,58,36906,4028,541,0.0,7.014923171481254,0.3380764551922439,0.009928295642581356,0.004792200280922085,0.13598378776713338,0.1278405484321442,0.2922744462452728
1,3,6,1,3,4,g,224635,127044,0.5655574598793599,8095,32561,31903,1752,20415,83291,44851,1767,0,0,118097,69,37,338,7976,527,0.0,0.0,3.7017521863147667,0.039383561643835614,0.0018123928483957873,0.004058061495239582,0.17783327016120043,0.2982456140350877
1,3,6,1,3,3,g,103510,129176,1.2479567191575693,67,5187,37635,1790,36,2819,53963,2013,0,6,122534,2,0,2,5784,848,0.0,0.001156737998843262,3.25585226517869,0.0011173184357541898,0.0,0.000709471443774388,0.10718455237848155,0.42126179831097865
1,3,6,1,3,7,g,376475,321848,0.8548987316554885,6471,27678,33238,848,13566,260860,32249,1565,0,230548,50073,12,42,35355,5166,652,0.0,8.32964809596069,1.5064985859558337,0.014150943396226415,0.0030959752321981426,0.13553246952388254,0.16019101367484262,0.41661341853035144
1,3,6,1,1,6,k,150354,837320,5.568990515716243,4363,5117,35485,696,162,3237,90083,11211,0,7,802702,3040,0,437,27494,3640,0.0,0.0013679890560875513,22.620882062843457,4.367816091954023,0.0,0.13500154464009886,0.3052074198239401,0.3246811167603247
1,3,6,1,1,6,k,155658,839954,5.396150535147567,6834,7069,34821,663,251,3522,91226,11272,12,5,809826,538,0,771,25307,3495,0.001755926251097454,0.0007073136228603763,23.25682777634186,0.8114630467571644,0.0,0.21890971039182283,0.2774099489180716,0.3100603264726757
1,3,6,1,1,6,k,155674,851879,5.472198311856829,5537,5961,35620,704,226,4457,91391,11778,1,15,821035,0,0,117,28011,2700,0.00018060321473722233,0.0025163563160543532,23.049831555306007,0.0,0.0,0.026250841373120934,0.30649626330820323,0.22924095771777891
1,3,6,1,0,6,k,139849,839668,6.004104426917604,0,2061,33079,546,0,2935,91449,9779,0,2,805514,195,0,424,30785,2748,0,0.0009704027171276079,24.35121980712839,0.35714285714285715,0,0.1444633730834753,0.33663572045621054,0.28101032825442274
1,3,6,1,3,11,g,229931,111292,0.4840234679099382,18896,28148,29378,1745,36180,74131,39490,1963,17,49041,56216,9,243,1497,4115,154,0.0008996613039796782,1.7422552223959074,1.9135407447750017,0.005157593123209169,0.006716417910447761,0.02019398092565863,0.10420359584704988,0.07845134997452878
1,3,6,1,3,10,g,213975,83374,0.3896436499591074,16850,27526,27142,1573,32122,76326,30226,2210,2,58042,19143,8,137,1566,3792,684,0.00011869436201780416,2.108624573130858,0.7052906933903176,0.0050858232676414495,0.004264989726667082,0.020517254932788304,0.1254549063719976,0.3095022624434389
1,3,6,1,3,15,g,205963,62031,0.3011754538436515,10893,28915,28591,2082,22143,80925,30649,1765,5,42541,16847,20,135,433,1935,115,0.0004590103736344441,1.4712432993256095,0.5892413696617816,0.009606147934678195,0.006096734859775098,0.005350633302440531,0.06313419687428627,0.06515580736543909
1,3,6,1,3,13,g,227921,95803,0.4203342386177667,10814,30868,27874,1792,26501,90868,36764,2440,0,46578,45522,1,120,538,2711,333,0.0,1.5089412984320332,1.6331348209801249,0.0005580357142857143,0.004528131013924003,0.00592067614561782,0.07374061581982375,0.13647540983606557
1,3,6,1,0,6,k,171888,812469,4.726734850600391,0,4203,39580,658,1,4923,110330,12193,0,1,791335,0,0,26,18807,2300,0,0.00023792529145848205,19.993304699343103,0.0,0.0,0.005281332520820638,0.17046134324299828,0.18863282211104732
1,3,6,1,5,6,k,267580,1456946,5.4448987218775695,0,48249,35807,872,1473,73271,96109,11799,0,703641,732260,4117,0,462,14243,2223,0,14.583535410060312,20.450191303376435,4.7213302752293576,0.0,0.006305359555622279,0.1481963187630711,0.18840579710144928
1,3,6,1,5,6,k,281334,1454957,5.171635849204149,0,56267,35709,831,1603,79997,94856,12071,0,710978,726519,0,0,1194,14957,1309,0,12.635790072333695,20.345543140384777,0.0,0.0,0.01492555970848907,0.1576811166399595,0.10844171982437247
1,3,6,1,4,6,k,169830,787579,4.637455102160985,791,4015,35860,902,7006,13231,96014,12011,0,16274,750370,0,2,148,18456,2329,0.0,4.053300124533001,20.924986056887896,0.0,0.00028546959748786756,0.011185851409568438,0.19222196762972066,0.19390558654566648
1,3,6,1,3,12,g,188607,33761,0.17900183980446113,16063,20323,30451,2311,34112,49059,33753,2535,0,1145,28216,18,247,384,2917,834,0.0,0.05634010726762781,0.9266033956191915,0.007788836001730853,0.007240853658536586,0.00782730997370513,0.08642194767872485,0.3289940828402367
1,3,6,1,3,8,g,259611,73159,0.2818023889588654,13498,40138,25963,1371,30009,115236,31883,1513,0,37507,31936,7,142,638,2804,125,0.0,0.9344511435547361,1.2300581596887878,0.005105762217359592,0.004731913759205572,0.005536464299350897,0.0879465545902205,0.08261731658955718
1,3,6,1,3,14,g,336415,299661,0.8907480344217708,6256,26561,26663,2157,10027,232194,31017,1540,5,257594,11366,81,24,28320,2045,226,0.00079923273657289,9.698204133880502,0.4262836139969246,0.037552155771905425,0.0023935374488880026,0.1219669758908499,0.06593158590450399,0.14675324675324675
1,3,6,1,3,9,g,216549,18248,0.08426730208867277,18637,25010,26322,1525,35928,71055,36692,1380,0,0,14164,134,88,437,3161,264,0.0,0.0,0.5381050072182965,0.08786885245901639,0.002449343130705856,0.006150165364858209,0.08614956938842254,0.19130434782608696
1,3,6,1,0,6,k,160303,814132,5.078707198243326,0,1593,39104,694,0,3336,105376,10200,0,1,789397,5,0,54,22741,1934,0,0.0006277463904582549,20.18711640752864,0.007204610951008645,0,0.01618705035971223,0.21580815365927725,0.1896078431372549
1,3,6,1,5,6,k,264991,1304070,4.921186002543482,0,54021,34655,865,910,73767,89438,11335,0,552503,732171,0,0,760,17379,1257,0,10.227559652727644,21.127427499639303,0.0,0.0,0.01030270988382339,0.194313379100606,0.11089545655050728
1,3,6,1,4,6,k,171696,811033,4.723656928524835,784,4399,35748,858,8188,14906,94492,12321,0,2311,778037,3072,19,226,24536,2832,0.0,0.5253466696976585,21.764490321136847,3.5804195804195804,0.002320468978993649,0.015161679860458875,0.25966219362485715,0.22985147309471635
1,3,6,1,4,6,k,181738,812674,4.471679010443606,1128,6059,36575,797,11143,17799,96200,12037,0,12897,774214,0,29,312,22525,2697,0.0,2.128569070803763,21.167846889952152,0.0,0.0026025307367854257,0.017529074667116132,0.23414760914760915,0.2240591509512337
1,3,7,1,3,0,g,85172,3703,0.043476729441600526,0,329,21052,129,0,842,57407,5413,0,0,3111,0,0,0,398,194,0,0.0,0.14777693330799924,0.0,0,0.0,0.006932952427404324,0.03583964529835581
1,3,7,4,3,3,b,48089,3328,0.06920501570005615,504,22050,2874,0,2124,12809,7728,0,0,3285,4,0,0,32,7,0,0.0,0.1489795918367347,0.0013917884481558804,0,0.0,0.002498243422593489,0.0009057971014492754,0
1,3,7,4,3,3,b,83110,12550,0.15100469257610397,842,36643,4884,0,6061,22261,12419,0,0,12496,5,0,0,22,27,0,0.0,0.3410201129820157,0.0010237510237510238,0,0.0,0.0009882754593234806,0.0021740880908285693,0
1,3,7,13,3,3,b,84218,7251,0.0860979838039374,7855,33905,4150,0,4849,21063,12396,0,0,7152,1,0,8,48,42,0,0.0,0.2109423388880696,0.00024096385542168674,0,0.0016498247061249743,0.0022788776527560175,0.003388189738625363,0
