sg,sr,sg,dg,dr,dc,color,value
8,1,14,8,1,0,g,0.348763
9,1,14,9,1,0,g,0.321666
10,1,14,10,1,0,g,0.451284
11,1,14,11,1,0,g,0.394751
12,1,14,12,1,0,g,0.517019
13,1,14,13,1,0,g,0.366387
14,1,14,14,1,0,g,0.641082
0,1,14,0,1,1,g,0.375419
1,1,14,1,1,1,g,0.540461
2,1,14,2,1,1,g,0.331169
3,1,14,3,1,1,g,0.462814
4,1,14,4,1,1,g,0.336338
5,1,14,5,1,1,g,0.701355
6,1,14,6,1,1,g,0.299719
7,1,14,7,1,1,g,0.520283
8,1,14,8,1,1,g,0.319715
9,1,14,9,1,1,g,0.433972
10,1,14,10,1,1,g,0.444806
11,1,14,11,1,1,g,0.307623
12,1,14,12,1,1,g,0.526566
13,1,14,13,1,1,g,0.378432
14,1,14,14,1,1,g,0.384757
0,1,14,0,1,2,g,0.388257
1,1,14,1,1,2,g,0.369050
2,1,14,2,1,2,g,0.368875
3,1,14,3,1,2,g,0.585883
4,1,14,4,1,2,g,0.302205
5,1,14,5,1,2,g,0.585896
6,1,14,6,1,2,g,0.301884
7,1,14,7,1,2,g,0.614284
8,1,14,8,1,2,g,0.265176
9,1,14,9,1,2,g,0.500365
10,1,14,10,1,2,g,0.572661
11,1,14,11,1,2,g,0.356690
12,1,14,12,1,2,g,0.681304
13,1,14,13,1,2,g,0.654153
14,1,14,14,1,2,g,0.434177
0,1,14,0,1,3,g,0.472692
1,1,14,1,1,3,g,0.342439
2,1,14,2,1,3,g,0.636405
3,1,14,3,1,3,g,0.592252
4,1,14,4,1,3,g,0.406815
5,1,14,5,1,3,g,0.627517
6,1,14,6,1,3,g,0.337934
7,1,14,7,1,3,g,0.466716
8,1,14,8,1,3,g,0.284521
9,1,14,9,1,3,g,0.359350
10,1,14,10,1,3,g,0.603574
11,1,14,11,1,3,g,0.408534
12,1,14,12,1,3,g,0.651679
13,1,14,13,1,3,g,0.427358
14,1,14,14,1,3,g,0.531051
0,1,14,0,1,4,g,0.467532
1,1,14,1,1,4,g,0.467116
2,1,14,2,1,4,g,0.331853
3,1,14,3,1,4,g,0.621144
4,1,14,4,1,4,g,0.577077
5,1,14,5,1,4,g,0.426231
6,1,14,6,1,4,g,0.394428
7,1,14,7,1,4,g,0.496880
8,1,14,8,1,4,g,0.278863
9,1,14,9,1,4,g,0.439351
10,1,14,10,1,4,g,0.447097
11,1,14,11,1,4,g,0.339309
12,1,14,12,1,4,g,0.408831
13,1,14,13,1,4,g,0.349284
14,1,14,14,1,4,g,0.588561
0,1,14,0,1,5,g,0.335851
1,1,14,1,1,5,g,0.430219
2,1,14,2,1,5,g,0.527168
3,1,14,3,1,5,g,0.449568
4,1,14,4,1,5,g,0.516212
5,1,14,5,1,5,g,0.513864
6,1,14,6,1,5,g,0.336939
7,1,14,7,1,5,g,0.585394
8,1,14,8,1,5,g,0.211330
9,1,14,9,1,5,g,0.655957
10,1,14,10,1,5,g,0.443293
11,1,14,11,1,5,g,0.372297
12,1,14,12,1,5,g,0.325537
13,1,14,13,1,5,g,0.396308
14,1,14,14,1,5,g,0.460587
0,1,14,0,1,6,g,0.393785
1,1,14,1,1,6,g,0.419544
2,1,14,2,1,6,g,0.454238
3,1,14,3,1,6,g,0.423782
4,1,14,4,1,6,g,0.360767
5,1,14,5,1,6,g,0.636570
6,1,14,6,1,6,g,0.325046
7,1,14,7,1,6,g,0.513326
8,1,14,8,1,6,g,0.341949
9,1,14,9,1,6,g,0.300333
10,1,14,10,1,6,g,0.500683
11,1,14,11,1,6,g,0.383555
12,1,14,12,1,6,g,0.649886
13,1,14,13,1,6,g,0.473677
14,1,14,14,1,6,g,0.396090
0,1,14,0,1,7,g,0.340987
1,1,14,1,1,7,g,0.334233
2,1,14,2,1,7,g,0.314812
3,1,14,3,1,7,g,0.512982
4,1,14,4,1,7,g,0.575064
5,1,14,5,1,7,g,0.438522
6,1,14,6,1,7,g,0.310608
7,1,14,7,1,7,g,0.459435
8,1,14,8,1,7,g,0.300238
9,1,14,9,1,7,g,0.303592
10,1,14,10,1,7,g,0.543123
11,1,14,11,1,7,g,0.408496
12,1,14,12,1,7,g,0.725462
13,1,14,13,1,7,g,0.306613
14,1,14,14,1,7,g,0.431153
0,1,14,0,1,8,g,0.379308
1,1,14,1,1,8,g,0.530714
2,1,14,2,1,8,g,0.270509
3,1,14,3,1,8,g,0.407232
4,1,14,4,1,8,g,0.480355
5,1,14,5,1,8,g,0.428170
6,1,14,6,1,8,g,0.281461
7,1,14,7,1,8,g,0.629956
8,1,14,8,1,8,g,0.218893
9,1,14,9,1,8,g,0.354376
10,1,14,10,1,8,g,0.413303
11,1,14,11,1,8,g,0.470363
12,1,14,12,1,8,g,0.362562
13,1,14,13,1,8,g,0.511709
14,1,14,14,1,8,g,0.833850
0,1,14,0,1,9,g,0.531962
1,1,14,1,1,9,g,0.551386
2,1,14,2,1,9,g,0.391887
3,1,14,3,1,9,g,0.404276
4,1,14,4,1,9,g,0.592882
5,1,14,5,1,9,g,0.423412
6,1,14,6,1,9,g,0.375758
7,1,14,7,1,9,g,0.545321
8,1,14,8,1,9,g,0.568879
9,1,14,9,1,9,g,0.333892
10,1,14,10,1,9,g,0.465263
11,1,14,11,1,9,g,0.359547
12,1,14,12,1,9,g,0.395741
13,1,14,13,1,9,g,0.556966
14,1,14,14,1,9,g,0.559561
0,1,14,0,1,10,g,0.693817
1,1,14,1,1,10,g,0.483555
2,1,14,2,1,10,g,0.460498
3,1,14,3,1,10,g,0.554964
4,1,14,4,1,10,g,0.458470
5,1,14,5,1,10,g,0.358210
6,1,14,6,1,10,g,0.445256
7,1,14,7,1,10,g,0.642439
8,1,14,8,1,10,g,0.238950
9,1,14,9,1,10,g,0.448303
10,1,14,10,1,10,g,0.377432
11,1,14,11,1,10,g,0.376010
12,1,14,12,1,10,g,0.618855
13,1,14,13,1,10,g,0.565338
14,1,14,14,1,10,g,0.429852
0,1,14,0,1,11,g,0.567428
1,1,14,1,1,11,g,0.448020
2,1,14,2,1,11,g,0.392137
3,1,14,3,1,11,g,0.649720
4,1,14,4,1,11,g,0.379219
5,1,14,5,1,11,g,0.375934
6,1,14,6,1,11,g,0.464941
7,1,14,7,1,11,g,0.555858
8,1,14,8,1,11,g,0.299745
9,1,14,9,1,11,g,0.456296
10,1,14,10,1,11,g,0.346197
11,1,14,11,1,11,g,0.406194
12,1,14,12,1,11,g,0.783874
13,1,14,13,1,11,g,0.649178
14,1,14,14,1,11,g,0.427504
0,1,14,0,1,12,g,0.404875
1,1,14,1,1,12,g,0.358582
2,1,14,2,1,12,g,0.308636
3,1,14,3,1,12,g,0.333573
4,1,14,4,1,12,g,0.209316
5,1,14,5,1,12,g,0.403965
6,1,14,6,1,12,g,0.187089
7,1,14,7,1,12,g,0.267572
8,1,14,8,1,12,g,0.248817
9,1,14,9,1,12,g,0.336285
10,1,14,10,1,12,g,0.468762
11,1,14,11,1,12,g,0.174517
12,1,14,12,1,12,g,0.271655
13,1,14,13,1,12,g,0.266784
14,1,14,14,1,12,g,0.198438
0,1,14,0,1,13,g,0.192143
1,1,14,1,1,13,g,0.202320
2,1,14,2,1,13,g,0.335578
3,1,14,3,1,13,g,0.380624
4,1,14,4,1,13,g,0.408382
5,1,14,5,1,13,g,0.266935
6,1,14,6,1,13,g,0.258947
7,1,14,7,1,13,g,0.294575
8,1,14,8,1,13,g,0.216832
9,1,14,9,1,13,g,0.459744
10,1,14,10,1,13,g,0.208765
11,1,14,11,1,13,g,0.340582
12,1,14,12,1,13,g,0.349020
13,1,14,13,1,13,g,0.285242
14,1,14,14,1,13,g,0.244535
0,1,14,0,1,15,g,0.308478
1,1,14,1,1,15,g,0.569183
2,1,14,2,1,15,g,0.167274
3,1,14,3,1,15,g,0.430372
4,1,14,4,1,15,g,0.301822
5,1,14,5,1,15,g,0.364080
6,1,14,6,1,15,g,0.357311
7,1,14,7,1,15,g,0.299255
8,1,14,8,1,15,g,0.384205
9,1,14,9,1,15,g,0.431819
10,1,14,10,1,15,g,0.434170
11,1,14,11,1,15,g,0.246395
12,1,14,12,1,15,g,0.369885
13,1,14,13,1,15,g,0.294795
14,1,14,14,1,15,g,0.214454
0,1,14,0,2,14,k,0.398379
1,1,14,1,2,14,k,0.364093
2,1,14,2,2,14,k,0.373080
3,1,14,3,2,14,k,0.362052
4,1,14,4,2,14,k,0.306927
5,1,14,5,2,14,k,0.506286
6,1,14,6,2,14,k,0.248532
7,1,14,7,2,14,k,0.470506
8,1,14,8,2,14,k,0.276664
9,1,14,9,2,14,k,0.395148
10,1,14,10,2,14,k,0.409330
11,1,14,11,2,14,k,0.350483
12,1,14,12,2,14,k,0.483008
13,1,14,13,2,14,k,0.321009
14,1,14,14,2,14,k,0.377817
0,1,14,0,2,14,k,0.388860
1,1,14,1,2,14,k,0.378184
2,1,14,2,2,14,k,0.367330
3,1,14,3,2,14,k,0.380350
4,1,14,4,2,14,k,0.321760
5,1,14,5,2,14,k,0.489505
6,1,14,6,2,14,k,0.229710
7,1,14,7,2,14,k,0.469373
8,1,14,8,2,14,k,0.267195
9,1,14,9,2,14,k,0.393667
10,1,14,10,2,14,k,0.433136
11,1,14,11,2,14,k,0.353272
12,1,14,12,2,14,k,0.478510
13,1,14,13,2,14,k,0.331445
14,1,14,14,2,14,k,0.374539
0,1,14,0,2,14,k,0.394243
1,1,14,1,2,14,k,0.361917
2,1,14,2,2,14,k,0.370479
3,1,14,3,2,14,k,0.374604
4,1,14,4,2,14,k,0.320685
5,1,14,5,2,14,k,0.502173
6,1,14,6,2,14,k,0.231532
7,1,14,7,2,14,k,0.464984
8,1,14,8,2,14,k,0.261582
9,1,14,9,2,14,k,0.383859
10,1,14,10,2,14,k,0.411991
11,1,14,11,2,14,k,0.337501
12,1,14,12,2,14,k,0.507629
13,1,14,13,2,14,k,0.325909
14,1,14,14,2,14,k,0.391909
0,1,14,0,3,14,k,0.424947
1,1,14,1,3,14,k,0.346403
2,1,14,2,3,14,k,0.262545
3,1,14,3,3,14,k,0.416058
4,1,14,4,3,14,k,0.232413
5,1,14,5,3,14,k,0.397478
6,1,14,6,3,14,k,0.232216
7,1,14,7,3,14,k,0.521404
8,1,14,8,3,14,k,0.206231
9,1,14,9,3,14,k,0.348514
10,1,14,10,3,14,k,0.331238
11,1,14,11,3,14,k,0.373191
12,1,14,12,3,14,k,0.551723
13,1,14,13,3,14,k,0.290970
14,1,14,14,3,14,k,0.363744
0,1,14,0,3,14,k,0.415510
1,1,14,1,3,14,k,0.333301
2,1,14,2,3,14,k,0.259707
3,1,14,3,3,14,k,0.412960
4,1,14,4,3,14,k,0.247499
5,1,14,5,3,14,k,0.411346
6,1,14,6,3,14,k,0.238872
7,1,14,7,3,14,k,0.502050
8,1,14,8,3,14,k,0.197626
9,1,14,9,3,14,k,0.336525
10,1,14,10,3,14,k,0.332612
11,1,14,11,3,14,k,0.345712
12,1,14,12,3,14,k,0.579448
13,1,14,13,3,14,k,0.286379
14,1,14,14,3,14,k,0.375785
0,1,14,0,3,14,k,0.411751
1,1,14,1,3,14,k,0.331245
2,1,14,2,3,14,k,0.267096
3,1,14,3,3,14,k,0.414227
4,1,14,4,3,14,k,0.258931
5,1,14,5,3,14,k,0.409248
6,1,14,6,3,14,k,0.228021
7,1,14,7,3,14,k,0.517237
8,1,14,8,3,14,k,0.207678
9,1,14,9,3,14,k,0.342069
10,1,14,10,3,14,k,0.334557
11,1,14,11,3,14,k,0.357813
12,1,14,12,3,14,k,0.561744
13,1,14,13,3,14,k,0.300172
14,1,14,14,3,14,k,0.372895
0,1,14,0,4,14,k,0.381999
1,1,14,1,4,14,k,0.414667
2,1,14,2,4,14,k,0.300708
3,1,14,3,4,14,k,0.366400
4,1,14,4,4,14,k,0.341381
5,1,14,5,4,14,k,0.446461
6,1,14,6,4,14,k,0.220661
7,1,14,7,4,14,k,0.495915
8,1,14,8,4,14,k,0.249053
9,1,14,9,4,14,k,0.339086
10,1,14,10,4,14,k,0.372241
11,1,14,11,4,14,k,0.380697
12,1,14,12,4,14,k,0.521334
13,1,14,13,4,14,k,0.308468
14,1,14,14,4,14,k,0.320339
0,1,14,0,4,14,k,0.392705
1,1,14,1,4,14,k,0.395840
2,1,14,2,4,14,k,0.320558
3,1,14,3,4,14,k,0.361414
4,1,14,4,4,14,k,0.344217
5,1,14,5,4,14,k,0.452776
6,1,14,6,4,14,k,0.217269
7,1,14,7,4,14,k,0.499267
8,1,14,8,4,14,k,0.252906
9,1,14,9,4,14,k,0.336056
10,1,14,10,4,14,k,0.370095
11,1,14,11,4,14,k,0.395994
12,1,14,12,4,14,k,0.488451
13,1,14,13,4,14,k,0.308583
14,1,14,14,4,14,k,0.321647
0,1,14,0,4,14,k,0.381262
1,1,14,1,4,14,k,0.414410
2,1,14,2,4,14,k,0.307330
3,1,14,3,4,14,k,0.367643
4,1,14,4,4,14,k,0.348716
5,1,14,5,4,14,k,0.455281
6,1,14,6,4,14,k,0.217439
7,1,14,7,4,14,k,0.502494
8,1,14,8,4,14,k,0.253639
9,1,14,9,4,14,k,0.334102
10,1,14,10,4,14,k,0.358746
11,1,14,11,4,14,k,0.389534
12,1,14,12,4,14,k,0.503028
13,1,14,13,4,14,k,0.291542
14,1,14,14,4,14,k,0.326594
0,1,14,0,5,14,k,0.471407
1,1,14,1,5,14,k,0.353202
2,1,14,2,5,14,k,0.305104
3,1,14,3,5,14,k,0.422512
4,1,14,4,5,14,k,0.306548
5,1,14,5,5,14,k,0.433325
6,1,14,6,5,14,k,0.255623
7,1,14,7,5,14,k,0.497582
8,1,14,8,5,14,k,0.201675
9,1,14,9,5,14,k,0.384427
10,1,14,10,5,14,k,0.380385
11,1,14,11,5,14,k,0.334148
12,1,14,12,5,14,k,0.463045
13,1,14,13,5,14,k,0.366033
14,1,14,14,5,14,k,0.394798
0,1,14,0,5,14,k,0.472649
1,1,14,1,5,14,k,0.363213
2,1,14,2,5,14,k,0.306203
3,1,14,3,5,14,k,0.430243
4,1,14,4,5,14,k,0.302148
5,1,14,5,5,14,k,0.422972
6,1,14,6,5,14,k,0.258790
7,1,14,7,5,14,k,0.498464
8,1,14,8,5,14,k,0.201559
9,1,14,9,5,14,k,0.387853
10,1,14,10,5,14,k,0.388376
11,1,14,11,5,14,k,0.348811
12,1,14,12,5,14,k,0.450881
13,1,14,13,5,14,k,0.371152
14,1,14,14,5,14,k,0.429172
0,1,14,0,5,14,k,0.487764
1,1,14,1,5,14,k,0.350800
2,1,14,2,5,14,k,0.307651
3,1,14,3,5,14,k,0.423637
4,1,14,4,5,14,k,0.308548
5,1,14,5,5,14,k,0.439075
6,1,14,6,5,14,k,0.263690
7,1,14,7,5,14,k,0.507257
8,1,14,8,5,14,k,0.191582
9,1,14,9,5,14,k,0.399679
10,1,14,10,5,14,k,0.400348
11,1,14,11,5,14,k,0.357699
12,1,14,12,5,14,k,0.461074
13,1,14,13,5,14,k,0.369547
14,1,14,14,5,14,k,0.397554
0,1,15,0,0,15,k,0.475533
1,1,15,1,0,15,k,0.389074
2,1,15,2,0,15,k,0.229747
3,1,15,3,0,15,k,0.322908
4,1,15,4,0,15,k,0.441011
5,1,15,5,0,15,k,0.380109
6,1,15,6,0,15,k,0.438773
7,1,15,7,0,15,k,0.329310
8,1,15,8,0,15,k,0.488664
9,1,15,9,0,15,k,0.434755
10,1,15,10,0,15,k,0.458103
11,1,15,11,0,15,k,0.262427
12,1,15,12,0,15,k,0.315698
13,1,15,13,0,15,k,0.397752
14,1,15,14,0,15,k,0.323215
0,1,15,0,0,15,k,0.476781
1,1,15,1,0,15,k,0.395950
2,1,15,2,0,15,k,0.232963
3,1,15,3,0,15,k,0.340725
4,1,15,4,0,15,k,0.464010
5,1,15,5,0,15,k,0.375823
6,1,15,6,0,15,k,0.442118
7,1,15,7,0,15,k,0.321996
8,1,15,8,0,15,k,0.488205
9,1,15,9,0,15,k,0.443117
10,1,15,10,0,15,k,0.464981
11,1,15,11,0,15,k,0.262721
12,1,15,12,0,15,k,0.310423
13,1,15,13,0,15,k,0.400606
14,1,15,14,0,15,k,0.338331
0,1,15,0,0,15,k,0.477961
1,1,15,1,0,15,k,0.387270
2,1,15,2,0,15,k,0.226452
3,1,15,3,0,15,k,0.334903
4,1,15,4,0,15,k,0.439054
5,1,15,5,0,15,k,0.383853
6,1,15,6,0,15,k,0.419425
7,1,15,7,0,15,k,0.309171
8,1,15,8,0,15,k,0.490862
9,1,15,9,0,15,k,0.424798
10,1,15,10,0,15,k,0.481865
11,1,15,11,0,15,k,0.263192
12,1,15,12,0,15,k,0.318169
13,1,15,13,0,15,k,0.382174
14,1,15,14,0,15,k,0.330901
0,1,15,0,1,0,g,0.409718
1,1,15,1,1,0,g,0.396926
2,1,15,2,1,0,g,0.371277
3,1,15,3,1,0,g,0.332885
4,1,15,4,1,0,g,0.571209
5,1,15,5,1,0,g,0.460556
6,1,15,6,1,0,g,0.400921
7,1,15,7,1,0,g,0.399661
8,1,15,8,1,0,g,0.710858
9,1,15,9,1,0,g,0.488645
10,1,15,10,1,0,g,0.403464
11,1,15,11,1,0,g,0.431806
12,1,15,12,1,0,g,0.309386
13,1,15,13,1,0,g,0.435423
14,1,15,14,1,0,g,0.634055
0,1,15,0,1,1,g,0.460539
1,1,15,1,1,1,g,0.513409
2,1,15,2,1,1,g,0.378367
3,1,15,3,1,1,g,0.401892
4,1,15,4,1,1,g,0.525285
5,1,15,5,1,1,g,0.691444
6,1,15,6,1,1,g,0.449121
7,1,15,7,1,1,g,0.385888
8,1,15,8,1,1,g,0.683308
9,1,15,9,1,1,g,0.652253
10,1,15,10,1,1,g,0.395688
11,1,15,11,1,1,g,0.354205
12,1,15,12,1,1,g,0.327193
13,1,15,13,1,1,g,0.449136
14,1,15,14,1,1,g,0.360444
0,1,15,0,1,2,g,0.459716
1,1,15,1,1,2,g,0.382763
2,1,15,2,1,2,g,0.343906
3,1,15,3,1,2,g,0.402057
4,1,15,4,1,2,g,0.362411
5,1,15,5,1,2,g,0.486146
6,1,15,6,1,2,g,0.454466
7,1,15,7,1,2,g,0.474835
8,1,15,8,1,2,g,0.421034
9,1,15,9,1,2,g,0.545852
10,1,15,10,1,2,g,0.593350
11,1,15,11,1,2,g,0.329430
12,1,15,12,1,2,g,0.279309
13,1,15,13,1,2,g,0.632966
14,1,15,14,1,2,g,0.297056
0,1,15,0,1,3,g,0.551281
1,1,15,1,1,3,g,0.374290
2,1,15,2,1,3,g,0.620225
3,1,15,3,1,3,g,0.319692
4,1,15,4,1,3,g,0.472410
5,1,15,5,1,3,g,0.526233
6,1,15,6,1,3,g,0.469414
7,1,15,7,1,3,g,0.344521
8,1,15,8,1,3,g,0.446680
9,1,15,9,1,3,g,0.442592
10,1,15,10,1,3,g,0.552942
11,1,15,11,1,3,g,0.362254
12,1,15,12,1,3,g,0.265397
13,1,15,13,1,3,g,0.402720
14,1,15,14,1,3,g,0.378299
0,1,15,0,1,4,g,0.507863
1,1,15,1,1,4,g,0.396298
2,1,15,2,1,4,g,0.376172
3,1,15,3,1,4,g,0.588536
4,1,15,4,1,4,g,0.560966
5,1,15,5,1,4,g,0.343003
6,1,15,6,1,4,g,0.550403
7,1,15,7,1,4,g,0.478976
8,1,15,8,1,4,g,0.528781
9,1,15,9,1,4,g,0.384626
10,1,15,10,1,4,g,0.479173
11,1,15,11,1,4,g,0.331610
12,1,15,12,1,4,g,0.369098
13,1,15,13,1,4,g,0.537567
14,1,15,14,1,4,g,0.433284
0,1,15,0,1,5,g,0.373603
1,1,15,1,1,5,g,0.345741
2,1,15,2,1,5,g,0.581141
3,1,15,3,1,5,g,0.415427
4,1,15,4,1,5,g,0.441306
5,1,15,5,1,5,g,0.423418
6,1,15,6,1,5,g,0.483474
7,1,15,7,1,5,g,0.514453
8,1,15,8,1,5,g,0.466066
9,1,15,9,1,5,g,0.620245
10,1,15,10,1,5,g,0.478030
11,1,15,11,1,5,g,0.361497
12,1,15,12,1,5,g,0.291848
13,1,15,13,1,5,g,0.586253
14,1,15,14,1,5,g,0.323294
0,1,15,0,1,6,g,0.493642
1,1,15,1,1,6,g,0.494987
2,1,15,2,1,6,g,0.430078
3,1,15,3,1,6,g,0.367845
4,1,15,4,1,6,g,0.352136
5,1,15,5,1,6,g,0.589603
6,1,15,6,1,6,g,0.591431
7,1,15,7,1,6,g,0.513344
8,1,15,8,1,6,g,0.400134
9,1,15,9,1,6,g,0.566008
10,1,15,10,1,6,g,0.526087
11,1,15,11,1,6,g,0.301335
12,1,15,12,1,6,g,0.361696
13,1,15,13,1,6,g,0.427367
14,1,15,14,1,6,g,0.387268
0,1,15,0,1,7,g,0.442604
1,1,15,1,1,7,g,0.435560
2,1,15,2,1,7,g,0.364114
3,1,15,3,1,7,g,0.473535
4,1,15,4,1,7,g,0.594257
5,1,15,5,1,7,g,0.402754
6,1,15,6,1,7,g,0.559683
7,1,15,7,1,7,g,0.473213
8,1,15,8,1,7,g,0.367919
9,1,15,9,1,7,g,0.547169
10,1,15,10,1,7,g,0.577530
11,1,15,11,1,7,g,0.298308
12,1,15,12,1,7,g,0.458553
13,1,15,13,1,7,g,0.375914
14,1,15,14,1,7,g,0.425024
0,1,15,0,1,8,g,0.402151
1,1,15,1,1,8,g,0.465357
2,1,15,2,1,8,g,0.349099
3,1,15,3,1,8,g,0.348431
4,1,15,4,1,8,g,0.461599
5,1,15,5,1,8,g,0.453028
6,1,15,6,1,8,g,0.435020
7,1,15,7,1,8,g,0.421808
8,1,15,8,1,8,g,0.367053
9,1,15,9,1,8,g,0.416170
10,1,15,10,1,8,g,0.473622
11,1,15,11,1,8,g,0.386669
12,1,15,12,1,8,g,0.314490
13,1,15,13,1,8,g,0.490430
14,1,15,14,1,8,g,0.645802
0,1,15,0,1,9,g,0.477731
1,1,15,1,1,9,g,0.418117
2,1,15,2,1,9,g,0.457931
3,1,15,3,1,9,g,0.388239
4,1,15,4,1,9,g,0.562482
5,1,15,5,1,9,g,0.433066
6,1,15,6,1,9,g,0.548969
7,1,15,7,1,9,g,0.357831
8,1,15,8,1,9,g,0.613430
9,1,15,9,1,9,g,0.389066
10,1,15,10,1,9,g,0.596745
11,1,15,11,1,9,g,0.286428
12,1,15,12,1,9,g,0.353772
13,1,15,13,1,9,g,0.469808
14,1,15,14,1,9,g,0.356050
0,1,15,0,1,10,g,0.569267
1,1,15,1,1,10,g,0.493335
2,1,15,2,1,10,g,0.443965
3,1,15,3,1,10,g,0.507852
4,1,15,4,1,10,g,0.512539
5,1,15,5,1,10,g,0.419380
6,1,15,6,1,10,g,0.548151
7,1,15,7,1,10,g,0.552274
8,1,15,8,1,10,g,0.423636
9,1,15,9,1,10,g,0.495251
10,1,15,10,1,10,g,0.464616
11,1,15,11,1,10,g,0.302499
12,1,15,12,1,10,g,0.435091
13,1,15,13,1,10,g,0.510338
14,1,15,14,1,10,g,0.291353
0,1,15,0,1,11,g,0.438461
1,1,15,1,1,11,g,0.447732
2,1,15,2,1,11,g,0.392183
3,1,15,3,1,11,g,0.576645
4,1,15,4,1,11,g,0.410519
5,1,15,5,1,11,g,0.433717
6,1,15,6,1,11,g,0.554756
7,1,15,7,1,11,g,0.438773
8,1,15,8,1,11,g,0.477444
9,1,15,9,1,11,g,0.509091
10,1,15,10,1,11,g,0.463049
11,1,15,11,1,11,g,0.339291
12,1,15,12,1,11,g,0.587900
13,1,15,13,1,11,g,0.650594
14,1,15,14,1,11,g,0.267773
0,1,15,0,1,12,g,0.523498
1,1,15,1,1,12,g,0.382708
2,1,15,2,1,12,g,0.246574
3,1,15,3,1,12,g,0.219827
4,1,15,4,1,12,g,0.244088
5,1,15,5,1,12,g,0.358092
6,1,15,6,1,12,g,0.283082
7,1,15,7,1,12,g,0.217603
8,1,15,8,1,12,g,0.391570
9,1,15,9,1,12,g,0.309121
10,1,15,10,1,12,g,0.402039
11,1,15,11,1,12,g,0.163145
12,1,15,12,1,12,g,0.242291
13,1,15,13,1,12,g,0.197739
14,1,15,14,1,12,g,0.184946
0,1,15,0,1,13,g,0.304285
1,1,15,1,1,13,g,0.249344
2,1,15,2,1,13,g,0.260885
3,1,15,3,1,13,g,0.234976
4,1,15,4,1,13,g,0.371142
5,1,15,5,1,13,g,0.344181
6,1,15,6,1,13,g,0.350404
7,1,15,7,1,13,g,0.254015
8,1,15,8,1,13,g,0.404044
9,1,15,9,1,13,g,0.396698
10,1,15,10,1,13,g,0.215797
11,1,15,11,1,13,g,0.360416
12,1,15,12,1,13,g,0.308337
13,1,15,13,1,13,g,0.226587
14,1,15,14,1,13,g,0.231332
0,1,15,0,1,14,g,0.391264
1,1,15,1,1,14,g,0.397597
2,1,15,2,1,14,g,0.230865
3,1,15,3,1,14,g,0.325258
4,1,15,4,1,14,g,0.271246
5,1,15,5,1,14,g,0.445918
6,1,15,6,1,14,g,0.265513
7,1,15,7,1,14,g,0.442223
8,1,15,8,1,14,g,0.267325
9,1,15,9,1,14,g,0.393979
10,1,15,10,1,14,g,0.324670
11,1,15,11,1,14,g,0.404083
12,1,15,12,1,14,g,0.324095
13,1,15,13,1,14,g,0.263364
14,1,15,14,1,14,g,0.217170
0,1,15,0,2,15,k,0.411773
1,1,15,1,2,15,k,0.336608
2,1,15,2,2,15,k,0.272350
3,1,15,3,2,15,k,0.436006
4,1,15,4,2,15,k,0.444474
5,1,15,5,2,15,k,0.384129
6,1,15,6,2,15,k,0.437086
7,1,15,7,2,15,k,0.306031
8,1,15,8,2,15,k,0.491597
9,1,15,9,2,15,k,0.463748
10,1,15,10,2,15,k,0.518784
11,1,15,11,2,15,k,0.238595
12,1,15,12,2,15,k,0.255687
13,1,15,13,2,15,k,0.379744
14,1,15,14,2,15,k,0.268458
0,1,15,0,2,15,k,0.403666
1,1,15,1,2,15,k,0.339385
2,1,15,2,2,15,k,0.276899
3,1,15,3,2,15,k,0.422001
4,1,15,4,2,15,k,0.431537
5,1,15,5,2,15,k,0.378813
6,1,15,6,2,15,k,0.424093
7,1,15,7,2,15,k,0.308062
8,1,15,8,2,15,k,0.476364
9,1,15,9,2,15,k,0.464993
10,1,15,10,2,15,k,0.494983
11,1,15,11,2,15,k,0.235602
12,1,15,12,2,15,k,0.265172
13,1,15,13,2,15,k,0.380474
14,1,15,14,2,15,k,0.286912
0,1,15,0,2,15,k,0.409423
1,1,15,1,2,15,k,0.339112
2,1,15,2,2,15,k,0.282391
3,1,15,3,2,15,k,0.426592
4,1,15,4,2,15,k,0.434837
5,1,15,5,2,15,k,0.386927
6,1,15,6,2,15,k,0.446611
7,1,15,7,2,15,k,0.298482
8,1,15,8,2,15,k,0.489274
9,1,15,9,2,15,k,0.442159
10,1,15,10,2,15,k,0.505015
11,1,15,11,2,15,k,0.243877
12,1,15,12,2,15,k,0.256094
13,1,15,13,2,15,k,0.389403
14,1,15,14,2,15,k,0.275363
0,1,15,0,3,15,k,0.430172
1,1,15,1,3,15,k,0.416278
2,1,15,2,3,15,k,0.217618
3,1,15,3,3,15,k,0.342985
4,1,15,4,3,15,k,0.420094
5,1,15,5,3,15,k,0.416434
6,1,15,6,3,15,k,0.434034
7,1,15,7,3,15,k,0.305785
8,1,15,8,3,15,k,0.475825
9,1,15,9,3,15,k,0.429802
10,1,15,10,3,15,k,0.489709
11,1,15,11,3,15,k,0.253147
12,1,15,12,3,15,k,0.332106
13,1,15,13,3,15,k,0.372159
14,1,15,14,3,15,k,0.282251
0,1,15,0,3,15,k,0.426036
1,1,15,1,3,15,k,0.409738
2,1,15,2,3,15,k,0.213817
3,1,15,3,3,15,k,0.339402
4,1,15,4,3,15,k,0.404003
5,1,15,5,3,15,k,0.407790
6,1,15,6,3,15,k,0.433116
7,1,15,7,3,15,k,0.318454
