sg,sr,sg,dg,dr,dc,color,value
11,2,11,11,1,11,k,0.454714
12,2,11,12,1,11,k,0.543892
13,2,11,13,1,11,k,0.493054
14,2,11,14,1,11,k,0.412151
0,2,11,0,1,11,k,0.490939
1,2,11,1,1,11,k,0.361875
2,2,11,2,1,11,k,0.452700
3,2,11,3,1,11,k,0.434357
4,2,11,4,1,11,k,0.453923
5,2,11,5,1,11,k,0.473147
6,2,11,6,1,11,k,0.504712
7,2,11,7,1,11,k,0.515061
8,2,11,8,1,11,k,0.565407
9,2,11,9,1,11,k,0.473315
10,2,11,10,1,11,k,0.431965
11,2,11,11,1,11,k,0.444588
12,2,11,12,1,11,k,0.525453
13,2,11,13,1,11,k,0.502846
14,2,11,14,1,11,k,0.429460
0,2,11,0,1,11,k,0.489288
1,2,11,1,1,11,k,0.384815
2,2,11,2,1,11,k,0.454498
3,2,11,3,1,11,k,0.435062
4,2,11,4,1,11,k,0.457856
5,2,11,5,1,11,k,0.455996
6,2,11,6,1,11,k,0.497794
7,2,11,7,1,11,k,0.496791
8,2,11,8,1,11,k,0.568977
9,2,11,9,1,11,k,0.484102
10,2,11,10,1,11,k,0.429316
11,2,11,11,1,11,k,0.442613
12,2,11,12,1,11,k,0.555322
13,2,11,13,1,11,k,0.510362
14,2,11,14,1,11,k,0.432474
0,2,11,0,2,0,g,0.639258
1,2,11,1,2,0,g,0.396870
2,2,11,2,2,0,g,0.706936
3,2,11,3,2,0,g,0.454286
4,2,11,4,2,0,g,0.485443
5,2,11,5,2,0,g,0.733134
6,2,11,6,2,0,g,0.707039
7,2,11,7,2,0,g,0.533321
8,2,11,8,2,0,g,0.489962
9,2,11,9,2,0,g,0.975603
10,2,11,10,2,0,g,0.659918
11,2,11,11,2,0,g,0.482109
12,2,11,12,2,0,g,0.388822
13,2,11,13,2,0,g,0.433928
14,2,11,14,2,0,g,0.666456
0,2,11,0,2,1,g,0.492122
1,2,11,1,2,1,g,0.751849
2,2,11,2,2,1,g,0.915770
3,2,11,3,2,1,g,0.442017
4,2,11,4,2,1,g,0.437387
5,2,11,5,2,1,g,0.694239
6,2,11,6,2,1,g,0.980135
7,2,11,7,2,1,g,0.666042
8,2,11,8,2,1,g,0.554530
9,2,11,9,2,1,g,0.730517
10,2,11,10,2,1,g,0.473579
11,2,11,11,2,1,g,0.718442
12,2,11,12,2,1,g,0.403938
13,2,11,13,2,1,g,0.524604
14,2,11,14,2,1,g,0.347391
0,2,11,0,2,2,g,0.371637
1,2,11,1,2,2,g,0.392616
2,2,11,2,2,2,g,0.554718
3,2,11,3,2,2,g,0.505402
4,2,11,4,2,2,g,0.486790
5,2,11,5,2,2,g,0.409226
6,2,11,6,2,2,g,0.655034
7,2,11,7,2,2,g,0.818353
8,2,11,8,2,2,g,0.514740
9,2,11,9,2,2,g,0.710857
10,2,11,10,2,2,g,0.696653
11,2,11,11,2,2,g,0.802440
12,2,11,12,2,2,g,0.721703
13,2,11,13,2,2,g,0.778198
14,2,11,14,2,2,g,0.418955
0,2,11,0,2,3,g,0.666816
1,2,11,1,2,3,g,0.525830
2,2,11,2,2,3,g,0.578746
3,2,11,3,2,3,g,0.439206
4,2,11,4,2,3,g,0.547448
5,2,11,5,2,3,g,0.503521
6,2,11,6,2,3,g,0.839247
7,2,11,7,2,3,g,0.735371
8,2,11,8,2,3,g,0.658968
9,2,11,9,2,3,g,0.437344
10,2,11,10,2,3,g,0.509983
11,2,11,11,2,3,g,0.558013
12,2,11,12,2,3,g,0.559898
13,2,11,13,2,3,g,0.578870
14,2,11,14,2,3,g,0.525310
0,2,11,0,2,4,g,0.623918
1,2,11,1,2,4,g,0.448763
2,2,11,2,2,4,g,0.726754
3,2,11,3,2,4,g,0.497971
4,2,11,4,2,4,g,0.659362
5,2,11,5,2,4,g,0.446187
6,2,11,6,2,4,g,0.809228
7,2,11,7,2,4,g,0.362760
8,2,11,8,2,4,g,0.582419
9,2,11,9,2,4,g,0.845196
10,2,11,10,2,4,g,0.450286
11,2,11,11,2,4,g,0.607068
12,2,11,12,2,4,g,0.666844
13,2,11,13,2,4,g,0.441483
14,2,11,14,2,4,g,0.570557
0,2,11,0,2,5,g,0.453543
1,2,11,1,2,5,g,0.435245
2,2,11,2,2,5,g,0.419309
3,2,11,3,2,5,g,0.629012
4,2,11,4,2,5,g,0.523304
5,2,11,5,2,5,g,0.777441
6,2,11,6,2,5,g,0.801855
7,2,11,7,2,5,g,0.473526
8,2,11,8,2,5,g,0.429570
9,2,11,9,2,5,g,0.457186
10,2,11,10,2,5,g,0.694939
11,2,11,11,2,5,g,0.619263
12,2,11,12,2,5,g,0.700795
13,2,11,13,2,5,g,0.588587
14,2,11,14,2,5,g,0.475724
0,2,11,0,2,6,g,0.673877
1,2,11,1,2,6,g,0.752771
2,2,11,2,2,6,g,0.471751
3,2,11,3,2,6,g,0.416577
4,2,11,4,2,6,g,0.397305
5,2,11,5,2,6,g,0.689152
6,2,11,6,2,6,g,0.447765
7,2,11,7,2,6,g,0.456217
8,2,11,8,2,6,g,0.473198
9,2,11,9,2,6,g,0.493389
10,2,11,10,2,6,g,0.530509
11,2,11,11,2,6,g,0.894281
12,2,11,12,2,6,g,0.479765
13,2,11,13,2,6,g,0.648676
14,2,11,14,2,6,g,0.559713
0,2,11,0,2,7,g,0.685401
1,2,11,1,2,7,g,0.609999
2,2,11,2,2,7,g,0.729766
3,2,11,3,2,7,g,0.395352
4,2,11,4,2,7,g,0.606577
5,2,11,5,2,7,g,0.543146
6,2,11,6,2,7,g,0.558047
7,2,11,7,2,7,g,0.563906
8,2,11,8,2,7,g,0.652247
9,2,11,9,2,7,g,0.504946
10,2,11,10,2,7,g,0.598402
11,2,11,11,2,7,g,0.649604
12,2,11,12,2,7,g,0.604105
13,2,11,13,2,7,g,0.557829
14,2,11,14,2,7,g,0.377555
0,2,11,0,2,8,g,0.360781
1,2,11,1,2,8,g,0.364651
2,2,11,2,2,8,g,0.619332
3,2,11,3,2,8,g,0.455426
4,2,11,4,2,8,g,0.598162
5,2,11,5,2,8,g,0.633989
6,2,11,6,2,8,g,0.493463
7,2,11,7,2,8,g,0.516230
8,2,11,8,2,8,g,0.542517
9,2,11,9,2,8,g,0.531383
10,2,11,10,2,8,g,0.436677
11,2,11,11,2,8,g,0.611462
12,2,11,12,2,8,g,0.579357
13,2,11,13,2,8,g,0.561072
14,2,11,14,2,8,g,0.709303
0,2,11,0,2,9,g,0.493263
1,2,11,1,2,9,g,0.468995
2,2,11,2,2,9,g,0.399600
3,2,11,3,2,9,g,0.414351
4,2,11,4,2,9,g,0.689310
5,2,11,5,2,9,g,0.748559
6,2,11,6,2,9,g,0.473678
7,2,11,7,2,9,g,0.499183
8,2,11,8,2,9,g,0.951241
9,2,11,9,2,9,g,0.488249
10,2,11,10,2,9,g,0.411711
11,2,11,11,2,9,g,0.791926
12,2,11,12,2,9,g,0.729237
13,2,11,13,2,9,g,0.837795
14,2,11,14,2,9,g,0.515793
0,2,11,0,2,10,g,0.552457
1,2,11,1,2,10,g,0.432093
2,2,11,2,2,10,g,0.546883
3,2,11,3,2,10,g,0.650110
4,2,11,4,2,10,g,0.577949
5,2,11,5,2,10,g,0.685537
6,2,11,6,2,10,g,0.462307
7,2,11,7,2,10,g,0.592195
8,2,11,8,2,10,g,0.575191
9,2,11,9,2,10,g,0.490288
10,2,11,10,2,10,g,0.510564
11,2,11,11,2,10,g,0.406876
12,2,11,12,2,10,g,0.596493
13,2,11,13,2,10,g,0.705673
14,2,11,14,2,10,g,0.729403
0,2,11,0,2,12,g,0.384421
1,2,11,1,2,12,g,0.488447
2,2,11,2,2,12,g,0.600192
3,2,11,3,2,12,g,0.523086
4,2,11,4,2,12,g,0.479352
5,2,11,5,2,12,g,0.606056
6,2,11,6,2,12,g,0.361660
7,2,11,7,2,12,g,0.594713
8,2,11,8,2,12,g,0.339292
9,2,11,9,2,12,g,0.399890
10,2,11,10,2,12,g,0.658166
11,2,11,11,2,12,g,0.328117
12,2,11,12,2,12,g,0.611104
13,2,11,13,2,12,g,0.488254
14,2,11,14,2,12,g,0.557844
0,2,11,0,2,13,g,0.340091
1,2,11,1,2,13,g,0.526547
2,2,11,2,2,13,g,0.907666
3,2,11,3,2,13,g,0.481587
4,2,11,4,2,13,g,0.341439
5,2,11,5,2,13,g,0.577182
6,2,11,6,2,13,g,0.287936
7,2,11,7,2,13,g,0.277491
8,2,11,8,2,13,g,0.645737
9,2,11,9,2,13,g,0.493740
10,2,11,10,2,13,g,0.332690
11,2,11,11,2,13,g,0.309889
12,2,11,12,2,13,g,0.445017
13,2,11,13,2,13,g,0.294446
14,2,11,14,2,13,g,0.444474
0,2,11,0,2,14,g,0.377088
1,2,11,1,2,14,g,0.521976
2,2,11,2,2,14,g,0.457643
3,2,11,3,2,14,g,0.376742
4,2,11,4,2,14,g,0.348107
5,2,11,5,2,14,g,0.380600
6,2,11,6,2,14,g,0.467868
7,2,11,7,2,14,g,0.274605
8,2,11,8,2,14,g,0.514551
9,2,11,9,2,14,g,0.709809
10,2,11,10,2,14,g,0.490149
11,2,11,11,2,14,g,0.307312
12,2,11,12,2,14,g,0.570906
13,2,11,13,2,14,g,0.759813
14,2,11,14,2,14,g,0.420110
0,2,11,0,2,15,g,0.408843
1,2,11,1,2,15,g,0.485337
2,2,11,2,2,15,g,0.417947
3,2,11,3,2,15,g,0.451480
4,2,11,4,2,15,g,0.361810
5,2,11,5,2,15,g,0.489290
6,2,11,6,2,15,g,0.371177
7,2,11,7,2,15,g,0.436176
8,2,11,8,2,15,g,0.385647
9,2,11,9,2,15,g,0.636156
10,2,11,10,2,15,g,0.453818
11,2,11,11,2,15,g,0.448792
12,2,11,12,2,15,g,0.385548
13,2,11,13,2,15,g,0.437111
14,2,11,14,2,15,g,0.277246
0,2,11,0,3,11,k,0.430757
1,2,11,1,3,11,k,0.483531
2,2,11,2,3,11,k,0.454065
3,2,11,3,3,11,k,0.478037
4,2,11,4,3,11,k,0.511473
5,2,11,5,3,11,k,0.554975
6,2,11,6,3,11,k,0.403793
7,2,11,7,3,11,k,0.492261
8,2,11,8,3,11,k,0.500313
9,2,11,9,3,11,k,0.501053
10,2,11,10,3,11,k,0.481539
11,2,11,11,3,11,k,0.543185
12,2,11,12,3,11,k,0.523638
13,2,11,13,3,11,k,0.569683
14,2,11,14,3,11,k,0.394184
0,2,11,0,3,11,k,0.416224
1,2,11,1,3,11,k,0.480846
2,2,11,2,3,11,k,0.455341
3,2,11,3,3,11,k,0.468619
4,2,11,4,3,11,k,0.479113
5,2,11,5,3,11,k,0.545620
6,2,11,6,3,11,k,0.415248
7,2,11,7,3,11,k,0.482663
8,2,11,8,3,11,k,0.496066
9,2,11,9,3,11,k,0.480845
10,2,11,10,3,11,k,0.465145
11,2,11,11,3,11,k,0.548200
12,2,11,12,3,11,k,0.538654
13,2,11,13,3,11,k,0.559832
14,2,11,14,3,11,k,0.402233
0,2,11,0,3,11,k,0.420877
1,2,11,1,3,11,k,0.473629
2,2,11,2,3,11,k,0.458689
3,2,11,3,3,11,k,0.478170
4,2,11,4,3,11,k,0.502487
5,2,11,5,3,11,k,0.544142
6,2,11,6,3,11,k,0.415404
7,2,11,7,3,11,k,0.489973
8,2,11,8,3,11,k,0.493802
9,2,11,9,3,11,k,0.494702
10,2,11,10,3,11,k,0.470846
11,2,11,11,3,11,k,0.547477
12,2,11,12,3,11,k,0.539679
13,2,11,13,3,11,k,0.565422
14,2,11,14,3,11,k,0.415146
0,2,11,0,4,11,k,0.462843
1,2,11,1,4,11,k,0.390618
2,2,11,2,4,11,k,0.500699
3,2,11,3,4,11,k,0.352456
4,2,11,4,4,11,k,0.493799
5,2,11,5,4,11,k,0.559570
6,2,11,6,4,11,k,0.551759
7,2,11,7,4,11,k,0.500630
8,2,11,8,4,11,k,0.554250
9,2,11,9,4,11,k,0.509737
10,2,11,10,4,11,k,0.450256
11,2,11,11,4,11,k,0.537253
12,2,11,12,4,11,k,0.538347
13,2,11,13,4,11,k,0.480056
14,2,11,14,4,11,k,0.406056
0,2,11,0,4,11,k,0.468086
1,2,11,1,4,11,k,0.383417
2,2,11,2,4,11,k,0.491406
3,2,11,3,4,11,k,0.348851
4,2,11,4,4,11,k,0.497368
5,2,11,5,4,11,k,0.551260
6,2,11,6,4,11,k,0.550900
7,2,11,7,4,11,k,0.492777
8,2,11,8,4,11,k,0.545821
9,2,11,9,4,11,k,0.530663
10,2,11,10,4,11,k,0.419981
11,2,11,11,4,11,k,0.506779
12,2,11,12,4,11,k,0.553497
13,2,11,13,4,11,k,0.454540
14,2,11,14,4,11,k,0.399190
0,2,11,0,4,11,k,0.472383
1,2,11,1,4,11,k,0.381866
2,2,11,2,4,11,k,0.489199
3,2,11,3,4,11,k,0.347445
4,2,11,4,4,11,k,0.502326
5,2,11,5,4,11,k,0.549419
6,2,11,6,4,11,k,0.543808
7,2,11,7,4,11,k,0.474693
8,2,11,8,4,11,k,0.560300
9,2,11,9,4,11,k,0.512418
10,2,11,10,4,11,k,0.442651
11,2,11,11,4,11,k,0.525862
12,2,11,12,4,11,k,0.540551
13,2,11,13,4,11,k,0.465779
14,2,11,14,4,11,k,0.406154
0,2,11,0,5,11,k,0.451524
1,2,11,1,5,11,k,0.436063
2,2,11,2,5,11,k,0.446946
3,2,11,3,5,11,k,0.371459
4,2,11,4,5,11,k,0.481958
5,2,11,5,5,11,k,0.519254
6,2,11,6,5,11,k,0.489879
7,2,11,7,5,11,k,0.497466
8,2,11,8,5,11,k,0.639498
9,2,11,9,5,11,k,0.555978
10,2,11,10,5,11,k,0.424267
11,2,11,11,5,11,k,0.487434
12,2,11,12,5,11,k,0.533969
13,2,11,13,5,11,k,0.474587
14,2,11,14,5,11,k,0.439001
0,2,11,0,5,11,k,0.453958
1,2,11,1,5,11,k,0.431928
2,2,11,2,5,11,k,0.453718
3,2,11,3,5,11,k,0.396631
4,2,11,4,5,11,k,0.468032
5,2,11,5,5,11,k,0.502794
6,2,11,6,5,11,k,0.515503
7,2,11,7,5,11,k,0.468906
8,2,11,8,5,11,k,0.631910
9,2,11,9,5,11,k,0.561408
10,2,11,10,5,11,k,0.438707
11,2,11,11,5,11,k,0.503672
12,2,11,12,5,11,k,0.530762
13,2,11,13,5,11,k,0.485534
14,2,11,14,5,11,k,0.451248
0,2,11,0,5,11,k,0.464771
1,2,11,1,5,11,k,0.422598
2,2,11,2,5,11,k,0.457335
3,2,11,3,5,11,k,0.386784
4,2,11,4,5,11,k,0.468379
5,2,11,5,5,11,k,0.513783
6,2,11,6,5,11,k,0.510186
7,2,11,7,5,11,k,0.472777
8,2,11,8,5,11,k,0.629051
9,2,11,9,5,11,k,0.560247
10,2,11,10,5,11,k,0.433367
11,2,11,11,5,11,k,0.502863
12,2,11,12,5,11,k,0.515700
13,2,11,13,5,11,k,0.485284
14,2,11,14,5,11,k,0.436435
0,2,12,0,0,12,k,0.328793
1,2,12,1,0,12,k,0.517575
2,2,12,2,0,12,k,0.394469
3,2,12,3,0,12,k,0.469208
4,2,12,4,0,12,k,0.308740
5,2,12,5,0,12,k,0.468517
6,2,12,6,0,12,k,0.329159
7,2,12,7,0,12,k,0.520711
8,2,12,8,0,12,k,0.309956
9,2,12,9,0,12,k,0.394462
10,2,12,10,0,12,k,0.432007
11,2,12,11,0,12,k,0.310044
12,2,12,12,0,12,k,0.496405
13,2,12,13,0,12,k,0.385939
14,2,12,14,0,12,k,0.395480
0,2,12,0,0,12,k,0.326992
1,2,12,1,0,12,k,0.501784
2,2,12,2,0,12,k,0.384098
3,2,12,3,0,12,k,0.473880
4,2,12,4,0,12,k,0.328605
5,2,12,5,0,12,k,0.480856
6,2,12,6,0,12,k,0.335602
7,2,12,7,0,12,k,0.537799
8,2,12,8,0,12,k,0.301496
9,2,12,9,0,12,k,0.387257
10,2,12,10,0,12,k,0.423532
11,2,12,11,0,12,k,0.300358
12,2,12,12,0,12,k,0.503052
13,2,12,13,0,12,k,0.390434
14,2,12,14,0,12,k,0.401660
0,2,12,0,0,12,k,0.327885
1,2,12,1,0,12,k,0.527385
2,2,12,2,0,12,k,0.381949
3,2,12,3,0,12,k,0.464957
4,2,12,4,0,12,k,0.318424
5,2,12,5,0,12,k,0.486020
6,2,12,6,0,12,k,0.330185
7,2,12,7,0,12,k,0.522838
8,2,12,8,0,12,k,0.325819
9,2,12,9,0,12,k,0.411077
10,2,12,10,0,12,k,0.411854
11,2,12,11,0,12,k,0.306311
12,2,12,12,0,12,k,0.492682
13,2,12,13,0,12,k,0.406749
14,2,12,14,0,12,k,0.399697
0,2,12,0,1,12,k,0.421998
1,2,12,1,1,12,k,0.423051
2,2,12,2,1,12,k,0.453635
3,2,12,3,1,12,k,0.441982
4,2,12,4,1,12,k,0.300235
5,2,12,5,1,12,k,0.544740
6,2,12,6,1,12,k,0.256411
7,2,12,7,1,12,k,0.474201
8,2,12,8,1,12,k,0.316210
9,2,12,9,1,12,k,0.373321
10,2,12,10,1,12,k,0.477040
11,2,12,11,1,12,k,0.251832
12,2,12,12,1,12,k,0.412990
13,2,12,13,1,12,k,0.346293
14,2,12,14,1,12,k,0.409310
0,2,12,0,1,12,k,0.410464
1,2,12,1,1,12,k,0.403422
2,2,12,2,1,12,k,0.455700
3,2,12,3,1,12,k,0.423796
4,2,12,4,1,12,k,0.297637
5,2,12,5,1,12,k,0.534562
6,2,12,6,1,12,k,0.265868
7,2,12,7,1,12,k,0.468527
8,2,12,8,1,12,k,0.316853
9,2,12,9,1,12,k,0.363657
10,2,12,10,1,12,k,0.474284
11,2,12,11,1,12,k,0.253848
12,2,12,12,1,12,k,0.419209
13,2,12,13,1,12,k,0.355560
14,2,12,14,1,12,k,0.432335
0,2,12,0,1,12,k,0.424823
1,2,12,1,1,12,k,0.411698
2,2,12,2,1,12,k,0.423311
3,2,12,3,1,12,k,0.422964
4,2,12,4,1,12,k,0.294741
5,2,12,5,1,12,k,0.532892
6,2,12,6,1,12,k,0.255896
7,2,12,7,1,12,k,0.476356
8,2,12,8,1,12,k,0.322660
9,2,12,9,1,12,k,0.369260
10,2,12,10,1,12,k,0.480615
11,2,12,11,1,12,k,0.245961
12,2,12,12,1,12,k,0.425589
13,2,12,13,1,12,k,0.345148
14,2,12,14,1,12,k,0.432119
0,2,12,0,2,0,g,0.420869
1,2,12,1,2,0,g,0.441379
2,2,12,2,2,0,g,0.533234
3,2,12,3,2,0,g,0.401925
4,2,12,4,2,0,g,0.353494
5,2,12,5,2,0,g,0.524849
6,2,12,6,2,0,g,0.269044
7,2,12,7,2,0,g,0.442243
8,2,12,8,2,0,g,0.510011
9,2,12,9,2,0,g,0.461175
10,2,12,10,2,0,g,0.578020
11,2,12,11,2,0,g,0.225436
12,2,12,12,2,0,g,0.483027
13,2,12,13,2,0,g,0.386043
14,2,12,14,2,0,g,0.380727
0,2,12,0,2,1,g,0.485078
1,2,12,1,2,1,g,0.509574
2,2,12,2,2,1,g,0.791972
3,2,12,3,2,1,g,0.506322
4,2,12,4,2,1,g,0.340066
5,2,12,5,2,1,g,0.602268
6,2,12,6,2,1,g,0.302905
7,2,12,7,2,1,g,0.570298
8,2,12,8,2,1,g,0.485737
9,2,12,9,2,1,g,0.589604
10,2,12,10,2,1,g,0.428639
11,2,12,11,2,1,g,0.248151
12,2,12,12,2,1,g,0.455501
13,2,12,13,2,1,g,0.519290
14,2,12,14,2,1,g,0.465298
0,2,12,0,2,2,g,0.283270
1,2,12,1,2,2,g,0.598039
2,2,12,2,2,2,g,0.435960
3,2,12,3,2,2,g,0.651768
4,2,12,4,2,2,g,0.443756
5,2,12,5,2,2,g,0.509897
6,2,12,6,2,2,g,0.286863
7,2,12,7,2,2,g,0.633890
8,2,12,8,2,2,g,0.416988
9,2,12,9,2,2,g,0.387463
10,2,12,10,2,2,g,0.748643
11,2,12,11,2,2,g,0.335489
12,2,12,12,2,2,g,0.396537
13,2,12,13,2,2,g,0.352081
14,2,12,14,2,2,g,0.271083
0,2,12,0,2,3,g,0.373264
1,2,12,1,2,3,g,0.609825
2,2,12,2,2,3,g,0.508035
3,2,12,3,2,3,g,0.592717
4,2,12,4,2,3,g,0.701163
5,2,12,5,2,3,g,0.533673
6,2,12,6,2,3,g,0.349028
7,2,12,7,2,3,g,0.357471
8,2,12,8,2,3,g,0.462932
9,2,12,9,2,3,g,0.287090
10,2,12,10,2,3,g,0.505717
11,2,12,11,2,3,g,0.289708
12,2,12,12,2,3,g,0.498092
13,2,12,13,2,3,g,0.536021
14,2,12,14,2,3,g,0.285916
0,2,12,0,2,4,g,0.435351
1,2,12,1,2,4,g,0.630925
2,2,12,2,2,4,g,0.697175
3,2,12,3,2,4,g,0.352019
4,2,12,4,2,4,g,0.444604
5,2,12,5,2,4,g,0.460350
6,2,12,6,2,4,g,0.354866
7,2,12,7,2,4,g,0.608906
8,2,12,8,2,4,g,0.469298
9,2,12,9,2,4,g,0.562333
10,2,12,10,2,4,g,0.486312
11,2,12,11,2,4,g,0.393549
12,2,12,12,2,4,g,0.749269
13,2,12,13,2,4,g,0.432323
14,2,12,14,2,4,g,0.488080
0,2,12,0,2,5,g,0.411988
1,2,12,1,2,5,g,0.426260
2,2,12,2,2,5,g,0.418087
3,2,12,3,2,5,g,0.325062
4,2,12,4,2,5,g,0.436369
5,2,12,5,2,5,g,0.564220
6,2,12,6,2,5,g,0.401038
7,2,12,7,2,5,g,0.566238
8,2,12,8,2,5,g,0.319387
9,2,12,9,2,5,g,0.525414
10,2,12,10,2,5,g,0.835313
11,2,12,11,2,5,g,0.332177
12,2,12,12,2,5,g,0.555414
13,2,12,13,2,5,g,0.568228
14,2,12,14,2,5,g,0.596873
0,2,12,0,2,6,g,0.528295
1,2,12,1,2,6,g,0.415051
2,2,12,2,2,6,g,0.521968
3,2,12,3,2,6,g,0.429364
4,2,12,4,2,6,g,0.296711
5,2,12,5,2,6,g,0.386800
6,2,12,6,2,6,g,0.312463
7,2,12,7,2,6,g,0.388327
8,2,12,8,2,6,g,0.346310
9,2,12,9,2,6,g,0.545345
10,2,12,10,2,6,g,0.336554
11,2,12,11,2,6,g,0.241976
12,2,12,12,2,6,g,0.425272
13,2,12,13,2,6,g,0.549848
14,2,12,14,2,6,g,0.510018
0,2,12,0,2,7,g,0.505043
1,2,12,1,2,7,g,0.385770
2,2,12,2,2,7,g,0.598601
3,2,12,3,2,7,g,0.473471
4,2,12,4,2,7,g,0.495330
5,2,12,5,2,7,g,0.472320
6,2,12,6,2,7,g,0.323391
7,2,12,7,2,7,g,0.590120
8,2,12,8,2,7,g,0.418423
9,2,12,9,2,7,g,0.536158
10,2,12,10,2,7,g,0.405575
11,2,12,11,2,7,g,0.278333
12,2,12,12,2,7,g,0.607207
13,2,12,13,2,7,g,0.512426
14,2,12,14,2,7,g,0.394557
0,2,12,0,2,8,g,0.317529
1,2,12,1,2,8,g,0.468635
2,2,12,2,2,8,g,0.430093
3,2,12,3,2,8,g,0.614914
4,2,12,4,2,8,g,0.405636
5,2,12,5,2,8,g,0.429091
6,2,12,6,2,8,g,0.370685
7,2,12,7,2,8,g,0.503720
8,2,12,8,2,8,g,0.538005
9,2,12,9,2,8,g,0.495674
10,2,12,10,2,8,g,0.466713
11,2,12,11,2,8,g,0.497468
12,2,12,12,2,8,g,0.508050
13,2,12,13,2,8,g,0.517274
14,2,12,14,2,8,g,0.372900
0,2,12,0,2,9,g,0.342035
1,2,12,1,2,9,g,0.621994
2,2,12,2,2,9,g,0.367243
3,2,12,3,2,9,g,0.629717
4,2,12,4,2,9,g,0.596906
5,2,12,5,2,9,g,0.555295
6,2,12,6,2,9,g,0.361221
7,2,12,7,2,9,g,0.368121
8,2,12,8,2,9,g,0.559244
9,2,12,9,2,9,g,0.404353
10,2,12,10,2,9,g,0.449654
11,2,12,11,2,9,g,0.486168
12,2,12,12,2,9,g,0.667382
13,2,12,13,2,9,g,0.380427
14,2,12,14,2,9,g,0.330808
0,2,12,0,2,10,g,0.481180
1,2,12,1,2,10,g,0.360584
2,2,12,2,2,10,g,0.467092
3,2,12,3,2,10,g,0.542170
4,2,12,4,2,10,g,0.433778
5,2,12,5,2,10,g,0.433720
6,2,12,6,2,10,g,0.254002
7,2,12,7,2,10,g,0.477248
8,2,12,8,2,10,g,0.425979
9,2,12,9,2,10,g,0.564094
10,2,12,10,2,10,g,0.554251
11,2,12,11,2,10,g,0.323434
12,2,12,12,2,10,g,0.746708
13,2,12,13,2,10,g,0.441384
14,2,12,14,2,10,g,0.399783
0,2,12,0,2,11,g,0.444634
1,2,12,1,2,11,g,0.533520
2,2,12,2,2,11,g,0.439680
3,2,12,3,2,11,g,0.406643
4,2,12,4,2,11,g,0.488467
5,2,12,5,2,11,g,0.600129
6,2,12,6,2,11,g,0.301169
7,2,12,7,2,11,g,0.513641
8,2,12,8,2,11,g,0.437153
9,2,12,9,2,11,g,0.548590
10,2,12,10,2,11,g,0.592715
11,2,12,11,2,11,g,0.357549
12,2,12,12,2,11,g,0.709475
13,2,12,13,2,11,g,0.408265
14,2,12,14,2,11,g,0.476299
0,2,12,0,2,13,g,0.199711
1,2,12,1,2,13,g,0.333626
2,2,12,2,2,13,g,0.304488
3,2,12,3,2,13,g,0.469002
4,2,12,4,2,13,g,0.252234
5,2,12,5,2,13,g,0.471280
6,2,12,6,2,13,g,0.215441
7,2,12,7,2,13,g,0.220759
8,2,12,8,2,13,g,0.272569
9,2,12,9,2,13,g,0.226292
10,2,12,10,2,13,g,0.161785
11,2,12,11,2,13,g,0.177801
12,2,12,12,2,13,g,0.377441
13,2,12,13,2,13,g,0.253395
14,2,12,14,2,13,g,0.153459
0,2,12,0,2,14,g,0.256116
1,2,12,1,2,14,g,0.462510
2,2,12,2,2,14,g,0.471364
3,2,12,3,2,14,g,0.299033
4,2,12,4,2,14,g,0.250927
5,2,12,5,2,14,g,0.450836
6,2,12,6,2,14,g,0.276429
7,2,12,7,2,14,g,0.212169
8,2,12,8,2,14,g,0.313341
9,2,12,9,2,14,g,0.283494
10,2,12,10,2,14,g,0.414682
11,2,12,11,2,14,g,0.184142
12,2,12,12,2,14,g,0.284763
13,2,12,13,2,14,g,0.434153
14,2,12,14,2,14,g,0.214438
0,2,12,0,2,15,g,0.278371
1,2,12,1,2,15,g,0.373737
2,2,12,2,2,15,g,0.269947
3,2,12,3,2,15,g,0.244715
4,2,12,4,2,15,g,0.283050
5,2,12,5,2,15,g,0.521113
6,2,12,6,2,15,g,0.490082
7,2,12,7,2,15,g,0.291320
8,2,12,8,2,15,g,0.239468
9,2,12,9,2,15,g,0.347753
10,2,12,10,2,15,g,0.406379
11,2,12,11,2,15,g,0.263716
12,2,12,12,2,15,g,0.231669
13,2,12,13,2,15,g,0.235488
14,2,12,14,2,15,g,0.165446
0,2,12,0,3,12,k,0.342738
1,2,12,1,3,12,k,0.474247
2,2,12,2,3,12,k,0.446161
3,2,12,3,3,12,k,0.454677
4,2,12,4,3,12,k,0.305394
5,2,12,5,3,12,k,0.477066
6,2,12,6,3,12,k,0.267064
7,2,12,7,3,12,k,0.482555
8,2,12,8,3,12,k,0.281967
9,2,12,9,3,12,k,0.368313
10,2,12,10,3,12,k,0.437095
11,2,12,11,3,12,k,0.280235
12,2,12,12,3,12,k,0.442771
13,2,12,13,3,12,k,0.350259
14,2,12,14,3,12,k,0.395289
0,2,12,0,3,12,k,0.357161
1,2,12,1,3,12,k,0.459591
2,2,12,2,3,12,k,0.443578
3,2,12,3,3,12,k,0.474591
4,2,12,4,3,12,k,0.315013
5,2,12,5,3,12,k,0.479614
6,2,12,6,3,12,k,0.274050
7,2,12,7,3,12,k,0.477380
8,2,12,8,3,12,k,0.289371
9,2,12,9,3,12,k,0.353956
10,2,12,10,3,12,k,0.444145
