group,row,col,port,COLBUF_PERF_STALL_RQ:COL_BUF_PERF_STALL_RQ,COLBUF_PERF_STALL_RQ:VC_PTR,COLBUF_PERF_STALL_RS:COL_BUF_PERF_STALL_RS,COLBUF_PERF_STALL_RS:VC_PTR,INQ_PRF_INCOMING_FLIT_VC0,INQ_PRF_INCOMING_FLIT_VC1,INQ_PRF_INCOMING_FLIT_VC2,INQ_PRF_INCOMING_FLIT_VC3,INQ_PRF_INCOMING_FLIT_VC4,INQ_PRF_INCOMING_FLIT_VC5,INQ_PRF_INCOMING_FLIT_VC6,INQ_PRF_INCOMING_FLIT_VC7,INQ_PRF_INCOMING_PKT_VC0_FILTER_FLIT0_CNT,INQ_PRF_INCOMING_PKT_VC1_FILTER_FLIT1_CNT,INQ_PRF_INCOMING_PKT_VC2_FILTER_FLIT2_CNT,INQ_PRF_INCOMING_PKT_VC3_FILTER_FLIT3_CNT,INQ_PRF_INCOMING_PKT_VC4_FILTER_FLIT4_CNT,INQ_PRF_INCOMING_PKT_VC5_FILTER_FLIT5_CNT,INQ_PRF_INCOMING_PKT_VC6_FILTER_FLIT6_CNT,INQ_PRF_INCOMING_PKT_VC7_FILTER_FLIT7_CNT,INQ_PRF_MATCH_FLIT_3_TO_0_FILTERING_CNT,INQ_PRF_MATCH_FLIT_7_TO_4_FILTERING_CNT,INQ_PRF_PKT_TO_DEAD_LINK_CNT,INQ_PRF_ROWBUS_2X_USAGE_CNT,INQ_PRF_ROWBUS_STALL_CNT
7,0,5,19,0,0,0,0,595622769,5455107339,1309422139,171753335,2350879366,19974627426,4565261084,626202177,429615,81938950434,1161616135,45197536,16464046,3237195252,1315221766,155590194,0,0,0,71913918,81607672464
7,0,5,20,0,0,0,0,538181989,1877950257,2857605457,403112478,1922981117,6449314261,10535766985,1646414989,818885,37362329754,60169236646,2535977705,10191700,232335936,3809650208,794369625,0,0,0,84554780,96960212054
7,0,5,21,0,0,0,0,563579800,1813727956,2828342140,393817539,1973410906,6264988856,10455020563,1616731068,943768,37251233564,59893158477,2517955438,16502127,236863527,3845506364,795842217,0,0,0,84513506,96600089856
7,0,5,22,0,0,0,0,550593296,1829376950,2813357534,391357375,1930985759,6332257881,10398514539,1608653099,998117,37185990669,59837776398,2486721748,19136974,244519860,3861209158,796643835,0,0,0,83980513,96544395741
7,0,5,23,0,0,0,0,928292666,1057509763,2784677731,400408613,2485676766,3373751088,10327330340,1635594121,1441509,15386319659,59611966779,2793956836,19412604,249924887,3997961381,824635801,0,0,0,67060601,75828183755
7,0,5,24,0,0,0,0,782269445,3133468500,1217732053,223114556,3233881689,11689884394,4244513495,823367012,342737,62722980625,1952399027,92263603,17935720,49330069,1379095217,207771669,0,0,0,13010504,65054467807
7,0,5,25,0,0,0,0,487871631,2262686224,1426824843,204713131,1929585345,8162583062,5011761901,740136406,342100,61498860782,4042800218,47227803,9616772,42155157,1525004377,150984566,0,0,0,9113713,66035917080
7,0,5,26,0,0,0,0,398678922,3250475767,1305822490,194673576,1566513331,10995776547,4587177832,717821571,382872,66007489215,4105884676,53514042,6213415,52049385,1371261203,166622075,0,0,0,10329854,70282578524
7,0,5,27,0,0,0,0,53704475,1362132728,1460847071,194266050,113809993,4158918316,5153045270,716215374,59831,40406898062,4623638885,52144142,408526,15680202,1512571165,167363821,0,0,0,4718961,46216833879
7,0,5,28,0,0,0,0,915749077,1098848451,2974134232,419490295,2453195347,3529290133,11041050277,1713691812,1052975,10968000565,57796340565,2645850353,21432361,203954094,3536251955,752415850,0,0,0,72812950,68760473223
7,0,5,29,0,0,0,0,509490554,856606157,2912796162,407337863,1725577749,2786195006,10829105966,1667455276,491564,8320540608,57501810434,2517130422,25221480,203070949,3533082377,738652808,0,0,0,67703179,65840815496
7,0,5,30,0,0,0,0,927371342,881375161,2938857747,407193063,3186789084,2881540947,10887681281,1662977158,963011,8070443387,57547738886,2528668223,70141700,207677799,3652325090,754593380,0,0,0,70364964,65753266927
7,0,5,31,0,0,0,0,940686134,2141340977,2886371571,413528609,3105028065,7229394897,10651137427,1685621187,1324528,29679773566,54674959132,2612094933,28328070,767753957,3593646166,770685719,0,0,0,135766828,84430509957
7,0,5,32,0,0,0,0,1110998360,2858131354,1211996683,222562246,4446617214,10631734442,4210150529,821453986,481121,49144522014,1899537831,91373855,40740935,67696509,1482489146,217445991,0,0,0,15555869,51845723794
7,0,5,33,0,0,0,0,1729513209,2232944006,1128537508,139172106,6287809303,8155968113,3880806538,487771461,924889,40463510994,1249629556,9341152,54002238,356185919,1339809873,54019136,0,0,0,21321157,42504667340
7,0,5,34,0,0,0,0,717037976,3660464930,1098538890,140672081,2778656939,13472582253,3764541286,492784379,518228,56300879803,1107167181,9114348,26167944,2129414531,1266808095,52828992,0,0,0,42784365,57786283734
7,0,5,35,0,0,0,0,577110707,2318273146,1415147803,208650805,2280477441,8468122549,4942639191,754405409,295105,57685114494,4498633472,48279093,7404761,25515418,1590274170,154971543,0,0,0,9874033,62653696853
7,0,5,36,0,0,0,0,911639121,1089523185,2910257828,408496426,2441419438,3501483158,10753478463,1672988249,1251177,11665349881,58783117479,2549179727,22373066,219328324,3726145128,769218652,0,0,0,69111515,70732666410
7,0,5,37,0,0,0,0,941753625,887655187,2896249329,402000328,3236431225,2901903659,10748324629,1643670319,699987,8436519964,58363365387,2473147530,47580103,224172330,3772096611,761435008,0,0,0,67010181,67119615054
7,0,5,38,0,0,0,0,1062848987,2133159492,2816073184,397343146,3186499690,7277474463,10414463940,1625133484,3593136,33919549895,56027719336,2494327581,30317712,793230462,3705604855,770315283,0,0,0,127433348,90064430317
7,0,5,39,0,0,0,0,1103519214,2169935716,2804190595,395258284,3326784191,7411738056,10382235034,1619755802,5615837,34053221839,55974873392,2472123094,44736305,820033769,3837254859,788402961,0,0,0,132283629,90256388479
7,7,4,0,0,0,0,0,451380885,1253814575,1427576781,178534559,73688022,3749606039,5185518229,642197946,180629,951837254,9617415016,5182164,59791,50121813,141519236,18880718,0,0,0,1597793,10533852778
7,7,4,1,0,0,0,0,2996273914,1076863456,835217907,0,8853510974,4108745203,3186643410,0,10033914,42933548272,16877102,0,20207938,46838922,9962340,0,0,0,0,3053120,42769839388
7,7,4,2,0,0,0,0,3016566535,1083317172,833640074,0,8908672138,4132251691,3179416217,0,10125658,42954375652,17052041,0,25038525,49040742,10865417,0,0,0,0,3008253,42799970369
7,7,4,3,0,0,0,0,878265977,1070038276,777285578,0,3261007409,4072461511,2962847156,0,1637371,40027145045,13801674,0,9933546,53210206,13313283,0,0,0,0,1494825,39892808039
7,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,7,0,0,0,0,589464844,2029981890,3770306089,506911533,2198471692,6999157669,14005497348,2081569931,5299,64254089679,10187511483,319974785,481178,154119937,544220919,95304981,0,0,0,58295655,72648150546
7,7,4,8,0,0,0,0,375776,818312312,1441206049,171024392,71150,2131495241,5315835059,633070404,508,485035277,18680747220,11763400,69,3045302,381653149,57063700,0,0,0,1369942,19174132746
7,7,4,9,0,0,0,0,744836332,1674209719,1419506679,151599056,2859896540,5067717607,5205232732,553300792,29163,3007355873,18546174027,9349346,2430755,136113965,357491547,46607704,0,0,0,3768136,21584148973
7,7,4,10,0,0,0,0,878569284,1102311451,801381543,0,3263891784,4195595539,3054196309,0,549616,36798529559,13182086,0,1251274,54424374,14698218,0,0,0,0,1518453,36643290087
7,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,14,0,0,0,0,615325450,1996916351,3302450871,451802310,2311749643,6910208756,12395018366,1883082924,46917,68548226532,23894391343,709393419,4988213,221044319,1592282322,277147545,0,0,0,69318527,90910918151
7,7,4,15,0,0,0,0,648029597,2115097042,3454031394,467967895,2431303784,7297477036,12869976145,1944465659,78027,68978606548,24536976418,754190733,8225791,237359221,1701696977,294160474,0,0,0,74504593,92028830592
7,7,4,16,0,0,0,0,806588904,351650498,1727852559,184228334,3417863424,1238703930,6250286020,683736219,63348,226960414,30374248372,61154744,5748421,1738717,1007546359,179900380,0,0,0,2708952,30949566428
7,7,4,17,0,0,0,0,236341,402259331,1451321907,169311217,55271,1026979978,5352310646,626518419,332,324953424,29663561019,44176643,69,2008297,917097974,160366856,0,0,0,1955758,30327902035
7,7,4,18,0,0,0,0,429715,1625225923,1494840344,156894165,362111,4881209282,5471949839,572662299,410,8947778784,29532083643,37673964,522,436478536,871293681,142554533,0,0,0,7626491,38963110823
7,7,4,19,0,0,0,0,203729,691594471,1384882583,170695916,215021,2178820643,5058275793,613746609,317,2833188014,28216706232,40566367,184,249920608,788855733,143432728,0,0,0,3383404,31527870860
7,7,4,20,0,0,0,0,463977640,1008486887,2835682380,483186181,1336691418,3192562081,10408777280,2002695374,161017,27119590289,62783883005,5450041074,3407628,231072651,3646969712,911228851,0,0,0,81204561,91977072497
7,7,4,21,0,0,0,0,492539547,1067275238,2920162974,493050445,1407750299,3370483009,10652007056,2037417832,186446,28584273502,63104156989,5528236430,3594144,236066158,3653737461,917211410,0,0,0,82500391,93772051333
7,7,4,22,0,0,0,0,453208874,1003998030,2834649852,481676346,1302350547,3171756445,10408158966,1997623790,308814,29312078835,62782563185,5405099768,6026395,242257871,3749210378,937166219,0,0,0,82155860,94236305466
7,7,4,23,0,0,0,0,280449142,1616506198,2829741681,488653834,1161681969,5506635785,10365548742,2028313488,108040,53822907422,61882457718,5302390406,4603902,275273764,3769401097,955993354,0,0,0,94603248,117030559371
7,7,4,24,0,0,0,0,1413366119,3052393400,1077845594,162439318,5513438287,10758334226,3938365462,609507978,150698,14693844871,19833706867,71473649,23657164,55911951,790091604,211160515,0,0,0,10460495,34724057975
7,7,4,25,0,0,0,0,2557489041,1842281270,1111557244,147154917,8480898023,6760555756,4079984029,538613367,1015767,12600378585,21071991852,44621880,32331376,104139308,662428727,143517859,0,0,0,7461440,33768176877
7,7,4,26,0,0,0,0,1344921336,1138102168,1324407368,177143486,4665374143,4329198903,4863191168,672043577,395255,8536249927,25584972075,54528967,12381331,184471967,773667045,159319649,0,0,0,5672663,34449538637
7,7,4,27,0,0,0,0,568528477,1104548562,1344761590,175592259,2148311228,3814505812,4937006648,667546465,232925,9165605888,25694890821,53955107,6736872,227446315,756342270,159815552,0,0,0,5170087,35253005203
7,7,4,28,0,0,0,0,306538091,1634283549,2793667581,479354527,1251168811,5547178066,10184150632,1978014042,68914,60716745251,62661686217,4863970072,3134980,254193277,3636729118,889221653,0,0,0,88856601,124186966539
7,7,4,29,0,0,0,0,269545226,1011046690,2863483332,482695442,925689734,3229855904,10494523032,1996000207,50916,33556355769,63925219225,5079204962,4422971,242833217,3762371828,899494457,0,0,0,82452166,99182094897
7,7,4,30,0,0,0,0,231388427,884410898,2784780267,467738457,801842633,2858770377,10262305803,1943883859,61293,30051830339,63515997723,5022553369,5605616,235143776,3792046855,906456614,0,0,0,81607806,95326582970
7,7,4,31,0,0,0,0,483948083,3986341296,2465452428,489085763,1870371722,13505635333,9106231687,2030257490,72744,85255884265,55588760070,5207029793,8161517,1779555951,3395103123,943292478,0,0,0,319838638,138262567680
7,7,4,32,0,0,0,0,439583485,5024643471,1071583664,156878353,1736810047,17599062748,3874678722,589152574,61544,21428911588,19287509375,61110729,10482598,338704877,849741100,207885690,0,0,0,21558878,40866462681
7,7,4,33,0,0,0,0,377635390,5405190862,1081590167,181920360,1502465346,19203688339,3938026273,679631310,41058,12706165342,20552412458,54300249,7169460,397767072,818114273,182845717,0,0,0,22712858,33658051559
7,7,4,34,0,0,0,0,1163915538,2031550632,1208053161,170707268,4466168554,7561840491,4404151559,637266483,205046,14083256676,22366293462,43346711,15359505,57514663,821942127,170215556,0,0,0,7872052,36636150203
7,7,4,35,0,0,0,0,296029201,455657676,1310239712,146477339,373134043,1158541422,4779378233,537160399,625448,1665873619,23786353807,42693833,1441263,84823735,711881693,142870758,0,0,0,1941214,25862698237
7,7,4,36,0,0,0,0,277479948,1467487403,2623514484,453693839,1147244093,5018334144,9663692378,1884787439,55013,59818228858,62624085693,4507201042,2671528,241058335,3636527223,870172335,0,0,0,82275235,123223800933
7,7,4,37,0,0,0,0,299289132,1056517125,2915835428,490384275,1026310934,3368442270,10642692174,2024999358,43571,29308322067,64610833010,4889238738,3466843,252396249,3867471595,909749083,0,0,0,80994194,95760170469
7,7,4,38,0,0,0,0,527316536,3914209145,2383683111,471539473,2049484666,13317125805,8798973692,1950602334,61612,93225305854,56858957107,4868001923,9410926,1856704183,3355844379,907225066,0,0,0,300320920,146933715739
7,7,4,39,0,0,0,0,582181341,4020453982,2374716195,468320642,2271099026,13675811993,8749091113,1936808705,78025,94043234884,56661030622,4744655517,11391528,1889242542,3396552952,916474874,0,0,0,309622252,147509717865
6,13,1,0,0,0,0,0,3099198,1000715348,2748209384,541578808,24533977,3359126626,10039932001,2155576033,978893,7696214959,7719525028,446294427,49724,39998360,336323164,81660421,0,0,0,20375012,15397190279
6,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,5,0,0,0,0,9631282983,1141832294,1475998267,0,33289357850,4671591564,6216797983,0,4623978574,13205568224,121839782,0,199664751,25244032,26519524,0,0,0,0,9485422,17380945391
6,13,1,6,0,0,0,0,9611664040,1128654824,1453653802,0,33228456055,4625015407,6116997717,0,4637251309,13132764757,120192322,0,206112588,23477835,24226189,0,0,0,0,9322769,17324211316
6,13,1,7,0,0,0,0,1247819029,3812654031,1195092349,196361656,5057526479,13987741020,4439013016,795270084,343936075,4814098206,12210628524,17883775,7378213,38310110,100246149,22429849,0,0,0,6070840,17046984970
6,13,1,8,0,0,0,0,2359602,782259245,2287675031,459164662,18267408,2636573470,8529323673,1882193227,810748,4111824998,16864668002,735046129,97764,66928445,1084309097,236422944,0,0,0,22484018,21760991077
6,13,1,9,0,0,0,0,3485682,1040719578,2568092235,535433632,25201912,3482496017,9483438564,2135750942,1063968,4643406444,18232456940,866228652,124073,77323963,1144509934,247992062,0,0,0,26242487,23734265881
6,13,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,1,14,0,0,0,0,1732188575,3833337862,1162127487,217696143,6316633656,14178651399,4355840721,852828323,341238370,18196928880,28033675384,79887802,29295724,668981251,221334317,56526244,0,0,0,50447934,45664259494
6,13,1,15,0,0,0,0,876107794,2684779348,1230451268,215002185,3542647168,9623639614,4577628522,843647407,332601887,5913254052,28736953640,74570462,20111813,67825007,272268684,60761371,0,0,0,8393064,34592110157
6,13,1,16,0,0,0,0,65243756,861598844,2275399756,496439991,266891315,2940118744,8502710090,2011803866,572951690,18668883567,51861179810,5305601932,18867243,205599106,2960017417,775468231,0,0,0,50815409,75154264758
6,13,1,17,0,0,0,0,1364032414,1623653950,2520307963,505392119,5009810865,5708666688,9346566363,2038266288,1356392243,49093043120,55994562304,5036720108,338769967,268822226,3076835143,764081330,0,0,0,87225874,108586103740
6,13,1,18,0,0,0,0,1375096562,1651412074,2486800992,506407501,5060354349,5805955144,9207805533,2039175706,1361451928,48795832008,56043201002,5206302529,356441444,268239712,3107317186,766437046,0,0,0,89195200,108443313902
6,13,1,19,0,0,0,0,1342971826,1630180756,2541984954,508285753,4950002404,5725078338,9413930786,2045509327,1368815079,49440430728,56114781253,5235948117,271165404,257894352,3067655692,752918069,0,0,0,86380845,109024771624
6,13,1,20,0,0,0,0,2563288526,1277040228,1056265208,139403402,9495159366,4857726252,3915094288,566545969,640425292,13445624517,57410968887,85355079,117969834,366820814,539768502,114534079,0,0,0,19685827,71077453656
6,13,1,21,0,0,0,0,2199510544,407804402,1131078098,147585421,7793042585,1534350194,4194887232,598061282,485970263,1804994860,57908995888,93467464,110669324,15522105,616349533,121247835,0,0,0,4000038,59808476580
6,13,1,22,0,0,0,0,1063635605,3312886144,1182113264,207185725,4332641316,12138327761,4376880208,836620482,538326168,6739751109,60587900317,161030316,65526675,145046996,666224462,178979112,0,0,0,15713100,67508893109
6,13,1,23,0,0,0,0,2719181698,2377201176,1263946030,173550957,9528614677,8843441659,4679280634,721451039,580361557,25933828904,56938062514,108803552,184964996,1088219735,531929123,147896268,0,0,0,65267847,82933224606
6,13,1,24,0,0,0,0,258025627,1390876822,2229410127,495296504,908905659,4615304060,8259327594,1997257237,489543369,20300369905,50284802905,5564279477,41848400,614327922,2795175265,804469996,0,0,0,76744159,75331383441
6,13,1,25,0,0,0,0,2456961901,1379929913,2471512422,508333124,8744977389,4595551689,9210800383,2049499647,1317091654,19299956341,56368589693,6209018693,333358727,326328746,3011393775,797206084,0,0,0,68515224,81308778082
6,13,1,26,0,0,0,0,2468368451,1374278633,2471084070,508478366,8783779655,4556571997,9219012948,2053770994,1316472165,18883878062,56375409991,6144466878,327169190,317718811,3022326255,788921515,0,0,0,67005186,80885516254
6,13,1,27,0,0,0,0,67129310,998321509,2362178681,522532049,274005751,3368085908,8709133968,2086608478,571159974,18487029234,53354554787,6356129809,8036257,212186840,2998368762,801667197,0,0,0,50904559,77395343990
6,13,1,28,0,0,0,0,33107072,797859441,1257108855,173045557,172929,2703139936,4649800661,693312592,6470381,6996170237,56685059814,104764331,0,243471586,640241068,122939512,0,0,0,4220207,63562267441
6,13,1,29,0,0,0,0,859261288,2495589394,1143234021,181198963,3553803679,8907929644,4268698960,729056523,401402205,8209968844,54508634235,106162380,26635104,42030803,643962217,152889252,0,0,0,9841074,62661542138
6,13,1,30,0,0,0,0,2376704567,2853755264,1057794790,171383193,8990184492,10386281923,3926017468,693160306,553931310,10373363322,49692652134,102991736,70022334,151905678,605677258,162352604,0,0,0,18360589,59983282313
6,13,1,31,0,0,0,0,39163358,984315116,1206062653,172223390,128016033,3246339797,4474976925,689241930,5067626,8586982505,55948392100,104445376,948211,315246439,686716364,130385524,0,0,0,5346085,64520332695
6,13,1,32,0,0,0,0,250112648,1411016866,2190408165,503695569,881439597,4695934479,8137721306,2024982440,482939668,22363514391,50058422822,5122960579,36261568,624175451,2750996898,783350724,0,0,0,77413547,76597102602
6,13,1,33,0,0,0,0,251574155,1407221985,2261523403,504642604,888050017,4674708069,8365307704,2026072240,488782404,21707220538,50115444837,5118218135,30431662,605748996,2718803968,767398043,0,0,0,76948566,75887441514
6,13,1,34,0,0,0,0,2340887036,1398606078,2512992650,522061505,8289822436,4649056312,9327245017,2104109022,1281779040,17432009998,55585696858,5773148863,135196583,306190491,2969589378,767866292,0,0,0,68832775,77969760849
6,13,1,35,0,0,0,0,67589694,891676021,2357585820,512036240,274375378,3026776646,8739466381,2061164577,549549946,16216735957,52407870072,5713693459,5022512,192351060,2932640598,769747876,0,0,0,51499546,73521463792
6,13,1,36,0,0,0,0,840046832,2497567154,1119811140,165825930,3418449884,9044653210,4155960225,670905925,466009841,10123187977,51633369643,77960288,30956549,152092869,631116323,148938860,0,0,0,11277521,61830568167
6,13,1,37,0,0,0,0,1929360652,1173006795,1141940753,180935262,7883949333,3858895834,4261161919,728413414,726170018,4803603750,54440321182,87564102,70063535,23182491,636126631,146005456,0,0,0,6799828,59493583158
6,13,1,38,0,0,0,0,1210831809,2438016219,1133615085,186033103,4939873600,8867534803,4205066858,743819983,547500691,7659983310,53196527493,109325949,55422121,70491141,648182300,158510365,0,0,0,12936369,60991804956
6,13,1,39,0,0,0,0,1235387407,2440480848,1145809170,168804233,4905130930,8935127241,4244757206,675180544,562309888,6935976445,54035667248,83737271,63720408,90449988,654775944,147427290,0,0,0,13759108,61123699618
6,14,1,0,0,0,0,0,3444857,906428506,2088102169,620110168,20228093,2982886708,7541965944,2536248235,303,14276448964,5678694635,494104236,16933,39668798,256301356,96051894,0,0,0,20123857,20052249334
6,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,5,0,0,0,0,2664229594,1152007207,1187895276,0,8694443194,4680056669,4882620777,0,379302357,28489066751,85452957,0,40483690,22804861,17992237,0,0,0,0,3656087,28795080421
6,14,1,6,0,0,0,0,2685941860,1163029460,1202424558,0,8797722769,4722579824,4941455931,0,379588363,28583824304,86060900,0,29973953,20149909,14862778,0,0,0,0,3469513,28872468079
6,14,1,7,0,0,0,0,1187674867,3848375158,1311760337,264662019,4829284203,14000985254,4869710151,1109226976,1596515,7673442561,17057273346,77745713,5603809,104993173,111628129,21557289,0,0,0,12500361,24096574768
6,14,1,8,0,0,0,0,2625767,740446945,1782573194,537673833,17057085,2466588549,6584119606,2264267739,680,7285256719,12796526359,1090344416,40801,81984720,721644687,284993263,0,0,0,22577202,21161669898
6,14,1,9,0,0,0,0,3682671,936688189,1999933984,606906564,22639925,3079836300,7233804503,2493189431,726,8449593569,13726015149,1239323811,47378,93280144,776638133,301133949,0,0,0,25740272,23369597039
6,14,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,1,14,0,0,0,0,826408944,2476042164,1395673299,331037119,3361887677,9098765337,5184965114,1347802304,1553804,7625538568,37800037749,145475394,13034459,39584587,265983307,77475217,0,0,0,9891321,44545626409
6,14,1,15,0,0,0,0,1116122791,3645874500,1285530541,276796430,4515930844,13242782098,4766955286,1156398131,1885182,12726600436,35868877504,95880591,18512212,267138170,234908746,58031386,0,0,0,21787167,47483125347
6,14,1,16,0,0,0,0,113878024,864609625,1890305545,620829264,420047813,2850669665,6871032936,2552630900,73526,33794562068,43023269846,8800789055,7703043,222192654,2252715994,1041573453,0,0,0,56555934,84214960273
6,14,1,17,0,0,0,0,756080775,1566782821,1969768897,577170648,2805463949,5551335427,7256180015,2391194154,401201,53044359358,46166351064,7677132824,55196751,317336221,2318017667,985445745,0,0,0,79169082,103830461475
6,14,1,18,0,0,0,0,753520141,1576829386,1945547569,570794366,2809137381,5598070090,7162381582,2365016164,338033,53269093495,46111043168,7866188110,51580995,306727534,2323305873,982560893,0,0,0,79152044,104075531306
6,14,1,19,0,0,0,0,750949959,1567503552,1979860205,578290033,2785422388,5550011490,7280050015,2389856622,305832,53132658096,46238302741,7951798886,45589863,318612755,2360239937,994138971,0,0,0,80458418,104165596257
6,14,1,20,0,0,0,0,650584470,177074323,1422483699,250042534,2652698991,615464268,5326027070,1031070838,2072121,1443829838,65782958381,350861565,18263777,3599630,579717659,163271724,0,0,0,3597896,66689505643
6,14,1,21,0,0,0,0,867817021,2781199160,1284951874,335663824,3479231380,10228434558,4729104366,1367457033,2125304,10576648140,64413394574,614286408,23432933,42838110,629359376,239824998,0,0,0,14567325,74439113155
6,14,1,22,0,0,0,0,1024771694,2421471121,1091051717,292300561,4152341315,8662917200,4020814726,1247438836,3120841,15557964903,57499168262,437106833,36152213,208733269,551270902,247697234,0,0,0,18208894,72483536634
6,14,1,23,0,0,0,0,1217077953,2593145538,1125902802,283528247,4675404644,9834736147,4209604039,1206315980,2825545,22838500000,58379464627,394099483,37340943,698007667,550945568,246081348,0,0,0,27029153,80580180035
6,14,1,24,0,0,0,0,177295193,809544606,1871790269,570438040,642376902,2715138819,6825374249,2358335234,153062,23740925113,45049262962,7605391332,9982700,249174354,2336386053,1001744584,0,0,0,57535851,75015838330
6,14,1,25,0,0,0,0,804767642,1436340165,1994925408,588751327,2947851011,4694100489,7378495202,2438578613,461859,51955945908,47480155647,8570242221,22900401,268016865,2443973489,1015149873,0,0,0,73252225,105186540603
6,14,1,26,0,0,0,0,808544697,1392800214,1977207786,584197729,2990578008,4560084025,7329064553,2427563560,292459,50564234317,47369617431,8405641457,14716034,260550544,2413483540,1002555516,0,0,0,71316222,103597732663
6,14,1,27,0,0,0,0,51037830,764136166,1703821328,560925212,198630101,2540310158,6228718622,2331868378,32766,35263826715,42730852850,8678021902,1029943,192406650,2226299143,999415585,0,0,0,51119107,85298847499
6,14,1,28,0,0,0,0,1162360869,2264240125,1233433181,282325590,4646753254,8299298460,4581405813,1162859240,3390305,9276239633,64738389199,362177280,24773107,29191970,613524285,194075017,0,0,0,12641956,73252512436
6,14,1,29,0,0,0,0,1140624444,2221322717,1306602641,312609200,4671664087,8097766777,4861042213,1287275153,2862493,10046258591,66894441353,450485690,31831001,41720215,672105039,219384087,0,0,0,14300087,76194093524
6,14,1,30,0,0,0,0,1650247220,1066994903,1273078370,264284659,6728688144,3606849460,4744768638,1097666209,4585983,8046536375,66514920339,278352930,61804571,141462060,636544951,174147803,0,0,0,12204580,73813756024
6,14,1,31,0,0,0,0,543262551,3327849371,1212451346,262828043,2221384410,12273134480,4532725740,1092478899,2140822,36770919586,65958607172,281774951,27188061,1404670039,581670410,178135856,0,0,0,45976197,100916682956
6,14,1,32,0,0,0,0,156899414,774604923,1808072042,550426516,581924169,2613134081,6623125631,2290076745,106562,29658757633,43786762696,7590016913,7004214,224922240,2143044886,928989457,0,0,0,56955353,79354369570
6,14,1,33,0,0,0,0,181786145,873929306,1951923881,591604840,661254430,2917480967,7074827710,2427898124,103280,28933635086,44494025990,7836118182,6845850,239919590,2187997509,952486419,0,0,0,59992120,79484252249
6,14,1,34,0,0,0,0,760543595,1455307408,2044661231,603412093,2829909944,4760375025,7540519006,2505512114,208933,48105386398,46199989307,8702887813,8432857,255832147,2289442668,973874638,0,0,0,76211682,100066443403
6,14,1,35,0,0,0,0,119226762,771683755,1779059737,581539259,442924458,2557851717,6500069807,2414450570,22448,31361542892,42027752020,8745255108,1831770,187597321,2120221134,968501288,0,0,0,53477972,80640067887
6,14,1,36,0,0,0,0,35553592,651837830,1424360366,295459142,225337,2151841877,5265019809,1224034647,23204,7187732068,68833229440,394080589,0,172134530,589911741,165954163,0,0,0,6100831,75484501756
6,14,1,37,0,0,0,0,1411229593,2663908232,1167670975,280191475,5689083672,9595003722,4311084803,1156703998,2839278,10168857117,62648930547,339209858,18354436,29996695,553225664,198301022,0,0,0,12380558,71994337999
