group,row,col,port,COLBUF_PERF_STALL_RQ:COL_BUF_PERF_STALL_RQ,COLBUF_PERF_STALL_RQ:VC_PTR,COLBUF_PERF_STALL_RS:COL_BUF_PERF_STALL_RS,COLBUF_PERF_STALL_RS:VC_PTR,INQ_PRF_INCOMING_FLIT_VC0,INQ_PRF_INCOMING_FLIT_VC1,INQ_PRF_INCOMING_FLIT_VC2,INQ_PRF_INCOMING_FLIT_VC3,INQ_PRF_INCOMING_FLIT_VC4,INQ_PRF_INCOMING_FLIT_VC5,INQ_PRF_INCOMING_FLIT_VC6,INQ_PRF_INCOMING_FLIT_VC7,INQ_PRF_INCOMING_PKT_VC0_FILTER_FLIT0_CNT,INQ_PRF_INCOMING_PKT_VC1_FILTER_FLIT1_CNT,INQ_PRF_INCOMING_PKT_VC2_FILTER_FLIT2_CNT,INQ_PRF_INCOMING_PKT_VC3_FILTER_FLIT3_CNT,INQ_PRF_INCOMING_PKT_VC4_FILTER_FLIT4_CNT,INQ_PRF_INCOMING_PKT_VC5_FILTER_FLIT5_CNT,INQ_PRF_INCOMING_PKT_VC6_FILTER_FLIT6_CNT,INQ_PRF_INCOMING_PKT_VC7_FILTER_FLIT7_CNT,INQ_PRF_MATCH_FLIT_3_TO_0_FILTERING_CNT,INQ_PRF_MATCH_FLIT_7_TO_4_FILTERING_CNT,INQ_PRF_PKT_TO_DEAD_LINK_CNT,INQ_PRF_ROWBUS_2X_USAGE_CNT,INQ_PRF_ROWBUS_STALL_CNT
4,9,2,7,0,0,0,0,2404710640,2549921873,1133670715,278453060,8632968159,8973360557,3266517427,930102258,56380,4243803443,403687112,64564593,13501300,153725916,130603042,47586106,0,0,0,11770068,4846361096
4,9,2,8,0,0,0,0,162320572,1217870828,2851826307,709909206,412198696,3662068665,9074745960,2299871947,58810,833520771,21214367373,1917598929,798545,113842442,1785186884,452705283,0,0,0,24211903,25227556691
4,9,2,9,0,0,0,0,173520697,1380321824,3131853153,754828413,451758505,4116141470,9916534296,2421888513,51913,959383942,22042958613,2034473728,774925,123453415,1862495118,465266872,0,0,0,26827531,26323652863
4,9,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,13,0,0,0,0,2198008135,926118401,685272466,0,7995141841,2459154212,1865512848,0,1200823,1518332940,84313999,0,2171602,41586348,33641721,0,0,0,0,297002,1671851473
4,9,2,14,0,0,0,0,287539260,2891662817,917734099,191632628,20954132,4241166548,2651458861,541333790,515415,1373820442,584124212,82108644,3434,235482903,213704147,34161646,0,0,0,1332022,2487456452
4,9,2,15,0,0,0,0,820049047,725450002,1074444622,185812929,2246664341,2141104284,2966887931,568999995,518623,700338929,941638258,91866303,4317981,41682684,328745544,89879890,0,0,0,993233,2160085942
4,9,2,16,0,0,0,0,11533266,1044280496,2944681380,700432210,35685273,3061671451,9275531952,2241872588,20929,1444995102,62499045337,8390448683,117371,342829791,5735158743,1479032632,0,0,0,41860727,75908932717
4,9,2,17,0,0,0,0,169678503,985664708,2956252395,707989849,553131723,2695134165,9360303733,2279626123,266021,1218340978,63660337915,9244856716,5327229,264308290,5843260148,1551330525,0,0,0,44985359,77550404926
4,9,2,18,0,0,0,0,124954830,986348809,2907709774,716056250,388279887,2709776267,9176091932,2300671300,211062,1233294866,63765789161,9504063883,1485547,252824649,5778580570,1534506060,0,0,0,43574717,77834855821
4,9,2,19,0,0,0,0,180058088,1045243544,3048948621,730489991,593605313,2851901382,9605047215,2336417607,218206,1316864934,64212695285,9650108321,3226716,263571175,5833643715,1552053719,0,0,0,45409543,78517099763
4,9,2,20,0,0,0,0,1551923506,3214661645,1010701958,262663316,6481123562,11472302170,2939057855,876583828,179713,25915566885,3174645012,363202243,8105724,1116419463,1173293738,410371026,0,0,0,22156101,31054759223
4,9,2,21,0,0,0,0,373606,1751835883,954427610,182327333,458736972,1394537461,2828435494,559470972,554,2118485709,3653837044,261639790,1018891,86145595,1061238247,286370806,0,0,0,1748413,7354686796
4,9,2,22,0,0,0,0,679446974,1260432970,1016304789,187142209,275930567,4060205705,2744331623,531723675,1059168,5993737042,2994096544,220316740,573372,818882495,767182748,98747424,0,0,0,2551452,10735088779
4,9,2,23,0,0,0,0,2053154182,2772096384,1715622697,278195100,6927438616,8955998185,5170445111,851215992,317417,19134259912,5090515645,517978767,22094162,2977466631,883133744,391129960,0,0,0,25147266,27955829986
4,9,2,24,0,0,0,0,115085177,906857519,2998240600,725698121,238300890,2585399004,9489244691,2327410881,173613,1000659885,59989848431,8325233336,1390457,243881897,5377634847,1430456011,0,0,0,43620231,72524095577
4,9,2,25,0,0,0,0,358388631,1020431344,3012766494,713491589,1126297996,3044674858,9478277562,2285087236,594594,1224104233,60862619090,7764950868,4449428,242900910,5345305056,1358187201,0,0,0,41758347,72850324936
4,9,2,26,0,0,0,0,387219215,975452302,3062532915,696428821,1216843683,2881071475,9668731862,2232941500,583108,1135746652,60436805450,7672574871,4467904,232884500,5295429878,1338201638,0,0,0,41498066,72151833321
4,9,2,27,0,0,0,0,11427679,1027371900,2921367445,710889096,29497356,3030277456,9189064986,2281602238,13059,1422362913,60069255061,8131954473,77948,301194439,5260540584,1361192596,0,0,0,43386812,72591397616
4,9,2,28,0,0,0,0,2122397954,846768284,1185619084,289591820,7762093007,2600470181,3278233483,788756096,599288,967960079,4794153305,424720043,50325076,32056351,1005719339,258321417,0,0,0,3516941,7332274688
4,9,2,29,0,0,0,0,2008754438,1807343630,1011559314,194394158,7455008744,5399244880,2844359787,618083898,461341,4483730269,2762153732,195836730,45472258,829086475,837513818,242186623,0,0,0,6670033,9209948519
4,9,2,30,0,0,0,0,3799781,919262981,1141946572,182651315,275848,2580780905,3243234160,564419097,11989,947025326,4554868394,207914774,668,65273370,1049227778,242471016,0,0,0,1711353,6964977200
4,9,2,31,0,0,0,0,673980257,872020695,1088005516,188256689,2374803146,2540271375,3071603963,580328755,310827,661386417,4341556325,218980802,37174201,54633050,1052639054,251934200,0,0,0,2411117,6505516553
4,9,2,32,0,0,0,0,103923741,882964246,2911744933,727178412,238803552,2531792810,9184333192,2329260181,124349,1040279748,59876792579,8474348061,1171970,241312749,5435715320,1434311057,0,0,0,42098831,72640920748
4,9,2,33,0,0,0,0,113390474,876270167,3000906147,719571540,232666371,2493499688,9495550391,2306159812,145031,1024952195,59692356947,8417773051,1118811,235355200,5409429478,1422860200,0,0,0,42389844,72303276887
4,9,2,34,0,0,0,0,356066641,878278614,2875318850,663771283,1119057333,2602784860,9139947478,2150561295,516656,1036979052,59583952841,7582161156,3239540,224970308,5315749974,1333987820,0,0,0,40135799,71244362709
4,9,2,35,0,0,0,0,10496272,914106042,2835813379,674883577,29094065,2677866592,8989597627,2184385454,10500,1255424319,59296478746,8047970504,70229,280947001,5262038727,1347174243,0,0,0,41022816,71612197940
4,9,2,36,0,0,0,0,1391146506,1671799242,1078383417,191860870,5341804927,4771464343,3049165916,602871433,343728,3068250924,3589394374,182013864,14441264,546091441,896482260,234350370,0,0,0,5107613,8322371051
4,9,2,37,0,0,0,0,1692639125,2167531001,1013331172,194332154,6568840818,6457322331,2892843745,619025857,399404,4885071973,2946574009,204932318,29428369,970864634,846771114,242675121,0,0,0,6901527,9906610340
4,9,2,38,0,0,0,0,1683533129,1867651583,1053420720,193622816,6134850866,5901089360,2974441532,609541500,582401,3954152067,3525803181,186719617,42669240,654489446,911185948,241367097,0,0,0,6681822,9283069142
4,9,2,39,0,0,0,0,2804490802,779410220,1148400154,293409720,9284894649,2343471751,3141823893,795533671,1503509,1079068361,4242639168,453923287,72015525,40240801,1025324852,270361078,0,0,0,3996666,6914858420
4,8,2,0,0,0,0,0,169415895,1283649675,2731688801,518304486,444241087,4024942228,9925896620,2207880113,188763,6104831672,4591467614,237707772,294212,79671480,1229533204,296874796,0,0,0,25484605,12156208372
4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,4,0,0,0,0,2176862336,880410972,655335198,0,7889743765,2369663441,1792198664,0,552133,11099756167,24301010,0,12374409,33202717,24875039,0,0,0,0,366652,11186210530
4,8,2,5,0,0,0,0,1374998121,647816820,392712013,0,3986610920,1814725506,1105992795,0,158666754,9614786663,6400620,0,13142501,21997450,13642124,0,0,0,0,152888,9814068787
4,8,2,6,0,0,0,0,1400799465,663511695,402351106,0,4047145652,1854445637,1129432862,0,160988010,9471880549,6657170,0,16995591,24028368,15027706,0,0,0,0,180785,9681055231
4,8,2,7,0,0,0,0,803024551,697297704,970152968,149321037,2192816801,2044606979,3226412273,612735228,207484,290714323,91321424,2980815,3430116,14870743,231511926,62653203,0,0,0,649952,689774969
4,8,2,8,0,0,0,0,164542143,1180416455,2453191047,486294189,427810648,3720024505,8993862766,2088309224,193846,4102471439,11654090804,564595817,1118228,259592488,4154597745,1030446772,0,0,0,39267510,20925938778
4,8,2,9,0,0,0,0,184575861,1393192516,2800257166,529288512,483698123,4344727919,10043851210,2224605826,60874,4721390541,12360188546,612098507,819026,271094111,4254146116,1042870804,0,0,0,42363095,22352064899
4,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,2,13,0,0,0,0,2390609169,1021771643,750609164,0,8638179402,2727582988,2032553814,0,1322035,10681560904,41246530,0,2476850,111013421,87039968,0,0,0,0,509928,10909568020
4,8,2,14,0,0,0,0,359646,928621769,940891747,146455398,466844704,1281579295,3105415085,600797018,324,617097632,335705988,10358103,746327,40632912,702833495,204811728,0,0,0,1057740,1892844693
4,8,2,15,0,0,0,0,2313881924,2381968833,1062089088,261403785,8319156905,8437282802,3630260313,1067995319,105029,7265003533,307307956,24417693,14593838,338694847,880557706,320873822,0,0,0,15625703,8854294735
4,8,2,16,0,0,0,0,13656555,974498000,2562347234,471491061,35353792,3039552342,9254843588,2006550183,26678,6299982358,30964369279,2716482748,123788,644408284,12528011468,3263724509,0,0,0,61559533,52869613565
4,8,2,17,0,0,0,0,165013453,1014040783,2667290778,496413023,537295534,2864085545,9586805424,2105484564,369858,5390053109,31859057739,2956698947,3000729,512684386,12789905455,3435122956,0,0,0,64922278,53210986869
4,8,2,18,0,0,0,0,144836288,930114736,2481317269,481026454,441384795,2646543982,9004277801,2055840175,303988,5550576576,31537886479,3008645614,1817818,485184235,12692935420,3401789977,0,0,0,62174867,52992401337
4,8,2,19,0,0,0,0,155135634,954584481,2576970216,480645465,498946260,2686825930,9311289441,2050467786,364754,5161111591,31628549988,3032364371,2552522,494253791,12740872009,3415202279,0,0,0,63209097,52761588344
4,8,2,20,0,0,0,0,2393262432,2527955154,1514545551,246149730,7849166568,8897023803,4997812501,908160312,488600,13614235244,1088814637,100425792,13143198,3453898145,2268393752,881347012,0,0,0,26997789,20612259675
4,8,2,21,0,0,0,0,283564734,2001904587,872481630,131181236,21055596,4209152798,2823753733,503266535,503852,1548119249,1110180933,22629815,10724,2250419620,1436861426,80984327,0,0,0,3671983,6360788750
4,8,2,22,0,0,0,0,1971016731,2005203129,1050632922,246651307,8197707293,7012377987,3582374241,1007724702,351914,1312383923,1517006642,67132328,21829272,95666268,2911644749,987869646,0,0,0,7428617,6741338318
4,8,2,23,0,0,0,0,660936503,1321790280,917049775,129750081,273254853,4192373210,2950935462,498219828,1317240,1538739439,1273740412,21639712,720656,2147297498,1479849298,80713427,0,0,0,3939873,6452550986
4,8,2,24,0,0,0,0,117026751,794355949,2582843006,480699843,242403277,2412024900,9337786355,2056189999,397076,3739507956,29817092039,2464820278,1267960,492674647,12541629352,3238121954,0,0,0,62112674,48846059160
4,8,2,25,0,0,0,0,344214947,768031184,2467425424,461487171,1038370374,2466011088,8961482250,1976114030,590273,3646649816,30167986351,2291441729,4593046,460968941,12521120506,3075632892,0,0,0,58469011,48682440961
4,8,2,26,0,0,0,0,528988065,827168382,2652244660,474236817,1714493705,2620665711,9509713789,2009124999,489621,3786520433,30446024260,2281906616,6273339,464701023,12556802344,3083181258,0,0,0,60199271,49060414454
4,8,2,27,0,0,0,0,11846852,878005286,2394325228,455728097,31127131,2761239150,8729132191,1959149196,11795,6453366567,29556827109,2507853128,67782,576353868,12345926878,3078344217,0,0,0,60031815,51050686946
4,8,2,28,0,0,0,0,653081509,722788541,950561698,153088089,2310995293,2294504168,3176807150,620965097,190045,258879587,1235350848,33211576,11459821,45830798,2352632630,558803702,0,0,0,2198932,4435421874
4,8,2,29,0,0,0,0,3276959,652509008,998431144,148551329,242450,1992511852,3303680822,602253829,6304,169491045,1368472392,31219427,284,50130803,2360769340,541996241,0,0,0,1897462,4472548899
4,8,2,30,0,0,0,0,1597046774,2632227551,921785432,160262847,5841040676,7098826139,3080520674,635928674,301154,5180964565,887631336,26480119,23459075,3825700198,1808747663,536687054,0,0,0,19844647,11915734047
4,8,2,31,0,0,0,0,1707355248,2600718767,946724145,173865720,6653033195,6903710110,3192581342,698527072,496040,4640171800,1112213422,35240865,42340823,2882731090,2040527057,576932219,0,0,0,17102002,10997810804
4,8,2,32,0,0,0,0,111892303,821842611,2545039685,492803112,239378983,2529015792,9188139315,2096486141,349242,3828044621,29901107499,2505010782,1429436,517858443,12526605540,3259275381,0,0,0,63231061,49049110896
4,8,2,33,0,0,0,0,112657129,835762848,2693786963,495376766,236355293,2533091769,9662179127,2100004494,376737,3691012408,29999516218,2454322873,1184376,500715502,12468541321,3233533006,0,0,0,63164388,48832357379
4,8,2,34,0,0,0,0,506884849,820434860,2611322406,470857553,1624220816,2614561457,9421010381,2005103479,452638,3699968037,30326151217,2268467649,5440658,470013537,12433122494,3079328002,0,0,0,60631815,48782655238
4,8,2,35,0,0,0,0,13087295,1021286345,2643881080,485178839,38858116,3183594198,9489600631,2051470862,15215,6712865910,30100522832,2529942468,109065,601919678,12351550214,3109154977,0,0,0,62794207,51868072027
4,8,2,36,0,0,0,0,1298379863,2611033184,935953696,158840372,5000059399,6112643369,3139547574,630491362,239470,5834182970,821699500,25867589,11991241,4024713526,1727898510,520004396,0,0,0,20226256,12529786257
4,8,2,37,0,0,0,0,2804092884,721140123,1008099122,213007294,9229615952,2353243268,3329184995,808826985,1143316,489152325,1029734485,35751491,60201411,8679993,2235629081,559641386,0,0,0,3595549,4302629029
4,8,2,38,0,0,0,0,2106215545,807893768,1059865597,211153688,7708467014,2665964315,3536073296,802148978,757559,435997432,1363714204,35800876,80515287,13318342,2435408996,565643949,0,0,0,4818668,4836433413
4,8,2,39,0,0,0,0,2008922079,1631258303,975869197,173424837,7438567705,5197669638,3241433718,697184890,901002,1443599782,1056476484,32065135,92695726,902794496,2234827842,579681752,0,0,0,10013551,6197879893
4,7,2,0,0,0,0,0,2846988,532496159,565006541,121247373,211002,1227584113,1908938541,459189621,464,46455621,312037957,7970704,1,2118107,39143102,9766929,0,0,0,116440,413220863
4,7,2,1,0,0,0,0,1847436919,621735827,367587131,0,3900777369,1823231400,1087254546,0,863844,11396537330,20830955,0,3071176,16837094,3399904,0,0,0,0,149997,11424186088
4,7,2,2,0,0,0,0,1822838123,615015141,365232000,0,3863349560,1802942886,1078878664,0,1112662,11587495852,21833322,0,5739384,17425812,3619422,0,0,0,0,157284,11619560186
4,7,2,3,0,0,0,0,419287429,1028556344,703198647,0,1534239557,2526394528,1696084049,0,44234,16233246298,247327102,0,1831475,24005405,6199073,0,0,0,0,277143,16483477690
4,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,7,0,0,0,0,184360467,936081032,1532483601,377974185,428803612,2853550642,5316268620,1379784659,9045,7305543521,6288320058,451502564,60990,23904450,125051669,36679193,0,0,0,7846281,13772856394
4,7,2,8,0,0,0,0,1122639784,1430583403,527090672,116346243,4279204611,5043570224,1770346910,433185656,61142,388032612,1370519595,18070767,5035524,7595674,94697647,24387664,0,0,0,684824,1874033057
4,7,2,9,0,0,0,0,748314608,1710186649,459502769,103403608,3156263162,5752922713,1505955649,387567831,26057,521068557,1155626923,15579978,3701632,9048526,78256750,22199057,0,0,0,646692,1777985659
4,7,2,10,0,0,0,0,509756688,1343162797,902534971,0,1846981118,3238836834,2149093248,0,9326,15861010010,287004866,0,322166,29225733,9239763,0,0,0,0,414714,16142814661
4,7,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,2,14,0,0,0,0,185386563,947141513,1507891016,375596786,431288839,2880854416,5268028964,1379369897,65257,6423764910,14356030087,951131972,486220,50664275,393742766,119937501,0,0,0,10107707,21559762852
