sg,sr,sg,dg,dr,dc,color,value
7,4,14,7,3,14,k,0.001529
8,4,14,8,3,14,k,0.008108
9,4,14,9,3,14,k,0.007506
10,4,14,10,3,14,k,0.008585
11,4,14,11,3,14,k,0.012911
12,4,14,12,3,14,k,0.013783
13,4,14,13,3,14,k,0.010465
14,4,14,14,3,14,k,0.008448
0,4,14,0,4,0,g,0.699633
1,4,14,1,4,0,g,0.660606
2,4,14,2,4,0,g,0.670038
3,4,14,3,4,0,g,0.668883
4,4,14,4,4,0,g,0.664801
5,4,14,5,4,0,g,0.673066
6,4,14,6,4,0,g,0.652810
7,4,14,7,4,0,g,0.011821
8,4,14,8,4,0,g,0.014950
9,4,14,9,4,0,g,0.014630
10,4,14,10,4,0,g,0.007644
11,4,14,11,4,0,g,0.008803
12,4,14,12,4,0,g,0.014786
13,4,14,13,4,0,g,0.011350
14,4,14,14,4,0,g,0.008266
0,4,14,0,4,1,g,0.777391
1,4,14,1,4,1,g,0.748574
2,4,14,2,4,1,g,0.745243
3,4,14,3,4,1,g,0.761911
4,4,14,4,4,1,g,0.750365
5,4,14,5,4,1,g,0.758857
6,4,14,6,4,1,g,0.757099
7,4,14,7,4,1,g,0.026133
8,4,14,8,4,1,g,0.012677
9,4,14,9,4,1,g,0.010718
10,4,14,10,4,1,g,0.009049
11,4,14,11,4,1,g,0.012783
12,4,14,12,4,1,g,0.012776
13,4,14,13,4,1,g,0.012459
14,4,14,14,4,1,g,0.011661
0,4,14,0,4,2,g,0.730648
1,4,14,1,4,2,g,0.736673
2,4,14,2,4,2,g,0.726089
3,4,14,3,4,2,g,0.732101
4,4,14,4,4,2,g,0.719935
5,4,14,5,4,2,g,0.733084
6,4,14,6,4,2,g,0.726639
7,4,14,7,4,2,g,0.021510
8,4,14,8,4,2,g,0.010101
9,4,14,9,4,2,g,0.012030
10,4,14,10,4,2,g,0.008214
11,4,14,11,4,2,g,0.012809
12,4,14,12,4,2,g,0.014077
13,4,14,13,4,2,g,0.011799
14,4,14,14,4,2,g,0.009287
0,4,14,0,4,3,g,0.528631
1,4,14,1,4,3,g,0.584839
2,4,14,2,4,3,g,0.530879
3,4,14,3,4,3,g,0.521633
4,4,14,4,4,3,g,0.545298
5,4,14,5,4,3,g,0.538474
6,4,14,6,4,3,g,0.536604
7,4,14,7,4,3,g,0.025384
8,4,14,8,4,3,g,0.011475
9,4,14,9,4,3,g,0.007016
10,4,14,10,4,3,g,0.005094
11,4,14,11,4,3,g,0.010160
12,4,14,12,4,3,g,0.010942
13,4,14,13,4,3,g,0.010523
14,4,14,14,4,3,g,0.007451
0,4,14,0,4,4,g,0.616923
1,4,14,1,4,4,g,0.597393
2,4,14,2,4,4,g,0.640932
3,4,14,3,4,4,g,0.582493
4,4,14,4,4,4,g,0.602430
5,4,14,5,4,4,g,0.616375
6,4,14,6,4,4,g,0.609632
7,4,14,7,4,4,g,0.019983
8,4,14,8,4,4,g,0.006022
9,4,14,9,4,4,g,0.008985
10,4,14,10,4,4,g,0.007217
11,4,14,11,4,4,g,0.009825
12,4,14,12,4,4,g,0.012234
13,4,14,13,4,4,g,0.012150
14,4,14,14,4,4,g,0.010770
0,4,14,0,4,5,g,0.728305
1,4,14,1,4,5,g,0.720359
2,4,14,2,4,5,g,0.726535
3,4,14,3,4,5,g,0.726780
4,4,14,4,4,5,g,0.716148
5,4,14,5,4,5,g,0.726037
6,4,14,6,4,5,g,0.717287
7,4,14,7,4,5,g,0.024213
8,4,14,8,4,5,g,0.015313
9,4,14,9,4,5,g,0.027922
10,4,14,10,4,5,g,0.004322
11,4,14,11,4,5,g,0.006159
12,4,14,12,4,5,g,0.011471
13,4,14,13,4,5,g,0.014942
14,4,14,14,4,5,g,0.012305
0,4,14,0,4,6,g,0.723295
1,4,14,1,4,6,g,0.710877
2,4,14,2,4,6,g,0.717506
3,4,14,3,4,6,g,0.719717
4,4,14,4,4,6,g,0.715066
5,4,14,5,4,6,g,0.727585
6,4,14,6,4,6,g,0.712811
7,4,14,7,4,6,g,0.015574
8,4,14,8,4,6,g,0.012359
9,4,14,9,4,6,g,0.008299
10,4,14,10,4,6,g,0.009248
11,4,14,11,4,6,g,0.007186
12,4,14,12,4,6,g,0.008312
13,4,14,13,4,6,g,0.010533
14,4,14,14,4,6,g,0.009732
0,4,14,0,4,7,g,0.727886
1,4,14,1,4,7,g,0.719507
2,4,14,2,4,7,g,0.720849
3,4,14,3,4,7,g,0.721530
4,4,14,4,4,7,g,0.715907
5,4,14,5,4,7,g,0.722332
6,4,14,6,4,7,g,0.722354
7,4,14,7,4,7,g,0.020055
8,4,14,8,4,7,g,0.021456
9,4,14,9,4,7,g,0.011288
10,4,14,10,4,7,g,0.006217
11,4,14,11,4,7,g,0.009142
12,4,14,12,4,7,g,0.008604
13,4,14,13,4,7,g,0.011656
14,4,14,14,4,7,g,0.011842
0,4,14,0,4,8,g,0.594682
1,4,14,1,4,8,g,0.572536
2,4,14,2,4,8,g,0.561243
3,4,14,3,4,8,g,0.596538
4,4,14,4,4,8,g,0.661739
5,4,14,5,4,8,g,0.572188
6,4,14,6,4,8,g,0.597359
7,4,14,7,4,8,g,0.015970
8,4,14,8,4,8,g,0.010399
9,4,14,9,4,8,g,0.010829
10,4,14,10,4,8,g,0.007911
11,4,14,11,4,8,g,0.006952
12,4,14,12,4,8,g,0.007844
13,4,14,13,4,8,g,0.015908
14,4,14,14,4,8,g,0.007971
0,4,14,0,4,9,g,0.518488
1,4,14,1,4,9,g,0.515495
2,4,14,2,4,9,g,0.535211
3,4,14,3,4,9,g,0.490409
4,4,14,4,4,9,g,0.596089
5,4,14,5,4,9,g,0.505760
6,4,14,6,4,9,g,0.520114
7,4,14,7,4,9,g,0.013502
8,4,14,8,4,9,g,0.010998
9,4,14,9,4,9,g,0.008796
10,4,14,10,4,9,g,0.005590
11,4,14,11,4,9,g,0.008804
12,4,14,12,4,9,g,0.011327
13,4,14,13,4,9,g,0.012187
14,4,14,14,4,9,g,0.010247
0,4,14,0,4,10,g,0.737509
1,4,14,1,4,10,g,0.724397
2,4,14,2,4,10,g,0.728585
3,4,14,3,4,10,g,0.730716
4,4,14,4,4,10,g,0.723954
5,4,14,5,4,10,g,0.736839
6,4,14,6,4,10,g,0.724356
7,4,14,7,4,10,g,0.011162
8,4,14,8,4,10,g,0.010655
9,4,14,9,4,10,g,0.013290
10,4,14,10,4,10,g,0.010060
11,4,14,11,4,10,g,0.008992
12,4,14,12,4,10,g,0.013572
13,4,14,13,4,10,g,0.007437
14,4,14,14,4,10,g,0.011223
0,4,14,0,4,11,g,0.761633
1,4,14,1,4,11,g,0.764437
2,4,14,2,4,11,g,0.762346
3,4,14,3,4,11,g,0.766681
4,4,14,4,4,11,g,0.753099
5,4,14,5,4,11,g,0.786661
6,4,14,6,4,11,g,0.757585
7,4,14,7,4,11,g,0.002534
8,4,14,8,4,11,g,0.011385
9,4,14,9,4,11,g,0.009232
10,4,14,10,4,11,g,0.008478
11,4,14,11,4,11,g,0.009321
12,4,14,12,4,11,g,0.016583
13,4,14,13,4,11,g,0.011931
14,4,14,14,4,11,g,0.011627
0,4,14,0,4,12,g,0.673515
1,4,14,1,4,12,g,0.675518
2,4,14,2,4,12,g,0.670698
3,4,14,3,4,12,g,0.684021
4,4,14,4,4,12,g,0.670908
5,4,14,5,4,12,g,0.675550
6,4,14,6,4,12,g,0.685827
7,4,14,7,4,12,g,0.003818
8,4,14,8,4,12,g,0.006886
9,4,14,9,4,12,g,0.009707
10,4,14,10,4,12,g,0.008474
11,4,14,11,4,12,g,0.012576
12,4,14,12,4,12,g,0.009679
13,4,14,13,4,12,g,0.008340
14,4,14,14,4,12,g,0.009503
0,4,14,0,4,13,g,0.657632
1,4,14,1,4,13,g,0.658936
2,4,14,2,4,13,g,0.664944
3,4,14,3,4,13,g,0.672340
4,4,14,4,4,13,g,0.660883
5,4,14,5,4,13,g,0.643538
6,4,14,6,4,13,g,0.651203
7,4,14,7,4,13,g,0.001623
8,4,14,8,4,13,g,0.015879
9,4,14,9,4,13,g,0.005770
10,4,14,10,4,13,g,0.007961
11,4,14,11,4,13,g,0.009597
12,4,14,12,4,13,g,0.009262
13,4,14,13,4,13,g,0.012518
14,4,14,14,4,13,g,0.007879
0,4,14,0,4,15,g,0.651581
1,4,14,1,4,15,g,0.652066
2,4,14,2,4,15,g,0.643471
3,4,14,3,4,15,g,0.643850
4,4,14,4,4,15,g,0.658240
5,4,14,5,4,15,g,0.641893
6,4,14,6,4,15,g,0.649594
7,4,14,7,4,15,g,0.000000
8,4,14,8,4,15,g,0.018673
9,4,14,9,4,15,g,0.006043
10,4,14,10,4,15,g,0.007131
11,4,14,11,4,15,g,0.011438
12,4,14,12,4,15,g,0.009742
13,4,14,13,4,15,g,0.011723
14,4,14,14,4,15,g,0.010865
0,4,14,0,5,14,k,0.688941
1,4,14,1,5,14,k,0.691308
2,4,14,2,5,14,k,0.694268
3,4,14,3,5,14,k,0.692549
4,4,14,4,5,14,k,0.686667
5,4,14,5,5,14,k,0.710061
6,4,14,6,5,14,k,0.676395
7,4,14,7,5,14,k,0.003148
8,4,14,8,5,14,k,0.015178
9,4,14,9,5,14,k,0.006038
10,4,14,10,5,14,k,0.005105
11,4,14,11,5,14,k,0.007258
12,4,14,12,5,14,k,0.014734
13,4,14,13,5,14,k,0.008360
14,4,14,14,5,14,k,0.007158
0,4,14,0,5,14,k,0.672285
1,4,14,1,5,14,k,0.692958
2,4,14,2,5,14,k,0.694461
3,4,14,3,5,14,k,0.692606
4,4,14,4,5,14,k,0.684008
5,4,14,5,5,14,k,0.699181
6,4,14,6,5,14,k,0.682646
7,4,14,7,5,14,k,0.001543
8,4,14,8,5,14,k,0.011873
9,4,14,9,5,14,k,0.009398
10,4,14,10,5,14,k,0.009541
11,4,14,11,5,14,k,0.008482
12,4,14,12,5,14,k,0.014766
13,4,14,13,5,14,k,0.010447
14,4,14,14,5,14,k,0.011196
0,4,14,0,5,14,k,0.694893
1,4,14,1,5,14,k,0.699586
2,4,14,2,5,14,k,0.695406
3,4,14,3,5,14,k,0.698989
4,4,14,4,5,14,k,0.687052
5,4,14,5,5,14,k,0.704528
6,4,14,6,5,14,k,0.680774
7,4,14,7,5,14,k,0.001245
8,4,14,8,5,14,k,0.013457
9,4,14,9,5,14,k,0.008209
10,4,14,10,5,14,k,0.007396
11,4,14,11,5,14,k,0.005463
12,4,14,12,5,14,k,0.011040
13,4,14,13,5,14,k,0.009959
14,4,14,14,5,14,k,0.005151
0,4,15,0,0,15,k,0.478815
1,4,15,1,0,15,k,0.475320
2,4,15,2,0,15,k,0.491339
3,4,15,3,0,15,k,0.466245
4,4,15,4,0,15,k,0.511974
5,4,15,5,0,15,k,0.501417
6,4,15,6,0,15,k,0.502077
7,4,15,7,0,15,k,0.158153
8,4,15,8,0,15,k,0.007517
9,4,15,9,0,15,k,0.007838
10,4,15,10,0,15,k,0.006975
11,4,15,11,0,15,k,0.013759
12,4,15,12,0,15,k,0.014236
13,4,15,13,0,15,k,0.007683
14,4,15,14,0,15,k,0.014268
0,4,15,0,0,15,k,0.475192
1,4,15,1,0,15,k,0.475439
2,4,15,2,0,15,k,0.484850
3,4,15,3,0,15,k,0.460079
4,4,15,4,0,15,k,0.483919
5,4,15,5,0,15,k,0.486650
6,4,15,6,0,15,k,0.498958
7,4,15,7,0,15,k,0.156787
8,4,15,8,0,15,k,0.011760
9,4,15,9,0,15,k,0.005923
10,4,15,10,0,15,k,0.006196
11,4,15,11,0,15,k,0.011647
12,4,15,12,0,15,k,0.011130
13,4,15,13,0,15,k,0.015674
14,4,15,14,0,15,k,0.007765
0,4,15,0,0,15,k,0.488053
1,4,15,1,0,15,k,0.495520
2,4,15,2,0,15,k,0.492508
3,4,15,3,0,15,k,0.481523
4,4,15,4,0,15,k,0.494189
5,4,15,5,0,15,k,0.493247
6,4,15,6,0,15,k,0.489537
7,4,15,7,0,15,k,0.168215
8,4,15,8,0,15,k,0.009723
9,4,15,9,0,15,k,0.009318
10,4,15,10,0,15,k,0.004151
11,4,15,11,0,15,k,0.007703
12,4,15,12,0,15,k,0.010669
13,4,15,13,0,15,k,0.011810
14,4,15,14,0,15,k,0.003377
0,4,15,0,1,15,k,0.467022
1,4,15,1,1,15,k,0.480190
2,4,15,2,1,15,k,0.475534
3,4,15,3,1,15,k,0.469404
4,4,15,4,1,15,k,0.455457
5,4,15,5,1,15,k,0.451305
6,4,15,6,1,15,k,0.470552
7,4,15,7,1,15,k,0.001937
8,4,15,8,1,15,k,0.010404
9,4,15,9,1,15,k,0.007881
10,4,15,10,1,15,k,0.005171
11,4,15,11,1,15,k,0.007101
12,4,15,12,1,15,k,0.011231
13,4,15,13,1,15,k,0.007714
14,4,15,14,1,15,k,0.006133
0,4,15,0,1,15,k,0.471366
1,4,15,1,1,15,k,0.476985
2,4,15,2,1,15,k,0.456857
3,4,15,3,1,15,k,0.477718
4,4,15,4,1,15,k,0.460359
5,4,15,5,1,15,k,0.484161
6,4,15,6,1,15,k,0.466063
7,4,15,7,1,15,k,0.001932
8,4,15,8,1,15,k,0.013487
9,4,15,9,1,15,k,0.010481
10,4,15,10,1,15,k,0.007550
11,4,15,11,1,15,k,0.007157
12,4,15,12,1,15,k,0.008909
13,4,15,13,1,15,k,0.009849
14,4,15,14,1,15,k,0.006560
0,4,15,0,1,15,k,0.495233
1,4,15,1,1,15,k,0.475372
2,4,15,2,1,15,k,0.475795
3,4,15,3,1,15,k,0.459146
4,4,15,4,1,15,k,0.486863
5,4,15,5,1,15,k,0.466124
6,4,15,6,1,15,k,0.468285
7,4,15,7,1,15,k,0.001777
8,4,15,8,1,15,k,0.007876
9,4,15,9,1,15,k,0.009248
10,4,15,10,1,15,k,0.006563
11,4,15,11,1,15,k,0.012419
12,4,15,12,1,15,k,0.009114
13,4,15,13,1,15,k,0.014657
14,4,15,14,1,15,k,0.012260
0,4,15,0,2,15,k,0.484006
1,4,15,1,2,15,k,0.482005
2,4,15,2,2,15,k,0.477384
3,4,15,3,2,15,k,0.449362
4,4,15,4,2,15,k,0.496558
5,4,15,5,2,15,k,0.464632
6,4,15,6,2,15,k,0.457188
7,4,15,7,2,15,k,0.003030
8,4,15,8,2,15,k,0.010300
9,4,15,9,2,15,k,0.010202
10,4,15,10,2,15,k,0.007472
11,4,15,11,2,15,k,0.009075
12,4,15,12,2,15,k,0.009742
13,4,15,13,2,15,k,0.011021
14,4,15,14,2,15,k,0.006043
0,4,15,0,2,15,k,0.461478
1,4,15,1,2,15,k,0.452409
2,4,15,2,2,15,k,0.481951
3,4,15,3,2,15,k,0.469799
4,4,15,4,2,15,k,0.446017
5,4,15,5,2,15,k,0.447051
6,4,15,6,2,15,k,0.491614
7,4,15,7,2,15,k,0.002716
8,4,15,8,2,15,k,0.010748
9,4,15,9,2,15,k,0.009287
10,4,15,10,2,15,k,0.009175
11,4,15,11,2,15,k,0.006476
12,4,15,12,2,15,k,0.009302
13,4,15,13,2,15,k,0.012470
14,4,15,14,2,15,k,0.008115
0,4,15,0,2,15,k,0.465066
1,4,15,1,2,15,k,0.447952
2,4,15,2,2,15,k,0.472959
3,4,15,3,2,15,k,0.479499
4,4,15,4,2,15,k,0.468513
5,4,15,5,2,15,k,0.468028
6,4,15,6,2,15,k,0.455797
7,4,15,7,2,15,k,0.004500
8,4,15,8,2,15,k,0.011774
9,4,15,9,2,15,k,0.006195
10,4,15,10,2,15,k,0.008813
11,4,15,11,2,15,k,0.007177
12,4,15,12,2,15,k,0.010954
13,4,15,13,2,15,k,0.008590
14,4,15,14,2,15,k,0.008002
0,4,15,0,3,15,k,0.550505
1,4,15,1,3,15,k,0.560423
2,4,15,2,3,15,k,0.530407
3,4,15,3,3,15,k,0.545386
4,4,15,4,3,15,k,0.539540
5,4,15,5,3,15,k,0.518811
6,4,15,6,3,15,k,0.547428
7,4,15,7,3,15,k,0.001499
8,4,15,8,3,15,k,0.018451
9,4,15,9,3,15,k,0.007242
10,4,15,10,3,15,k,0.005739
11,4,15,11,3,15,k,0.010353
12,4,15,12,3,15,k,0.006608
13,4,15,13,3,15,k,0.013058
14,4,15,14,3,15,k,0.006256
0,4,15,0,3,15,k,0.533845
1,4,15,1,3,15,k,0.541465
2,4,15,2,3,15,k,0.545501
3,4,15,3,3,15,k,0.540292
4,4,15,4,3,15,k,0.535024
5,4,15,5,3,15,k,0.532242
6,4,15,6,3,15,k,0.541659
7,4,15,7,3,15,k,0.000946
8,4,15,8,3,15,k,0.007475
9,4,15,9,3,15,k,0.011095
10,4,15,10,3,15,k,0.005953
11,4,15,11,3,15,k,0.005598
12,4,15,12,3,15,k,0.011956
13,4,15,13,3,15,k,0.008191
14,4,15,14,3,15,k,0.012560
0,4,15,0,3,15,k,0.546354
1,4,15,1,3,15,k,0.542724
2,4,15,2,3,15,k,0.514697
3,4,15,3,3,15,k,0.557509
4,4,15,4,3,15,k,0.557011
5,4,15,5,3,15,k,0.539123
6,4,15,6,3,15,k,0.522933
7,4,15,7,3,15,k,0.000626
8,4,15,8,3,15,k,0.009147
9,4,15,9,3,15,k,0.007048
10,4,15,10,3,15,k,0.008242
11,4,15,11,3,15,k,0.008766
12,4,15,12,3,15,k,0.007527
13,4,15,13,3,15,k,0.010827
14,4,15,14,3,15,k,0.008851
0,4,15,0,4,0,g,0.711517
1,4,15,1,4,0,g,0.652469
2,4,15,2,4,0,g,0.686996
3,4,15,3,4,0,g,0.703551
4,4,15,4,4,0,g,0.673350
5,4,15,5,4,0,g,0.693119
6,4,15,6,4,0,g,0.671479
7,4,15,7,4,0,g,0.010480
8,4,15,8,4,0,g,0.010522
9,4,15,9,4,0,g,0.014053
10,4,15,10,4,0,g,0.009709
11,4,15,11,4,0,g,0.009823
12,4,15,12,4,0,g,0.009479
13,4,15,13,4,0,g,0.012627
14,4,15,14,4,0,g,0.009449
0,4,15,0,4,1,g,0.685824
1,4,15,1,4,1,g,0.680487
2,4,15,2,4,1,g,0.657402
3,4,15,3,4,1,g,0.676581
4,4,15,4,4,1,g,0.663761
5,4,15,5,4,1,g,0.670122
6,4,15,6,4,1,g,0.671710
7,4,15,7,4,1,g,0.019734
8,4,15,8,4,1,g,0.016192
9,4,15,9,4,1,g,0.009382
10,4,15,10,4,1,g,0.005298
11,4,15,11,4,1,g,0.009661
12,4,15,12,4,1,g,0.012033
13,4,15,13,4,1,g,0.008883
14,4,15,14,4,1,g,0.012675
0,4,15,0,4,2,g,0.750477
1,4,15,1,4,2,g,0.782086
2,4,15,2,4,2,g,0.743862
3,4,15,3,4,2,g,0.762846
4,4,15,4,4,2,g,0.761997
5,4,15,5,4,2,g,0.753595
6,4,15,6,4,2,g,0.757263
7,4,15,7,4,2,g,0.033188
8,4,15,8,4,2,g,0.011789
9,4,15,9,4,2,g,0.010115
10,4,15,10,4,2,g,0.007038
11,4,15,11,4,2,g,0.013804
12,4,15,12,4,2,g,0.011743
13,4,15,13,4,2,g,0.010125
14,4,15,14,4,2,g,0.008453
0,4,15,0,4,3,g,0.726173
1,4,15,1,4,3,g,0.722883
2,4,15,2,4,3,g,0.730178
3,4,15,3,4,3,g,0.730848
4,4,15,4,4,3,g,0.727363
5,4,15,5,4,3,g,0.725631
6,4,15,6,4,3,g,0.723904
7,4,15,7,4,3,g,0.015220
8,4,15,8,4,3,g,0.014901
9,4,15,9,4,3,g,0.011612
10,4,15,10,4,3,g,0.007397
11,4,15,11,4,3,g,0.015227
12,4,15,12,4,3,g,0.016811
13,4,15,13,4,3,g,0.013765
14,4,15,14,4,3,g,0.005557
0,4,15,0,4,4,g,0.526395
1,4,15,1,4,4,g,0.567989
2,4,15,2,4,4,g,0.576696
3,4,15,3,4,4,g,0.524390
4,4,15,4,4,4,g,0.536104
5,4,15,5,4,4,g,0.537346
6,4,15,6,4,4,g,0.548507
7,4,15,7,4,4,g,0.022839
8,4,15,8,4,4,g,0.009857
9,4,15,9,4,4,g,0.008042
10,4,15,10,4,4,g,0.006673
11,4,15,11,4,4,g,0.008483
12,4,15,12,4,4,g,0.010094
13,4,15,13,4,4,g,0.010805
14,4,15,14,4,4,g,0.007871
0,4,15,0,4,5,g,0.584331
1,4,15,1,4,5,g,0.561489
2,4,15,2,4,5,g,0.650105
3,4,15,3,4,5,g,0.583143
4,4,15,4,4,5,g,0.577967
5,4,15,5,4,5,g,0.594552
6,4,15,6,4,5,g,0.592584
7,4,15,7,4,5,g,0.019385
8,4,15,8,4,5,g,0.007901
9,4,15,9,4,5,g,0.011422
10,4,15,10,4,5,g,0.004853
11,4,15,11,4,5,g,0.017391
12,4,15,12,4,5,g,0.009046
13,4,15,13,4,5,g,0.012114
14,4,15,14,4,5,g,0.011951
0,4,15,0,4,6,g,0.720183
1,4,15,1,4,6,g,0.724088
2,4,15,2,4,6,g,0.719207
3,4,15,3,4,6,g,0.710181
4,4,15,4,4,6,g,0.721074
5,4,15,5,4,6,g,0.718576
6,4,15,6,4,6,g,0.718859
7,4,15,7,4,6,g,0.020097
8,4,15,8,4,6,g,0.012697
9,4,15,9,4,6,g,0.008895
10,4,15,10,4,6,g,0.008019
11,4,15,11,4,6,g,0.007986
12,4,15,12,4,6,g,0.008504
13,4,15,13,4,6,g,0.008998
14,4,15,14,4,6,g,0.008453
0,4,15,0,4,7,g,0.716547
1,4,15,1,4,7,g,0.725754
2,4,15,2,4,7,g,0.716522
3,4,15,3,4,7,g,0.709743
4,4,15,4,4,7,g,0.723626
5,4,15,5,4,7,g,0.718079
6,4,15,6,4,7,g,0.726250
7,4,15,7,4,7,g,0.020472
8,4,15,8,4,7,g,0.008046
9,4,15,9,4,7,g,0.011021
10,4,15,10,4,7,g,0.007022
11,4,15,11,4,7,g,0.007013
12,4,15,12,4,7,g,0.009476
13,4,15,13,4,7,g,0.017348
14,4,15,14,4,7,g,0.012749
0,4,15,0,4,8,g,0.721520
1,4,15,1,4,8,g,0.725669
2,4,15,2,4,8,g,0.719665
3,4,15,3,4,8,g,0.724528
4,4,15,4,4,8,g,0.706173
5,4,15,5,4,8,g,0.722776
6,4,15,6,4,8,g,0.725567
7,4,15,7,4,8,g,0.014462
8,4,15,8,4,8,g,0.010058
9,4,15,9,4,8,g,0.008931
10,4,15,10,4,8,g,0.006075
11,4,15,11,4,8,g,0.011311
12,4,15,12,4,8,g,0.010002
13,4,15,13,4,8,g,0.006246
14,4,15,14,4,8,g,0.008239
0,4,15,0,4,9,g,0.615656
1,4,15,1,4,9,g,0.599875
2,4,15,2,4,9,g,0.611550
3,4,15,3,4,9,g,0.592458
4,4,15,4,4,9,g,0.655883
5,4,15,5,4,9,g,0.581933
6,4,15,6,4,9,g,0.603894
7,4,15,7,4,9,g,0.013447
8,4,15,8,4,9,g,0.009315
9,4,15,9,4,9,g,0.007983
10,4,15,10,4,9,g,0.005666
11,4,15,11,4,9,g,0.016219
12,4,15,12,4,9,g,0.006946
13,4,15,13,4,9,g,0.010279
14,4,15,14,4,9,g,0.011250
0,4,15,0,4,10,g,0.539712
1,4,15,1,4,10,g,0.515441
2,4,15,2,4,10,g,0.512998
3,4,15,3,4,10,g,0.497932
4,4,15,4,4,10,g,0.515117
5,4,15,5,4,10,g,0.608954
6,4,15,6,4,10,g,0.519119
7,4,15,7,4,10,g,0.007793
8,4,15,8,4,10,g,0.008096
9,4,15,9,4,10,g,0.009433
10,4,15,10,4,10,g,0.004255
11,4,15,11,4,10,g,0.012651
12,4,15,12,4,10,g,0.010178
13,4,15,13,4,10,g,0.010182
14,4,15,14,4,10,g,0.008067
0,4,15,0,4,11,g,0.732131
1,4,15,1,4,11,g,0.734071
2,4,15,2,4,11,g,0.724245
3,4,15,3,4,11,g,0.731224
4,4,15,4,4,11,g,0.720282
5,4,15,5,4,11,g,0.716168
6,4,15,6,4,11,g,0.724819
7,4,15,7,4,11,g,0.001867
8,4,15,8,4,11,g,0.024867
9,4,15,9,4,11,g,0.007018
10,4,15,10,4,11,g,0.006795
11,4,15,11,4,11,g,0.007383
12,4,15,12,4,11,g,0.011786
13,4,15,13,4,11,g,0.009664
14,4,15,14,4,11,g,0.006446
0,4,15,0,4,12,g,0.768562
1,4,15,1,4,12,g,0.760683
2,4,15,2,4,12,g,0.754201
3,4,15,3,4,12,g,0.771464
4,4,15,4,4,12,g,0.760047
5,4,15,5,4,12,g,0.768171
6,4,15,6,4,12,g,0.761222
7,4,15,7,4,12,g,0.003145
8,4,15,8,4,12,g,0.014418
9,4,15,9,4,12,g,0.009998
10,4,15,10,4,12,g,0.007399
11,4,15,11,4,12,g,0.010761
12,4,15,12,4,12,g,0.010836
13,4,15,13,4,12,g,0.015213
14,4,15,14,4,12,g,0.011058
0,4,15,0,4,13,g,0.673355
1,4,15,1,4,13,g,0.682610
2,4,15,2,4,13,g,0.676868
3,4,15,3,4,13,g,0.678591
4,4,15,4,4,13,g,0.678598
5,4,15,5,4,13,g,0.671933
6,4,15,6,4,13,g,0.686769
7,4,15,7,4,13,g,0.001971
8,4,15,8,4,13,g,0.010598
9,4,15,9,4,13,g,0.008112
10,4,15,10,4,13,g,0.007165
11,4,15,11,4,13,g,0.011646
12,4,15,12,4,13,g,0.009298
13,4,15,13,4,13,g,0.012960
14,4,15,14,4,13,g,0.007439
0,4,15,0,4,14,g,0.657408
1,4,15,1,4,14,g,0.644178
2,4,15,2,4,14,g,0.655100
3,4,15,3,4,14,g,0.650019
4,4,15,4,4,14,g,0.645430
5,4,15,5,4,14,g,0.644937
6,4,15,6,4,14,g,0.636192
7,4,15,7,4,14,g,0.000000
8,4,15,8,4,14,g,0.012363
9,4,15,9,4,14,g,0.009039
10,4,15,10,4,14,g,0.008596
11,4,15,11,4,14,g,0.010250
12,4,15,12,4,14,g,0.014227
13,4,15,13,4,14,g,0.011596
14,4,15,14,4,14,g,0.008175
0,4,15,0,5,15,k,0.687114
1,4,15,1,5,15,k,0.699741
2,4,15,2,5,15,k,0.686488
3,4,15,3,5,15,k,0.688566
4,4,15,4,5,15,k,0.695075
5,4,15,5,5,15,k,0.702400
6,4,15,6,5,15,k,0.694902
7,4,15,7,5,15,k,0.002555
8,4,15,8,5,15,k,0.010304
9,4,15,9,5,15,k,0.008656
10,4,15,10,5,15,k,0.007085
11,4,15,11,5,15,k,0.008532
12,4,15,12,5,15,k,0.011822
13,4,15,13,5,15,k,0.009508
14,4,15,14,5,15,k,0.010274
0,4,15,0,5,15,k,0.691859
1,4,15,1,5,15,k,0.700660
2,4,15,2,5,15,k,0.689881
3,4,15,3,5,15,k,0.695988
4,4,15,4,5,15,k,0.694690
5,4,15,5,5,15,k,0.701538
6,4,15,6,5,15,k,0.692956
7,4,15,7,5,15,k,0.002661
8,4,15,8,5,15,k,0.009408
9,4,15,9,5,15,k,0.005919
10,4,15,10,5,15,k,0.007430
11,4,15,11,5,15,k,0.006056
12,4,15,12,5,15,k,0.015566
13,4,15,13,5,15,k,0.009226
14,4,15,14,5,15,k,0.011418
0,4,15,0,5,15,k,0.691309
1,4,15,1,5,15,k,0.701121
2,4,15,2,5,15,k,0.689093
3,4,15,3,5,15,k,0.699242
4,4,15,4,5,15,k,0.694572
5,4,15,5,5,15,k,0.702728
6,4,15,6,5,15,k,0.692941
7,4,15,7,5,15,k,0.003271
8,4,15,8,5,15,k,0.007948
9,4,15,9,5,15,k,0.009154
10,4,15,10,5,15,k,0.006346
11,4,15,11,5,15,k,0.007766
12,4,15,12,5,15,k,0.008511
13,4,15,13,5,15,k,0.012961
14,4,15,14,5,15,k,0.007274
0,5,0,0,0,0,k,0.523301
1,5,0,1,0,0,k,0.539041
2,5,0,2,0,0,k,0.531830
3,5,0,3,0,0,k,0.512953
4,5,0,4,0,0,k,0.508820
5,5,0,5,0,0,k,0.477117
6,5,0,6,0,0,k,0.514794
