sg,sr,sg,dg,dr,dc,color,ratio
6,2,2,6,0,2,k,0.001529
7,2,2,7,0,2,k,0.003041
8,2,2,8,0,2,k,0.000687
9,2,2,9,0,2,k,0.000980
10,2,2,10,0,2,k,0.000894
11,2,2,11,0,2,k,0.003326
12,2,2,12,0,2,k,0.002945
13,2,2,13,0,2,k,0.002321
14,2,2,14,0,2,k,0.002775
0,2,2,0,1,2,k,0.495237
1,2,2,1,1,2,k,0.394382
2,2,2,2,1,2,k,0.001871
3,2,2,3,1,2,k,0.002922
4,2,2,4,1,2,k,0.002008
5,2,2,5,1,2,k,0.002135
6,2,2,6,1,2,k,0.001856
7,2,2,7,1,2,k,0.002759
8,2,2,8,1,2,k,0.002141
9,2,2,9,1,2,k,0.001498
10,2,2,10,1,2,k,0.001234
11,2,2,11,1,2,k,0.001690
12,2,2,12,1,2,k,0.001827
13,2,2,13,1,2,k,0.000827
14,2,2,14,1,2,k,0.002128
0,2,2,0,1,2,k,0.453848
1,2,2,1,1,2,k,0.430009
2,2,2,2,1,2,k,0.002573
3,2,2,3,1,2,k,0.003557
4,2,2,4,1,2,k,0.001814
5,2,2,5,1,2,k,0.002080
6,2,2,6,1,2,k,0.001433
7,2,2,7,1,2,k,0.002037
8,2,2,8,1,2,k,0.001463
9,2,2,9,1,2,k,0.000948
10,2,2,10,1,2,k,0.000890
11,2,2,11,1,2,k,0.002066
12,2,2,12,1,2,k,0.003415
13,2,2,13,1,2,k,0.001216
14,2,2,14,1,2,k,0.001320
0,2,2,0,1,2,k,0.487719
1,2,2,1,1,2,k,0.410084
2,2,2,2,1,2,k,0.000681
3,2,2,3,1,2,k,0.001838
4,2,2,4,1,2,k,0.002229
5,2,2,5,1,2,k,0.001238
6,2,2,6,1,2,k,0.001953
7,2,2,7,1,2,k,0.001881
8,2,2,8,1,2,k,0.001087
9,2,2,9,1,2,k,0.000797
10,2,2,10,1,2,k,0.001838
11,2,2,11,1,2,k,0.002611
12,2,2,12,1,2,k,0.000710
13,2,2,13,1,2,k,0.001171
14,2,2,14,1,2,k,0.002067
0,2,2,0,2,0,g,0.661671
1,2,2,1,2,0,g,0.544821
2,2,2,2,2,0,g,0.001683
3,2,2,3,2,0,g,0.005613
4,2,2,4,2,0,g,0.004895
5,2,2,5,2,0,g,0.003474
6,2,2,6,2,0,g,0.004643
7,2,2,7,2,0,g,0.005944
8,2,2,8,2,0,g,0.006266
9,2,2,9,2,0,g,0.003921
10,2,2,10,2,0,g,0.002989
11,2,2,11,2,0,g,0.003805
12,2,2,12,2,0,g,0.003414
13,2,2,13,2,0,g,0.002501
14,2,2,14,2,0,g,0.002787
0,2,2,0,2,1,g,0.724333
1,2,2,1,2,1,g,0.578859
2,2,2,2,2,1,g,0.009097
3,2,2,3,2,1,g,0.003876
4,2,2,4,2,1,g,0.004572
5,2,2,5,2,1,g,0.002586
6,2,2,6,2,1,g,0.004724
7,2,2,7,2,1,g,0.002762
8,2,2,8,2,1,g,0.003254
9,2,2,9,2,1,g,0.001199
10,2,2,10,2,1,g,0.003184
11,2,2,11,2,1,g,0.005703
12,2,2,12,2,1,g,0.005557
13,2,2,13,2,1,g,0.002868
14,2,2,14,2,1,g,0.004034
0,2,2,0,2,3,g,0.722588
1,2,2,1,2,3,g,0.575324
2,2,2,2,2,3,g,0.007877
3,2,2,3,2,3,g,0.003904
4,2,2,4,2,3,g,0.004901
5,2,2,5,2,3,g,0.003019
6,2,2,6,2,3,g,0.003240
7,2,2,7,2,3,g,0.002164
8,2,2,8,2,3,g,0.004988
9,2,2,9,2,3,g,0.002280
10,2,2,10,2,3,g,0.005269
11,2,2,11,2,3,g,0.003199
12,2,2,12,2,3,g,0.004061
13,2,2,13,2,3,g,0.002888
14,2,2,14,2,3,g,0.003810
0,2,2,0,2,4,g,0.664383
1,2,2,1,2,4,g,0.538373
2,2,2,2,2,4,g,0.001064
3,2,2,3,2,4,g,0.001343
4,2,2,4,2,4,g,0.001159
5,2,2,5,2,4,g,0.000683
6,2,2,6,2,4,g,0.002754
7,2,2,7,2,4,g,0.004228
8,2,2,8,2,4,g,0.002019
9,2,2,9,2,4,g,0.001476
10,2,2,10,2,4,g,0.001688
11,2,2,11,2,4,g,0.001515
12,2,2,12,2,4,g,0.000997
13,2,2,13,2,4,g,0.002595
14,2,2,14,2,4,g,0.002202
0,2,2,0,2,5,g,0.559796
1,2,2,1,2,5,g,0.510170
2,2,2,2,2,5,g,0.000671
3,2,2,3,2,5,g,0.001973
4,2,2,4,2,5,g,0.001710
5,2,2,5,2,5,g,0.001794
6,2,2,6,2,5,g,0.001905
7,2,2,7,2,5,g,0.002307
8,2,2,8,2,5,g,0.003236
9,2,2,9,2,5,g,0.000779
10,2,2,10,2,5,g,0.000631
11,2,2,11,2,5,g,0.003272
12,2,2,12,2,5,g,0.003116
13,2,2,13,2,5,g,0.001286
14,2,2,14,2,5,g,0.000834
0,2,2,0,2,6,g,0.704214
1,2,2,1,2,6,g,0.565023
2,2,2,2,2,6,g,0.001950
3,2,2,3,2,6,g,0.001186
4,2,2,4,2,6,g,0.001063
5,2,2,5,2,6,g,0.001441
6,2,2,6,2,6,g,0.002963
7,2,2,7,2,6,g,0.002440
8,2,2,8,2,6,g,0.005508
9,2,2,9,2,6,g,0.001454
10,2,2,10,2,6,g,0.001312
11,2,2,11,2,6,g,0.001958
12,2,2,12,2,6,g,0.001217
13,2,2,13,2,6,g,0.000956
14,2,2,14,2,6,g,0.000602
0,2,2,0,2,7,g,0.697739
1,2,2,1,2,7,g,0.559168
2,2,2,2,2,7,g,0.001237
3,2,2,3,2,7,g,0.003293
4,2,2,4,2,7,g,0.002324
5,2,2,5,2,7,g,0.000551
6,2,2,6,2,7,g,0.001733
7,2,2,7,2,7,g,0.002661
8,2,2,8,2,7,g,0.001176
9,2,2,9,2,7,g,0.003012
10,2,2,10,2,7,g,0.000452
11,2,2,11,2,7,g,0.002448
12,2,2,12,2,7,g,0.002351
13,2,2,13,2,7,g,0.002523
14,2,2,14,2,7,g,0.002456
0,2,2,0,2,8,g,0.692890
1,2,2,1,2,8,g,0.557513
2,2,2,2,2,8,g,0.000791
3,2,2,3,2,8,g,0.004355
4,2,2,4,2,8,g,0.000903
5,2,2,5,2,8,g,0.002732
6,2,2,6,2,8,g,0.003137
7,2,2,7,2,8,g,0.007028
8,2,2,8,2,8,g,0.001961
9,2,2,9,2,8,g,0.000273
10,2,2,10,2,8,g,0.000503
11,2,2,11,2,8,g,0.002284
12,2,2,12,2,8,g,0.002586
13,2,2,13,2,8,g,0.001104
14,2,2,14,2,8,g,0.002414
0,2,2,0,2,9,g,0.696835
1,2,2,1,2,9,g,0.555759
2,2,2,2,2,9,g,0.001432
3,2,2,3,2,9,g,0.001712
4,2,2,4,2,9,g,0.001563
5,2,2,5,2,9,g,0.000607
6,2,2,6,2,9,g,0.002442
7,2,2,7,2,9,g,0.003248
8,2,2,8,2,9,g,0.003025
9,2,2,9,2,9,g,0.000636
10,2,2,10,2,9,g,0.001841
11,2,2,11,2,9,g,0.002659
12,2,2,12,2,9,g,0.001477
13,2,2,13,2,9,g,0.001221
14,2,2,14,2,9,g,0.001735
0,2,2,0,2,10,g,0.698847
1,2,2,1,2,10,g,0.548378
2,2,2,2,2,10,g,0.001301
3,2,2,3,2,10,g,0.002236
4,2,2,4,2,10,g,0.002409
5,2,2,5,2,10,g,0.001456
6,2,2,6,2,10,g,0.001246
7,2,2,7,2,10,g,0.002001
8,2,2,8,2,10,g,0.005889
9,2,2,9,2,10,g,0.001446
10,2,2,10,2,10,g,0.001903
11,2,2,11,2,10,g,0.015079
12,2,2,12,2,10,g,0.001674
13,2,2,13,2,10,g,0.001396
14,2,2,14,2,10,g,0.001843
0,2,2,0,2,11,g,0.696196
1,2,2,1,2,11,g,0.542862
2,2,2,2,2,11,g,0.001254
3,2,2,3,2,11,g,0.002235
4,2,2,4,2,11,g,0.000872
5,2,2,5,2,11,g,0.001950
6,2,2,6,2,11,g,0.001741
7,2,2,7,2,11,g,0.005158
8,2,2,8,2,11,g,0.019634
9,2,2,9,2,11,g,0.000710
10,2,2,10,2,11,g,0.001330
11,2,2,11,2,11,g,0.000949
12,2,2,12,2,11,g,0.002076
13,2,2,13,2,11,g,0.002396
14,2,2,14,2,11,g,0.001550
0,2,2,0,2,12,g,0.693746
1,2,2,1,2,12,g,0.539480
2,2,2,2,2,12,g,0.001109
3,2,2,3,2,12,g,0.002149
4,2,2,4,2,12,g,0.001873
5,2,2,5,2,12,g,0.002490
6,2,2,6,2,12,g,0.001469
7,2,2,7,2,12,g,0.005152
8,2,2,8,2,12,g,0.001357
9,2,2,9,2,12,g,0.001958
10,2,2,10,2,12,g,0.001714
11,2,2,11,2,12,g,0.002559
12,2,2,12,2,12,g,0.001762
13,2,2,13,2,12,g,0.001484
14,2,2,14,2,12,g,0.001113
0,2,2,0,2,13,g,0.695512
1,2,2,1,2,13,g,0.540028
2,2,2,2,2,13,g,0.001899
3,2,2,3,2,13,g,0.002041
4,2,2,4,2,13,g,0.001499
5,2,2,5,2,13,g,0.001945
6,2,2,6,2,13,g,0.001893
7,2,2,7,2,13,g,0.001841
8,2,2,8,2,13,g,0.001289
9,2,2,9,2,13,g,0.001215
10,2,2,10,2,13,g,0.000823
11,2,2,11,2,13,g,0.000957
12,2,2,12,2,13,g,0.001083
13,2,2,13,2,13,g,0.001110
14,2,2,14,2,13,g,0.002182
0,2,2,0,2,14,g,0.700834
1,2,2,1,2,14,g,0.542851
2,2,2,2,2,14,g,0.001341
3,2,2,3,2,14,g,0.002606
4,2,2,4,2,14,g,0.002810
5,2,2,5,2,14,g,0.000826
6,2,2,6,2,14,g,0.001746
7,2,2,7,2,14,g,0.001945
8,2,2,8,2,14,g,0.000481
9,2,2,9,2,14,g,0.001092
10,2,2,10,2,14,g,0.001130
11,2,2,11,2,14,g,0.002430
12,2,2,12,2,14,g,0.001242
13,2,2,13,2,14,g,0.001715
14,2,2,14,2,14,g,0.002095
0,2,2,0,2,15,g,0.621121
1,2,2,1,2,15,g,0.514393
2,2,2,2,2,15,g,0.000833
3,2,2,3,2,15,g,0.001169
4,2,2,4,2,15,g,0.001860
5,2,2,5,2,15,g,0.001978
6,2,2,6,2,15,g,0.001470
7,2,2,7,2,15,g,0.002071
8,2,2,8,2,15,g,0.001886
9,2,2,9,2,15,g,0.000740
10,2,2,10,2,15,g,0.001715
11,2,2,11,2,15,g,0.002853
12,2,2,12,2,15,g,0.000494
13,2,2,13,2,15,g,0.001495
14,2,2,14,2,15,g,0.001544
0,2,2,0,3,2,k,0.466432
1,2,2,1,3,2,k,0.413688
2,2,2,2,3,2,k,0.001366
3,2,2,3,3,2,k,0.003107
4,2,2,4,3,2,k,0.002686
5,2,2,5,3,2,k,0.001127
6,2,2,6,3,2,k,0.001688
7,2,2,7,3,2,k,0.001385
8,2,2,8,3,2,k,0.001282
9,2,2,9,3,2,k,0.000348
10,2,2,10,3,2,k,0.000911
11,2,2,11,3,2,k,0.002010
12,2,2,12,3,2,k,0.004195
13,2,2,13,3,2,k,0.001563
14,2,2,14,3,2,k,0.001390
0,2,2,0,3,2,k,0.470953
1,2,2,1,3,2,k,0.440141
2,2,2,2,3,2,k,0.001614
3,2,2,3,3,2,k,0.001328
4,2,2,4,3,2,k,0.002437
5,2,2,5,3,2,k,0.001050
6,2,2,6,3,2,k,0.001122
7,2,2,7,3,2,k,0.001696
8,2,2,8,3,2,k,0.003392
9,2,2,9,3,2,k,0.000759
10,2,2,10,3,2,k,0.001046
11,2,2,11,3,2,k,0.002304
12,2,2,12,3,2,k,0.002193
13,2,2,13,3,2,k,0.002037
14,2,2,14,3,2,k,0.001412
0,2,2,0,3,2,k,0.498389
1,2,2,1,3,2,k,0.411376
2,2,2,2,3,2,k,0.000744
3,2,2,3,3,2,k,0.002827
4,2,2,4,3,2,k,0.001828
5,2,2,5,3,2,k,0.001956
6,2,2,6,3,2,k,0.003395
7,2,2,7,3,2,k,0.003101
8,2,2,8,3,2,k,0.002077
9,2,2,9,3,2,k,0.000617
10,2,2,10,3,2,k,0.001783
11,2,2,11,3,2,k,0.002600
12,2,2,12,3,2,k,0.002039
13,2,2,13,3,2,k,0.001401
14,2,2,14,3,2,k,0.002260
0,2,2,0,4,2,k,0.460677
1,2,2,1,4,2,k,0.380720
2,2,2,2,4,2,k,0.001077
3,2,2,3,4,2,k,0.002398
4,2,2,4,4,2,k,0.002317
5,2,2,5,4,2,k,0.001809
6,2,2,6,4,2,k,0.001521
7,2,2,7,4,2,k,0.001947
8,2,2,8,4,2,k,0.002347
9,2,2,9,4,2,k,0.000715
10,2,2,10,4,2,k,0.002199
11,2,2,11,4,2,k,0.002008
12,2,2,12,4,2,k,0.002246
13,2,2,13,4,2,k,0.001904
14,2,2,14,4,2,k,0.001976
0,2,2,0,4,2,k,0.472303
1,2,2,1,4,2,k,0.375145
2,2,2,2,4,2,k,0.001053
3,2,2,3,4,2,k,0.001751
4,2,2,4,4,2,k,0.002820
5,2,2,5,4,2,k,0.001191
6,2,2,6,4,2,k,0.003839
7,2,2,7,4,2,k,0.002683
8,2,2,8,4,2,k,0.001096
9,2,2,9,4,2,k,0.001026
10,2,2,10,4,2,k,0.001063
11,2,2,11,4,2,k,0.002367
12,2,2,12,4,2,k,0.001743
13,2,2,13,4,2,k,0.000908
14,2,2,14,4,2,k,0.001437
0,2,2,0,4,2,k,0.483444
1,2,2,1,4,2,k,0.383787
2,2,2,2,4,2,k,0.002639
3,2,2,3,4,2,k,0.002209
4,2,2,4,4,2,k,0.001549
5,2,2,5,4,2,k,0.001677
6,2,2,6,4,2,k,0.001269
7,2,2,7,4,2,k,0.002968
8,2,2,8,4,2,k,0.001747
9,2,2,9,4,2,k,0.000644
10,2,2,10,4,2,k,0.000868
11,2,2,11,4,2,k,0.002253
12,2,2,12,4,2,k,0.002232
13,2,2,13,4,2,k,0.000476
14,2,2,14,4,2,k,0.002861
0,2,2,0,5,2,k,0.472540
1,2,2,1,5,2,k,0.451902
2,2,2,2,5,2,k,0.002356
3,2,2,3,5,2,k,0.002105
4,2,2,4,5,2,k,0.002831
5,2,2,5,5,2,k,0.002757
6,2,2,6,5,2,k,0.001052
7,2,2,7,5,2,k,0.007875
8,2,2,8,5,2,k,0.001250
9,2,2,9,5,2,k,0.002927
10,2,2,10,5,2,k,0.004613
11,2,2,11,5,2,k,0.002856
12,2,2,12,5,2,k,0.003145
13,2,2,13,5,2,k,0.001065
14,2,2,14,5,2,k,0.001509
0,2,2,0,5,2,k,0.502382
1,2,2,1,5,2,k,0.449844
2,2,2,2,5,2,k,0.001661
3,2,2,3,5,2,k,0.004154
4,2,2,4,5,2,k,0.001146
5,2,2,5,5,2,k,0.001958
6,2,2,6,5,2,k,0.001044
7,2,2,7,5,2,k,0.001906
8,2,2,8,5,2,k,0.001003
9,2,2,9,5,2,k,0.000798
10,2,2,10,5,2,k,0.003075
11,2,2,11,5,2,k,0.003608
12,2,2,12,5,2,k,0.002069
13,2,2,13,5,2,k,0.001297
14,2,2,14,5,2,k,0.001268
0,2,2,0,5,2,k,0.461095
1,2,2,1,5,2,k,0.446459
2,2,2,2,5,2,k,0.001368
3,2,2,3,5,2,k,0.001294
4,2,2,4,5,2,k,0.002748
5,2,2,5,5,2,k,0.001294
6,2,2,6,5,2,k,0.002286
7,2,2,7,5,2,k,0.002900
8,2,2,8,5,2,k,0.002907
9,2,2,9,5,2,k,0.004214
10,2,2,10,5,2,k,0.001645
11,2,2,11,5,2,k,0.002260
12,2,2,12,5,2,k,0.002717
13,2,2,13,5,2,k,0.002309
14,2,2,14,5,2,k,0.001833
0,2,3,0,0,3,k,0.471385
1,2,3,1,0,3,k,0.411700
2,2,3,2,0,3,k,0.001152
3,2,3,3,0,3,k,0.003155
4,2,3,4,0,3,k,0.001827
5,2,3,5,0,3,k,0.001305
6,2,3,6,0,3,k,0.002481
7,2,3,7,0,3,k,0.004577
8,2,3,8,0,3,k,0.004953
9,2,3,9,0,3,k,0.000830
10,2,3,10,0,3,k,0.003706
11,2,3,11,0,3,k,0.002432
12,2,3,12,0,3,k,0.002059
13,2,3,13,0,3,k,0.001923
14,2,3,14,0,3,k,0.001697
0,2,3,0,0,3,k,0.486821
1,2,3,1,0,3,k,0.405050
2,2,3,2,0,3,k,0.001788
3,2,3,3,0,3,k,0.002589
4,2,3,4,0,3,k,0.002342
5,2,3,5,0,3,k,0.002449
6,2,3,6,0,3,k,0.002159
7,2,3,7,0,3,k,0.004230
8,2,3,8,0,3,k,0.000949
9,2,3,9,0,3,k,0.000348
10,2,3,10,0,3,k,0.001547
11,2,3,11,0,3,k,0.003185
12,2,3,12,0,3,k,0.001677
13,2,3,13,0,3,k,0.002629
14,2,3,14,0,3,k,0.002869
0,2,3,0,0,3,k,0.480480
1,2,3,1,0,3,k,0.411426
2,2,3,2,0,3,k,0.002532
3,2,3,3,0,3,k,0.002701
4,2,3,4,0,3,k,0.002669
5,2,3,5,0,3,k,0.001644
6,2,3,6,0,3,k,0.002019
7,2,3,7,0,3,k,0.001293
8,2,3,8,0,3,k,0.000859
9,2,3,9,0,3,k,0.001185
10,2,3,10,0,3,k,0.003158
11,2,3,11,0,3,k,0.002911
12,2,3,12,0,3,k,0.002025
13,2,3,13,0,3,k,0.002615
14,2,3,14,0,3,k,0.001845
0,2,3,0,1,3,k,0.487230
1,2,3,1,1,3,k,0.422730
2,2,3,2,1,3,k,0.021544
3,2,3,3,1,3,k,0.001719
4,2,3,4,1,3,k,0.000986
5,2,3,5,1,3,k,0.002329
6,2,3,6,1,3,k,0.001433
7,2,3,7,1,3,k,0.003136
8,2,3,8,1,3,k,0.002485
9,2,3,9,1,3,k,0.001191
10,2,3,10,1,3,k,0.000805
11,2,3,11,1,3,k,0.001617
12,2,3,12,1,3,k,0.001106
13,2,3,13,1,3,k,0.002242
14,2,3,14,1,3,k,0.002150
0,2,3,0,1,3,k,0.488583
1,2,3,1,1,3,k,0.409015
2,2,3,2,1,3,k,0.005217
3,2,3,3,1,3,k,0.002074
4,2,3,4,1,3,k,0.001783
5,2,3,5,1,3,k,0.000701
6,2,3,6,1,3,k,0.002271
7,2,3,7,1,3,k,0.003910
8,2,3,8,1,3,k,0.002223
9,2,3,9,1,3,k,0.002625
10,2,3,10,1,3,k,0.001831
11,2,3,11,1,3,k,0.001793
12,2,3,12,1,3,k,0.002929
13,2,3,13,1,3,k,0.001567
14,2,3,14,1,3,k,0.002404
0,2,3,0,1,3,k,0.473631
1,2,3,1,1,3,k,0.412093
2,2,3,2,1,3,k,0.002312
3,2,3,3,1,3,k,0.001573
4,2,3,4,1,3,k,0.001903
5,2,3,5,1,3,k,0.002385
6,2,3,6,1,3,k,0.001526
7,2,3,7,1,3,k,0.001644
8,2,3,8,1,3,k,0.000909
9,2,3,9,1,3,k,0.000691
10,2,3,10,1,3,k,0.017054
11,2,3,11,1,3,k,0.001750
12,2,3,12,1,3,k,0.002157
13,2,3,13,1,3,k,0.001159
14,2,3,14,1,3,k,0.002666
0,2,3,0,2,0,g,0.559922
1,2,3,1,2,0,g,0.541956
2,2,3,2,2,0,g,0.002664
3,2,3,3,2,0,g,0.004028
4,2,3,4,2,0,g,0.003518
5,2,3,5,2,0,g,0.005111
6,2,3,6,2,0,g,0.004012
7,2,3,7,2,0,g,0.004124
8,2,3,8,2,0,g,0.002365
9,2,3,9,2,0,g,0.002719
10,2,3,10,2,0,g,0.007302
11,2,3,11,2,0,g,0.004881
12,2,3,12,2,0,g,0.004152
13,2,3,13,2,0,g,0.003079
14,2,3,14,2,0,g,0.004613
0,2,3,0,2,1,g,0.667128
1,2,3,1,2,1,g,0.541415
2,2,3,2,2,1,g,0.002952
3,2,3,3,2,1,g,0.003575
4,2,3,4,2,1,g,0.004033
5,2,3,5,2,1,g,0.001896
6,2,3,6,2,1,g,0.004901
7,2,3,7,2,1,g,0.006581
8,2,3,8,2,1,g,0.003659
9,2,3,9,2,1,g,0.001677
10,2,3,10,2,1,g,0.005462
11,2,3,11,2,1,g,0.004418
12,2,3,12,2,1,g,0.003483
13,2,3,13,2,1,g,0.004592
14,2,3,14,2,1,g,0.003052
0,2,3,0,2,2,g,0.717596
1,2,3,1,2,2,g,0.573423
2,2,3,2,2,2,g,0.002802
3,2,3,3,2,2,g,0.004389
4,2,3,4,2,2,g,0.005754
5,2,3,5,2,2,g,0.003002
6,2,3,6,2,2,g,0.002397
7,2,3,7,2,2,g,0.005084
8,2,3,8,2,2,g,0.001574
9,2,3,9,2,2,g,0.003313
10,2,3,10,2,2,g,0.003708
11,2,3,11,2,2,g,0.003552
12,2,3,12,2,2,g,0.004178
13,2,3,13,2,2,g,0.001878
14,2,3,14,2,2,g,0.003761
0,2,3,0,2,4,g,0.712914
1,2,3,1,2,4,g,0.567488
2,2,3,2,2,4,g,0.001864
3,2,3,3,2,4,g,0.001917
4,2,3,4,2,4,g,0.002129
5,2,3,5,2,4,g,0.002673
6,2,3,6,2,4,g,0.001485
7,2,3,7,2,4,g,0.004017
8,2,3,8,2,4,g,0.000780
9,2,3,9,2,4,g,0.000891
10,2,3,10,2,4,g,0.003938
11,2,3,11,2,4,g,0.000919
12,2,3,12,2,4,g,0.001174
13,2,3,13,2,4,g,0.001339
14,2,3,14,2,4,g,0.001192
0,2,3,0,2,5,g,0.665192
1,2,3,1,2,5,g,0.534796
2,2,3,2,2,5,g,0.001581
3,2,3,3,2,5,g,0.002756
4,2,3,4,2,5,g,0.000638
5,2,3,5,2,5,g,0.002064
6,2,3,6,2,5,g,0.002445
7,2,3,7,2,5,g,0.003150
8,2,3,8,2,5,g,0.003344
9,2,3,9,2,5,g,0.000790
10,2,3,10,2,5,g,0.002860
11,2,3,11,2,5,g,0.001198
12,2,3,12,2,5,g,0.001206
13,2,3,13,2,5,g,0.002452
14,2,3,14,2,5,g,0.001989
0,2,3,0,2,6,g,0.559727
1,2,3,1,2,6,g,0.500753
2,2,3,2,2,6,g,0.002624
3,2,3,3,2,6,g,0.001256
4,2,3,4,2,6,g,0.002106
5,2,3,5,2,6,g,0.002056
6,2,3,6,2,6,g,0.001772
7,2,3,7,2,6,g,0.002774
8,2,3,8,2,6,g,0.000311
9,2,3,9,2,6,g,0.000536
10,2,3,10,2,6,g,0.003887
11,2,3,11,2,6,g,0.002127
12,2,3,12,2,6,g,0.002262
13,2,3,13,2,6,g,0.000354
14,2,3,14,2,6,g,0.001140
0,2,3,0,2,7,g,0.700035
1,2,3,1,2,7,g,0.564181
2,2,3,2,2,7,g,0.000866
3,2,3,3,2,7,g,0.001812
4,2,3,4,2,7,g,0.001402
5,2,3,5,2,7,g,0.001680
6,2,3,6,2,7,g,0.001983
7,2,3,7,2,7,g,0.002673
8,2,3,8,2,7,g,0.002612
9,2,3,9,2,7,g,0.000868
10,2,3,10,2,7,g,0.003593
11,2,3,11,2,7,g,0.002298
12,2,3,12,2,7,g,0.002520
13,2,3,13,2,7,g,0.002195
14,2,3,14,2,7,g,0.001886
0,2,3,0,2,8,g,0.693822
1,2,3,1,2,8,g,0.556190
2,2,3,2,2,8,g,0.002071
3,2,3,3,2,8,g,0.001206
4,2,3,4,2,8,g,0.002026
5,2,3,5,2,8,g,0.001204
6,2,3,6,2,8,g,0.001152
7,2,3,7,2,8,g,0.005677
8,2,3,8,2,8,g,0.002122
9,2,3,9,2,8,g,0.000760
10,2,3,10,2,8,g,0.003673
11,2,3,11,2,8,g,0.002223
12,2,3,12,2,8,g,0.001092
13,2,3,13,2,8,g,0.001089
14,2,3,14,2,8,g,0.000880
0,2,3,0,2,9,g,0.693539
1,2,3,1,2,9,g,0.553949
2,2,3,2,2,9,g,0.000980
3,2,3,3,2,9,g,0.001462
4,2,3,4,2,9,g,0.001457
5,2,3,5,2,9,g,0.001870
6,2,3,6,2,9,g,0.001842
7,2,3,7,2,9,g,0.003533
8,2,3,8,2,9,g,0.000633
9,2,3,9,2,9,g,0.000148
10,2,3,10,2,9,g,0.001955
11,2,3,11,2,9,g,0.002247
12,2,3,12,2,9,g,0.001720
13,2,3,13,2,9,g,0.001583
14,2,3,14,2,9,g,0.002284
0,2,3,0,2,10,g,0.695678
1,2,3,1,2,10,g,0.546813
2,2,3,2,2,10,g,0.002390
3,2,3,3,2,10,g,0.001162
4,2,3,4,2,10,g,0.001356
5,2,3,5,2,10,g,0.002227
6,2,3,6,2,10,g,0.002057
7,2,3,7,2,10,g,0.001422
8,2,3,8,2,10,g,0.000634
9,2,3,9,2,10,g,0.001210
10,2,3,10,2,10,g,0.003285
11,2,3,11,2,10,g,0.000718
12,2,3,12,2,10,g,0.001865
13,2,3,13,2,10,g,0.002225
14,2,3,14,2,10,g,0.001967
0,2,3,0,2,11,g,0.696390
1,2,3,1,2,11,g,0.541002
2,2,3,2,2,11,g,0.001491
3,2,3,3,2,11,g,0.002432
4,2,3,4,2,11,g,0.001282
5,2,3,5,2,11,g,0.001964
6,2,3,6,2,11,g,0.001562
7,2,3,7,2,11,g,0.003666
8,2,3,8,2,11,g,0.001431
9,2,3,9,2,11,g,0.000421
10,2,3,10,2,11,g,0.001549
11,2,3,11,2,11,g,0.002626
12,2,3,12,2,11,g,0.002183
13,2,3,13,2,11,g,0.001219
14,2,3,14,2,11,g,0.001747
0,2,3,0,2,12,g,0.693182
1,2,3,1,2,12,g,0.535818
2,2,3,2,2,12,g,0.001280
3,2,3,3,2,12,g,0.001516
4,2,3,4,2,12,g,0.002055
5,2,3,5,2,12,g,0.000984
6,2,3,6,2,12,g,0.001115
7,2,3,7,2,12,g,0.000841
8,2,3,8,2,12,g,0.002442
9,2,3,9,2,12,g,0.000481
10,2,3,10,2,12,g,0.004658
11,2,3,11,2,12,g,0.000764
12,2,3,12,2,12,g,0.000757
13,2,3,13,2,12,g,0.001078
14,2,3,14,2,12,g,0.001869
0,2,3,0,2,13,g,0.692996
1,2,3,1,2,13,g,0.538379
2,2,3,2,2,13,g,0.010793
3,2,3,3,2,13,g,0.001408
4,2,3,4,2,13,g,0.002588
5,2,3,5,2,13,g,0.002018
6,2,3,6,2,13,g,0.002076
7,2,3,7,2,13,g,0.002368
8,2,3,8,2,13,g,0.000900
9,2,3,9,2,13,g,0.001034
10,2,3,10,2,13,g,0.003849
11,2,3,11,2,13,g,0.001386
12,2,3,12,2,13,g,0.000643
13,2,3,13,2,13,g,0.001667
14,2,3,14,2,13,g,0.002334
0,2,3,0,2,14,g,0.694045
1,2,3,1,2,14,g,0.539860
2,2,3,2,2,14,g,0.001589
3,2,3,3,2,14,g,0.001628
4,2,3,4,2,14,g,0.001364
5,2,3,5,2,14,g,0.001481
6,2,3,6,2,14,g,0.001354
7,2,3,7,2,14,g,0.002735
8,2,3,8,2,14,g,0.001940
9,2,3,9,2,14,g,0.000773
10,2,3,10,2,14,g,0.017131
11,2,3,11,2,14,g,0.002336
12,2,3,12,2,14,g,0.001992
13,2,3,13,2,14,g,0.001658
14,2,3,14,2,14,g,0.001557
0,2,3,0,2,15,g,0.697228
1,2,3,1,2,15,g,0.543412
2,2,3,2,2,15,g,0.001171
3,2,3,3,2,15,g,0.002772
4,2,3,4,2,15,g,0.002711
5,2,3,5,2,15,g,0.001479
6,2,3,6,2,15,g,0.001888
7,2,3,7,2,15,g,0.006207
8,2,3,8,2,15,g,0.000565
9,2,3,9,2,15,g,0.000587
10,2,3,10,2,15,g,0.001551
11,2,3,11,2,15,g,0.002107
12,2,3,12,2,15,g,0.001395
13,2,3,13,2,15,g,0.000943
14,2,3,14,2,15,g,0.001485
0,2,3,0,3,3,k,0.495414
1,2,3,1,3,3,k,0.406107
2,2,3,2,3,3,k,0.002712
3,2,3,3,3,3,k,0.003139
4,2,3,4,3,3,k,0.002124
5,2,3,5,3,3,k,0.001622
