sg,sr,sc,sp,dg,dr,dc,dp
7,0,11,39,15,0,15,35
7,1,11,33,15,1,15,34
7,1,11,34,5,1,13,34
7,1,11,35,5,1,13,35
7,1,11,39,15,1,15,35
7,2,11,33,15,2,15,34
7,2,11,34,5,2,13,34
7,2,11,35,5,2,13,35
7,2,11,39,15,2,15,35
7,3,11,33,15,3,15,34
7,3,11,34,5,3,13,34
7,3,11,35,5,3,13,35
7,3,11,39,15,3,15,35
7,4,11,33,15,4,15,34
