sg,sr,sc,sp,color,dg,dr,dc,dp
8,2,5,36,k,8,5,5,23
8,2,5,37,k,8,0,5,29
8,2,5,38,k,8,1,5,38
8,2,5,39,k,8,1,5,31
8,2,6,0,g,8,2,1,8
8,2,6,1,b,3,2,14,5
8,2,6,2,b,3,2,14,6
8,2,6,3,b,13,2,0,3
8,2,6,7,k,8,3,6,14
8,2,6,8,g,8,2,0,0
8,2,6,9,g,8,2,2,0
8,2,6,10,b,13,2,0,10
8,2,6,14,k,8,3,6,7
8,2,6,15,k,8,3,6,15
8,2,6,16,g,8,2,5,19
8,2,6,17,g,8,2,4,8
8,2,6,18,g,8,2,3,8
8,2,6,19,g,8,2,7,16
8,2,6,20,k,8,4,6,22
8,2,6,21,k,8,4,6,21
8,2,6,22,k,8,4,6,20
8,2,6,23,k,8,5,6,36
8,2,6,24,g,8,2,11,37
8,2,6,25,g,8,2,10,30
8,2,6,26,g,8,2,15,36
8,2,6,27,g,8,2,13,38
8,2,6,28,k,8,5,6,28
8,2,6,29,k,8,0,6,37
8,2,6,30,k,8,0,6,30
8,2,6,31,k,8,1,6,39
8,2,6,32,g,8,2,12,39
8,2,6,33,g,8,2,8,38
8,2,6,34,g,8,2,14,29
8,2,6,35,g,8,2,9,28
8,2,6,36,k,8,5,6,23
8,2,6,37,k,8,0,6,29
8,2,6,38,k,8,1,6,38
8,2,6,39,k,8,1,6,31
8,2,7,0,g,8,2,0,9
8,2,7,1,b,3,2,15,5
8,2,7,2,b,3,2,15,6
8,2,7,3,b,13,2,1,3
8,2,7,7,k,8,3,7,14
8,2,7,8,g,8,2,3,17
8,2,7,9,g,8,2,5,18
8,2,7,10,b,13,2,1,10
8,2,7,14,k,8,3,7,7
8,2,7,15,k,8,3,7,15
8,2,7,16,g,8,2,6,19
8,2,7,17,g,8,2,2,8
8,2,7,18,g,8,2,4,17
8,2,7,19,g,8,2,1,18
8,2,7,20,k,8,4,7,22
8,2,7,21,k,8,4,7,21
8,2,7,22,k,8,4,7,20
8,2,7,23,k,8,5,7,36
8,2,7,24,g,8,2,8,37
8,2,7,25,g,8,2,15,30
8,2,7,26,g,8,2,12,38
8,2,7,27,g,8,2,13,39
8,2,7,28,k,8,5,7,28
8,2,7,29,k,8,0,7,37
8,2,7,30,k,8,0,7,30
8,2,7,31,k,8,1,7,39
8,2,7,32,g,8,2,9,39
8,2,7,33,g,8,2,10,38
8,2,7,34,g,8,2,11,39
8,2,7,35,g,8,2,14,28
8,2,7,36,k,8,5,7,23
8,2,7,37,k,8,0,7,29
8,2,7,38,k,8,1,7,38
8,2,7,39,k,8,1,7,31
8,2,8,0,k,8,3,8,0
8,2,8,4,b,14,2,0,10
8,2,8,5,b,4,2,14,5
8,2,8,6,b,4,2,14,6
8,2,8,7,g,8,2,14,15
8,2,8,8,k,8,3,8,9
8,2,8,9,k,8,3,8,8
8,2,8,13,b,14,2,0,3
8,2,8,14,g,8,2,15,7
8,2,8,15,g,8,2,11,21
8,2,8,16,k,8,5,8,16
8,2,8,17,k,8,4,8,17
8,2,8,18,k,8,4,8,19
8,2,8,19,k,8,4,8,18
8,2,8,20,g,8,2,9,23
8,2,8,21,g,8,2,13,22
8,2,8,22,g,8,2,10,22
8,2,8,23,g,8,2,12,21
8,2,8,24,k,8,1,8,24
8,2,8,25,k,8,0,8,34
8,2,8,26,k,8,0,8,26
8,2,8,27,k,8,5,8,35
8,2,8,28,g,8,2,1,35
8,2,8,29,g,8,2,0,26
8,2,8,30,g,8,2,3,32
8,2,8,31,g,8,2,4,33
8,2,8,32,k,8,1,8,33
8,2,8,33,k,8,1,8,32
8,2,8,34,k,8,0,8,25
8,2,8,35,k,8,5,8,27
8,2,8,36,g,8,2,2,33
8,2,8,37,g,8,2,7,24
8,2,8,38,g,8,2,6,33
8,2,8,39,g,8,2,5,32
8,2,9,0,k,8,3,9,0
8,2,9,4,b,14,2,1,10
8,2,9,5,b,4,2,15,5
8,2,9,6,b,4,2,15,6
8,2,9,7,g,8,2,11,14
8,2,9,8,k,8,3,9,9
8,2,9,9,k,8,3,9,8
8,2,9,13,b,14,2,1,3
8,2,9,14,g,8,2,13,7
8,2,9,15,g,8,2,14,7
8,2,9,16,k,8,5,9,16
8,2,9,17,k,8,4,9,17
8,2,9,18,k,8,4,9,19
8,2,9,19,k,8,4,9,18
8,2,9,20,g,8,2,10,23
8,2,9,21,g,8,2,15,20
8,2,9,22,g,8,2,12,7
8,2,9,23,g,8,2,8,20
8,2,9,24,k,8,1,9,24
8,2,9,25,k,8,0,9,34
8,2,9,26,k,8,0,9,26
8,2,9,27,k,8,5,9,35
8,2,9,28,g,8,2,6,35
8,2,9,29,g,8,2,5,26
8,2,9,30,g,8,2,0,27
8,2,9,31,g,8,2,1,25
8,2,9,32,k,8,1,9,33
8,2,9,33,k,8,1,9,32
8,2,9,34,k,8,0,9,25
8,2,9,35,k,8,5,9,27
8,2,9,36,g,8,2,2,32
8,2,9,37,g,8,2,4,24
8,2,9,38,g,8,2,3,33
8,2,9,39,g,8,2,7,32
8,2,10,0,k,8,3,10,0
8,2,10,4,b,15,2,0,10
8,2,10,5,b,5,2,14,5
8,2,10,6,b,5,2,14,6
8,2,10,7,g,8,2,14,14
8,2,10,8,k,8,3,10,9
8,2,10,9,k,8,3,10,8
8,2,10,13,b,15,2,0,3
8,2,10,14,g,8,2,12,14
8,2,10,15,g,8,2,15,22
8,2,10,16,k,8,5,10,16
8,2,10,17,k,8,4,10,17
8,2,10,18,k,8,4,10,19
8,2,10,19,k,8,4,10,18
8,2,10,20,g,8,2,11,23
8,2,10,21,g,8,2,13,15
8,2,10,22,g,8,2,8,22
8,2,10,23,g,8,2,9,20
8,2,10,24,k,8,1,10,24
8,2,10,25,k,8,0,10,34
8,2,10,26,k,8,0,10,26
8,2,10,27,k,8,5,10,35
8,2,10,28,g,8,2,2,26
8,2,10,29,g,8,2,1,24
8,2,10,30,g,8,2,6,25
8,2,10,31,g,8,2,4,32
8,2,10,32,k,8,1,10,33
8,2,10,33,k,8,1,10,32
8,2,10,34,k,8,0,10,25
8,2,10,35,k,8,5,10,27
8,2,10,36,g,8,2,3,27
8,2,10,37,g,8,2,0,35
8,2,10,38,g,8,2,7,33
8,2,10,39,g,8,2,5,33
8,2,11,0,k,8,3,11,0
8,2,11,4,b,15,2,1,10
8,2,11,5,b,5,2,15,5
8,2,11,6,b,5,2,15,6
8,2,11,7,g,8,2,13,14
8,2,11,8,k,8,3,11,9
8,2,11,9,k,8,3,11,8
8,2,11,13,b,15,2,1,3
8,2,11,14,g,8,2,9,7
8,2,11,15,g,8,2,14,21
8,2,11,16,k,8,5,11,16
8,2,11,17,k,8,4,11,17
8,2,11,18,k,8,4,11,19
8,2,11,19,k,8,4,11,18
8,2,11,20,g,8,2,12,23
8,2,11,21,g,8,2,8,15
8,2,11,22,g,8,2,15,15
8,2,11,23,g,8,2,10,20
8,2,11,24,k,8,1,11,24
8,2,11,25,k,8,0,11,34
8,2,11,26,k,8,0,11,26
8,2,11,27,k,8,5,11,35
8,2,11,28,g,8,2,4,35
8,2,11,29,g,8,2,1,33
8,2,11,30,g,8,2,3,35
8,2,11,31,g,8,2,0,25
8,2,11,32,k,8,1,11,33
8,2,11,33,k,8,1,11,32
8,2,11,34,k,8,0,11,25
8,2,11,35,k,8,5,11,27
8,2,11,36,g,8,2,2,27
8,2,11,37,g,8,2,6,24
8,2,11,38,g,8,2,5,34
8,2,11,39,g,8,2,7,34
8,2,12,0,k,8,3,12,0
8,2,12,5,b,6,2,14,5
8,2,12,6,b,6,2,14,6
8,2,12,7,g,8,2,9,22
8,2,12,8,k,8,3,12,9
8,2,12,9,k,8,3,12,8
8,2,12,14,g,8,2,10,14
8,2,12,15,g,8,2,14,22
8,2,12,16,k,8,5,12,16
8,2,12,17,k,8,4,12,17
8,2,12,18,k,8,4,12,19
8,2,12,19,k,8,4,12,18
8,2,12,20,g,8,2,13,23
8,2,12,21,g,8,2,8,23
8,2,12,22,g,8,2,15,21
8,2,12,23,g,8,2,11,20
8,2,12,24,k,8,1,12,24
8,2,12,25,k,8,0,12,34
8,2,12,26,k,8,0,12,26
8,2,12,27,k,8,5,12,35
8,2,12,28,g,8,2,4,26
8,2,12,29,g,8,2,3,25
8,2,12,30,g,8,2,1,34
8,2,12,31,g,8,2,2,25
8,2,12,32,k,8,1,12,33
8,2,12,33,k,8,1,12,32
8,2,12,34,k,8,0,12,25
8,2,12,35,k,8,5,12,27
8,2,12,36,g,8,2,5,27
8,2,12,37,g,8,2,0,24
8,2,12,38,g,8,2,7,26
8,2,12,39,g,8,2,6,32
8,2,13,0,k,8,3,13,0
8,2,13,5,b,6,2,15,5
8,2,13,6,b,6,2,15,6
8,2,13,7,g,8,2,9,14
8,2,13,8,k,8,3,13,9
8,2,13,9,k,8,3,13,8
8,2,13,14,g,8,2,11,7
8,2,13,15,g,8,2,10,21
8,2,13,16,k,8,5,13,16
8,2,13,17,k,8,4,13,17
8,2,13,18,k,8,4,13,19
8,2,13,19,k,8,4,13,18
8,2,13,20,g,8,2,14,23
8,2,13,21,g,8,2,15,14
8,2,13,22,g,8,2,8,21
8,2,13,23,g,8,2,12,20
8,2,13,24,k,8,1,13,24
8,2,13,25,k,8,0,13,34
8,2,13,26,k,8,0,13,26
8,2,13,27,k,8,5,13,35
8,2,13,28,g,8,2,1,26
8,2,13,29,g,8,2,3,34
8,2,13,30,g,8,2,5,35
8,2,13,31,g,8,2,0,32
8,2,13,32,k,8,1,13,33
8,2,13,33,k,8,1,13,32
8,2,13,34,k,8,0,13,25
8,2,13,35,k,8,5,13,27
8,2,13,36,g,8,2,4,27
8,2,13,37,g,8,2,2,24
8,2,13,38,g,8,2,6,27
8,2,13,39,g,8,2,7,27
8,2,14,0,k,8,3,14,0
8,2,14,5,b,7,2,14,5
8,2,14,6,b,7,2,14,6
8,2,14,7,g,8,2,9,15
8,2,14,8,k,8,3,14,9
8,2,14,9,k,8,3,14,8
8,2,14,14,g,8,2,10,7
8,2,14,15,g,8,2,8,7
8,2,14,16,k,8,5,14,16
8,2,14,17,k,8,4,14,17
8,2,14,18,k,8,4,14,19
8,2,14,19,k,8,4,14,18
8,2,14,20,g,8,2,15,23
8,2,14,21,g,8,2,11,15
8,2,14,22,g,8,2,12,15
8,2,14,23,g,8,2,13,20
8,2,14,24,k,8,1,14,24
8,2,14,25,k,8,0,14,34
8,2,14,26,k,8,0,14,26
8,2,14,27,k,8,5,14,35
8,2,14,28,g,8,2,7,35
8,2,14,29,g,8,2,6,34
8,2,14,30,g,8,2,2,35
8,2,14,31,g,8,2,3,26
8,2,14,32,k,8,1,14,33
8,2,14,33,k,8,1,14,32
8,2,14,34,k,8,0,14,25
8,2,14,35,k,8,5,14,27
8,2,14,36,g,8,2,1,27
8,2,14,37,g,8,2,5,25
8,2,14,38,g,8,2,0,33
8,2,14,39,g,8,2,4,25
8,2,15,0,k,8,3,15,0
8,2,15,5,b,7,2,15,5
8,2,15,6,b,7,2,15,6
8,2,15,7,g,8,2,8,14
8,2,15,8,k,8,3,15,9
8,2,15,9,k,8,3,15,8
8,2,15,14,g,8,2,13,21
8,2,15,15,g,8,2,11,22
8,2,15,16,k,8,5,15,16
8,2,15,17,k,8,4,15,17
8,2,15,18,k,8,4,15,19
8,2,15,19,k,8,4,15,18
8,2,15,20,g,8,2,9,21
8,2,15,21,g,8,2,12,22
8,2,15,22,g,8,2,10,15
8,2,15,23,g,8,2,14,20
8,2,15,24,k,8,1,15,24
8,2,15,25,k,8,0,15,34
8,2,15,26,k,8,0,15,26
8,2,15,27,k,8,5,15,35
8,2,15,28,g,8,2,5,24
8,2,15,29,g,8,2,4,34
8,2,15,30,g,8,2,7,25
8,2,15,31,g,8,2,0,34
8,2,15,32,k,8,1,15,33
8,2,15,33,k,8,1,15,32
8,2,15,34,k,8,0,15,25
8,2,15,35,k,8,5,15,27
8,2,15,36,g,8,2,6,26
8,2,15,37,g,8,2,3,24
8,2,15,38,g,8,2,2,34
8,2,15,39,g,8,2,1,32
8,3,0,0,g,8,3,6,8
8,3,0,1,b,0,3,14,5
8,3,0,2,b,0,3,14,6
8,3,0,3,b,9,3,0,3
8,3,0,7,k,8,2,0,14
8,3,0,8,g,8,3,2,17
8,3,0,9,g,8,3,7,0
8,3,0,10,b,9,3,0,10
8,3,0,14,k,8,2,0,7
8,3,0,15,k,8,2,0,15
8,3,0,16,g,8,3,4,18
8,3,0,17,g,8,3,3,18
8,3,0,18,g,8,3,5,17
8,3,0,19,g,8,3,1,16
8,3,0,20,k,8,1,0,7
8,3,0,21,k,8,1,0,15
8,3,0,22,k,8,1,0,14
8,3,0,23,k,8,0,0,36
8,3,0,24,g,8,3,12,37
8,3,0,25,g,8,3,11,31
8,3,0,26,g,8,3,8,29
8,3,0,27,g,8,3,9,30
8,3,0,28,k,8,0,0,28
8,3,0,29,k,8,5,0,37
8,3,0,30,k,8,5,0,30
8,3,0,31,k,8,4,0,37
8,3,0,32,g,8,3,13,31
8,3,0,33,g,8,3,14,38
8,3,0,34,g,8,3,15,31
8,3,0,35,g,8,3,10,37
8,3,0,36,k,8,0,0,23
8,3,0,37,k,8,5,0,29
8,3,0,38,k,8,4,0,30
8,3,0,39,k,8,4,0,29
8,3,1,0,g,8,3,3,9
8,3,1,1,b,0,3,15,5
8,3,1,2,b,0,3,15,6
8,3,1,3,b,9,3,1,3
8,3,1,7,k,8,2,1,14
8,3,1,8,g,8,3,6,0
8,3,1,9,g,8,3,5,0
8,3,1,10,b,9,3,1,10
8,3,1,14,k,8,2,1,7
8,3,1,15,k,8,2,1,15
8,3,1,16,g,8,3,0,19
8,3,1,17,g,8,3,4,0
8,3,1,18,g,8,3,7,19
8,3,1,19,g,8,3,2,16
8,3,1,20,k,8,1,1,7
8,3,1,21,k,8,1,1,15
8,3,1,22,k,8,1,1,14
8,3,1,23,k,8,0,1,36
8,3,1,24,g,8,3,10,29
8,3,1,25,g,8,3,9,31
8,3,1,26,g,8,3,13,28
8,3,1,27,g,8,3,14,36
8,3,1,28,k,8,0,1,28
8,3,1,29,k,8,5,1,37
8,3,1,30,k,8,5,1,30
8,3,1,31,k,8,4,1,37
8,3,1,32,g,8,3,15,39
8,3,1,33,g,8,3,11,29
8,3,1,34,g,8,3,12,30
8,3,1,35,g,8,3,8,28
8,3,1,36,k,8,0,1,23
8,3,1,37,k,8,5,1,29
8,3,1,38,k,8,4,1,30
8,3,1,39,k,8,4,1,29
8,3,2,0,g,8,3,6,9
8,3,2,1,b,1,3,14,5
8,3,2,2,b,1,3,14,6
8,3,2,3,b,10,3,0,3
8,3,2,7,k,8,2,2,14
8,3,2,8,g,8,3,7,17
8,3,2,9,g,8,3,4,9
8,3,2,10,b,10,3,0,10
8,3,2,14,k,8,2,2,7
8,3,2,15,k,8,2,2,15
8,3,2,16,g,8,3,1,19
8,3,2,17,g,8,3,0,8
8,3,2,18,g,8,3,5,8
8,3,2,19,g,8,3,3,16
8,3,2,20,k,8,1,2,7
8,3,2,21,k,8,1,2,15
8,3,2,22,k,8,1,2,14
8,3,2,23,k,8,0,2,36
8,3,2,24,g,8,3,13,37
8,3,2,25,g,8,3,12,31
8,3,2,26,g,8,3,10,28
8,3,2,27,g,8,3,11,36
8,3,2,28,k,8,0,2,28
8,3,2,29,k,8,5,2,37
8,3,2,30,k,8,5,2,30
8,3,2,31,k,8,4,2,37
8,3,2,32,g,8,3,9,36
8,3,2,33,g,8,3,8,36
8,3,2,34,g,8,3,15,38
8,3,2,35,g,8,3,14,30
8,3,2,36,k,8,0,2,23
8,3,2,37,k,8,5,2,29
8,3,2,38,k,8,4,2,30
8,3,2,39,k,8,4,2,29
8,3,3,0,g,8,3,5,9
8,3,3,1,b,1,3,15,5
8,3,3,2,b,1,3,15,6
8,3,3,3,b,10,3,1,3
8,3,3,7,k,8,2,3,14
8,3,3,8,g,8,3,6,18
8,3,3,9,g,8,3,1,0
8,3,3,10,b,10,3,1,10
8,3,3,14,k,8,2,3,7
8,3,3,15,k,8,2,3,15
8,3,3,16,g,8,3,2,19
8,3,3,17,g,8,3,7,8
8,3,3,18,g,8,3,0,17
8,3,3,19,g,8,3,4,16
8,3,3,20,k,8,1,3,7
8,3,3,21,k,8,1,3,15
8,3,3,22,k,8,1,3,14
8,3,3,23,k,8,0,3,36
8,3,3,24,g,8,3,15,37
8,3,3,25,g,8,3,12,29
8,3,3,26,g,8,3,14,31
8,3,3,27,g,8,3,10,36
8,3,3,28,k,8,0,3,28
8,3,3,29,k,8,5,3,37
8,3,3,30,k,8,5,3,30
8,3,3,31,k,8,4,3,37
8,3,3,32,g,8,3,8,30
8,3,3,33,g,8,3,9,38
8,3,3,34,g,8,3,13,29
8,3,3,35,g,8,3,11,30
8,3,3,36,k,8,0,3,23
8,3,3,37,k,8,5,3,29
8,3,3,38,k,8,4,3,30
8,3,3,39,k,8,4,3,29
8,3,4,0,g,8,3,1,17
8,3,4,1,b,2,3,14,5
8,3,4,2,b,2,3,14,6
8,3,4,3,b,11,3,0,3
8,3,4,7,k,8,2,4,14
8,3,4,8,g,8,3,6,17
8,3,4,9,g,8,3,2,9
8,3,4,10,b,11,3,0,10
8,3,4,14,k,8,2,4,7
8,3,4,15,k,8,2,4,15
8,3,4,16,g,8,3,3,19
8,3,4,17,g,8,3,7,18
8,3,4,18,g,8,3,0,16
8,3,4,19,g,8,3,5,16
8,3,4,20,k,8,1,4,7
8,3,4,21,k,8,1,4,15
8,3,4,22,k,8,1,4,14
8,3,4,23,k,8,0,4,36
8,3,4,24,g,8,3,9,37
8,3,4,25,g,8,3,14,39
8,3,4,26,g,8,3,12,28
8,3,4,27,g,8,3,13,36
8,3,4,28,k,8,0,4,28
8,3,4,29,k,8,5,4,37
8,3,4,30,k,8,5,4,30
8,3,4,31,k,8,4,4,37
8,3,4,32,g,8,3,10,31
8,3,4,33,g,8,3,8,31
8,3,4,34,g,8,3,15,29
8,3,4,35,g,8,3,11,28
8,3,4,36,k,8,0,4,23
8,3,4,37,k,8,5,4,29
8,3,4,38,k,8,4,4,30
8,3,4,39,k,8,4,4,29
8,3,5,0,g,8,3,1,9
8,3,5,1,b,2,3,15,5
8,3,5,2,b,2,3,15,6
8,3,5,3,b,11,3,1,3
8,3,5,7,k,8,2,5,14
8,3,5,8,g,8,3,2,18
8,3,5,9,g,8,3,3,0
8,3,5,10,b,11,3,1,10
8,3,5,14,k,8,2,5,7
8,3,5,15,k,8,2,5,15
8,3,5,16,g,8,3,4,19
8,3,5,17,g,8,3,0,18
8,3,5,18,g,8,3,7,9
8,3,5,19,g,8,3,6,16
8,3,5,20,k,8,1,5,7
8,3,5,21,k,8,1,5,15
8,3,5,22,k,8,1,5,14
8,3,5,23,k,8,0,5,36
8,3,5,24,g,8,3,15,28
8,3,5,25,g,8,3,14,37
8,3,5,26,g,8,3,9,29
8,3,5,27,g,8,3,12,36
8,3,5,28,k,8,0,5,28
8,3,5,29,k,8,5,5,37
8,3,5,30,k,8,5,5,30
8,3,5,31,k,8,4,5,37
8,3,5,32,g,8,3,8,39
8,3,5,33,g,8,3,10,39
8,3,5,34,g,8,3,11,38
8,3,5,35,g,8,3,13,30
8,3,5,36,k,8,0,5,23
8,3,5,37,k,8,5,5,29
8,3,5,38,k,8,4,5,30
8,3,5,39,k,8,4,5,29
8,3,6,0,g,8,3,1,8
8,3,6,1,b,3,3,14,5
8,3,6,2,b,3,3,14,6
8,3,6,3,b,13,3,0,3
8,3,6,7,k,8,2,6,14
8,3,6,8,g,8,3,0,0
8,3,6,9,g,8,3,2,0
8,3,6,10,b,13,3,0,10
8,3,6,14,k,8,2,6,7
8,3,6,15,k,8,2,6,15
8,3,6,16,g,8,3,5,19
8,3,6,17,g,8,3,4,8
8,3,6,18,g,8,3,3,8
8,3,6,19,g,8,3,7,16
8,3,6,20,k,8,1,6,7
8,3,6,21,k,8,1,6,15
8,3,6,22,k,8,1,6,14
8,3,6,23,k,8,0,6,36
8,3,6,24,g,8,3,11,37
8,3,6,25,g,8,3,10,30
8,3,6,26,g,8,3,15,36
8,3,6,27,g,8,3,13,38
8,3,6,28,k,8,0,6,28
8,3,6,29,k,8,5,6,37
8,3,6,30,k,8,5,6,30
8,3,6,31,k,8,4,6,37
8,3,6,32,g,8,3,12,39
8,3,6,33,g,8,3,8,38
8,3,6,34,g,8,3,14,29
8,3,6,35,g,8,3,9,28
8,3,6,36,k,8,0,6,23
8,3,6,37,k,8,5,6,29
8,3,6,38,k,8,4,6,30
8,3,6,39,k,8,4,6,29
8,3,7,0,g,8,3,0,9
8,3,7,1,b,3,3,15,5
8,3,7,2,b,3,3,15,6
8,3,7,3,b,13,3,1,3
8,3,7,7,k,8,2,7,14
8,3,7,8,g,8,3,3,17
8,3,7,9,g,8,3,5,18
8,3,7,10,b,13,3,1,10
8,3,7,14,k,8,2,7,7
8,3,7,15,k,8,2,7,15
8,3,7,16,g,8,3,6,19
8,3,7,17,g,8,3,2,8
8,3,7,18,g,8,3,4,17
8,3,7,19,g,8,3,1,18
8,3,7,20,k,8,1,7,7
8,3,7,21,k,8,1,7,15
8,3,7,22,k,8,1,7,14
8,3,7,23,k,8,0,7,36
8,3,7,24,g,8,3,8,37
8,3,7,25,g,8,3,15,30
8,3,7,26,g,8,3,12,38
8,3,7,27,g,8,3,13,39
8,3,7,28,k,8,0,7,28
8,3,7,29,k,8,5,7,37
8,3,7,30,k,8,5,7,30
8,3,7,31,k,8,4,7,37
8,3,7,32,g,8,3,9,39
8,3,7,33,g,8,3,10,38
8,3,7,34,g,8,3,11,39
8,3,7,35,g,8,3,14,28
8,3,7,36,k,8,0,7,23
8,3,7,37,k,8,5,7,29
8,3,7,38,k,8,4,7,30
8,3,7,39,k,8,4,7,29
8,3,8,0,k,8,2,8,0
8,3,8,4,b,14,3,0,10
8,3,8,5,b,4,3,14,5
8,3,8,6,b,4,3,14,6
8,3,8,7,g,8,3,14,15
8,3,8,8,k,8,2,8,9
8,3,8,9,k,8,2,8,8
8,3,8,13,b,14,3,0,3
8,3,8,14,g,8,3,15,7
8,3,8,15,g,8,3,11,21
8,3,8,16,k,8,0,8,16
8,3,8,17,k,8,1,8,0
8,3,8,18,k,8,1,8,8
8,3,8,19,k,8,1,8,9
8,3,8,20,g,8,3,9,23
8,3,8,21,g,8,3,13,22
8,3,8,22,g,8,3,10,22
8,3,8,23,g,8,3,12,21
8,3,8,24,k,8,4,8,26
8,3,8,25,k,8,5,8,34
8,3,8,26,k,8,5,8,26
8,3,8,27,k,8,0,8,35
8,3,8,28,g,8,3,1,35
8,3,8,29,g,8,3,0,26
8,3,8,30,g,8,3,3,32
8,3,8,31,g,8,3,4,33
8,3,8,32,k,8,4,8,25
8,3,8,33,k,8,4,8,34
8,3,8,34,k,8,5,8,25
8,3,8,35,k,8,0,8,27
8,3,8,36,g,8,3,2,33
8,3,8,37,g,8,3,7,24
8,3,8,38,g,8,3,6,33
8,3,8,39,g,8,3,5,32
8,3,9,0,k,8,2,9,0
8,3,9,4,b,14,3,1,10
8,3,9,5,b,4,3,15,5
8,3,9,6,b,4,3,15,6
8,3,9,7,g,8,3,11,14
8,3,9,8,k,8,2,9,9
8,3,9,9,k,8,2,9,8
8,3,9,13,b,14,3,1,3
8,3,9,14,g,8,3,13,7
8,3,9,15,g,8,3,14,7
8,3,9,16,k,8,0,9,16
8,3,9,17,k,8,1,9,0
8,3,9,18,k,8,1,9,8
8,3,9,19,k,8,1,9,9
8,3,9,20,g,8,3,10,23
8,3,9,21,g,8,3,15,20
8,3,9,22,g,8,3,12,7
8,3,9,23,g,8,3,8,20
8,3,9,24,k,8,4,9,26
8,3,9,25,k,8,5,9,34
8,3,9,26,k,8,5,9,26
8,3,9,27,k,8,0,9,35
8,3,9,28,g,8,3,6,35
8,3,9,29,g,8,3,5,26
8,3,9,30,g,8,3,0,27
8,3,9,31,g,8,3,1,25
8,3,9,32,k,8,4,9,25
8,3,9,33,k,8,4,9,34
8,3,9,34,k,8,5,9,25
8,3,9,35,k,8,0,9,27
8,3,9,36,g,8,3,2,32
8,3,9,37,g,8,3,4,24
8,3,9,38,g,8,3,3,33
8,3,9,39,g,8,3,7,32
8,3,10,0,k,8,2,10,0
8,3,10,4,b,15,3,0,10
8,3,10,5,b,5,3,14,5
8,3,10,6,b,5,3,14,6
8,3,10,7,g,8,3,14,14
8,3,10,8,k,8,2,10,9
8,3,10,9,k,8,2,10,8
8,3,10,13,b,15,3,0,3
8,3,10,14,g,8,3,12,14
8,3,10,15,g,8,3,15,22
8,3,10,16,k,8,0,10,16
8,3,10,17,k,8,1,10,0
8,3,10,18,k,8,1,10,8
8,3,10,19,k,8,1,10,9
8,3,10,20,g,8,3,11,23
8,3,10,21,g,8,3,13,15
8,3,10,22,g,8,3,8,22
8,3,10,23,g,8,3,9,20
8,3,10,24,k,8,4,10,26
8,3,10,25,k,8,5,10,34
8,3,10,26,k,8,5,10,26
8,3,10,27,k,8,0,10,35
8,3,10,28,g,8,3,2,26
8,3,10,29,g,8,3,1,24
8,3,10,30,g,8,3,6,25
8,3,10,31,g,8,3,4,32
8,3,10,32,k,8,4,10,25
8,3,10,33,k,8,4,10,34
8,3,10,34,k,8,5,10,25
8,3,10,35,k,8,0,10,27
8,3,10,36,g,8,3,3,27
8,3,10,37,g,8,3,0,35
8,3,10,38,g,8,3,7,33
8,3,10,39,g,8,3,5,33
8,3,11,0,k,8,2,11,0
8,3,11,4,b,15,3,1,10
8,3,11,5,b,5,3,15,5
8,3,11,6,b,5,3,15,6
8,3,11,7,g,8,3,13,14
8,3,11,8,k,8,2,11,9
8,3,11,9,k,8,2,11,8
8,3,11,13,b,15,3,1,3
8,3,11,14,g,8,3,9,7
8,3,11,15,g,8,3,14,21
8,3,11,16,k,8,0,11,16
8,3,11,17,k,8,1,11,0
8,3,11,18,k,8,1,11,8
8,3,11,19,k,8,1,11,9
8,3,11,20,g,8,3,12,23
8,3,11,21,g,8,3,8,15
8,3,11,22,g,8,3,15,15
8,3,11,23,g,8,3,10,20
8,3,11,24,k,8,4,11,26
8,3,11,25,k,8,5,11,34
8,3,11,26,k,8,5,11,26
8,3,11,27,k,8,0,11,35
8,3,11,28,g,8,3,4,35
8,3,11,29,g,8,3,1,33
8,3,11,30,g,8,3,3,35
8,3,11,31,g,8,3,0,25
8,3,11,32,k,8,4,11,25
8,3,11,33,k,8,4,11,34
8,3,11,34,k,8,5,11,25
8,3,11,35,k,8,0,11,27
8,3,11,36,g,8,3,2,27
8,3,11,37,g,8,3,6,24
8,3,11,38,g,8,3,5,34
8,3,11,39,g,8,3,7,34
8,3,12,0,k,8,2,12,0
8,3,12,5,b,6,3,14,5
8,3,12,6,b,6,3,14,6
8,3,12,7,g,8,3,9,22
8,3,12,8,k,8,2,12,9
8,3,12,9,k,8,2,12,8
8,3,12,14,g,8,3,10,14
8,3,12,15,g,8,3,14,22
8,3,12,16,k,8,0,12,16
8,3,12,17,k,8,1,12,0
8,3,12,18,k,8,1,12,8
8,3,12,19,k,8,1,12,9
8,3,12,20,g,8,3,13,23
8,3,12,21,g,8,3,8,23
8,3,12,22,g,8,3,15,21
8,3,12,23,g,8,3,11,20
8,3,12,24,k,8,4,12,26
8,3,12,25,k,8,5,12,34
8,3,12,26,k,8,5,12,26
8,3,12,27,k,8,0,12,35
8,3,12,28,g,8,3,4,26
8,3,12,29,g,8,3,3,25
8,3,12,30,g,8,3,1,34
8,3,12,31,g,8,3,2,25
8,3,12,32,k,8,4,12,25
8,3,12,33,k,8,4,12,34
8,3,12,34,k,8,5,12,25
8,3,12,35,k,8,0,12,27
8,3,12,36,g,8,3,5,27
8,3,12,37,g,8,3,0,24
8,3,12,38,g,8,3,7,26
8,3,12,39,g,8,3,6,32
