sg,sr,sc,dg,dr,dc,color,bytes,job0,job1,job2,job3,job4,job5,job6,job7
0,0,0,0,0,1,g,142.178516,139.522597,0.016234,0.019863,2.097146,0.184641,0.226022,0.112013,0.000000
1,0,0,1,0,1,g,179.901997,177.733993,0.045480,0.004473,0.904845,0.912155,0.012132,0.102839,0.186081
2,0,0,2,0,1,g,374.489443,370.161403,0.059155,0.005643,1.289684,1.967883,0.037913,0.654899,0.312863
3,0,0,3,0,1,g,345.697827,331.578712,0.797634,0.016975,4.048099,5.770415,0.120761,2.487889,0.877342
4,0,0,4,0,1,g,166.333531,106.181237,3.870143,0.017603,43.735612,6.151877,0.123242,5.535886,0.717931
5,0,0,5,0,1,g,247.028198,161.955308,1.007148,0.025085,5.147456,9.616986,0.173230,67.730766,1.372219
6,0,0,6,0,1,g,288.165030,148.611174,0.067472,0.024966,38.897477,7.944018,0.089049,91.725798,0.805077
7,0,0,7,0,1,g,354.232165,119.253079,0.060378,0.013122,221.915424,5.853778,0.077654,6.626519,0.432210
8,0,0,8,0,1,g,492.988955,123.259046,0.056550,0.008412,314.414476,5.864940,0.094415,10.485653,38.805464
9,0,0,9,0,1,g,331.082659,101.210615,0.048969,0.015576,4.064844,141.863531,0.100924,2.547214,81.230986
10,0,0,10,0,1,g,389.960008,144.520624,0.054086,0.028843,6.592050,223.819978,0.162906,3.240427,11.541095
11,0,0,11,0,1,g,352.181318,143.973270,0.063105,0.253464,6.345655,193.467281,0.163086,3.025501,4.889955
12,0,0,12,0,1,g,256.067441,125.057725,0.056859,0.568683,5.560546,117.208487,0.127158,2.897028,4.590955
13,0,0,13,0,1,g,245.463368,199.117568,0.095489,2.383737,9.055287,25.504284,0.247410,4.471066,4.588527
14,0,0,14,0,1,g,256.801681,208.432842,0.084470,0.566247,25.794007,11.170274,4.319802,4.736497,1.697541
15,0,0,15,0,1,g,214.353274,118.933615,0.608043,0.010432,14.245531,11.819208,5.487698,45.651854,17.596893
0,0,0,0,0,2,g,136.513493,132.882067,0.035937,0.053880,3.311501,0.000000,0.072120,0.157988,0.000000
1,0,0,1,0,2,g,330.396538,327.231794,0.040949,0.003011,1.767934,0.959902,0.012164,0.175462,0.205321
2,0,0,2,0,2,g,182.443017,178.889591,0.074998,0.005826,1.334139,1.486569,0.024402,0.342776,0.284714
3,0,0,3,0,2,g,234.102300,204.357373,1.451983,0.017001,20.053184,5.532545,0.086248,1.715911,0.888057
4,0,0,4,0,2,g,162.789925,90.600843,1.334760,0.019019,62.554709,4.050404,0.073400,3.396599,0.760192
5,0,0,5,0,2,g,345.506913,139.818972,0.080331,0.022028,145.138421,7.287697,0.123817,51.490679,1.544966
6,0,0,6,0,2,g,237.205894,127.668843,0.060498,0.022214,29.670302,6.164356,0.049627,72.817810,0.752244
7,0,0,7,0,2,g,413.837339,100.607709,0.049570,0.013962,304.727847,3.629374,0.022151,4.226567,0.560160
8,0,0,8,0,2,g,231.330505,103.748950,0.047413,0.011800,40.184702,4.094049,0.095565,9.396113,73.751912
9,0,0,9,0,2,g,240.748094,86.208556,0.054732,0.012859,6.956004,78.117851,0.067705,2.242892,67.087494
10,0,0,10,0,2,g,420.713490,123.935564,0.054659,0.025872,53.893608,238.774066,0.111742,2.632256,1.285724
11,0,0,11,0,2,g,386.029730,121.403807,0.062581,0.257923,9.601489,249.477151,0.103116,2.795435,2.328228
12,0,0,12,0,2,g,406.514114,107.285023,0.062242,0.062803,9.124074,286.100123,0.088228,2.763478,1.028144
13,0,0,13,0,2,g,204.381835,170.226517,0.087974,1.320956,15.474055,6.964143,0.413705,4.095162,5.799323
14,0,0,14,0,2,g,210.969630,174.873889,0.120780,0.701857,16.930498,7.713065,4.229224,4.718012,1.682305
15,0,0,15,0,2,g,212.290038,130.090473,0.048951,0.007778,16.418236,13.037229,5.984132,3.280340,43.422901
0,0,0,0,0,3,g,138.940265,91.378096,0.090471,0.073978,46.780355,0.000000,0.186023,0.431342,0.000000
1,0,0,1,0,3,g,271.516681,215.173855,0.103235,0.003381,12.005035,0.937196,2.317979,40.780794,0.195205
2,0,0,2,0,3,g,323.771607,310.024283,0.056809,0.005014,10.843875,1.526899,0.026318,1.003087,0.285323
3,0,0,3,0,3,g,72.307362,56.933307,1.376828,0.021437,3.886168,5.191437,0.079332,3.900549,0.918303
4,0,0,4,0,3,g,175.956889,52.566022,3.335537,0.018992,113.901929,3.861945,0.075662,1.260947,0.935855
5,0,0,5,0,3,g,252.054271,91.185148,0.069014,0.024097,110.462983,6.275572,0.129609,42.441018,1.466830
6,0,0,6,0,3,g,236.318858,81.249105,0.063457,0.028294,69.087049,5.909704,0.047503,79.255913,0.677832
7,0,0,7,0,3,g,351.333674,61.449092,0.053413,0.016278,246.380146,3.940533,0.028171,39.033851,0.432190
8,0,0,8,0,3,g,472.685210,61.767473,0.035735,0.009351,373.088547,5.103730,0.117451,6.584347,25.978576
9,0,0,9,0,3,g,240.715061,51.692695,0.050838,0.017001,15.407934,121.570409,0.065755,2.210625,49.699805
10,0,0,10,0,3,g,444.527452,80.331468,0.047059,0.025772,18.590585,340.893548,0.115336,2.723519,1.800165
11,0,0,11,0,3,g,350.289434,77.657358,0.062105,0.379767,22.415002,243.164105,0.101208,3.081994,3.427896
12,0,0,12,0,3,g,253.984813,65.564262,0.064614,0.460660,22.773705,161.076162,0.090119,3.023700,0.931592
13,0,0,13,0,3,g,163.765493,107.108632,0.092024,2.432061,40.751219,6.924466,0.213188,4.597291,1.646612
14,0,0,14,0,3,g,198.143140,109.722828,0.111218,1.326061,46.141087,9.218822,0.482680,4.862267,26.278177
15,0,0,15,0,3,g,98.924911,61.418426,0.041137,0.021671,22.553568,4.822696,7.352311,2.219388,0.495712
0,0,0,0,0,4,g,157.124499,69.659715,0.030281,0.055720,86.353703,0.000000,0.173005,0.852075,0.000000
1,0,0,1,0,4,g,333.493483,300.612617,0.030983,0.003912,30.306704,0.906483,0.011436,1.439144,0.182203
2,0,0,2,0,4,g,163.797417,128.624399,0.514686,0.005747,31.108953,1.439139,0.026155,1.784324,0.294014
3,0,0,3,0,4,g,114.026958,75.208234,1.564258,0.019311,29.473225,5.208497,0.083619,1.562107,0.907706
4,0,0,4,0,4,g,109.495866,50.074550,0.645134,0.017882,17.385127,4.286879,0.075974,36.191485,0.818836
5,0,0,5,0,4,g,329.856996,84.499435,0.046247,0.031135,120.071298,6.998712,0.114017,116.729870,1.366283
6,0,0,6,0,4,g,210.565465,77.625224,0.051661,0.025270,39.145021,6.217854,0.058161,86.626704,0.815570
7,0,0,7,0,4,g,318.918014,57.330656,0.067974,0.014973,248.984348,4.080727,0.151544,6.062526,2.225265
8,0,0,8,0,4,g,328.886054,59.488023,0.045521,0.008118,211.779643,4.274776,2.633315,7.645722,43.010937
9,0,0,9,0,4,g,247.506920,47.665801,0.057277,0.012439,34.019949,84.354498,0.068128,2.493795,78.835032
10,0,0,10,0,4,g,338.006305,76.496997,0.063316,0.450892,33.600532,222.951692,0.108107,3.024904,1.309866
11,0,0,11,0,4,g,298.100340,73.627649,0.057822,0.233706,44.703926,171.530717,0.112406,3.453351,4.380764
12,0,0,12,0,4,g,296.147469,61.639502,0.070566,0.554357,45.924190,183.366896,0.088830,3.469848,1.033281
13,0,0,13,0,4,g,189.151055,100.831854,0.112460,2.183430,68.871059,7.670656,0.271034,5.099567,4.110994
14,0,0,14,0,4,g,204.440859,99.379114,0.112976,0.625182,63.906077,29.782972,4.235818,4.766674,1.632045
15,0,0,15,0,4,g,109.635345,58.099296,0.069158,0.010936,35.130035,5.656141,5.362299,3.611079,1.696402
0,0,0,0,0,5,g,126.872054,88.253626,0.024609,0.100396,30.489021,0.000000,0.278349,7.726052,0.000000
1,0,0,1,0,5,g,323.180245,288.663048,0.021601,0.003912,31.903227,0.898936,0.012016,1.506368,0.171136
2,0,0,2,0,5,g,351.882008,314.079369,0.072141,0.006881,34.184221,1.411788,0.026431,1.826325,0.274852
3,0,0,3,0,5,g,307.623308,108.932936,1.610193,0.021065,188.282815,5.068567,0.086360,2.766706,0.854665
4,0,0,4,0,5,g,190.359349,50.059034,0.180440,0.017824,81.777941,3.735960,0.078221,53.709899,0.800029
5,0,0,5,0,5,g,241.056850,84.999705,0.042198,0.022749,124.857342,7.310814,0.113761,22.213568,1.496714
6,0,0,6,0,5,g,250.410962,77.866458,0.032418,0.028488,25.854644,6.049693,0.046911,139.774965,0.757386
7,0,0,7,0,5,g,280.389152,56.928173,0.045066,0.013941,213.251318,4.491318,0.059137,5.189489,0.410712
8,0,0,8,0,5,g,332.233528,59.995639,0.042591,0.007873,77.805990,93.892053,0.053834,13.968987,86.466560
9,0,0,9,0,5,g,257.275828,48.081991,0.047014,0.235079,37.507058,87.979175,0.066236,2.624583,80.734692
10,0,0,10,0,5,g,387.761499,76.550269,0.050318,0.273984,34.853071,271.517056,0.114357,3.162131,1.240311
11,0,0,11,0,5,g,325.898939,75.212314,0.048686,0.308020,42.094186,157.648385,0.110045,3.150142,47.327160
12,0,0,12,0,5,g,272.151154,60.966787,0.055432,0.069421,46.036013,134.725901,0.087430,3.210457,26.999712
13,0,0,13,0,5,g,187.782544,100.084590,0.095142,2.135153,66.753618,6.621925,0.147584,5.178824,6.765708
14,0,0,14,0,5,g,200.605003,102.118490,0.071567,0.708862,76.756891,9.100365,4.433573,5.678852,1.736404
15,0,0,15,0,5,g,165.438653,82.835607,0.032114,0.007859,51.220456,5.223993,5.991968,18.682524,1.444132
0,0,0,0,0,6,g,135.060250,94.141041,0.015807,0.087911,39.534785,0.000000,0.124729,1.155978,0.000000
1,0,0,1,0,6,g,343.311437,285.402924,0.001684,0.002703,36.840301,0.921163,0.012516,19.944653,0.185494
2,0,0,2,0,6,g,248.630588,197.881235,0.052893,0.005093,46.486297,1.650828,0.027755,2.241642,0.284845
3,0,0,3,0,6,g,171.173680,94.306046,1.320488,0.017635,65.675586,4.969037,0.083254,3.856302,0.945332
4,0,0,4,0,6,g,135.651910,50.818287,2.389596,0.019130,73.463656,4.518456,0.070723,3.589707,0.782355
5,0,0,5,0,6,g,250.650051,85.068910,0.042538,0.020670,124.191965,7.602448,0.131718,32.239273,1.352530
6,0,0,6,0,6,g,197.080935,76.700346,0.033201,0.022519,36.435252,5.207398,0.055918,77.830859,0.795442
7,0,0,7,0,6,g,673.940137,56.962013,0.025758,0.012112,448.426507,164.290541,0.063490,3.667112,0.492603
8,0,0,8,0,6,g,237.213544,60.186016,0.031401,0.009373,140.280178,4.248950,0.055414,15.509409,16.892802
9,0,0,9,0,6,g,277.222269,48.494016,0.021071,0.016687,83.817424,84.877214,0.072556,2.459128,57.464172
10,0,0,10,0,6,g,391.847566,75.679046,0.035574,0.028276,43.465670,238.300248,0.099324,3.227222,31.012206
11,0,0,11,0,6,g,396.640282,72.897765,0.040861,0.297739,48.506885,268.726203,0.109559,3.508870,2.552400
12,0,0,12,0,6,g,320.019309,61.765040,0.020228,0.037766,50.558755,203.321927,0.085023,3.219885,1.010686
13,0,0,13,0,6,g,198.116529,100.488125,0.041836,2.102483,80.965041,7.484663,0.232130,5.090198,1.712053
14,0,0,14,0,6,g,198.772455,100.906888,0.048313,0.543409,78.077452,7.396672,3.920205,5.292367,2.587149
15,0,0,15,0,6,g,265.762743,136.140634,0.021911,0.015122,61.970480,10.065863,3.946029,37.319798,16.282905
0,0,0,0,0,7,g,108.865129,74.043658,0.014628,0.073086,29.428860,1.446276,2.368801,0.954355,0.535466
1,0,0,1,0,7,g,230.916595,186.399124,1.751994,0.003447,36.786513,3.113076,0.118642,1.701755,1.042044
2,0,0,2,0,7,g,350.018693,297.035150,0.046814,0.006113,44.791475,4.435304,0.150224,2.317271,1.236341
3,0,0,3,0,7,g,272.212070,198.602100,1.403823,0.018793,56.642202,10.264832,0.219263,3.133481,1.927576
4,0,0,4,0,7,g,155.048448,50.415983,2.323350,0.013765,86.095884,8.333239,0.239568,5.710110,1.916549
5,0,0,5,0,7,g,210.693816,84.499744,0.574456,0.031765,34.661180,11.652491,0.383314,75.420984,3.469883
6,0,0,6,0,7,g,208.957602,77.027680,0.035253,0.023665,39.610635,6.632553,0.098267,84.382437,1.147111
7,0,0,7,0,7,g,225.851926,57.061867,0.025291,0.013618,153.721024,4.122373,0.077513,10.361465,0.468776
8,0,0,8,0,7,g,287.460229,60.150073,0.028085,0.009010,92.307587,5.592544,3.182429,5.141895,121.048605
9,0,0,9,0,7,g,204.800911,47.316356,0.019700,0.012878,28.043196,56.629982,0.186261,2.202547,70.389991
10,0,0,10,0,7,g,474.267763,76.646439,0.030652,0.029573,39.579088,351.248774,0.302880,3.304333,3.126023
11,0,0,11,0,7,g,459.562040,73.304293,0.029774,0.245761,51.152443,326.433940,0.332647,3.534261,4.528921
12,0,0,12,0,7,g,231.414968,61.608810,0.028498,0.455995,43.895877,120.098397,0.261885,2.893304,2.172202
13,0,0,13,0,7,g,200.846561,100.318314,0.049525,2.086452,78.702815,9.715430,0.564420,5.408409,4.001197
14,0,0,14,0,7,g,218.112500,100.332012,0.047217,0.467403,58.800945,12.026513,0.660902,4.584516,41.192993
15,0,0,15,0,7,g,118.346116,58.276635,0.014682,1.129830,41.270229,7.971046,5.585522,2.419947,1.678224
0,0,0,0,0,8,g,129.041965,66.057350,0.128037,0.069641,53.714520,1.412785,0.760126,5.991345,0.908161
1,0,0,1,0,8,g,290.818021,210.242964,0.063486,0.016344,21.569636,55.722710,0.146495,1.426233,1.630153
2,0,0,2,0,8,g,117.257064,83.847612,0.876843,0.022682,21.326259,5.135652,0.180637,4.052550,1.814828
3,0,0,3,0,8,g,109.107568,82.270791,1.470388,0.031333,14.648259,6.657848,0.168871,2.012585,1.847492
4,0,0,4,0,8,g,266.184825,49.523242,0.779905,0.038771,203.995827,7.237950,0.203665,2.377530,2.027936
5,0,0,5,0,8,g,318.746228,84.200133,0.040385,0.050683,180.196117,10.248324,0.329884,40.400409,3.280293
6,0,0,6,0,8,g,243.354677,77.966804,0.037033,0.061719,51.041540,10.696622,0.147853,101.495716,1.907391
7,0,0,7,0,8,g,299.019878,56.902181,0.027978,0.023857,215.763955,5.329935,14.261926,4.677747,2.032299
8,0,0,8,0,8,g,148.930704,59.338372,0.029047,0.008996,5.851157,4.799736,0.060337,2.411831,76.431229
9,0,0,9,0,8,g,372.709637,48.587546,0.021689,0.022883,16.735697,87.242311,0.138951,1.631904,218.328656
10,0,0,10,0,8,g,381.116275,75.813340,0.028888,0.040845,27.202102,272.122276,0.225385,2.732253,2.951186
11,0,0,11,0,8,g,381.796291,75.049035,0.034146,0.304941,33.209702,265.711566,0.286608,3.067635,4.132659
12,0,0,12,0,8,g,330.859768,60.937191,0.027102,0.084017,27.745096,237.338674,0.210739,2.400609,2.116340
13,0,0,13,0,8,g,182.520962,99.436451,0.036842,2.173496,56.217883,10.393141,0.344798,4.770656,9.147695
14,0,0,14,0,8,g,216.412086,100.934468,0.045968,1.006416,57.244802,13.835671,0.593467,3.763930,38.987363
15,0,0,15,0,8,g,98.986637,58.304928,0.020408,0.289147,23.353010,8.944767,4.860444,1.496400,1.717535
0,0,0,0,0,9,g,98.199888,68.747608,0.018439,0.084429,8.822794,19.582075,0.210369,0.000000,0.734174
1,0,0,1,0,9,g,301.313397,261.938701,0.002323,0.027633,3.763563,33.767565,0.081661,0.095381,1.636571
2,0,0,2,0,9,g,281.038680,227.368876,0.054220,0.039787,5.095875,45.976712,0.137311,0.378185,1.987714
3,0,0,3,0,9,g,197.443444,90.849290,1.383638,0.060243,21.586675,76.219832,0.201003,4.288592,2.854171
4,0,0,4,0,9,g,191.858651,50.457763,0.444379,0.049736,44.730624,40.940374,0.146645,52.902521,2.186608
5,0,0,5,0,9,g,252.688929,84.343857,0.040962,0.073288,8.050478,57.882512,0.214498,98.609347,3.473987
6,0,0,6,0,9,g,268.318548,76.559445,0.035115,0.068531,44.535921,53.998936,0.158611,90.059101,2.902887
7,0,0,7,0,9,g,439.103604,57.567463,0.018543,0.028447,346.160130,30.579248,0.063585,3.492011,1.194177
8,0,0,8,0,9,g,182.486804,58.837354,0.028535,0.019300,37.997988,30.522306,2.452301,6.513683,46.115337
9,0,0,9,0,9,g,139.210373,48.132083,0.019547,0.015630,3.899776,17.510095,0.069917,0.990225,68.573100
10,0,0,10,0,9,g,621.384749,76.663825,0.034265,0.035320,7.248351,534.457460,0.127000,1.495080,1.323448
11,0,0,11,0,9,g,257.470143,74.365676,0.029745,0.101529,10.455317,117.276521,0.173145,1.569919,53.498292
12,0,0,12,0,9,g,186.868226,60.853617,0.022350,0.094823,7.529343,90.848009,0.135921,1.334114,26.050049
13,0,0,13,0,9,g,226.423695,98.969068,0.044818,0.859279,11.550197,108.485524,0.215042,2.046082,4.253685
14,0,0,14,0,9,g,177.408848,101.953366,0.046740,0.460767,11.438284,53.870797,4.280769,1.969072,3.389053
15,0,0,15,0,9,g,151.588413,87.379619,1.130968,0.657878,8.681870,45.472787,5.538857,0.739834,1.986600
0,0,0,0,0,10,g,134.057979,89.803316,0.021483,0.099849,11.725984,30.587346,0.268463,0.000000,1.551539
1,0,0,1,0,10,g,283.990096,235.102933,0.664757,0.038776,3.414147,42.829189,0.012318,0.094078,1.833898
2,0,0,2,0,10,g,149.808777,88.318981,0.618769,0.049930,4.628842,53.444192,0.026814,0.401059,2.320189
3,0,0,3,0,10,g,201.630246,92.533346,1.669460,0.070242,24.829793,77.569431,0.084782,1.127135,3.746057
4,0,0,4,0,10,g,449.709814,49.525079,0.400930,0.041362,301.389017,51.107922,0.069000,44.532542,2.643962
5,0,0,5,0,10,g,238.547251,84.689328,0.034534,0.067788,8.540325,67.633834,0.111995,73.763404,3.706044
6,0,0,6,0,10,g,272.072045,76.314106,0.033439,0.071927,43.131135,57.979483,0.054884,91.705361,2.781710
7,0,0,7,0,10,g,320.281124,58.027392,0.024861,0.038227,200.909428,41.337732,14.262532,3.794249,1.886703
8,0,0,8,0,10,g,379.444940,59.367592,0.030163,0.048529,220.105139,45.977809,2.667826,7.345729,43.902153
9,0,0,9,0,10,g,354.146945,48.101185,0.021680,0.020064,4.668219,264.942317,0.067176,1.039448,35.286857
10,0,0,10,0,10,g,255.419568,78.166701,0.032739,0.025827,5.402484,168.828379,0.111179,1.642430,1.209829
11,0,0,11,0,10,g,493.616862,74.120770,0.028629,0.913485,7.077906,407.072531,0.098160,1.653578,2.651803
12,0,0,12,0,10,g,239.351464,60.624988,0.033425,0.491915,8.166653,166.957229,0.096386,1.232809,1.748060
13,0,0,13,0,10,g,170.929953,100.438718,0.039846,3.998161,14.650781,46.500005,0.246259,1.965899,3.090283
14,0,0,14,0,10,g,211.781708,100.485033,0.037416,0.755295,14.010054,83.613688,4.267358,2.185566,6.427296
15,0,0,15,0,10,g,136.084396,58.619978,0.014172,0.056761,12.723028,55.667226,5.541044,0.826163,2.636024
0,0,0,0,0,11,g,132.972409,87.041091,0.016685,0.106964,11.334583,32.293990,0.253620,0.000000,1.925475
1,0,0,1,0,11,g,238.165347,195.211579,0.955463,0.048965,1.000130,39.072874,0.010931,0.089503,1.775903
2,0,0,2,0,11,g,252.572107,198.212720,0.060676,0.048982,1.240340,50.261622,0.025930,0.354287,2.367551
3,0,0,3,0,11,g,176.951454,94.088614,1.330605,0.063482,3.598672,72.771180,0.082486,1.227711,3.788704
4,0,0,4,0,11,g,178.433725,50.361669,0.883975,0.060437,45.819904,48.841436,0.074045,29.575928,2.816330
5,0,0,5,0,11,g,285.621583,84.724403,0.034793,0.067504,50.528876,60.973157,0.128129,85.332219,3.832502
6,0,0,6,0,11,g,299.128635,76.525719,0.033165,0.061718,103.769618,54.499606,0.052369,61.274514,2.911926
7,0,0,7,0,11,g,333.949815,57.177669,0.028070,0.042512,183.468087,47.418055,0.100025,43.600643,2.114755
8,0,0,8,0,11,g,285.940057,58.760223,0.027664,0.053915,121.995695,57.892489,0.061933,9.371171,37.776968
9,0,0,9,0,11,g,227.927277,48.060453,0.018150,0.029368,4.230946,118.417283,1.021433,0.983206,55.166439
10,0,0,10,0,11,g,482.430725,76.609600,0.026399,0.031604,7.216925,395.452290,0.107817,1.531905,1.454185
11,0,0,11,0,11,g,265.406808,73.709359,0.035821,0.025138,5.449828,182.005780,0.109930,1.650823,2.420130
12,0,0,12,0,11,g,374.964458,61.632626,0.021746,0.332638,5.632160,304.721443,0.084829,1.345706,1.193310
13,0,0,13,0,11,g,167.563556,99.043390,0.052437,1.909292,9.077079,42.916403,0.142175,1.960638,12.462141
14,0,0,14,0,11,g,208.899864,101.012917,0.045592,0.432660,9.267919,86.555929,4.242620,2.209458,5.132768
15,0,0,15,0,11,g,186.432564,57.696242,0.024076,0.568389,9.900292,55.503785,5.737739,17.671789,39.330252
0,0,0,0,0,12,g,104.814448,74.344867,0.019483,0.096323,9.460737,19.289593,0.208235,0.604547,0.790663
1,0,0,1,0,12,g,265.059732,234.205867,0.042581,0.028521,0.963360,28.261451,0.011191,0.093455,1.453305
2,0,0,2,0,12,g,237.930778,193.530077,0.894993,0.037796,1.157761,39.796662,0.026234,0.373694,2.113562
3,0,0,3,0,12,g,373.185550,303.687931,0.220496,0.072556,3.608866,58.127863,0.085907,4.169772,3.212161
4,0,0,4,0,12,g,425.371250,50.464435,0.599158,0.054116,331.870673,38.813946,0.070448,1.091501,2.406974
5,0,0,5,0,12,g,296.649531,83.835327,0.038207,0.060885,114.160702,45.651863,0.120519,49.766251,3.015776
6,0,0,6,0,12,g,262.399793,77.087453,0.034776,0.057818,48.065682,41.252477,0.056595,93.504926,2.340066
7,0,0,7,0,12,g,387.976459,57.301363,0.029421,0.037787,159.020506,31.815222,0.023393,41.990756,97.758011
8,0,0,8,0,12,g,226.634457,58.902315,0.019522,0.039121,55.180581,36.889666,0.076139,22.857623,52.669492
9,0,0,9,0,12,g,369.430041,48.313070,0.020488,0.029132,3.799534,242.187750,0.064821,0.951470,74.063774
10,0,0,10,0,12,g,311.317339,75.638907,0.031737,0.141492,6.107342,179.942731,0.110734,1.663298,47.681098
11,0,0,11,0,12,g,271.093401,73.034132,0.032444,0.102252,7.131027,185.535639,0.106328,1.409687,3.741892
12,0,0,12,0,12,g,115.814395,61.273468,0.030316,0.422725,5.167748,46.568377,0.084932,1.273906,0.992922
13,0,0,13,0,12,g,161.904856,99.915782,0.042567,5.078480,8.228008,44.119819,0.154272,2.063520,2.302409
14,0,0,14,0,12,g,178.137507,102.595820,0.036902,2.569983,8.947979,53.435356,0.583726,2.263484,7.704257
15,0,0,15,0,12,g,99.817157,58.294911,0.013151,0.024877,5.461670,28.163840,5.488572,0.775811,1.594324
0,0,0,0,0,13,g,130.733110,98.037233,0.017897,0.198281,21.464873,5.050384,0.374040,0.000000,5.590402
1,0,0,1,0,13,g,292.791240,282.081228,0.464174,0.017171,0.978378,7.987629,0.069309,0.089377,1.103973
2,0,0,2,0,13,g,354.947576,265.880096,0.047760,0.031836,74.260559,12.700271,0.115011,0.384790,1.527251
3,0,0,3,0,13,g,164.474435,115.072840,1.416547,0.073157,23.514863,19.600451,0.201614,1.350036,3.244927
4,0,0,4,0,13,g,263.256891,49.710813,2.538027,0.034763,192.476167,12.988134,0.140032,3.619101,1.749854
5,0,0,5,0,13,g,270.359940,83.942431,0.039302,0.062194,97.456894,17.437627,0.195804,68.427377,2.798312
6,0,0,6,0,13,g,242.871277,78.385697,0.027159,0.040387,34.389965,16.539823,0.144994,111.407145,1.936106
7,0,0,7,0,13,g,347.539396,57.062478,0.025255,0.026100,249.808210,10.416657,0.260544,28.702698,1.237454
8,0,0,8,0,13,g,227.014606,59.102325,0.022799,2.369467,71.480658,12.030965,2.998177,15.642431,63.367785
9,0,0,9,0,13,g,353.858482,48.016952,0.018559,0.024323,4.463620,218.410861,0.076703,0.956096,81.891367
10,0,0,10,0,13,g,336.138239,76.681114,0.039948,0.138128,6.713368,204.715823,0.145789,1.533403,46.170666
11,0,0,11,0,13,g,270.593946,73.678725,0.027114,0.239778,6.327512,142.523492,0.165607,1.550647,46.081071
12,0,0,12,0,13,g,694.097786,62.312843,0.024159,0.067117,5.278157,623.774577,0.119983,1.385081,1.135869
13,0,0,13,0,13,g,135.712381,98.576779,0.046206,1.987578,7.712554,23.249305,0.268286,2.244719,1.626955
14,0,0,14,0,13,g,139.748334,100.475399,0.051179,5.821836,8.800827,19.195567,0.693021,2.226635,2.483870
15,0,0,15,0,13,g,97.159940,57.554778,0.566338,0.021603,8.922306,14.290084,9.063051,0.761877,5.979903
0,0,0,0,0,14,g,129.375707,101.832777,0.105271,0.120189,21.430090,4.557918,0.817787,0.000000,0.511676
1,0,0,1,0,14,g,379.549383,372.150152,0.002326,0.021536,3.275328,2.978617,0.057537,0.100949,0.962937
2,0,0,2,0,14,g,240.868211,229.273137,0.637330,0.030113,4.412889,4.361409,0.101921,0.397899,1.653513
3,0,0,3,0,14,g,151.548713,125.164650,1.515194,0.093242,8.389354,10.491300,0.320537,1.181857,4.392579
4,0,0,4,0,14,g,137.933671,49.625820,2.944379,0.029800,76.088274,6.561593,0.113799,0.961272,1.608734
5,0,0,5,0,14,g,272.274159,85.317747,0.044129,0.071347,8.556967,10.533242,0.250132,163.938376,3.562219
6,0,0,6,0,14,g,299.342303,77.224859,0.040879,0.055212,31.355619,9.253368,0.130749,179.172423,2.109194
7,0,0,7,0,14,g,470.200589,56.647147,0.023492,0.028769,388.923334,6.408526,0.806588,3.266126,14.096608
8,0,0,8,0,14,g,207.690276,59.807808,0.023315,0.031394,71.818875,7.077442,2.991239,8.987836,56.952368
9,0,0,9,0,14,g,276.584656,47.914918,0.020570,0.030872,5.378087,83.142560,0.111342,0.966875,139.019433
10,0,0,10,0,14,g,369.385354,76.385783,0.035440,0.049445,7.861439,277.456132,0.160242,1.552371,5.884502
11,0,0,11,0,14,g,396.430535,73.909668,0.026306,0.512408,9.646863,306.185961,0.190670,1.690519,4.268141
12,0,0,12,0,14,g,250.656313,62.077870,0.028470,0.491789,6.720614,178.454660,0.118704,1.248717,1.515491
13,0,0,13,0,14,g,130.105671,99.001020,0.057852,1.560325,12.194316,9.141877,1.337490,2.092943,4.719847
14,0,0,14,0,14,g,128.598671,101.893556,0.053410,1.174353,7.028184,8.014197,6.757653,1.973050,1.704267
15,0,0,15,0,14,g,149.724718,107.243386,0.012702,0.017619,7.561718,7.200378,15.807670,0.705864,11.175381
0,0,0,0,0,15,g,132.307616,81.512433,0.019249,1.116098,42.260552,6.697299,0.203590,0.282609,0.215785
1,0,0,1,0,15,g,306.107215,293.186064,0.034628,0.013292,6.169652,5.283033,0.051103,0.685446,0.683998
2,0,0,2,0,15,g,173.080248,153.218839,2.124169,0.020456,7.005784,8.468713,0.104563,1.064471,1.073254
3,0,0,3,0,15,g,156.996106,110.749816,3.415698,0.067839,14.453922,16.806775,0.315832,7.791043,3.395180
4,0,0,4,0,15,g,127.145066,52.616417,1.888395,0.031472,53.280742,7.587975,0.118218,10.025341,1.596505
5,0,0,5,0,15,g,261.331054,87.577408,0.056402,0.065294,99.440882,12.928010,0.249606,57.720103,3.293348
6,0,0,6,0,15,g,281.118979,79.206606,0.044790,0.056594,121.227924,12.528696,0.145858,65.843927,2.064584
7,0,0,7,0,15,g,320.085879,58.970386,0.030639,0.029802,241.420074,7.706586,0.067742,3.905921,7.954727
8,0,0,8,0,15,g,242.621235,61.617877,0.037751,0.026152,37.862536,7.296639,3.229131,85.884359,46.666791
9,0,0,9,0,15,g,355.658560,49.643893,0.032390,0.029067,7.582094,247.019488,0.117143,1.698612,49.535874
10,0,0,10,0,15,g,364.830489,78.245369,0.049606,0.048213,11.468112,245.207287,0.156453,2.542781,27.112668
11,0,0,11,0,15,g,336.731709,76.395306,0.043511,0.422270,12.410130,240.692743,0.200814,2.735614,3.831321
