sg,sr,sc,dg,dr,dc,color,bytes,job0,job1,job2,job3,job4,job5,job6,job7
14,0,7,14,2,7,k,628.976315,57.438541,0.053604,0.086510,420.418803,98.624096,1.627012,12.087737,38.640012
15,0,7,15,2,7,k,392.732024,49.884495,0.177131,0.279415,229.770120,76.614254,3.021466,16.255141,16.730002
0,0,7,0,3,7,k,761.667976,615.955270,0.230990,0.022595,94.880934,42.399390,0.257241,4.794222,3.127333
1,0,7,1,3,7,k,426.444546,195.139656,0.476209,0.028083,153.035373,40.187439,0.449253,32.210254,4.918278
2,0,7,2,3,7,k,785.507164,496.593964,0.211721,0.046703,219.200331,54.602195,0.562685,8.146695,6.142868
3,0,7,3,3,7,k,472.321834,30.819500,1.322467,0.084820,330.029031,79.182593,0.637478,23.057769,7.188175
4,0,7,4,3,7,k,482.142540,29.954140,0.403680,0.045501,338.274259,48.667050,0.673864,57.697413,6.426633
5,0,7,5,3,7,k,418.440481,45.474109,0.048203,0.061362,244.378422,60.126631,1.050589,57.044159,10.257006
6,0,7,6,3,7,k,1193.656683,39.532149,0.032871,0.052370,1004.402859,43.771477,0.270776,101.611622,3.982559
7,0,7,7,3,7,k,315.314856,33.627935,0.035415,0.027912,235.306959,31.759184,0.968879,8.718352,4.870219
8,0,7,8,3,7,k,333.898274,34.838900,0.024466,0.037131,154.485314,62.092912,24.480313,5.990896,51.948342
9,0,7,9,3,7,k,535.312049,28.468140,0.030960,0.017446,111.052186,327.215658,0.483883,5.856462,62.187315
10,0,7,10,3,7,k,1031.182349,40.444325,0.042024,0.047650,145.453615,817.045636,0.720332,7.865552,19.563214
11,0,7,11,3,7,k,819.027821,39.178194,0.031501,0.256531,188.751958,558.769089,0.842818,9.459916,21.737813
12,0,7,12,3,7,k,353.240085,35.025023,0.037329,0.429891,162.890511,118.967534,0.709393,8.858781,26.321624
13,0,7,13,3,7,k,473.064214,56.435108,0.065100,0.394781,302.272443,70.615275,3.482270,15.560850,24.238388
14,0,7,14,3,7,k,424.623250,57.141521,0.067248,0.324043,235.298948,68.931139,1.982463,12.388552,48.489337
15,0,7,15,3,7,k,422.290273,44.359303,0.150360,2.613809,272.949636,65.559752,3.469827,15.487211,17.700374
0,0,8,0,0,0,g,130.505282,66.566966,0.148961,0.078572,55.204426,1.213530,0.721307,5.725554,0.845966
1,0,8,1,0,0,g,288.102042,209.684449,0.109976,0.016581,20.293931,54.908134,0.153772,1.378987,1.556212
2,0,8,2,0,0,g,118.965711,84.875973,0.770918,0.017461,22.675343,4.673663,0.171733,3.969338,1.811281
3,0,8,3,0,0,g,110.327979,82.095031,1.357238,0.037349,14.998865,8.014322,0.166293,1.951388,1.707492
4,0,8,4,0,0,g,267.059335,49.925232,0.751510,0.037828,204.054189,7.824736,0.192116,2.189942,2.083782
5,0,8,5,0,0,g,323.870604,83.663461,0.029986,0.053822,182.879543,11.765198,0.349969,41.643758,3.484867
6,0,8,6,0,0,g,244.027406,77.440646,0.024516,0.058386,52.012988,10.722452,0.149497,101.846877,1.772044
7,0,8,7,0,0,g,297.684615,56.369154,0.026135,0.022750,214.907105,5.421553,14.260582,4.501692,2.175643
8,0,8,8,0,0,g,149.381735,59.415455,0.026619,0.007259,6.243676,4.560997,0.056863,2.603850,76.467016
9,0,8,9,0,0,g,368.842752,47.743967,0.022859,0.022205,16.879585,84.563316,0.139193,1.823390,217.648237
10,0,8,10,0,0,g,382.378409,76.788854,0.030136,0.042410,27.439387,271.982999,0.230786,2.899663,2.964174
11,0,8,11,0,0,g,390.040024,73.588777,0.036221,0.312203,33.208414,275.243870,0.283466,3.113649,4.253425
12,0,8,12,0,0,g,329.290583,61.221564,0.032063,0.080535,28.832323,234.279460,0.211264,2.521595,2.111778
13,0,8,13,0,0,g,185.086417,99.432149,0.055224,2.229127,58.506070,10.701642,0.351636,4.943348,8.867221
14,0,8,14,0,0,g,218.468632,102.834963,0.057310,1.095882,57.885311,12.622816,0.592075,3.914574,39.465700
15,0,8,15,0,0,g,99.594839,58.245112,0.016132,0.275971,23.818799,9.089825,4.786082,1.562934,1.799985
0,0,8,0,0,1,g,218.641924,175.713020,0.094287,0.008132,14.456078,1.408929,0.817327,25.364315,0.779836
1,0,8,1,0,1,g,115.348267,90.212214,0.153693,0.013096,19.567935,2.700068,0.136204,1.252671,1.312386
2,0,8,2,0,1,g,173.310777,105.270540,0.664924,0.016207,21.321774,3.843892,0.161011,40.419208,1.613221
3,0,8,3,0,1,g,77.352022,56.443921,2.180386,0.015396,11.454525,4.030638,0.117339,2.232822,0.876995
4,0,8,4,0,1,g,243.881155,55.780182,1.065538,0.017499,176.037301,4.395393,0.189110,4.928062,1.468070
5,0,8,5,0,1,g,309.012012,76.038033,0.476298,0.028695,214.232489,6.148281,0.273733,9.803897,2.010585
6,0,8,6,0,1,g,244.403673,71.551084,0.047746,0.028508,86.033459,6.906495,0.120959,78.409171,1.306252
7,0,8,7,0,1,g,279.172490,61.069814,0.038803,0.008356,205.352372,2.227490,5.244080,3.096551,2.135026
8,0,8,8,0,1,g,129.483889,63.174011,0.034636,0.000000,31.780482,1.255782,0.044427,1.551515,31.643036
9,0,8,9,0,1,g,240.247453,53.765339,0.026554,0.008764,13.797971,79.824288,0.105611,1.987354,90.731572
10,0,8,10,0,1,g,434.543531,68.043541,0.028035,0.012228,22.107333,325.377630,0.160345,2.724608,16.089811
11,0,8,11,0,1,g,477.698336,69.319907,0.032146,0.045675,27.578525,373.101473,0.233304,3.274886,4.112421
12,0,8,12,0,1,g,208.416746,63.419691,0.031868,0.654008,22.620534,111.135589,0.174395,2.943372,7.437289
13,0,8,13,0,1,g,192.751587,98.578422,0.059441,1.774915,45.312970,31.630474,0.298666,5.546064,9.550636
14,0,8,14,0,1,g,218.286357,103.381355,0.061619,0.076223,66.447076,7.799098,2.290843,4.200876,34.029267
15,0,8,15,0,1,g,150.824821,62.582184,0.077258,0.289870,59.727338,11.628609,4.078842,8.874405,3.566314
0,0,8,0,0,2,g,188.829296,153.782343,0.128024,1.757988,22.828741,1.536583,0.352051,7.611128,0.832439
1,0,8,1,0,2,g,197.380420,160.238508,0.283521,0.012167,19.456506,14.433750,0.138800,1.464779,1.352389
2,0,8,2,0,2,g,99.782378,71.641771,0.990280,0.017399,20.755477,3.312860,0.152781,1.374783,1.537026
3,0,8,3,0,2,g,163.008265,39.789057,1.820972,0.016114,116.832260,2.105457,0.086809,1.524780,0.832817
4,0,8,4,0,2,g,213.502520,40.133534,1.182173,0.019650,164.294640,2.747939,0.131070,3.701058,1.292457
5,0,8,5,0,2,g,459.075486,55.746496,0.057506,0.027721,390.168590,3.721787,0.200332,6.973548,2.179507
6,0,8,6,0,2,g,203.143480,48.236598,0.030206,0.034743,72.255467,4.774902,0.090351,76.459159,1.262053
7,0,8,7,0,2,g,380.046411,44.476543,0.028583,0.007947,330.764728,0.881275,0.366386,1.344352,2.176597
8,0,8,8,0,2,g,95.511323,45.354237,0.030185,0.000000,2.349862,0.000000,0.061903,1.163327,46.551808
9,0,8,9,0,2,g,197.996739,38.215517,0.029197,0.008892,16.626814,71.215749,0.070008,2.218415,69.612146
10,0,8,10,0,2,g,636.340141,47.136989,0.031370,0.018156,389.462250,195.453750,0.117104,2.305350,1.815172
11,0,8,11,0,2,g,421.517891,48.046762,0.026474,0.027655,30.071937,338.909080,0.171159,2.683788,1.581036
12,0,8,12,0,2,g,348.384910,44.823966,0.037646,0.019257,27.436821,272.366472,0.116529,2.473484,1.110734
13,0,8,13,0,2,g,158.656670,70.459568,0.051680,1.859199,55.340029,3.580881,7.056137,4.810639,15.498536
14,0,8,14,0,2,g,180.538358,73.097764,0.052002,0.038846,56.011374,3.881499,1.780074,4.195922,41.480876
15,0,8,15,0,2,g,194.413625,48.326689,0.038487,0.530893,93.248752,14.460490,4.062520,29.525750,4.220043
0,0,8,0,0,3,g,204.966069,124.112175,2.283539,0.007828,61.807637,1.473937,0.756259,13.815598,0.709097
1,0,8,1,0,3,g,201.154189,99.545679,0.602516,0.013459,30.662249,44.147036,0.926062,23.913268,1.343919
2,0,8,2,0,3,g,215.012578,98.412348,0.604928,0.017750,31.567363,3.460292,0.145916,79.137883,1.666099
3,0,8,3,0,3,g,20.335074,0.000000,2.038997,0.019816,10.941387,2.694182,0.082124,3.714253,0.844315
4,0,8,4,0,3,g,733.142757,1.910196,0.007345,0.023788,725.174284,2.986415,0.138060,1.451903,1.450766
5,0,8,5,0,3,g,315.107715,5.820469,0.041959,0.036609,293.974287,4.188317,0.202079,8.885228,1.958769
6,0,8,6,0,3,g,226.888543,4.274216,0.029225,0.031629,142.470661,4.578481,0.088379,74.180678,1.235275
7,0,8,7,0,3,g,128.711138,3.728282,0.028421,0.009623,69.773884,1.053740,2.378170,49.991927,1.747092
8,0,8,8,0,3,g,81.830219,2.751333,0.015745,0.000000,39.252300,0.000000,0.069602,0.753914,38.987325
9,0,8,9,0,3,g,194.150077,3.651445,0.026519,0.007739,25.052185,94.415595,0.071465,2.153600,68.771529
10,0,8,10,0,3,g,312.006241,3.872978,0.023798,0.018566,33.000346,270.346533,0.111779,2.408936,2.223306
11,0,8,11,0,3,g,342.182955,3.927707,0.026419,0.033190,42.968423,289.844938,0.161170,2.775978,2.445129
12,0,8,12,0,3,g,214.812110,4.202698,0.031337,0.232210,40.480432,165.920828,0.120699,2.880193,0.943713
13,0,8,13,0,3,g,104.170656,6.569734,0.043383,1.932872,77.726894,3.559167,0.256222,4.721133,9.361250
14,0,8,14,0,3,g,162.030996,7.353569,0.053837,0.037535,88.037967,3.526641,0.299303,4.227042,58.495105
15,0,8,15,0,3,g,85.163209,4.142346,0.027661,1.257733,68.210761,3.237972,4.827169,2.120051,1.339516
0,0,8,0,0,4,g,238.824266,123.634390,0.195936,0.006146,99.155672,1.571230,0.636578,12.797318,0.826997
1,0,8,1,0,4,g,254.741424,149.677501,0.069256,0.012976,49.833955,50.984215,0.136279,2.649975,1.377268
2,0,8,2,0,4,g,96.173404,21.035394,3.051378,0.011566,52.393096,3.228906,0.151474,14.858719,1.442872
3,0,8,3,0,4,g,128.886416,0.000000,1.908547,0.016541,122.524610,2.299680,0.086985,1.210015,0.840038
4,0,8,4,0,4,g,115.892520,0.000000,0.111962,0.023518,77.384486,3.368461,0.127361,33.582622,1.294112
5,0,8,5,0,4,g,400.918224,0.000000,0.003318,0.031312,386.835126,4.330133,0.214975,7.423977,2.079383
6,0,8,6,0,4,g,160.312244,0.000000,0.022137,0.036031,74.490825,4.518495,0.093674,80.070745,1.080337
7,0,8,7,0,4,g,263.458109,0.000000,0.051472,0.010817,255.263564,1.094107,1.229178,2.297937,3.511033
8,0,8,8,0,4,g,66.918701,0.000000,0.026690,0.000000,29.145592,0.000000,2.279138,1.105774,34.361507
9,0,8,9,0,4,g,164.050034,0.000000,0.030851,0.007968,41.735867,68.732462,0.074366,2.292479,51.176042
10,0,8,10,0,4,g,262.348243,0.000000,0.031415,0.524625,48.532013,208.251292,0.111956,2.798090,2.098853
11,0,8,11,0,4,g,338.785523,0.000000,0.040795,0.026874,66.632958,265.020537,0.175875,3.364226,3.524258
12,0,8,12,0,4,g,269.260541,0.000000,0.039414,0.507110,67.626353,196.702729,0.119826,3.198616,1.066495
13,0,8,13,0,4,g,134.378928,0.000000,0.062323,1.664089,112.378131,3.261931,0.269398,5.902342,10.840713
14,0,8,14,0,4,g,171.620100,0.000000,0.041259,0.036925,99.957912,30.709521,2.241755,4.600833,34.031895
15,0,8,15,0,4,g,84.241816,0.000000,0.053433,0.396891,50.534768,3.153717,4.448079,23.085419,2.569508
0,0,8,0,0,5,g,304.005515,112.036145,0.253508,0.008694,133.737780,1.465279,0.908567,54.814086,0.781456
1,0,8,1,0,5,g,259.741632,148.057713,0.108586,0.014891,51.588834,55.643794,0.136071,2.747310,1.444432
2,0,8,2,0,5,g,190.608313,99.990445,0.559110,0.015786,58.158574,2.804911,0.142253,27.461288,1.475945
3,0,8,3,0,5,g,158.063674,0.000000,2.021736,0.018768,150.826434,2.015061,0.082608,2.202560,0.896506
4,0,8,4,0,5,g,250.060817,0.000000,0.001281,0.014368,202.066818,2.547803,0.145426,43.890219,1.394901
5,0,8,5,0,5,g,228.071304,0.000000,0.000000,0.031687,216.032465,4.084051,0.215357,5.594002,2.113742
6,0,8,6,0,5,g,160.815182,0.000000,0.004117,0.035610,96.679390,4.730631,0.095087,58.141824,1.128523
7,0,8,7,0,5,g,189.717799,0.000000,0.021346,0.005862,182.197268,0.972871,2.068642,1.516398,2.935410
8,0,8,8,0,5,g,97.776188,0.000000,0.018789,0.000000,36.746367,0.000000,0.003761,2.958912,58.048360
9,0,8,9,0,5,g,179.561264,0.000000,0.018447,2.127834,45.938497,73.183699,0.071025,2.479526,55.742235
10,0,8,10,0,5,g,341.434376,0.000000,0.015535,0.327677,53.990405,282.562520,0.111033,2.798645,1.628560
11,0,8,11,0,5,g,361.804782,0.000000,0.024280,0.030509,64.425344,247.552727,0.164658,3.299068,46.308195
12,0,8,12,0,5,g,399.213962,0.000000,0.021544,0.024599,61.966275,298.362945,0.130365,3.254367,35.453867
13,0,8,13,0,5,g,131.962001,0.000000,0.036754,1.739386,108.237219,3.614751,0.211486,5.697039,12.425365
14,0,8,14,0,5,g,166.980601,0.000000,0.027242,0.029329,114.877934,4.745084,1.806932,4.824186,40.669894
15,0,8,15,0,5,g,114.665575,3.147036,0.011676,0.737451,65.753828,3.115842,4.439042,35.402943,2.057756
0,0,8,0,0,6,g,213.097883,141.790612,0.230365,0.007246,52.094393,1.501564,0.529782,16.134899,0.809021
1,0,8,1,0,6,g,271.951341,144.040926,0.028920,0.015901,56.532732,51.800505,0.135199,17.930240,1.466920
2,0,8,2,0,6,g,144.880676,52.580173,0.961694,0.010907,68.306636,3.622754,0.157535,17.613521,1.627456
3,0,8,3,0,6,g,80.327944,0.000000,1.306832,0.016224,72.648880,2.040335,0.089318,3.299450,0.926905
4,0,8,4,0,6,g,215.625572,0.000000,1.268172,0.025616,206.173050,3.301264,0.121617,3.364712,1.371140
5,0,8,5,0,6,g,421.423271,0.000000,0.000000,0.030272,408.099785,4.115738,0.211049,7.096714,1.869713
6,0,8,6,0,6,g,136.822802,0.000000,0.000000,0.035069,75.677215,5.574972,0.091105,54.217267,1.227173
7,0,8,7,0,6,g,215.807794,0.000000,0.000000,0.008033,189.120224,24.083767,1.111766,0.303918,1.180086
8,0,8,8,0,6,g,108.583844,0.000000,0.000000,0.000000,85.368598,0.000000,0.003833,2.351677,20.859735
9,0,8,9,0,6,g,491.407592,0.000000,0.000000,0.006327,359.628252,74.270588,0.068027,2.193916,55.240481
10,0,8,10,0,6,g,304.289372,0.000000,0.000000,0.018864,59.546488,214.890128,0.108636,2.849090,26.876167
11,0,8,11,0,6,g,472.242040,0.000000,0.000000,0.026604,70.755735,396.155920,0.168437,3.259886,1.875457
12,0,8,12,0,6,g,324.147284,0.000000,0.000000,0.026745,69.026480,251.003678,0.122416,2.841730,1.126235
13,0,8,13,0,6,g,132.328664,0.000000,0.000000,1.041846,114.601700,3.094403,0.256031,5.401374,7.933309
14,0,8,14,0,6,g,186.379233,0.000000,0.000000,0.044116,119.773019,4.639651,0.923570,4.561232,56.437646
15,0,8,15,0,6,g,128.209965,9.837045,0.013285,0.523186,74.848685,9.423164,0.211589,5.579854,27.773157
0,0,8,0,0,7,g,194.856905,126.531002,0.190130,0.042310,43.691249,2.458977,7.130178,13.553757,1.259303
1,0,8,1,0,7,g,225.368249,83.970550,1.531407,0.013565,56.577890,77.754478,0.240667,3.091170,2.188521
2,0,8,2,0,7,g,189.848057,94.342264,0.784853,0.018474,66.802357,5.972739,0.273508,19.103639,2.550225
3,0,8,3,0,7,g,89.910433,11.324508,2.163312,0.020816,64.061941,7.508788,0.218065,2.730369,1.882634
4,0,8,4,0,7,g,237.300499,0.000000,1.365875,0.020827,221.052749,6.779934,0.298908,5.191137,2.591068
5,0,8,5,0,7,g,260.551328,0.000000,0.082927,0.026619,238.920340,8.249446,0.461494,8.859464,3.951038
6,0,8,6,0,7,g,226.540427,0.000000,0.000000,0.034400,133.772854,5.255498,0.131166,85.808993,1.537516
7,0,8,7,0,7,g,177.783229,0.000000,0.000000,0.008716,125.264711,1.139916,0.112513,50.140739,1.116635
8,0,8,8,0,7,g,49.572780,0.000000,0.000000,0.000000,8.043868,0.910942,2.300517,0.313079,38.004373
9,0,8,9,0,7,g,156.271514,0.000000,0.000000,0.006553,38.220011,38.265286,0.204957,1.905692,77.669015
10,0,8,10,0,7,g,276.898896,0.000000,0.000000,0.016538,51.799096,217.514085,0.310172,2.914584,4.344421
11,0,8,11,0,7,g,354.383797,0.000000,0.000000,0.026409,68.564384,277.959977,0.379359,3.615593,3.838074
12,0,8,12,0,7,g,190.732119,0.000000,0.000000,0.305270,62.883907,121.978508,0.291615,2.884298,2.388521
13,0,8,13,0,7,g,141.280966,0.000000,0.000000,2.220286,116.008458,6.296825,0.590565,6.116372,10.048459
14,0,8,14,0,7,g,165.297712,0.000000,0.000000,0.028658,93.902891,8.644963,0.491950,4.171136,58.058114
15,0,8,15,0,7,g,71.185279,0.000000,0.000000,0.509543,55.330354,6.042046,4.630042,2.261111,2.412184
0,0,8,0,0,9,g,210.998649,113.485595,0.181313,0.043412,62.884779,20.247250,1.133421,11.408439,1.614440
1,0,8,1,0,9,g,460.741734,131.026789,0.078532,0.042684,22.914549,302.334551,0.208693,1.267957,2.867979
2,0,8,2,0,9,g,164.038611,67.817763,0.836688,0.049763,25.192494,48.389443,0.270828,18.099598,3.382033
3,0,8,3,0,9,g,192.342910,0.000000,2.243423,0.069968,116.208795,65.211835,0.193529,5.822296,2.593063
4,0,8,4,0,9,g,236.178395,0.000000,0.000423,0.045620,148.204825,40.458201,0.198040,44.503352,2.767933
5,0,8,5,0,9,g,294.120230,0.000000,0.000000,0.075658,205.116186,54.000850,0.284500,30.888467,3.754568
6,0,8,6,0,9,g,219.375192,0.000000,0.000000,0.076335,87.182884,52.888688,0.210194,75.627682,3.389408
7,0,8,7,0,9,g,269.877422,0.000000,0.000000,0.025889,239.392751,27.161257,0.897690,0.134055,2.265781
8,0,8,8,0,9,g,66.208592,0.000000,0.000000,0.012331,1.348293,24.434314,2.093180,0.000000,38.320473
9,0,8,9,0,9,g,104.842689,0.000000,0.000000,0.007964,12.931277,17.081946,0.068241,0.885860,73.867400
10,0,8,10,0,9,g,349.906408,0.000000,0.000000,0.018041,21.169331,325.549966,0.126470,1.221184,1.821415
11,0,8,11,0,9,g,258.686175,0.000000,0.000000,0.045219,30.150128,181.601833,0.242930,1.521918,45.124147
12,0,8,12,0,9,g,146.076609,0.000000,0.000000,0.043174,25.279815,96.865661,0.159030,1.173366,22.555563
13,0,8,13,0,9,g,168.153548,0.000000,0.000000,0.733925,51.589575,104.680305,0.261193,2.420960,8.467591
14,0,8,14,0,9,g,145.423977,0.000000,0.000000,0.082526,49.560222,49.216926,1.668613,1.626398,43.269292
15,0,8,15,0,9,g,83.194458,3.800830,0.085429,3.304317,23.195581,44.592617,4.463444,0.761213,2.991025
0,0,8,0,0,10,g,210.430731,126.989476,0.218756,0.029901,25.077256,38.819044,1.299855,14.132270,3.864174
1,0,8,1,0,10,g,221.066655,108.941348,1.605269,0.055544,23.976841,82.105698,0.137761,1.287833,2.956362
2,0,8,2,0,10,g,95.496273,0.000000,2.646636,0.063634,22.867556,51.459143,0.156673,14.784372,3.518259
3,0,8,3,0,10,g,201.418796,0.000000,1.260561,0.085944,118.880502,76.698887,0.084061,0.725798,3.683043
4,0,8,4,0,10,g,250.516020,0.000000,0.000319,0.045240,156.322460,46.197265,0.133784,44.872274,2.944679
5,0,8,5,0,10,g,288.499156,0.000000,0.000000,0.087712,193.740518,61.221579,0.194685,28.937743,4.316919
6,0,8,6,0,10,g,210.491256,0.000000,0.000000,0.077445,92.740697,56.770580,0.083570,57.591185,3.227779
7,0,8,7,0,10,g,210.061492,0.000000,0.000000,0.035803,155.000899,40.345441,11.112819,0.133766,3.432764
8,0,8,8,0,10,g,87.651623,0.000000,0.000000,0.036362,8.295871,42.933025,3.011721,0.000000,33.374645
9,0,8,9,0,10,g,289.096269,0.000000,0.000000,0.012490,13.944956,223.043234,0.067241,0.833758,51.194590
10,0,8,10,0,10,g,236.165045,0.000000,0.000000,0.015697,20.807111,212.286538,0.110708,1.266827,1.678164
11,0,8,11,0,10,g,479.806966,0.000000,0.000000,0.031346,27.487374,448.537127,0.164779,1.628177,1.958164
12,0,8,12,0,10,g,138.870163,0.000000,0.000000,0.229413,26.095082,109.320440,0.123761,1.121491,1.979976
13,0,8,13,0,10,g,115.005740,0.000000,0.000000,2.229392,54.844374,45.664153,0.250611,2.512519,9.504691
14,0,8,14,0,10,g,177.935515,0.000000,0.000000,0.181972,53.749242,76.590159,1.531606,1.501520,44.381015
15,0,8,15,0,10,g,120.934002,0.000000,0.000000,0.423785,58.230901,53.780488,4.472057,0.732491,3.294281
0,0,8,0,0,11,g,212.910439,126.682512,0.214763,0.033014,24.845166,39.724660,0.836147,13.967703,6.606475
1,0,8,1,0,11,g,203.166509,90.087504,1.168962,0.055391,20.194880,86.932674,0.144584,1.312036,3.270477
2,0,8,2,0,11,g,145.823564,52.991706,1.131503,0.067003,22.133850,49.735843,0.152688,16.004875,3.606097
3,0,8,3,0,11,g,86.859975,0.000000,2.017871,0.072708,10.543980,69.971853,0.089583,0.694614,3.469366
4,0,8,4,0,11,g,245.043343,0.000000,0.000854,0.065095,165.033701,48.553858,0.136208,27.949683,3.303944
5,0,8,5,0,11,g,374.185591,0.000000,0.000000,0.083725,282.670613,59.371372,0.209454,27.499325,4.351102
6,0,8,6,0,11,g,308.925284,0.000000,0.000000,0.075814,189.032891,49.834277,0.097499,66.623451,3.261353
7,0,8,7,0,11,g,232.096892,0.000000,0.000000,0.033937,120.062627,40.785902,1.352900,65.258936,4.602590
8,0,8,8,0,11,g,120.080541,0.000000,0.000000,0.033154,47.996149,49.770917,0.007555,0.000000,22.272766
9,0,8,9,0,11,g,172.816146,0.000000,0.000000,0.020031,12.647270,83.794153,8.554746,0.833594,66.966352
10,0,8,10,0,11,g,308.880330,0.000000,0.000000,0.022090,19.875663,285.833930,0.107490,1.122575,1.918583
11,0,8,11,0,11,g,232.820224,0.000000,0.000000,0.033962,26.767012,202.490854,0.171776,1.488316,1.868303
12,0,8,12,0,11,g,290.852865,0.000000,0.000000,0.389306,22.303308,265.506682,0.122297,1.096491,1.434781
13,0,8,13,0,11,g,117.255725,0.000000,0.000000,1.090656,51.349110,38.923581,0.204019,2.703295,22.985064
14,0,8,14,0,11,g,181.877504,0.000000,0.000000,0.091346,49.573955,84.487088,1.586263,1.517860,44.620991
15,0,8,15,0,11,g,137.313308,0.000000,0.011867,0.528701,54.995642,56.991088,4.413674,12.421630,7.950706
0,0,8,0,0,12,g,182.785689,100.604350,0.299549,0.585785,22.830079,27.752444,0.794289,28.110917,1.808275
1,0,8,1,0,12,g,363.458231,117.039436,0.166579,0.033411,18.899228,223.391202,0.139398,1.260022,2.528954
2,0,8,2,0,12,g,129.759486,42.802253,1.454912,0.061208,22.139768,40.857619,0.160557,18.979058,3.304112
3,0,8,3,0,12,g,97.499332,23.754751,1.173055,0.060889,10.811229,54.552073,0.086836,3.793522,3.266978
4,0,8,4,0,12,g,329.342911,0.000000,0.000302,0.054617,286.263483,38.856824,0.132442,1.151849,2.883393
5,0,8,5,0,12,g,342.806084,0.000000,0.000000,0.064037,290.413223,41.077837,0.205358,7.075261,3.970367
6,0,8,6,0,12,g,197.439229,0.000000,0.000000,0.062202,97.361905,42.154344,0.094904,54.943261,2.822614
7,0,8,7,0,12,g,158.429028,0.000000,0.000000,0.039122,57.906840,27.059239,1.166196,65.609383,6.648248
8,0,8,8,0,12,g,66.856472,0.000000,0.000000,0.028073,2.209117,31.485344,0.021810,9.087635,24.024494
9,0,8,9,0,12,g,289.587221,0.000000,0.000000,0.023084,13.313374,220.830992,0.069592,0.768650,54.581530
10,0,8,10,0,12,g,223.327635,0.000000,0.000000,0.096973,19.071093,169.508994,0.115834,1.281678,33.253063
11,0,8,11,0,12,g,392.537244,0.000000,0.000000,0.040249,27.309006,361.140244,0.161718,1.584134,2.301893
12,0,8,12,0,12,g,76.369301,0.000000,0.000000,0.462798,23.135296,50.361371,0.132773,1.089042,1.188020
13,0,8,13,0,12,g,110.481093,0.000000,0.000000,1.869351,50.441961,47.944844,0.209285,2.581917,7.433734
14,0,8,14,0,12,g,138.150120,0.000000,0.000000,1.039568,47.842164,51.064279,0.344404,1.661755,36.197950
15,0,8,15,0,12,g,51.785759,0.000000,0.000000,0.375948,19.006470,24.499012,4.730199,0.758829,2.415301
0,0,8,0,0,13,g,332.240222,90.985975,0.398861,0.123149,119.393529,92.331652,1.101463,15.880990,12.024603
1,0,8,1,0,13,g,224.385020,130.345968,1.257986,0.034869,19.691896,69.421414,0.202044,1.222962,2.207880
2,0,8,2,0,13,g,305.326441,74.914979,0.515618,0.041507,184.989175,14.112977,0.257150,27.526849,2.968187
3,0,8,3,0,13,g,143.710163,0.000000,1.785974,0.064997,116.209808,21.513692,0.185939,0.671892,3.277862
4,0,8,4,0,13,g,263.641574,0.000000,1.786332,0.043962,244.334619,11.322981,0.173339,3.555151,2.425191
5,0,8,5,0,13,g,387.692352,0.000000,0.000000,0.053692,364.164584,14.937334,0.270753,4.868325,3.397664
6,0,8,6,0,13,g,194.243186,0.000000,0.000000,0.055938,103.164745,15.300161,0.194723,73.358939,2.168680
7,0,8,7,0,13,g,125.808424,0.000000,0.000000,0.023962,66.487115,7.710933,3.466451,43.232924,4.887039
8,0,8,8,0,13,g,54.399646,0.000000,0.000000,0.023273,0.000000,7.971421,2.831621,0.000000,43.573330
9,0,8,9,0,13,g,158.854842,0.000000,0.000000,0.014946,14.050351,89.597135,0.079690,0.692007,54.420712
10,0,8,10,0,13,g,251.776273,0.000000,0.000000,0.144750,20.447342,198.308030,0.135867,1.203981,31.536303
11,0,8,11,0,13,g,266.597948,0.000000,0.000000,0.034493,25.455337,195.377014,0.221419,1.509429,44.000255
12,0,8,12,0,13,g,204.247493,0.000000,0.000000,0.033230,22.286413,179.252486,0.168228,1.123435,1.383701
13,0,8,13,0,13,g,90.241333,0.000000,0.000000,1.939735,47.117047,33.113965,0.242059,2.613476,5.215052
14,0,8,14,0,13,g,111.010149,0.000000,0.000000,0.683493,48.751140,14.672348,0.440081,1.502355,44.960731
15,0,8,15,0,13,g,76.680741,0.000000,0.040683,0.560723,54.858678,13.420160,4.120813,0.733494,2.946191
0,0,8,0,0,14,g,284.910061,109.127953,0.389605,0.016335,121.779225,31.191019,2.633089,18.445066,1.327768
1,0,8,1,0,14,g,283.642692,186.011637,0.037180,0.026496,21.566440,72.469715,0.172326,1.239824,2.119075
2,0,8,2,0,14,g,113.076037,43.548144,2.338897,0.039442,23.866216,6.166285,0.236244,33.868861,3.011947
3,0,8,3,0,14,g,29.991865,0.000000,2.122708,0.084969,15.786765,6.693948,0.316882,0.724034,4.262559
4,0,8,4,0,14,g,232.549022,0.000000,1.122487,0.038640,221.266715,6.442959,0.167435,1.226239,2.284547
5,0,8,5,0,14,g,336.635042,0.000000,0.000000,0.077383,298.627513,7.746984,0.345351,25.710678,4.127133
6,0,8,6,0,14,g,180.509790,0.000000,0.000000,0.060001,91.627045,8.795422,0.178069,77.574764,2.274488
7,0,8,7,0,14,g,339.311927,0.000000,0.000000,0.022693,322.925311,3.075604,9.121836,0.142361,4.024122
8,0,8,8,0,14,g,49.107632,0.000000,0.000000,0.022872,1.518437,2.487233,2.968324,0.000000,42.110765
9,0,8,9,0,14,g,150.973797,0.000000,0.000000,0.019632,14.162739,63.189978,0.117747,0.780203,72.703498
